,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,43.0,No,Travel_Rarely,558.0,Research & Development,15.0,2,Life Sciences,1,3,Male,60.0,3,1,Human Resources,4,Married,3140.0,22459.0,1,Y,No,15.0,3,1,80,0,5.0,5,3,6.0,3.0,1.0,2.0
22,40.0,Yes,Travel_Frequently,1044.0,Sales,19.0,4,Life Sciences,1,2,Female,74.0,1,2,Sales Representative,4,Married,6800.0,22782.0,0,Y,No,14.0,4,2,80,0,10.0,2,4,3.0,1.0,1.0,2.0
23,21.0,No,Travel_Rarely,1055.0,Sales,17.0,3,Life Sciences,1,1,Male,36.0,2,3,Laboratory Technician,4,Divorced,10144.0,13631.0,6,Y,Yes,12.0,3,4,80,0,16.0,2,3,3.0,3.0,1.0,2.0
24,38.0,No,Non-Travel,1418.0,Research & Development,3.0,3,Life Sciences,1,4,Female,76.0,3,1,Laboratory Technician,1,Divorced,2620.0,3350.0,1,Y,No,16.0,4,3,80,1,6.0,2,2,4.0,1.0,1.0,3.0
25,45.0,No,Non-Travel,816.0,Research & Development,15.0,4,Life Sciences,1,4,Male,44.0,3,2,Manufacturing Director,2,Divorced,5893.0,5008.0,1,Y,No,18.0,3,1,80,1,13.0,2,2,4.0,4.0,2.0,1.0
26,35.0,No,Travel_Frequently,207.0,Research & Development,11.0,2,Life Sciences,1,4,Male,53.0,4,4,Manufacturing Director,1,Married,5280.0,13647.0,2,Y,No,16.0,3,3,80,2,11.0,3,3,5.0,6.0,1.0,6.0
27,54.0,No,Travel_Rarely,169.0,Research & Development,27.0,3,Life Sciences,1,1,Female,63.0,4,4,Manager,3,Married,13770.0,13193.0,4,Y,No,16.0,3,3,80,0,12.0,2,3,10.0,6.0,6.0,5.0
28,49.0,No,Travel_Rarely,463.0,Research & Development,6.0,4,Life Sciences,1,1,Female,73.0,2,3,Sales Executive,1,Married,9283.0,25052.0,5,Y,No,16.0,3,3,80,1,18.0,4,3,4.0,1.0,0.0,11.0
29,45.0,No,Travel_Rarely,261.0,Sales,15.0,2,Medical,1,1,Male,43.0,3,2,Research Director,4,Single,5553.0,3231.0,8,Y,Yes,12.0,3,3,80,2,21.0,3,3,11.0,3.0,1.0,6.0
30,37.0,No,Travel_Rarely,646.0,Sales,5.0,2,Medical,1,4,Female,65.0,3,3,Sales Executive,2,Single,11591.0,22914.0,1,Y,No,11.0,3,3,80,1,4.0,5,4,5.0,2.0,6.0,4.0
31,27.0,No,Travel_Rarely,563.0,Research & Development,23.0,2,Technical Degree,1,2,Female,79.0,2,2,Sales Executive,4,Divorced,11260.0,9225.0,1,Y,No,15.0,3,1,80,1,12.0,2,3,11.0,9.0,1.0,8.0
32,41.0,No,Travel_Frequently,655.0,Research & Development,27.0,2,Medical,1,4,Male,71.0,3,2,Human Resources,4,Divorced,8109.0,22448.0,1,Y,Yes,16.0,3,3,80,1,6.0,4,3,12.0,6.0,2.0,4.0
33,33.0,Yes,Travel_Frequently,114.0,Sales,18.0,4,Life Sciences,1,4,Male,58.0,3,1,Research Scientist,3,Single,8312.0,19991.0,5,Y,Yes,13.0,3,2,80,0,9.0,3,2,10.0,2.0,10.0,8.0
34,41.0,No,Travel_Rarely,1024.0,Research & Development,15.0,2,Medical,1,4,Male,47.0,2,1,Research Scientist,4,Married,2930.0,21647.0,3,Y,No,12.0,3,1,80,2,12.0,2,2,1.0,3.0,0.0,0.0
35,30.0,No,Travel_Rarely,121.0,Research & Development,13.0,2,Technical Degree,1,1,Male,47.0,3,2,Sales Executive,1,Married,8781.0,4960.0,3,Y,Yes,12.0,3,1,80,0,22.0,3,3,5.0,8.0,6.0,7.0
36,32.0,Yes,Travel_Frequently,257.0,Sales,5.0,2,Life Sciences,1,3,Female,32.0,3,2,Research Scientist,1,Divorced,2352.0,14569.0,0,Y,No,12.0,3,1,80,1,11.0,3,2,3.0,0.0,0.0,1.0
37,38.0,Yes,Travel_Rarely,303.0,Research & Development,19.0,2,Life Sciences,1,4,Female,48.0,4,4,Manufacturing Director,4,Divorced,13882.0,6877.0,1,Y,Yes,19.0,4,1,80,2,17.0,2,3,25.0,10.0,1.0,5.0
38,46.0,No,Non-Travel,140.0,Research & Development,15.0,3,Life Sciences,1,4,Male,67.0,2,4,Manager,3,Married,13611.0,16712.0,3,Y,Yes,17.0,3,4,80,0,27.0,2,3,2.0,7.0,11.0,5.0
39,38.0,No,Travel_Rarely,204.0,Human Resources,8.0,5,Life Sciences,1,1,Male,90.0,4,1,Human Resources,2,Divorced,1311.0,9629.0,2,Y,No,15.0,3,4,80,3,17.0,2,3,10.0,3.0,0.0,7.0
40,54.0,Yes,Travel_Frequently,1241.0,Research & Development,7.0,3,Life Sciences,1,1,Male,63.0,3,5,Research Director,1,Married,19799.0,15004.0,9,Y,No,12.0,3,4,80,0,28.0,3,3,22.0,2.0,3.0,7.0
41,54.0,No,Travel_Rarely,1317.0,Research & Development,27.0,4,Medical,1,1,Male,63.0,3,3,Healthcare Representative,3,Married,12509.0,11703.0,3,Y,Yes,21.0,4,4,80,1,33.0,6,3,19.0,12.0,7.0,5.0
42,50.0,No,Travel_Rarely,274.0,Research & Development,3.0,2,Medical,1,4,Female,48.0,2,5,Manager,2,Married,19293.0,10225.0,6,Y,Yes,12.0,3,4,80,1,28.0,3,3,11.0,12.0,3.0,13.0
43,47.0,No,Travel_Rarely,627.0,Research & Development,7.0,3,Medical,1,3,Male,75.0,2,5,Laboratory Technician,4,Divorced,14852.0,16194.0,2,Y,No,20.0,3,1,80,0,26.0,3,3,21.0,6.0,11.0,14.0
44,53.0,No,Travel_Rarely,458.0,Sales,6.0,3,Life Sciences,1,3,Male,52.0,3,2,Healthcare Representative,2,Single,2341.0,13754.0,6,Y,No,12.0,3,3,80,1,14.0,1,2,5.0,7.0,0.0,2.0
45,49.0,No,Travel_Frequently,1146.0,Research & Development,13.0,3,Life Sciences,1,2,Male,56.0,3,2,Sales Executive,3,Divorced,4862.0,7160.0,1,Y,No,14.0,3,4,80,1,20.0,4,3,11.0,8.0,1.0,10.0
46,49.0,No,Travel_Rarely,898.0,Research & Development,9.0,3,Life Sciences,1,3,Male,92.0,3,2,Manufacturing Director,3,Married,6937.0,19541.0,2,Y,No,13.0,3,1,80,0,28.0,2,3,3.0,3.0,2.0,5.0
47,34.0,No,Travel_Rarely,1116.0,Sales,5.0,4,Life Sciences,1,1,Female,40.0,3,2,Manufacturing Director,2,Married,5851.0,13156.0,2,Y,No,16.0,3,3,80,2,11.0,2,3,4.0,1.0,0.0,2.0
48,30.0,Yes,Travel_Rarely,1267.0,Research & Development,25.0,3,Life Sciences,1,1,Female,61.0,3,2,Research Director,2,Single,7732.0,3451.0,4,Y,Yes,14.0,3,2,80,0,11.0,2,3,12.0,8.0,1.0,6.0
49,28.0,No,Travel_Frequently,390.0,Research & Development,27.0,4,Medical,1,1,Female,87.0,3,1,Laboratory Technician,3,Divorced,3600.0,14076.0,3,Y,No,19.0,3,3,80,1,31.0,0,3,2.0,5.0,0.0,0.0
50,40.0,No,Travel_Rarely,392.0,Sales,7.0,3,Life Sciences,1,4,Male,61.0,1,3,Manager,2,Single,17070.0,17169.0,2,Y,No,18.0,3,4,80,1,26.0,2,1,17.0,13.0,3.0,8.0
51,43.0,No,Travel_Rarely,514.0,Sales,20.0,2,Life Sciences,1,2,Male,89.0,3,2,Laboratory Technician,4,Married,4513.0,14456.0,3,Y,No,14.0,4,2,80,2,6.0,3,4,7.0,8.0,2.0,3.0
52,31.0,Yes,Travel_Frequently,356.0,Human Resources,8.0,3,Marketing,1,2,Male,76.0,2,1,Research Scientist,3,Married,2574.0,15799.0,3,Y,No,13.0,3,3,80,0,5.0,3,2,3.0,1.0,0.0,2.0
53,52.0,No,Travel_Rarely,1095.0,Research & Development,6.0,4,Medical,1,4,Female,49.0,4,4,Manager,1,Divorced,18087.0,14409.0,1,Y,Yes,14.0,3,3,80,1,32.0,2,4,19.0,2.0,9.0,5.0
54,51.0,Yes,Travel_Rarely,201.0,Sales,13.0,4,Life Sciences,1,1,Male,46.0,3,2,Sales Executive,2,Married,5529.0,11476.0,2,Y,Yes,13.0,3,4,80,0,10.0,3,3,16.0,7.0,4.0,10.0
55,42.0,No,Travel_Rarely,494.0,Research & Development,9.0,3,Technical Degree,1,4,Male,93.0,4,2,Manufacturing Director,3,Single,5517.0,17919.0,0,Y,No,13.0,3,3,80,0,9.0,5,3,7.0,5.0,1.0,7.0
56,46.0,No,Travel_Frequently,1434.0,Research & Development,11.0,3,Marketing,1,1,Female,70.0,3,5,Research Director,3,Married,15738.0,14440.0,6,Y,No,18.0,3,1,80,1,30.0,2,4,6.0,3.0,1.0,2.0
57,26.0,Yes,Travel_Rarely,1158.0,Research & Development,2.0,1,Medical,1,1,Female,40.0,2,1,Research Scientist,4,Single,2130.0,25301.0,0,Y,Yes,15.0,3,3,80,1,6.0,2,3,4.0,4.0,2.0,6.0
58,30.0,No,Travel_Rarely,231.0,Research & Development,7.0,2,Technical Degree,1,3,Female,40.0,2,2,Human Resources,3,Married,7178.0,13685.0,1,Y,No,17.0,3,4,80,3,9.0,2,2,9.0,7.0,6.0,8.0
59,38.0,No,Travel_Frequently,833.0,Research & Development,1.0,4,Life Sciences,1,4,Male,90.0,3,1,Laboratory Technician,3,Divorced,2508.0,7676.0,1,Y,No,17.0,3,3,80,1,12.0,3,3,6.0,7.0,2.0,16.0
60,30.0,No,Travel_Rarely,1205.0,Sales,22.0,4,Life Sciences,1,3,Male,48.0,1,3,Sales Executive,2,Divorced,13731.0,2474.0,3,Y,No,22.0,4,2,80,0,13.0,6,3,10.0,10.0,3.0,4.0
61,46.0,No,Travel_Frequently,1468.0,Research & Development,2.0,4,Technical Degree,1,3,Male,93.0,3,4,Manufacturing Director,3,Single,6461.0,19463.0,5,Y,Yes,19.0,3,4,80,1,26.0,4,3,6.0,8.0,3.0,3.0
62,38.0,No,Travel_Rarely,763.0,Research & Development,2.0,3,Life Sciences,1,4,Female,48.0,3,1,Laboratory Technician,2,Single,1578.0,8996.0,1,Y,No,15.0,3,1,80,0,10.0,0,2,5.0,2.0,1.0,1.0
63,41.0,No,Travel_Frequently,898.0,Sales,17.0,2,Marketing,1,3,Male,61.0,2,2,Research Scientist,4,Married,17344.0,19552.0,7,Y,No,25.0,4,3,80,1,22.0,3,3,25.0,13.0,11.0,6.0
64,33.0,No,Travel_Rarely,1334.0,Sales,11.0,1,Medical,1,4,Male,51.0,2,2,Research Scientist,4,Single,4395.0,17055.0,1,Y,No,15.0,3,4,80,0,2.0,5,3,6.0,4.0,0.0,1.0
65,31.0,Yes,Travel_Frequently,1195.0,Sales,5.0,4,Marketing,1,3,Female,57.0,3,1,Research Scientist,4,Married,2500.0,14893.0,8,Y,No,16.0,3,3,80,1,7.0,0,3,3.0,4.0,3.0,2.0
66,35.0,No,Travel_Rarely,1296.0,Sales,8.0,5,Medical,1,4,Female,84.0,3,3,Manufacturing Director,3,Divorced,12033.0,19420.0,4,Y,No,17.0,4,4,80,2,15.0,6,3,3.0,8.0,2.0,9.0
67,53.0,No,Travel_Rarely,897.0,Sales,2.0,3,Life Sciences,1,4,Male,82.0,3,2,Manager,1,Married,4370.0,22859.0,9,Y,Yes,14.0,3,4,80,0,27.0,1,3,7.0,0.0,0.0,7.0
68,34.0,No,Travel_Rarely,1013.0,Research & Development,12.0,4,Medical,1,3,Female,87.0,1,1,Laboratory Technician,1,Married,3381.0,25674.0,3,Y,No,17.0,3,2,80,1,7.0,5,2,6.0,4.0,11.0,2.0
69,37.0,No,Travel_Frequently,776.0,Research & Development,22.0,2,Medical,1,1,Female,57.0,3,3,Research Director,3,Married,7388.0,11533.0,2,Y,Yes,14.0,3,1,80,1,12.0,3,3,6.0,5.0,1.0,3.0
70,32.0,No,Travel_Rarely,151.0,Sales,16.0,1,Technical Degree,1,2,Female,87.0,3,2,Laboratory Technician,4,Married,2258.0,6025.0,1,Y,No,16.0,3,2,80,1,16.0,1,4,9.0,3.0,1.0,3.0
71,41.0,No,Travel_Rarely,509.0,Sales,16.0,2,Life Sciences,1,4,Female,42.0,2,3,Healthcare Representative,4,Divorced,11024.0,23487.0,0,Y,Yes,20.0,3,2,80,1,17.0,2,2,9.0,7.0,4.0,11.0
72,23.0,No,Travel_Rarely,283.0,Research & Development,15.0,1,Life Sciences,1,3,Female,42.0,3,1,Laboratory Technician,4,Divorced,8656.0,9888.0,3,Y,Yes,17.0,3,4,80,1,13.0,3,3,16.0,10.0,5.0,2.0
73,40.0,No,Travel_Rarely,693.0,Sales,4.0,3,Marketing,1,2,Male,65.0,4,4,Manufacturing Director,4,Married,7982.0,9941.0,9,Y,No,15.0,3,4,80,1,11.0,3,3,15.0,2.0,2.0,5.0
74,37.0,No,Non-Travel,418.0,Sales,6.0,3,Medical,1,3,Male,41.0,2,2,Manufacturing Director,4,Single,5358.0,8243.0,1,Y,No,14.0,3,3,80,1,6.0,4,3,4.0,5.0,2.0,2.0
75,37.0,No,Travel_Rarely,1016.0,Sales,6.0,4,Marketing,1,4,Female,57.0,3,5,Manager,4,Married,14474.0,9228.0,3,Y,Yes,19.0,3,4,80,1,16.0,3,2,12.0,12.0,3.0,2.0
76,20.0,Yes,Travel_Rarely,844.0,Research & Development,26.0,2,Medical,1,4,Male,80.0,1,1,Laboratory Technician,3,Married,2491.0,23389.0,0,Y,No,17.0,3,2,80,0,9.0,4,2,7.0,3.0,0.0,3.0
77,20.0,Yes,Travel_Rarely,1201.0,Research & Development,12.0,1,Medical,1,4,Male,32.0,2,2,Laboratory Technician,1,Single,2053.0,26085.0,1,Y,No,15.0,3,1,80,0,4.0,3,3,1.0,0.0,2.0,1.0
78,38.0,No,Travel_Frequently,1175.0,Research & Development,6.0,4,Life Sciences,1,2,Female,92.0,4,3,Manufacturing Director,4,Married,7409.0,5385.0,1,Y,No,19.0,3,2,80,1,5.0,2,3,5.0,2.0,8.0,3.0
79,42.0,No,Travel_Rarely,1300.0,Research & Development,21.0,4,Life Sciences,1,3,Male,68.0,3,1,Research Scientist,4,Divorced,2306.0,24755.0,4,Y,Yes,18.0,3,1,80,0,13.0,3,2,7.0,7.0,3.0,10.0
80,54.0,No,Travel_Rarely,653.0,Research & Development,3.0,3,Medical,1,1,Male,46.0,1,5,Research Director,2,Single,19939.0,12010.0,4,Y,Yes,13.0,3,2,80,1,22.0,2,3,8.0,5.0,4.0,5.0
81,30.0,No,Travel_Frequently,441.0,Research & Development,2.0,3,Medical,1,3,Female,56.0,3,2,Research Scientist,2,Married,4574.0,3966.0,3,Y,Yes,14.0,4,2,80,0,7.0,2,2,9.0,1.0,1.0,6.0
82,47.0,No,Travel_Rarely,280.0,Research & Development,2.0,3,Medical,1,1,Male,82.0,3,2,Manufacturing Director,1,Married,6134.0,20697.0,7,Y,Yes,17.0,3,4,80,3,8.0,3,3,9.0,6.0,7.0,3.0
83,53.0,No,Travel_Frequently,408.0,Research & Development,29.0,2,Life Sciences,1,4,Female,97.0,3,2,Healthcare Representative,4,Married,11055.0,15020.0,1,Y,No,12.0,3,4,80,1,34.0,3,3,21.0,12.0,6.0,8.0
84,32.0,No,Non-Travel,1250.0,Sales,13.0,3,Technical Degree,1,2,Female,73.0,3,3,Laboratory Technician,1,Single,7773.0,23210.0,3,Y,Yes,17.0,3,3,80,0,16.0,2,3,8.0,7.0,2.0,2.0
85,27.0,No,Travel_Rarely,875.0,Sales,11.0,3,Life Sciences,1,4,Female,41.0,3,2,Sales Executive,3,Single,4380.0,20795.0,7,Y,No,15.0,3,3,80,0,5.0,4,2,3.0,2.0,0.0,4.0
86,40.0,No,Travel_Rarely,702.0,Research & Development,6.0,3,Life Sciences,1,2,Male,56.0,2,1,Manufacturing Director,2,Single,4005.0,8719.0,1,Y,Yes,22.0,4,3,80,0,5.0,6,1,4.0,3.0,1.0,2.0
87,21.0,No,Travel_Rarely,1264.0,Research & Development,6.0,1,Life Sciences,1,3,Female,56.0,2,1,Research Scientist,3,Married,4556.0,13739.0,4,Y,Yes,14.0,3,1,80,0,5.0,1,2,6.0,5.0,1.0,3.0
88,38.0,No,Travel_Frequently,445.0,Research & Development,8.0,4,Life Sciences,1,1,Male,78.0,3,3,Healthcare Representative,3,Married,11336.0,9202.0,1,Y,Yes,24.0,3,3,80,1,23.0,3,3,20.0,1.0,8.0,4.0
89,36.0,No,Travel_Rarely,1094.0,Sales,12.0,2,Other,1,3,Female,64.0,3,1,Sales Executive,3,Single,3936.0,22071.0,0,Y,No,15.0,3,1,80,0,2.0,2,1,3.0,6.0,2.0,2.0
90,28.0,No,Travel_Rarely,1318.0,Research & Development,17.0,2,Life Sciences,1,4,Male,59.0,3,2,Manufacturing Director,3,Married,11008.0,13995.0,3,Y,No,18.0,3,2,80,1,12.0,2,2,6.0,5.0,8.0,4.0
91,53.0,No,Travel_Frequently,843.0,Research & Development,3.0,5,Life Sciences,1,1,Male,68.0,2,4,Research Director,2,Divorced,18852.0,18816.0,3,Y,No,14.0,3,1,80,1,31.0,4,3,3.0,9.0,1.0,4.0
92,43.0,No,Travel_Rarely,1320.0,Human Resources,6.0,2,Life Sciences,1,3,Female,68.0,3,2,Human Resources,1,Single,4475.0,18853.0,4,Y,No,16.0,3,1,80,0,10.0,2,4,15.0,2.0,1.0,6.0
93,53.0,Yes,Travel_Frequently,1169.0,Research & Development,10.0,2,Other,1,1,Male,88.0,3,4,Sales Executive,3,Single,19573.0,17821.0,2,Y,No,18.0,3,1,80,0,24.0,3,3,0.0,6.0,9.0,15.0
94,29.0,No,Non-Travel,750.0,Sales,17.0,2,Medical,1,2,Male,55.0,2,2,Research Scientist,1,Divorced,1655.0,17068.0,0,Y,No,20.0,4,2,80,2,5.0,3,2,4.0,3.0,4.0,2.0
95,21.0,Yes,Travel_Rarely,972.0,Research & Development,5.0,2,Medical,1,1,Male,67.0,2,2,Research Scientist,3,Married,2902.0,13803.0,1,Y,No,13.0,3,4,80,0,8.0,2,3,4.0,2.0,2.0,2.0
96,49.0,No,Non-Travel,1254.0,Sales,10.0,4,Life Sciences,1,2,Female,58.0,3,4,Sales Executive,4,Married,13565.0,25664.0,5,Y,No,13.0,3,4,80,2,14.0,3,3,7.0,3.0,2.0,9.0
97,48.0,No,Travel_Frequently,134.0,Sales,12.0,3,Marketing,1,4,Male,98.0,3,1,Sales Executive,4,Single,4267.0,11141.0,0,Y,No,21.0,3,4,80,3,12.0,3,2,3.0,4.0,0.0,2.0
98,39.0,No,Non-Travel,1033.0,Sales,17.0,4,Life Sciences,1,2,Male,55.0,1,2,Manufacturing Director,2,Married,2060.0,12906.0,1,Y,No,15.0,3,2,80,0,12.0,6,2,5.0,10.0,4.0,4.0
99,40.0,No,Travel_Rarely,622.0,Research & Development,19.0,1,Medical,1,3,Female,79.0,3,2,Research Director,4,Married,12392.0,3186.0,7,Y,No,20.0,4,1,80,1,8.0,2,2,7.0,4.0,2.0,7.0
100,52.0,No,Non-Travel,641.0,Research & Development,25.0,3,Life Sciences,1,3,Female,43.0,2,1,Research Director,4,Married,13148.0,21171.0,2,Y,No,18.0,3,2,80,0,31.0,3,3,24.0,0.0,11.0,6.0
101,26.0,No,Travel_Rarely,647.0,Research & Development,2.0,2,Medical,1,4,Male,43.0,2,1,Laboratory Technician,3,Divorced,7606.0,12572.0,3,Y,No,13.0,3,2,80,0,7.0,3,3,8.0,1.0,1.0,2.0
102,48.0,No,Travel_Frequently,555.0,Sales,18.0,2,Marketing,1,3,Female,68.0,4,2,Sales Executive,2,Married,7668.0,3556.0,4,Y,No,12.0,3,4,80,0,24.0,3,3,20.0,4.0,14.0,8.0
103,38.0,No,Travel_Rarely,247.0,Sales,15.0,3,Medical,1,4,Female,69.0,3,2,Sales Executive,1,Single,4201.0,14651.0,2,Y,No,13.0,3,2,80,0,12.0,3,3,7.0,3.0,1.0,1.0
104,40.0,No,Travel_Rarely,500.0,Research & Development,10.0,2,Marketing,1,1,Male,96.0,3,5,Sales Executive,4,Single,10454.0,19085.0,6,Y,Yes,12.0,3,2,80,1,14.0,3,3,9.0,5.0,3.0,5.0
105,37.0,No,Travel_Rarely,1401.0,Research & Development,4.0,3,Technical Degree,1,4,Female,35.0,2,1,Laboratory Technician,3,Single,3242.0,8925.0,4,Y,No,16.0,3,2,80,0,4.0,2,1,4.0,3.0,2.0,6.0
106,33.0,No,Travel_Rarely,355.0,Sales,11.0,4,Marketing,1,4,Male,78.0,1,2,Sales Executive,3,Married,10093.0,8083.0,1,Y,No,17.0,3,3,80,1,12.0,2,4,10.0,2.0,0.0,2.0
107,53.0,No,Travel_Rarely,1091.0,Research & Development,3.0,1,Medical,1,3,Male,44.0,3,5,Research Director,4,Married,13614.0,23150.0,1,Y,Yes,13.0,3,4,80,1,23.0,3,3,25.0,14.0,14.0,15.0
108,44.0,Yes,Travel_Frequently,1331.0,Research & Development,23.0,1,Life Sciences,1,1,Male,39.0,2,3,Sales Executive,3,Single,9947.0,21128.0,2,Y,No,11.0,3,4,80,0,14.0,2,3,2.0,2.0,2.0,1.0
109,46.0,Yes,Travel_Rarely,1113.0,Research & Development,3.0,4,Marketing,1,3,Male,71.0,3,4,Sales Representative,2,Married,10939.0,17172.0,3,Y,No,19.0,3,4,80,0,13.0,2,3,5.0,2.0,1.0,2.0
110,28.0,No,Non-Travel,1051.0,Sales,25.0,3,Medical,1,2,Female,87.0,2,4,Manager,3,Divorced,14076.0,22344.0,1,Y,No,20.0,3,1,80,0,3.0,3,2,6.0,1.0,0.0,1.0
111,27.0,No,Travel_Rarely,138.0,Sales,2.0,2,Life Sciences,1,1,Female,95.0,4,3,Laboratory Technician,3,Single,5236.0,10597.0,3,Y,No,14.0,4,1,80,0,9.0,3,3,7.0,4.0,0.0,6.0
