,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
23,reason_23,month_1,day_2,season_1,151.0,13.0,12.0,36.0,289.73,99.0,0,education_1,son_2,0,0,pet_0,90.0,191.0,21.0,2.0
24,reason_27,month_3,day_3,season_2,179.0,51.0,18.0,38.0,312.505,89.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,15.0
25,reason_0,month_2,day_5,season_4,261.0,46.0,13.0,38.0,290.992,95.0,1,education_1,son_2,1,0,pet_1,75.0,189.0,23.0,7.0
26,reason_21,month_1,day_4,season_2,179.0,22.0,17.0,40.0,321.449,96.0,0,education_2,son_2,0,1,pet_0,63.0,170.0,22.0,28.0
27,reason_27,month_2,day_2,season_2,179.0,51.0,18.0,38.0,310.579,97.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,5.0
28,reason_19,month_4,day_5,season_2,301.0,25.0,18.0,37.0,338.865,95.0,0,education_1,son_0,1,0,pet_0,66.0,169.0,23.0,35.0
29,reason_28,month_9,day_2,season_3,118.0,12.0,12.0,46.0,245.472,91.0,0,education_1,son_0,1,0,pet_0,83.0,171.0,30.0,2.0
30,reason_26,month_11,day_2,season_4,151.0,13.0,13.0,45.0,300.497,97.0,0,education_1,son_1,1,0,pet_0,99.0,188.0,24.0,86.0
31,reason_28,month_8,day_2,season_1,262.0,23.0,15.0,31.0,359.151,88.0,0,education_1,son_1,1,0,pet_2,89.0,180.0,23.0,1.0
32,reason_27,month_3,day_5,season_2,225.0,26.0,9.0,28.0,222.859,95.0,0,education_1,son_1,0,0,pet_2,69.0,169.0,24.0,9.0
33,reason_19,month_11,day_3,season_4,118.0,10.0,10.0,37.0,261.662,92.0,0,education_1,son_0,0,0,pet_0,83.0,172.0,28.0,14.0
34,reason_28,month_11,day_5,season_4,299.0,43.0,15.0,37.0,265.486,95.0,0,education_1,son_0,1,0,pet_0,98.0,179.0,38.0,1.0
35,reason_18,month_3,day_4,season_2,149.0,14.0,13.0,45.0,253.417,97.0,1,education_3,son_1,0,0,pet_1,90.0,179.0,30.0,5.0
36,reason_27,month_2,day_2,season_2,179.0,51.0,18.0,38.0,249.714,95.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,3.0
37,reason_0,month_9,day_4,season_1,307.0,49.0,10.0,38.0,259.083,95.0,1,education_1,son_3,1,0,pet_0,71.0,170.0,22.0,0.0
38,reason_13,month_1,day_4,season_2,217.0,17.0,9.0,32.0,336.273,96.0,0,education_1,son_0,1,0,pet_0,61.0,172.0,24.0,0.0
39,reason_18,month_2,day_3,season_4,166.0,9.0,16.0,38.0,300.483,98.0,0,education_1,son_2,1,0,pet_1,85.0,165.0,23.0,23.0
40,reason_23,month_8,day_3,season_1,250.0,20.0,13.0,44.0,252.559,90.0,0,education_1,son_2,0,0,pet_0,87.0,167.0,35.0,6.0
41,reason_28,month_3,day_6,season_3,260.0,50.0,11.0,36.0,261.287,92.0,0,education_1,son_4,1,0,pet_0,65.0,168.0,23.0,3.0
42,reason_12,month_12,day_4,season_4,197.0,32.0,15.0,29.0,276.123,97.0,0,education_1,son_0,0,0,pet_4,63.0,174.0,23.0,8.0
43,reason_28,month_12,day_3,season_4,180.0,19.0,18.0,44.0,264.183,91.0,0,education_1,son_0,1,0,pet_0,94.0,173.0,26.0,5.0
44,reason_28,month_3,day_3,season_3,201.0,32.0,8.0,32.0,342.012,96.0,0,education_1,son_4,1,0,pet_0,87.0,169.0,25.0,7.0
45,reason_0,month_5,day_3,season_3,267.0,20.0,9.0,39.0,378.884,92.0,0,education_1,son_1,0,0,pet_0,84.0,179.0,29.0,7.0
46,reason_27,month_2,day_3,season_2,205.0,28.0,10.0,29.0,274.134,94.0,0,education_1,son_0,0,0,pet_2,65.0,168.0,21.0,8.0
47,reason_0,month_10,day_4,season_4,235.0,20.0,13.0,43.0,268.03,88.0,0,education_1,son_1,1,0,pet_0,106.0,167.0,38.0,3.0
48,reason_10,month_11,day_6,season_4,248.0,24.0,14.0,42.0,284.031,97.0,0,education_1,son_0,1,0,pet_0,66.0,169.0,24.0,8.0
49,reason_11,month_11,day_3,season_4,173.0,51.0,7.0,38.0,361.598,94.0,0,education_2,son_4,1,0,pet_0,65.0,172.0,23.0,2.0
50,reason_23,month_8,day_4,season_1,225.0,45.0,10.0,29.0,254.2,92.0,0,education_1,son_4,1,0,pet_0,65.0,168.0,25.0,3.0
51,reason_22,month_11,day_5,season_4,312.0,32.0,13.0,34.0,288.734,93.0,0,education_1,son_2,1,0,pet_1,89.0,172.0,30.0,7.0
52,reason_23,month_4,day_3,season_3,118.0,13.0,18.0,50.0,318.123,98.0,0,education_1,son_1,1,0,pet_0,98.0,178.0,31.0,3.0
53,reason_28,month_1,day_4,season_2,183.0,11.0,9.0,37.0,254.999,93.0,0,education_1,son_0,0,0,pet_1,83.0,172.0,28.0,4.0
54,reason_28,month_4,day_6,season_3,274.0,47.0,12.0,38.0,232.662,97.0,0,education_1,son_0,1,0,pet_0,66.0,169.0,24.0,4.0
55,reason_22,month_3,day_3,season_2,290.0,43.0,14.0,38.0,244.387,98.0,0,education_1,son_2,1,1,pet_0,69.0,164.0,23.0,7.0
56,reason_11,month_8,day_6,season_1,231.0,18.0,14.0,44.0,252.517,92.0,0,education_3,son_2,0,0,pet_1,88.0,170.0,32.0,3.0
57,reason_13,month_12,day_3,season_2,231.0,15.0,13.0,32.0,308.944,98.0,0,education_3,son_1,0,0,pet_0,86.0,170.0,29.0,6.0
58,reason_23,month_2,day_6,season_1,241.0,29.0,10.0,29.0,301.067,96.0,0,education_1,son_1,1,0,pet_2,69.0,169.0,25.0,2.0
59,reason_28,month_9,day_5,season_2,183.0,27.0,15.0,33.0,303.942,94.0,0,education_1,son_4,1,0,pet_2,81.0,171.0,24.0,12.0
60,reason_25,month_1,day_3,season_2,155.0,12.0,14.0,34.0,323.516,99.0,0,education_1,son_2,1,0,pet_0,95.0,196.0,25.0,6.0
61,reason_28,month_2,day_2,season_2,161.0,51.0,19.0,36.0,243.356,97.0,0,education_1,son_0,1,0,pet_0,94.0,170.0,31.0,4.0
62,reason_3,month_1,day_5,season_1,181.0,17.0,15.0,42.0,368.931,93.0,0,education_1,son_1,1,0,pet_1,71.0,166.0,24.0,23.0
63,reason_27,month_3,day_5,season_2,168.0,34.0,21.0,43.0,254.248,99.0,0,education_1,son_0,1,0,pet_0,104.0,173.0,26.0,4.0
64,reason_13,month_5,day_3,season_4,166.0,42.0,14.0,39.0,294.427,98.0,0,education_1,son_0,1,0,pet_0,82.0,170.0,34.0,26.0
65,reason_0,month_5,day_3,season_1,185.0,20.0,15.0,51.0,290.886,87.0,0,education_1,son_1,1,0,pet_0,81.0,171.0,27.0,2.0
66,reason_23,month_10,day_4,season_4,224.0,30.0,9.0,29.0,300.845,96.0,0,education_1,son_1,0,0,pet_2,69.0,171.0,23.0,5.0
67,reason_14,month_4,day_5,season_3,306.0,20.0,17.0,46.0,336.752,94.0,0,education_1,son_2,1,0,pet_0,91.0,179.0,29.0,11.0
68,reason_28,month_4,day_2,season_3,360.0,49.0,1.0,35.0,213.841,91.0,0,education_1,son_1,1,1,pet_4,81.0,173.0,27.0,9.0
69,reason_27,month_3,day_4,season_4,201.0,39.0,7.0,34.0,319.986,98.0,0,education_3,son_0,0,0,pet_0,69.0,170.0,31.0,1.0
70,reason_13,month_2,day_3,season_2,179.0,51.0,18.0,38.0,306.895,96.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,5.0
71,reason_23,month_11,day_2,season_4,270.0,28.0,7.0,31.0,306.345,93.0,0,education_1,son_1,0,0,pet_2,72.0,169.0,26.0,7.0
72,reason_28,month_10,day_4,season_4,224.0,48.0,19.0,46.0,263.214,92.0,0,education_1,son_1,0,0,pet_0,94.0,179.0,35.0,1.0
73,reason_18,month_1,day_2,season_2,166.0,27.0,14.0,29.0,314.646,96.0,0,education_3,son_2,1,0,pet_0,70.0,171.0,29.0,10.0
74,reason_23,month_9,day_2,season_3,135.0,11.0,10.0,52.0,248.102,99.0,0,education_1,son_1,0,0,pet_0,86.0,165.0,29.0,3.0
75,reason_1,month_1,day_6,season_4,222.0,20.0,8.0,30.0,286.925,98.0,0,education_3,son_0,0,0,pet_0,61.0,169.0,20.0,2.0
76,reason_28,month_3,day_6,season_4,260.0,50.0,11.0,36.0,265.175,94.0,0,education_1,son_4,1,0,pet_0,65.0,168.0,23.0,3.0
77,reason_23,month_11,day_2,season_4,253.0,23.0,14.0,49.0,267.793,92.0,1,education_1,son_2,0,0,pet_1,71.0,166.0,35.0,2.0
78,reason_19,month_8,day_4,season_3,330.0,49.0,6.0,28.0,259.15,92.0,0,education_1,son_3,1,1,pet_8,73.0,169.0,25.0,3.0
79,reason_28,month_7,day_2,season_4,241.0,26.0,9.0,38.0,316.889,95.0,0,education_1,son_0,0,0,pet_2,73.0,173.0,27.0,2.0
80,reason_27,month_1,day_2,season_2,118.0,10.0,10.0,37.0,310.615,95.0,0,education_1,son_0,0,0,pet_0,83.0,172.0,28.0,5.0
81,reason_23,month_11,day_2,season_4,179.0,51.0,18.0,38.0,265.826,92.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,6.0
82,reason_23,month_7,day_3,season_1,187.0,11.0,10.0,39.0,237.954,94.0,0,education_1,son_0,0,0,pet_0,83.0,170.0,28.0,8.0
83,reason_0,month_10,day_4,season_4,296.0,25.0,10.0,38.0,286.656,89.0,1,education_1,son_2,1,0,pet_0,92.0,179.0,26.0,0.0
84,reason_25,month_4,day_6,season_3,268.0,43.0,11.0,32.0,263.055,99.0,0,education_1,son_4,1,0,pet_2,66.0,169.0,24.0,5.0
85,reason_19,month_6,day_5,season_3,278.0,32.0,13.0,40.0,346.275,95.0,0,education_1,son_1,1,0,pet_1,73.0,171.0,25.0,6.0
86,reason_3,month_1,day_4,season_2,181.0,26.0,12.0,36.0,330.061,100.0,0,education_1,son_1,0,0,pet_2,87.0,169.0,35.0,10.0
87,reason_25,month_9,day_3,season_2,248.0,25.0,14.0,47.0,215.75,96.0,0,education_1,son_2,0,0,pet_1,86.0,165.0,32.0,2.0
88,reason_27,month_1,day_4,season_2,225.0,26.0,9.0,28.0,305.457,94.0,0,education_1,son_1,0,0,pet_2,69.0,169.0,24.0,4.0
89,reason_26,month_7,day_2,season_1,150.0,11.0,9.0,36.0,237.192,92.0,0,education_1,son_0,0,0,pet_0,78.0,168.0,28.0,7.0
90,reason_23,month_9,day_4,season_1,274.0,38.0,12.0,33.0,227.265,92.0,0,education_1,son_1,1,0,pet_2,99.0,172.0,28.0,7.0
91,reason_22,month_7,day_5,season_1,208.0,48.0,12.0,30.0,306.231,87.0,0,education_1,son_1,0,0,pet_0,82.0,171.0,25.0,6.0
92,reason_23,month_2,day_3,season_2,179.0,22.0,17.0,40.0,294.549,94.0,0,education_2,son_2,0,1,pet_0,63.0,170.0,22.0,5.0
93,reason_25,month_12,day_2,season_4,235.0,11.0,14.0,37.0,279.506,99.0,0,education_3,son_1,0,0,pet_1,88.0,172.0,29.0,2.0
94,reason_28,month_7,day_6,season_1,157.0,27.0,6.0,29.0,224.491,92.0,0,education_1,son_0,1,1,pet_0,75.0,185.0,22.0,3.0
95,reason_19,month_8,day_4,season_1,283.0,38.0,14.0,32.0,267.016,93.0,0,education_1,son_2,1,0,pet_1,87.0,172.0,35.0,9.0
96,reason_11,month_7,day_3,season_2,179.0,51.0,18.0,38.0,231.272,93.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,1.0
97,reason_27,month_3,day_5,season_2,184.0,47.0,18.0,38.0,211.485,99.0,0,education_1,son_0,1,0,pet_0,86.0,181.0,32.0,3.0
98,reason_28,month_5,day_5,season_2,199.0,28.0,8.0,40.0,307.473,99.0,0,education_1,son_2,1,0,pet_2,73.0,168.0,22.0,5.0
99,reason_28,month_3,day_6,season_1,246.0,25.0,16.0,41.0,275.619,93.0,0,education_1,son_0,1,0,pet_0,67.0,170.0,23.0,3.0
100,reason_28,month_1,day_5,season_2,225.0,31.0,10.0,35.0,279.664,99.0,0,education_1,son_1,0,0,pet_2,65.0,169.0,21.0,2.0
101,reason_0,month_10,day_3,season_4,203.0,26.0,10.0,28.0,282.024,95.0,0,education_1,son_1,0,0,pet_2,70.0,166.0,25.0,1.0
102,reason_1,month_9,day_3,season_3,136.0,6.0,12.0,33.0,241.038,99.0,0,education_1,son_4,1,0,pet_0,82.0,168.0,22.0,2.0
103,reason_23,month_6,day_2,season_3,118.0,13.0,19.0,48.0,298.079,100.0,0,education_1,son_1,1,0,pet_0,101.0,177.0,31.0,11.0
104,reason_23,month_3,day_5,season_4,371.0,22.0,15.0,34.0,299.226,91.0,0,education_1,son_3,1,0,pet_0,65.0,171.0,24.0,9.0
105,reason_6,month_3,day_4,season_2,258.0,46.0,9.0,31.0,267.902,95.0,0,education_1,son_0,1,0,pet_0,63.0,168.0,23.0,6.0
106,reason_26,month_4,day_2,season_4,276.0,22.0,14.0,45.0,311.063,99.0,0,education_1,son_2,1,0,pet_0,102.0,180.0,28.0,11.0
107,reason_28,month_6,day_3,season_1,219.0,27.0,16.0,51.0,240.325,96.0,0,education_1,son_2,0,1,pet_0,64.0,170.0,23.0,13.0
108,reason_23,month_2,day_2,season_3,227.0,11.0,13.0,43.0,253.051,100.0,0,education_3,son_1,0,0,pet_0,93.0,179.0,28.0,4.0
109,reason_0,month_10,day_2,season_3,235.0,20.0,13.0,43.0,282.637,99.0,0,education_1,son_1,1,0,pet_0,106.0,167.0,38.0,6.0
110,reason_23,month_3,day_2,season_2,224.0,23.0,17.0,44.0,353.667,95.0,0,education_1,son_1,0,0,pet_1,85.0,165.0,24.0,1.0
111,reason_22,month_7,day_2,season_2,361.0,52.0,3.0,28.0,223.647,97.0,0,education_1,son_1,1,0,pet_4,80.0,172.0,27.0,10.0
112,reason_19,month_4,day_3,season_2,289.0,34.0,9.0,31.0,331.439,91.0,0,education_1,son_0,0,0,pet_0,64.0,170.0,21.0,8.0
113,reason_25,month_10,day_4,season_2,225.0,26.0,9.0,28.0,249.033,97.0,0,education_1,son_1,0,0,pet_2,69.0,169.0,24.0,1.0
114,reason_13,month_2,day_4,season_3,237.0,41.0,14.0,36.0,260.173,92.0,0,education_1,son_2,1,0,pet_0,98.0,183.0,28.0,56.0
115,reason_5,month_12,day_3,season_3,184.0,14.0,17.0,44.0,237.954,99.0,0,education_4,son_1,1,0,pet_0,101.0,181.0,30.0,7.0
116,reason_25,month_8,day_5,season_1,304.0,28.0,14.0,29.0,233.697,94.0,0,education_1,son_0,0,0,pet_1,76.0,174.0,26.0,10.0
117,reason_23,month_4,day_2,season_3,118.0,12.0,20.0,45.0,252.754,89.0,0,education_1,son_1,1,0,pet_0,99.0,179.0,27.0,0.0
118,reason_23,month_12,day_5,season_4,253.0,26.0,10.0,28.0,298.753,97.0,0,education_1,son_1,0,0,pet_2,69.0,168.0,24.0,4.0
119,reason_19,month_10,day_4,season_4,289.0,36.0,13.0,33.0,244.599,89.0,0,education_1,son_2,1,0,pet_1,90.0,172.0,30.0,15.0
120,reason_19,month_6,day_6,season_3,141.0,13.0,15.0,45.0,253.898,96.0,0,education_1,son_1,1,0,pet_0,97.0,184.0,32.0,12.0
121,reason_0,month_5,day_5,season_3,304.0,48.0,11.0,31.0,378.884,92.0,0,education_1,son_2,0,1,pet_0,106.0,176.0,26.0,8.0
122,reason_27,month_3,day_5,season_3,179.0,51.0,18.0,38.0,258.334,93.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,2.0
123,reason_23,month_12,day_4,season_4,225.0,26.0,9.0,28.0,268.075,98.0,0,education_1,son_1,0,0,pet_2,69.0,169.0,24.0,4.0
124,reason_28,month_5,day_4,season_3,304.0,26.0,24.0,51.0,378.287,92.0,0,education_1,son_2,1,0,pet_0,84.0,182.0,31.0,1.0
125,reason_14,month_4,day_4,season_4,235.0,24.0,14.0,44.0,297.251,96.0,0,education_1,son_2,0,0,pet_1,87.0,178.0,28.0,4.0
126,reason_11,month_4,day_5,season_1,268.0,46.0,13.0,28.0,239.871,98.0,0,education_1,son_2,0,0,pet_0,95.0,169.0,28.0,10.0
127,reason_26,month_9,day_3,season_1,148.0,10.0,10.0,37.0,262.602,92.0,0,education_1,son_0,0,0,pet_0,81.0,168.0,27.0,6.0
128,reason_23,month_8,day_3,season_1,289.0,14.0,11.0,48.0,265.378,89.0,0,education_1,son_2,0,0,pet_1,73.0,167.0,21.0,2.0
129,reason_28,month_8,day_6,season_1,258.0,43.0,11.0,35.0,332.378,94.0,0,education_1,son_4,1,0,pet_0,65.0,168.0,23.0,7.0
130,reason_22,month_9,day_5,season_3,197.0,43.0,14.0,44.0,251.94,81.0,0,education_1,son_0,1,0,pet_1,60.0,171.0,24.0,4.0
131,reason_13,month_3,day_2,season_2,253.0,20.0,14.0,47.0,222.395,98.0,0,education_1,son_2,0,0,pet_1,89.0,165.0,32.0,4.0
132,reason_11,month_1,day_4,season_2,200.0,51.0,10.0,37.0,309.871,99.0,0,education_1,son_2,1,0,pet_0,79.0,173.0,23.0,2.0
133,reason_27,month_6,day_2,season_1,118.0,10.0,10.0,37.0,279.298,96.0,0,education_1,son_0,0,0,pet_0,83.0,172.0,28.0,1.0
134,reason_27,month_1,day_3,season_2,224.0,39.0,16.0,34.0,303.281,97.0,0,education_2,son_0,0,0,pet_2,76.0,170.0,20.0,1.0
135,reason_8,month_11,day_4,season_2,176.0,11.0,17.0,40.0,323.229,94.0,0,education_1,son_2,0,0,pet_1,63.0,186.0,23.0,8.0
136,reason_22,month_4,day_6,season_3,197.0,21.0,11.0,37.0,214.13,91.0,0,education_3,son_0,0,0,pet_0,88.0,167.0,21.0,3.0
137,reason_13,month_7,day_4,season_4,260.0,50.0,11.0,36.0,307.269,97.0,0,education_1,son_4,1,0,pet_0,65.0,168.0,23.0,8.0
138,reason_28,month_8,day_3,season_1,118.0,10.0,10.0,37.0,256.461,95.0,0,education_1,son_0,0,0,pet_0,83.0,172.0,28.0,5.0
139,reason_26,month_3,day_4,season_2,369.0,17.0,12.0,31.0,223.776,95.0,0,education_1,son_3,1,0,pet_0,70.0,169.0,25.0,4.0
140,reason_13,month_6,day_2,season_4,273.0,25.0,16.0,43.0,256.301,95.0,0,education_1,son_2,1,0,pet_0,67.0,173.0,25.0,11.0
141,reason_27,month_2,day_6,season_2,179.0,51.0,18.0,38.0,264.249,97.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,2.0
142,reason_22,month_1,day_6,season_2,228.0,24.0,16.0,31.0,315.011,98.0,0,education_1,son_0,1,1,pet_0,61.0,169.0,26.0,1.0
143,reason_14,month_9,day_2,season_1,237.0,31.0,14.0,40.0,280.0,84.0,0,education_1,son_2,1,0,pet_1,64.0,166.0,36.0,48.0
144,reason_23,month_6,day_5,season_3,177.0,29.0,8.0,43.0,378.067,94.0,1,education_3,son_1,0,1,pet_1,87.0,170.0,32.0,14.0
145,reason_23,month_2,day_2,season_3,148.0,13.0,18.0,39.0,343.757,97.0,0,education_1,son_2,1,0,pet_0,96.0,191.0,26.0,6.0
146,reason_23,month_2,day_6,season_2,234.0,34.0,13.0,33.0,248.718,97.0,0,education_1,son_2,1,0,pet_1,91.0,170.0,31.0,8.0
147,reason_22,month_3,day_6,season_1,289.0,36.0,13.0,33.0,269.119,98.0,0,education_1,son_2,1,0,pet_1,90.0,172.0,30.0,6.0
148,reason_4,month_10,day_2,season_4,274.0,35.0,19.0,47.0,293.76,91.0,0,education_1,son_2,0,0,pet_5,84.0,169.0,32.0,5.0
149,reason_13,month_6,day_5,season_3,181.0,30.0,9.0,30.0,242.281,98.0,0,education_3,son_0,0,0,pet_0,69.0,173.0,19.0,2.0
150,reason_14,month_4,day_6,season_3,194.0,38.0,9.0,35.0,336.214,96.0,0,education_3,son_0,0,0,pet_1,59.0,181.0,26.0,2.0
151,reason_7,month_5,day_4,season_3,179.0,26.0,9.0,30.0,257.725,89.0,0,education_3,son_0,0,0,pet_0,56.0,171.0,19.0,2.0
152,reason_0,month_4,day_5,season_1,307.0,41.0,11.0,39.0,359.996,98.0,0,education_1,son_1,0,1,pet_4,73.0,172.0,22.0,7.0
153,reason_28,month_6,day_5,season_1,281.0,46.0,10.0,31.0,284.691,88.0,0,education_1,son_1,1,0,pet_1,62.0,177.0,28.0,6.0
154,reason_23,month_12,day_2,season_2,309.0,15.0,8.0,34.0,225.471,94.0,0,education_2,son_1,1,0,pet_4,75.0,170.0,29.0,8.0
155,reason_23,month_2,day_3,season_3,179.0,15.0,12.0,30.0,293.603,99.0,0,education_3,son_2,0,0,pet_0,62.0,170.0,22.0,2.0
156,reason_27,month_2,day_2,season_2,199.0,27.0,9.0,32.0,292.617,97.0,0,education_1,son_1,0,0,pet_2,73.0,167.0,23.0,9.0
157,reason_13,month_4,day_2,season_1,159.0,47.0,12.0,36.0,286.161,95.0,0,education_1,son_4,1,1,pet_2,66.0,174.0,21.0,32.0
158,reason_23,month_9,day_4,season_1,238.0,20.0,13.0,46.0,241.927,95.0,0,education_1,son_1,1,0,pet_1,100.0,164.0,37.0,3.0
159,reason_13,month_8,day_2,season_2,361.0,52.0,3.0,28.0,233.274,92.0,0,education_1,son_1,1,0,pet_4,80.0,172.0,27.0,2.0
160,reason_22,month_8,day_6,season_1,361.0,52.0,3.0,28.0,231.372,94.0,0,education_1,son_1,1,0,pet_4,80.0,172.0,27.0,37.0
161,reason_26,month_7,day_6,season_1,147.0,25.0,10.0,36.0,266.58,96.0,0,education_1,son_2,0,0,pet_0,87.0,170.0,28.0,5.0
162,reason_23,month_10,day_3,season_2,214.0,48.0,16.0,32.0,248.055,92.0,0,education_1,son_0,1,0,pet_0,96.0,169.0,30.0,3.0
163,reason_27,month_1,day_4,season_2,225.0,26.0,9.0,28.0,308.593,95.0,0,education_1,son_1,0,0,pet_2,69.0,169.0,24.0,1.0
164,reason_0,month_6,day_5,season_3,316.0,39.0,10.0,36.0,316.586,96.0,0,education_1,son_1,0,1,pet_0,88.0,171.0,28.0,8.0
165,reason_27,month_3,day_2,season_2,179.0,51.0,18.0,38.0,236.947,97.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,2.0
166,reason_28,month_10,day_3,season_4,360.0,20.0,5.0,42.0,282.071,91.0,0,education_1,son_1,0,0,pet_1,80.0,169.0,29.0,5.0
167,reason_13,month_11,day_3,season_4,257.0,23.0,12.0,40.0,310.724,97.0,0,education_1,son_4,1,0,pet_0,63.0,170.0,24.0,7.0
168,reason_26,month_9,day_2,season_4,255.0,28.0,13.0,46.0,257.288,98.0,0,education_1,son_1,0,0,pet_0,94.0,165.0,38.0,3.0
169,reason_23,month_5,day_5,season_3,179.0,26.0,9.0,30.0,223.82,98.0,0,education_3,son_0,0,0,pet_0,56.0,171.0,19.0,3.0
170,reason_28,month_4,day_4,season_2,230.0,16.0,13.0,47.0,308.878,98.0,0,education_1,son_2,0,0,pet_1,98.0,169.0,37.0,5.0
171,reason_26,month_4,day_6,season_3,363.0,30.0,6.0,32.0,241.078,92.0,0,education_1,son_2,1,0,pet_4,76.0,169.0,26.0,0.0
172,reason_19,month_2,day_3,season_1,189.0,33.0,13.0,34.0,259.812,97.0,0,education_1,son_2,0,0,pet_2,70.0,167.0,23.0,4.0
173,reason_25,month_9,day_3,season_1,180.0,22.0,16.0,48.0,261.225,85.0,0,education_1,son_2,1,0,pet_0,67.0,170.0,23.0,2.0
174,reason_27,month_2,day_6,season_2,215.0,41.0,14.0,36.0,264.404,97.0,0,education_1,son_0,1,0,pet_0,92.0,170.0,30.0,2.0
175,reason_9,month_12,day_3,season_4,209.0,14.0,12.0,36.0,294.102,95.0,0,education_1,son_3,0,0,pet_0,76.0,174.0,25.0,51.0
