,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
14,31,No,Travel_Frequently,140,Research & Development,17,3,Technical Degree,1,12532822,2,Male,67,3,2,Sales Executive,1,Single,2248,6907,4,Y,Yes,13,3,3,80,0,5,4,2,2,1,0,4
15,27,No,Travel_Rarely,573,Research & Development,5,2,Technical Degree,1,10154545,2,Male,57,2,1,Laboratory Technician,4,Single,1385,25174,1,Y,No,12,3,3,80,0,1,2,3,1,0,1,0
16,57,No,Travel_Rarely,957,Sales,19,3,Medical,1,10597068,4,Female,48,2,3,Sales Representative,4,Single,13259,17390,1,Y,No,19,3,1,80,0,33,3,2,33,10,2,6
17,26,Yes,Travel_Frequently,1317,Research & Development,12,4,Life Sciences,1,3181125,4,Female,87,3,1,Sales Executive,2,Married,3503,9210,2,Y,Yes,15,3,3,80,1,4,5,2,0,0,1,0
18,35,No,Travel_Frequently,1294,Research & Development,2,4,Life Sciences,1,14936855,1,Female,95,3,1,Research Scientist,3,Married,2333,2926,0,Y,No,15,3,4,80,0,5,3,2,22,4,1,5
19,39,No,Travel_Rarely,1394,Research & Development,20,3,Medical,1,13674702,4,Male,65,4,2,Research Scientist,1,Divorced,2469,6101,2,Y,Yes,16,3,2,80,0,7,3,2,15,8,0,8
20,31,No,Travel_Rarely,512,Sales,26,4,Marketing,1,5704972,1,Female,55,2,1,Research Scientist,1,Single,1797,8443,1,Y,No,14,3,3,80,0,3,3,2,10,2,2,1
21,46,No,Travel_Rarely,1173,Research & Development,20,5,Medical,1,2557903,3,Male,90,2,3,Healthcare Representative,4,Married,19999,20756,8,Y,No,18,4,4,80,1,37,4,2,13,0,1,1
22,44,No,Travel_Frequently,996,Research & Development,5,3,Life Sciences,1,1235304,1,Female,52,2,3,Sales Executive,3,Married,5880,26411,0,Y,No,25,3,3,80,0,18,2,3,10,1,0,1
23,56,No,Travel_Rarely,1126,Research & Development,16,3,Other,1,14246208,4,Female,77,3,3,Sales Representative,3,Divorced,15434,4640,6,Y,No,13,3,4,80,1,21,2,3,4,0,5,0
24,60,No,Travel_Rarely,752,Sales,14,2,Medical,1,8522429,1,Male,40,3,3,Sales Representative,4,Single,14654,21544,3,Y,No,13,3,3,80,1,22,2,3,16,4,0,2
25,32,No,Travel_Rarely,1162,Research & Development,2,4,Life Sciences,1,12270894,3,Male,50,2,1,Laboratory Technician,1,Single,1431,2785,2,Y,No,13,3,4,80,3,5,2,3,0,0,4,0
26,42,No,Travel_Frequently,352,Research & Development,8,2,Medical,1,6983994,2,Male,84,3,3,Sales Executive,4,Single,7966,23596,1,Y,No,12,3,1,80,2,12,6,2,6,1,0,2
27,33,Yes,Travel_Rarely,581,Sales,4,1,Human Resources,1,16198395,3,Male,67,2,1,Manager,2,Married,5843,25185,8,Y,Yes,13,3,2,80,3,6,3,3,3,0,0,0
28,22,No,Travel_Rarely,581,Research & Development,25,2,Life Sciences,1,8430209,4,Male,48,3,1,Sales Executive,2,Married,1902,7876,1,Y,Yes,20,4,4,80,1,4,2,4,3,0,8,3
29,44,No,Travel_Rarely,1194,Sales,6,4,Life Sciences,1,2468450,2,Male,49,2,2,Sales Executive,3,Single,3492,16786,1,Y,No,13,4,1,80,0,7,2,3,8,4,3,8
30,48,No,Travel_Rarely,722,Research & Development,8,3,Life Sciences,1,5498992,2,Female,61,3,4,Research Scientist,2,Married,17639,22866,3,Y,Yes,12,3,3,80,0,25,2,3,23,4,5,2
31,39,No,Travel_Frequently,1181,Research & Development,26,3,Other,1,1374396,4,Female,54,4,2,Sales Executive,3,Married,4064,18111,7,Y,No,16,3,4,80,0,15,3,2,3,0,5,2
32,56,No,Travel_Frequently,864,Research & Development,8,1,Medical,1,12982686,1,Male,41,4,3,Healthcare Representative,3,Married,13510,23002,3,Y,No,20,3,3,80,2,28,4,1,6,1,8,1
33,32,No,Travel_Rarely,689,Sales,8,4,Other,1,2954816,1,Male,62,3,5,Healthcare Representative,2,Married,13940,21248,1,Y,Yes,15,4,2,80,1,7,2,3,4,0,0,0
34,26,No,Travel_Frequently,658,Research & Development,21,3,Medical,1,9750913,2,Female,71,3,1,Research Scientist,3,Married,2792,19039,8,Y,No,13,3,3,80,0,6,2,4,2,0,2,1
35,43,Yes,Travel_Rarely,1001,Sales,6,4,Medical,1,15829700,1,Male,90,3,3,Manager,2,Single,7683,17752,9,Y,No,12,3,3,80,0,11,0,3,2,0,0,6
36,30,No,Travel_Rarely,1194,Research & Development,24,4,Medical,1,7835859,4,Male,31,3,1,Laboratory Technician,4,Single,2022,26620,5,Y,No,12,3,3,80,3,4,6,3,2,0,0,1
37,28,No,Travel_Rarely,837,Sales,17,3,Marketing,1,450598,3,Female,54,3,2,Sales Executive,3,Divorced,5247,10715,1,Y,No,14,3,3,80,0,7,2,4,3,0,2,1
38,33,No,Travel_Rarely,402,Research & Development,16,2,Life Sciences,1,6563883,1,Male,56,3,1,Sales Executive,2,Divorced,3014,18585,1,Y,No,13,3,1,80,0,8,5,3,5,0,8,3
39,29,No,Travel_Rarely,1012,Sales,17,3,Life Sciences,1,4648146,1,Male,99,3,1,Research Scientist,2,Single,3692,6858,0,Y,Yes,23,4,3,80,0,7,2,1,12,0,0,2
40,31,No,Travel_Rarely,163,Human Resources,2,3,Technical Degree,1,3864251,2,Male,89,3,1,Laboratory Technician,3,Married,1658,12432,1,Y,No,18,3,3,80,3,5,5,3,11,0,9,2
41,52,Yes,Travel_Rarely,583,Research & Development,10,5,Medical,1,135579,4,Male,89,4,4,Sales Executive,3,Divorced,5738,16419,6,Y,No,12,3,4,80,1,28,3,3,10,1,4,2
42,46,No,Travel_Rarely,753,Research & Development,9,4,Medical,1,716328,1,Male,66,3,2,Laboratory Technician,3,Married,3008,21686,3,Y,No,25,3,4,80,0,17,3,3,4,0,2,0
43,29,Yes,Travel_Rarely,777,Research & Development,2,3,Life Sciences,1,9164856,3,Male,43,2,2,Sales Executive,4,Single,3018,12149,5,Y,No,25,4,1,80,0,8,3,2,0,0,0,0
44,36,No,Travel_Rarely,1451,Research & Development,4,4,Medical,1,5232908,3,Male,42,3,1,Healthcare Representative,3,Married,4081,22471,8,Y,No,12,3,4,80,0,12,6,4,26,18,11,16
45,41,No,Non-Travel,1166,Research & Development,15,4,Life Sciences,1,12365145,4,Male,44,4,2,Research Scientist,3,Divorced,9556,4096,1,Y,Yes,16,3,3,80,1,17,3,2,14,0,9,0
46,33,No,Non-Travel,353,Research & Development,3,2,Life Sciences,1,3175343,2,Female,60,3,1,Manager,1,Married,3895,7076,1,Y,Yes,13,4,4,80,3,6,1,3,10,2,4,4
47,53,No,Travel_Rarely,1183,Sales,4,2,Medical,1,12779945,3,Female,76,2,4,Manager,4,Married,9772,15026,1,Y,No,16,4,4,80,1,21,2,2,3,4,1,3
48,50,No,Travel_Frequently,312,Research & Development,9,4,Marketing,1,11424412,1,Female,52,3,1,Sales Representative,2,Married,7186,2702,4,Y,Yes,12,3,4,80,0,12,3,3,2,4,0,3
49,34,No,Travel_Frequently,708,Sales,24,4,Life Sciences,1,363902,3,Female,38,3,2,Manager,3,Married,4862,22519,0,Y,Yes,20,3,1,80,0,6,4,3,2,0,9,0
50,24,No,Travel_Rarely,587,Sales,13,1,Marketing,1,9110371,1,Male,72,3,4,Sales Executive,2,Married,2889,11497,2,Y,No,13,3,2,80,0,3,0,2,1,0,1,0
51,25,Yes,Travel_Rarely,1261,Research & Development,13,4,Life Sciences,1,15015388,1,Male,34,4,1,Research Scientist,2,Single,4738,8597,1,Y,No,19,4,4,80,0,5,5,2,6,2,2,3
52,49,Yes,Travel_Rarely,294,Sales,11,3,Medical,1,13035356,3,Female,87,1,2,Sales Executive,1,Divorced,6191,20847,1,Y,No,12,3,3,80,0,7,4,4,2,2,1,1
53,36,No,Travel_Rarely,877,Sales,23,3,Life Sciences,1,13976584,2,Female,34,3,3,Research Director,2,Married,17009,24222,4,Y,No,16,4,3,80,1,18,5,3,22,1,6,0
54,39,Yes,Travel_Frequently,924,Research & Development,15,3,Life Sciences,1,16709153,4,Male,92,3,1,Manufacturing Director,4,Single,6172,19150,3,Y,No,12,3,1,80,3,9,2,3,1,0,3,0
55,30,No,Travel_Rarely,1265,Research & Development,8,4,Medical,1,11027338,2,Male,83,2,1,Research Scientist,2,Married,3880,25028,1,Y,Yes,13,3,2,80,0,4,4,3,1,0,4,0
56,24,Yes,Travel_Rarely,671,Research & Development,11,3,Life Sciences,1,14332324,3,Male,62,3,1,Research Scientist,1,Single,3648,14431,1,Y,No,24,3,3,80,2,7,2,2,3,0,3,1
57,24,No,Travel_Rarely,617,Research & Development,26,4,Life Sciences,1,1502829,4,Female,39,2,1,Sales Executive,2,Single,5273,16276,0,Y,Yes,15,4,1,80,1,4,3,3,10,2,0,1
58,35,No,Travel_Rarely,655,Research & Development,3,4,Medical,1,9312758,3,Male,44,4,2,Manager,4,Divorced,12052,7017,1,Y,Yes,19,3,3,80,3,10,3,3,8,3,1,4
59,36,No,Travel_Rarely,826,Research & Development,28,3,Medical,1,10229233,3,Female,64,4,1,Sales Executive,4,Married,6144,6856,0,Y,No,15,4,3,80,0,8,4,2,4,0,10,0
60,32,No,Travel_Rarely,333,Research & Development,6,2,Medical,1,3556922,1,Male,46,3,1,Research Scientist,2,Single,2898,11863,4,Y,Yes,12,3,1,80,1,4,2,3,0,0,0,0
61,31,Yes,Travel_Rarely,160,Research & Development,2,4,Marketing,1,3028668,2,Female,84,3,1,Research Scientist,3,Single,1980,18887,0,Y,No,13,3,2,80,1,3,3,4,9,0,1,2
62,40,No,Travel_Rarely,926,Human Resources,16,3,Life Sciences,1,412056,2,Female,31,3,3,Manager,4,Single,10734,12060,1,Y,No,12,3,3,80,0,14,1,3,25,4,0,10
63,47,No,Travel_Rarely,529,Sales,21,3,Medical,1,9832840,4,Female,77,2,3,Research Director,4,Married,15359,24630,4,Y,No,13,3,2,80,1,22,2,3,7,1,4,0
64,56,Yes,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,7651945,2,Female,79,2,3,Manager,1,Single,15260,16718,6,Y,No,13,3,3,80,1,27,3,3,13,0,13,2
65,39,No,Travel_Rarely,524,Sales,27,3,Medical,1,2927237,1,Male,37,2,4,Manufacturing Director,4,Divorced,11039,9892,8,Y,Yes,12,3,4,80,0,19,3,3,3,0,0,1
66,26,No,Travel_Rarely,778,Research & Development,11,1,Life Sciences,1,2843213,4,Male,87,2,2,Healthcare Representative,2,Single,6508,20550,3,Y,No,25,3,3,80,2,6,2,2,1,0,3,1
67,31,No,Travel_Frequently,293,Research & Development,8,4,Life Sciences,1,3478744,3,Female,99,3,1,Laboratory Technician,4,Married,1820,8444,1,Y,No,17,4,1,80,0,6,2,4,3,0,4,0
68,47,No,Non-Travel,509,Sales,9,3,Medical,1,6423896,3,Female,77,3,2,Sales Executive,3,Married,7934,19072,1,Y,Yes,16,3,3,80,1,16,3,3,22,1,3,3
69,25,No,Travel_Frequently,878,Sales,12,3,Medical,1,1170497,2,Female,100,2,1,Sales Executive,1,Married,3395,24494,3,Y,No,22,3,3,80,0,4,4,3,0,0,0,0
70,41,No,Travel_Frequently,407,Research & Development,15,3,Medical,1,10911313,3,Male,99,2,2,Sales Executive,2,Single,3590,21797,2,Y,Yes,13,3,3,80,0,11,2,2,3,0,1,5
71,40,No,Travel_Rarely,878,Research & Development,19,3,Medical,1,11346423,2,Female,99,3,4,Healthcare Representative,1,Married,7340,18040,7,Y,No,12,3,3,80,1,15,2,3,7,8,2,2
72,33,No,Travel_Frequently,1051,Research & Development,4,1,Marketing,1,5495940,2,Male,59,4,2,Sales Executive,4,Divorced,3837,3852,6,Y,No,13,3,1,80,3,10,2,3,9,4,2,3
73,33,No,Travel_Frequently,1454,Research & Development,12,5,Other,1,5799880,2,Male,75,3,5,Sales Executive,4,Married,7782,13607,1,Y,No,22,4,4,80,1,15,2,2,14,5,13,7
74,38,No,Travel_Rarely,917,Sales,5,4,Human Resources,1,15920860,4,Male,56,3,2,Human Resources,2,Married,6959,9789,3,Y,Yes,17,3,3,80,1,7,2,2,1,0,1,0
75,28,No,Travel_Rarely,860,Sales,15,3,Medical,1,14694544,2,Male,48,3,2,Sales Executive,2,Married,5549,13337,6,Y,No,18,3,3,80,0,9,2,3,6,1,13,1
76,50,No,Travel_Rarely,1378,Research & Development,2,2,Life Sciences,1,332392,3,Female,77,2,2,Sales Representative,3,Married,9184,7994,9,Y,No,13,3,4,80,2,16,4,3,12,0,14,2
77,48,No,Travel_Rarely,126,Sales,4,3,Life Sciences,1,9294770,2,Male,95,2,2,Manager,1,Single,8803,18103,3,Y,No,12,3,2,80,0,17,2,1,18,3,0,1
78,27,No,Travel_Rarely,1300,Sales,2,1,Medical,1,5494402,2,Male,90,3,1,Research Scientist,4,Married,2100,16835,1,Y,No,14,3,4,80,3,4,3,2,2,0,0,0
79,41,No,Travel_Rarely,918,Research & Development,19,4,Technical Degree,1,4908605,2,Female,65,3,2,Sales Executive,4,Married,7024,22135,3,Y,Yes,15,3,4,80,1,16,2,3,8,0,1,4
80,46,No,Travel_Rarely,852,Sales,10,3,Life Sciences,1,5304148,3,Male,48,4,1,Sales Executive,3,Single,2847,10374,2,Y,No,15,3,2,80,1,12,3,4,18,6,6,15
81,30,Yes,Non-Travel,1312,Sales,5,1,Life Sciences,1,6594696,4,Female,82,2,3,Sales Representative,2,Single,10857,24308,1,Y,No,12,3,2,80,0,14,3,3,8,1,1,1
82,45,No,Travel_Frequently,199,Sales,11,2,Other,1,1047462,1,Male,45,3,1,Human Resources,4,Single,15269,10857,1,Y,Yes,17,3,4,80,0,22,2,3,14,1,4,7
83,35,No,Travel_Rarely,1307,Research & Development,7,3,Technical Degree,1,8518707,3,Female,80,4,2,Sales Executive,2,Married,2941,15229,1,Y,No,14,4,4,80,3,4,2,3,15,4,3,9
84,49,No,Travel_Rarely,269,Research & Development,9,3,Medical,1,6073212,3,Male,69,3,4,Human Resources,2,Married,12986,17465,2,Y,Yes,13,3,3,80,0,14,6,4,5,0,0,1
85,28,No,Travel_Rarely,1370,Sales,4,4,Marketing,1,10219534,2,Female,31,3,5,Human Resources,2,Single,9354,15470,6,Y,Yes,19,3,4,80,0,11,3,3,1,0,0,0
86,34,No,Travel_Rarely,970,Human Resources,4,3,Medical,1,2703295,4,Female,55,3,1,Laboratory Technician,4,Married,2153,3721,1,Y,No,16,3,1,80,0,4,3,3,2,0,0,2
87,37,No,Travel_Rarely,1358,Sales,7,4,Medical,1,8497292,2,Female,47,3,1,Healthcare Representative,1,Single,5258,21955,5,Y,No,24,3,3,80,0,3,3,3,8,1,3,3
88,50,No,Travel_Rarely,1017,Research & Development,6,1,Medical,1,6876427,1,Male,44,3,5,Research Scientist,4,Married,5327,6193,3,Y,Yes,25,3,3,80,0,14,6,3,2,0,0,0
89,23,No,Travel_Frequently,447,Sales,3,1,Life Sciences,1,1909934,2,Male,40,2,2,Manager,4,Single,5988,22946,1,Y,Yes,17,3,3,80,0,5,2,3,11,1,7,8
90,55,No,Travel_Rarely,1420,Sales,13,3,Medical,1,388989,4,Male,56,1,2,Manager,2,Single,7486,16239,1,Y,No,15,3,3,80,2,17,3,1,18,1,0,4
91,30,No,Travel_Rarely,199,Sales,3,4,Medical,1,13759287,4,Male,90,1,2,Sales Representative,4,Single,3934,9363,7,Y,No,22,4,2,80,0,5,2,3,4,4,1,0
92,33,Yes,Travel_Rarely,1441,Research & Development,6,4,Life Sciences,1,12820580,3,Male,45,2,2,Manager,3,Single,10136,22366,2,Y,No,17,3,3,80,1,12,2,3,3,0,0,0
93,32,No,Travel_Rarely,577,Sales,2,3,Marketing,1,944350,3,Female,55,3,1,Healthcare Representative,1,Single,4969,4944,3,Y,No,19,4,1,80,0,11,6,2,1,0,0,0
94,41,No,Travel_Rarely,299,Human Resources,2,3,Other,1,14450914,3,Male,49,2,2,Sales Executive,3,Divorced,5014,20288,4,Y,Yes,14,3,2,80,1,7,1,3,3,0,0,1
95,40,No,Travel_Rarely,206,Sales,4,4,Medical,1,6918029,2,Female,87,3,1,Manufacturing Director,2,Divorced,3764,22657,3,Y,No,21,3,2,80,1,10,2,2,3,0,1,0
96,37,No,Travel_Frequently,670,Sales,10,3,Marketing,1,14233528,1,Male,65,2,3,Sales Executive,4,Married,6197,2960,1,Y,No,12,3,1,80,1,13,2,3,17,4,1,3
97,45,No,Travel_Rarely,1486,Research & Development,8,2,Life Sciences,1,15224053,2,Male,32,3,2,Research Scientist,3,Single,9679,20128,3,Y,No,13,3,4,80,0,19,4,3,32,18,12,14
98,25,Yes,Travel_Rarely,221,Research & Development,27,3,Marketing,1,7039811,1,Male,48,2,1,Laboratory Technician,2,Divorced,1635,5499,1,Y,Yes,13,3,3,80,0,1,2,2,1,0,0,0
99,44,No,Travel_Frequently,1215,Research & Development,12,3,Life Sciences,1,15481287,4,Female,51,3,2,Sales Executive,1,Married,5371,7068,1,Y,No,18,3,1,80,1,7,2,3,3,0,0,0
100,57,No,Travel_Rarely,1020,Sales,16,3,Technical Degree,1,3793110,1,Female,54,3,4,Manager,4,Single,15522,25486,9,Y,No,16,3,4,80,1,23,0,3,14,4,0,8
101,47,No,Travel_Rarely,1325,Research & Development,6,3,Life Sciences,1,7732964,4,Female,45,3,2,Research Scientist,3,Divorced,5648,3586,2,Y,No,13,3,2,80,1,23,3,2,14,0,6,1
102,29,No,Travel_Rarely,221,Sales,15,3,Marketing,1,9223638,1,Male,87,4,1,Healthcare Representative,1,Divorced,2893,23640,2,Y,Yes,19,3,3,80,0,5,2,3,12,6,4,6
103,53,No,Travel_Rarely,995,Research & Development,26,3,Other,1,14600272,4,Male,94,4,3,Sales Executive,4,Single,8809,4097,2,Y,No,13,3,2,80,1,20,2,3,8,0,0,0
104,41,Yes,Travel_Rarely,1471,Research & Development,2,4,Life Sciences,1,4689936,3,Female,96,2,3,Research Director,3,Married,15359,17760,5,Y,No,13,3,4,80,0,18,3,3,5,1,4,4
105,48,Yes,Travel_Frequently,468,Research & Development,2,3,Life Sciences,1,14070303,3,Male,56,3,2,Sales Executive,1,Divorced,3304,10981,1,Y,Yes,22,4,2,80,1,13,2,3,2,0,1,0
106,24,No,Travel_Rarely,402,Sales,11,3,Medical,1,5091562,1,Male,93,3,1,Research Scientist,4,Married,2872,20465,3,Y,No,18,4,4,80,3,4,2,4,1,0,0,1
107,40,No,Travel_Rarely,1283,Sales,4,2,Medical,1,7393441,3,Male,53,3,1,Sales Executive,2,Married,2603,8451,4,Y,No,14,4,1,80,1,6,2,4,11,4,1,2
108,31,No,Travel_Rarely,1467,Sales,6,1,Medical,1,7807188,1,Male,69,3,4,Sales Representative,3,Single,11280,4139,3,Y,No,13,3,3,80,0,15,5,2,3,5,0,5
109,29,No,Travel_Rarely,667,Sales,16,2,Life Sciences,1,7765714,4,Female,67,3,2,Research Scientist,2,Single,3436,10008,5,Y,No,13,3,4,80,1,4,1,3,0,0,0,0
110,24,Yes,Travel_Frequently,633,Sales,25,4,Marketing,1,15247478,1,Female,77,2,2,Sales Executive,2,Divorced,3933,7775,1,Y,No,13,3,1,80,0,2,3,3,1,0,0,0
111,39,No,Travel_Rarely,895,Research & Development,29,3,Life Sciences,1,2497867,3,Female,63,1,2,Manufacturing Director,3,Married,7907,24870,1,Y,Yes,12,4,4,80,0,15,3,2,14,0,12,6
112,50,Yes,Travel_Rarely,222,Sales,7,3,Life Sciences,1,8822371,4,Male,96,3,1,Healthcare Representative,3,Single,3720,23599,1,Y,No,20,3,4,80,0,14,2,3,12,0,2,1
113,40,Yes,Travel_Rarely,967,Research & Development,5,3,Life Sciences,1,4209766,1,Male,49,2,5,Research Scientist,1,Married,6666,21798,7,Y,No,14,3,2,80,1,19,6,3,10,0,3,11
114,36,No,Travel_Rarely,299,Research & Development,2,4,Marketing,1,15652961,4,Male,41,3,2,Healthcare Representative,1,Single,7751,24290,6,Y,No,14,3,4,80,1,16,5,2,6,4,2,2
115,36,No,Travel_Rarely,779,Sales,18,1,Life Sciences,1,922044,3,Male,59,3,2,Laboratory Technician,1,Married,2557,18229,1,Y,No,14,4,2,80,1,6,3,3,4,1,4,1
116,26,No,Travel_Rarely,1280,Research & Development,21,3,Medical,1,2661165,4,Male,85,3,2,Research Scientist,2,Single,8334,3924,1,Y,Yes,13,4,3,80,0,10,3,4,7,1,0,0
117,37,No,Travel_Rarely,1233,Sales,29,3,Technical Degree,1,3833581,2,Female,94,3,1,Sales Representative,4,Single,6522,15933,3,Y,No,12,3,4,80,1,5,2,3,6,4,1,1
118,51,No,Non-Travel,1203,Research & Development,3,3,Life Sciences,1,11831285,3,Male,44,4,2,Laboratory Technician,4,Divorced,6729,25567,0,Y,No,22,4,4,80,1,14,3,2,10,0,8,5
119,37,No,Travel_Frequently,941,Research & Development,26,3,Technical Degree,1,500795,3,Female,87,3,1,Sales Representative,4,Single,3646,6307,9,Y,Yes,16,3,2,80,1,10,2,3,3,0,2,0
120,39,No,Travel_Rarely,1459,Research & Development,26,3,Marketing,1,12331091,1,Male,50,4,3,Research Director,4,Single,8951,19988,5,Y,Yes,12,3,3,80,0,12,2,3,2,1,0,1
121,37,No,Travel_Rarely,240,Sales,14,4,Life Sciences,1,5658473,2,Male,90,3,1,Laboratory Technician,2,Single,3818,9561,1,Y,Yes,12,3,2,80,1,7,3,3,7,0,1,0
122,36,No,Travel_Rarely,923,Sales,17,3,Technical Degree,1,14024174,4,Female,84,2,3,Sales Executive,1,Married,11962,10700,9,Y,No,16,3,1,80,1,16,2,2,1,1,4,0
123,44,No,Travel_Rarely,776,Research & Development,12,4,Medical,1,11666295,4,Male,48,3,2,Sales Representative,3,Single,12622,21329,5,Y,No,15,3,3,80,0,17,3,1,2,0,5,2
124,35,No,Travel_Frequently,346,Sales,8,4,Marketing,1,14500940,1,Male,58,3,2,Healthcare Representative,4,Single,7652,10313,3,Y,Yes,13,3,4,80,3,6,2,3,2,0,0,0
125,55,No,Travel_Rarely,1016,Research & Development,4,3,Medical,1,3257043,1,Female,37,3,2,Human Resources,4,Divorced,6021,6129,9,Y,No,23,3,2,80,1,15,2,3,4,1,0,2
126,39,No,Travel_Rarely,472,Sales,5,3,Other,1,16616176,2,Male,65,4,2,Manufacturing Director,4,Married,6181,19923,4,Y,Yes,18,3,3,80,2,7,1,2,3,1,2,1
127,37,No,Travel_Rarely,346,Research & Development,6,3,Technical Degree,1,7274882,4,Male,32,3,2,Research Director,3,Married,13458,4992,4,Y,No,12,3,3,80,0,26,2,3,21,5,8,4
128,57,No,Travel_Rarely,1016,Research & Development,20,4,Medical,1,13223044,2,Female,60,3,2,Human Resources,3,Single,11463,10662,9,Y,Yes,19,3,3,80,0,27,2,3,12,1,4,3
129,46,No,Non-Travel,745,Research & Development,6,3,Life Sciences,1,3716693,4,Male,68,2,3,Manufacturing Director,1,Divorced,14016,8416,8,Y,No,13,3,2,80,0,24,2,2,15,2,0,3
130,37,No,Travel_Rarely,341,Sales,28,2,Life Sciences,1,12972524,1,Female,43,2,3,Laboratory Technician,1,Divorced,4807,4473,1,Y,No,17,3,1,80,0,16,1,3,4,0,3,2
131,43,No,Travel_Frequently,1247,Sales,23,4,Life Sciences,1,9704311,4,Female,37,3,2,Research Scientist,3,Married,4465,25567,1,Y,Yes,12,3,3,80,0,9,3,3,3,0,1,0
132,26,No,Travel_Rarely,1354,Research & Development,27,1,Medical,1,11654550,4,Female,97,2,2,Manufacturing Director,4,Single,6070,9456,1,Y,Yes,21,3,2,80,0,6,2,3,0,0,5,0
133,57,No,Travel_Rarely,1115,Research & Development,2,3,Life Sciences,1,12678400,2,Male,54,2,3,Healthcare Representative,3,Divorced,9738,15229,8,Y,No,21,3,4,80,1,23,2,2,1,0,1,0
134,57,No,Travel_Rarely,400,Research & Development,8,3,Life Sciences,1,15095725,2,Male,44,2,2,Sales Representative,1,Married,14441,5454,2,Y,Yes,20,3,2,80,1,24,4,3,20,2,11,3
