Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,35,No,Travel_Frequently,192,Research & Development,15,4,Life Sciences,1,2,Female,86,3,2,Sales Executive,2,Single,4229,22869,4,Y,Yes,17,3,1,80,0,7,3,4,5,9,0,8
20,28,Yes,Travel_Rarely,1398,Research & Development,4,3,Medical,1,2,Male,63,2,3,Research Scientist,1,Married,6879,3393,4,Y,No,12,3,3,80,1,2,2,3,0,6,0,6
21,19,No,Non-Travel,603,Research & Development,3,5,Marketing,1,2,Male,61,2,3,Laboratory Technician,1,Married,10936,2094,1,Y,No,11,3,1,80,3,0,2,4,0,1,0,6
22,34,No,Travel_Rarely,463,Sales,1,5,Life Sciences,1,3,Male,78,3,2,Sales Executive,1,Single,4652,18922,1,Y,No,18,4,3,80,3,0,2,3,2,1,6,3
23,28,No,Non-Travel,346,Research & Development,11,5,Medical,1,3,Male,84,3,1,Research Director,1,Married,3828,10425,1,Y,No,11,3,1,80,1,2,3,3,26,1,0,8
24,28,No,Travel_Frequently,109,Research & Development,24,3,Medical,1,1,Male,53,4,4,Human Resources,2,Married,4172,18545,2,Y,No,13,3,4,80,3,0,1,4,9,1,0,5
25,19,No,Travel_Rarely,824,Research & Development,27,2,Life Sciences,1,2,Male,80,3,4,Laboratory Technician,3,Single,2607,3157,1,Y,No,17,4,3,80,1,12,2,1,16,10,0,8
26,18,No,Travel_Rarely,520,Research & Development,3,3,Medical,1,3,Male,88,3,3,Research Scientist,4,Married,7091,4938,4,Y,No,11,4,4,80,0,25,4,3,4,2,8,1
27,37,No,Travel_Rarely,1059,Research & Development,25,4,Medical,1,1,Male,94,3,1,Research Scientist,4,Married,4686,2094,4,Y,No,13,3,3,80,1,6,3,3,1,6,0,4
28,45,No,Travel_Frequently,102,Research & Development,1,3,Life Sciences,1,1,Male,57,2,2,Sales Representative,4,Married,13404,18542,5,Y,No,15,3,3,80,2,0,5,3,11,5,0,4
29,18,No,Travel_Frequently,657,Research & Development,14,1,Medical,1,4,Male,87,3,1,Research Director,1,Single,19692,12707,3,Y,No,16,3,3,80,2,0,2,3,16,1,0,8
30,33,No,Non-Travel,771,Sales,9,3,Technical Degree,1,1,Female,86,2,2,Laboratory Technician,2,Single,3652,16565,6,Y,No,25,3,3,80,1,0,6,3,0,0,3,7
31,40,Yes,Non-Travel,153,Sales,3,5,Life Sciences,1,3,Male,54,1,1,Sales Executive,1,Single,4772,6921,0,Y,Yes,20,4,1,80,2,7,2,2,8,0,1,4
32,43,No,Travel_Rarely,145,Research & Development,5,2,Medical,1,1,Male,36,2,3,Manager,3,Married,3614,2094,1,Y,Yes,16,3,4,80,0,0,2,3,25,8,0,4
33,18,No,Travel_Rarely,102,Human Resources,3,1,Medical,1,4,Male,42,1,5,Healthcare Representative,1,Single,19999,2094,1,Y,No,13,3,2,80,1,9,2,3,18,2,0,1
34,18,No,Travel_Rarely,287,Sales,8,3,Medical,1,1,Male,54,3,1,Sales Executive,3,Divorced,3824,9976,1,Y,No,13,3,4,80,0,0,2,2,6,3,2,8
35,33,No,Travel_Rarely,816,Sales,4,3,Medical,1,2,Male,30,3,1,Laboratory Technician,3,Married,18618,9488,1,Y,No,11,3,1,80,1,12,2,3,9,2,7,6
36,18,No,Travel_Frequently,1087,Sales,17,3,Medical,1,2,Female,100,3,1,Manufacturing Director,2,Married,16733,2094,0,Y,No,13,3,3,80,1,4,4,3,1,6,15,1
37,18,Yes,Travel_Rarely,1327,Sales,5,2,Medical,1,3,Female,54,3,1,Laboratory Technician,2,Single,4618,8925,1,Y,No,11,3,3,80,1,1,3,4,2,0,1,10
38,36,No,Travel_Rarely,629,Research & Development,16,1,Marketing,1,3,Male,36,2,3,Manager,2,Married,2534,2389,7,Y,No,14,3,2,80,1,0,4,3,5,6,3,8
39,18,No,Travel_Frequently,102,Sales,10,2,Life Sciences,1,3,Male,100,3,1,Healthcare Representative,1,Single,4185,20764,8,Y,No,16,3,3,80,1,2,3,3,11,5,6,8
40,33,No,Travel_Rarely,437,Sales,11,2,Medical,1,4,Male,79,3,1,Sales Representative,3,Divorced,3642,5532,0,Y,No,19,4,2,80,1,11,2,3,12,8,6,8
41,33,No,Travel_Rarely,744,Sales,23,4,Other,1,2,Male,92,3,1,Research Scientist,2,Married,7611,17481,0,Y,No,18,3,3,80,0,15,2,4,24,2,9,1
42,31,No,Non-Travel,576,Sales,6,3,Marketing,1,4,Male,56,2,1,Laboratory Technician,1,Single,4197,6843,3,Y,Yes,11,3,3,80,1,6,3,4,0,4,0,8
43,18,No,Travel_Rarely,102,Research & Development,27,3,Other,1,4,Male,37,4,3,Sales Executive,4,Single,3855,19410,2,Y,No,14,4,3,80,0,25,3,4,9,2,0,9
44,24,No,Travel_Rarely,505,Research & Development,24,3,Marketing,1,3,Male,89,2,3,Laboratory Technician,4,Married,3097,5186,8,Y,No,11,3,4,80,3,1,2,3,10,3,6,0
45,19,Yes,Travel_Rarely,456,Sales,9,3,Medical,1,1,Male,86,2,1,Sales Representative,1,Single,3235,5492,3,Y,No,19,4,3,80,1,29,2,3,4,0,2,3
46,18,No,Travel_Rarely,506,Research & Development,27,3,Life Sciences,1,3,Male,61,3,1,Sales Executive,4,Married,3072,8192,9,Y,No,20,3,1,80,1,4,2,3,2,3,3,1
47,18,No,Non-Travel,1249,Research & Development,6,3,Marketing,1,4,Male,100,4,1,Research Scientist,4,Single,19999,18340,1,Y,No,11,4,3,80,1,18,5,3,1,3,7,0
48,28,No,Travel_Frequently,102,Sales,10,4,Medical,1,1,Male,51,3,3,Research Director,2,Single,1672,4477,2,Y,No,11,3,1,80,2,0,5,3,4,9,0,2
49,42,No,Non-Travel,102,Research & Development,4,3,Medical,1,2,Male,58,3,3,Manufacturing Director,1,Divorced,18252,12292,0,Y,No,18,3,3,80,1,22,2,2,0,0,5,4
50,21,No,Travel_Frequently,1194,Research & Development,2,3,Medical,1,3,Male,95,3,1,Manager,1,Single,3271,21122,1,Y,No,12,3,3,80,1,4,2,2,12,2,3,4
51,18,No,Travel_Rarely,860,Research & Development,29,3,Human Resources,1,2,Female,35,3,3,Manufacturing Director,3,Married,2772,23685,0,Y,No,14,3,3,80,2,4,3,3,0,0,4,2
52,31,No,Travel_Frequently,494,Research & Development,4,1,Medical,1,2,Male,48,3,4,Sales Executive,3,Married,8580,5986,1,Y,No,12,3,3,80,1,0,3,3,7,1,0,2
53,38,Yes,Travel_Rarely,102,Sales,14,3,Medical,1,3,Male,88,3,1,Manufacturing Director,1,Single,3868,23535,0,Y,No,14,4,2,80,1,10,2,4,4,7,11,0
54,19,Yes,Travel_Frequently,998,Research & Development,11,4,Marketing,1,2,Female,62,3,2,Research Scientist,2,Single,4909,2094,3,Y,No,13,3,3,80,1,0,2,3,10,3,0,2
55,38,No,Travel_Frequently,539,Sales,1,1,Life Sciences,1,3,Female,34,3,3,Research Scientist,2,Divorced,10435,21099,6,Y,No,17,3,3,80,0,0,5,3,7,3,0,5
56,18,No,Non-Travel,102,Research & Development,16,1,Marketing,1,4,Male,54,3,1,Research Scientist,3,Single,3361,14876,2,Y,No,14,3,3,80,1,0,2,1,3,6,0,5
57,19,Yes,Non-Travel,244,Research & Development,12,3,Medical,1,1,Male,43,4,3,Research Scientist,4,Divorced,2975,15841,2,Y,Yes,11,4,3,80,1,10,1,3,3,8,0,4
58,18,No,Travel_Rarely,189,Human Resources,21,4,Technical Degree,1,1,Male,70,3,1,Laboratory Technician,3,Married,12301,19431,0,Y,No,15,4,3,80,1,1,4,3,9,5,1,5
59,29,No,Travel_Rarely,155,Sales,1,2,Human Resources,1,4,Male,80,4,1,Research Scientist,1,Single,3440,18383,1,Y,No,12,3,2,80,0,17,3,3,10,4,6,8
60,21,Yes,Travel_Frequently,1162,Research & Development,1,3,Medical,1,4,Male,35,2,2,Research Scientist,3,Single,3832,16421,3,Y,No,12,3,4,80,0,0,2,1,3,18,1,7
61,18,No,Travel_Rarely,399,Research & Development,21,4,Medical,1,3,Female,55,3,2,Healthcare Representative,3,Married,14543,17901,5,Y,Yes,13,3,3,80,1,5,1,3,14,12,1,2
62,18,No,Travel_Frequently,685,Sales,1,1,Life Sciences,1,3,Male,85,4,1,Healthcare Representative,4,Divorced,5484,20182,1,Y,Yes,13,3,1,80,0,1,5,3,38,6,10,10
63,24,Yes,Travel_Rarely,102,Research & Development,18,3,Medical,1,4,Male,94,3,1,Laboratory Technician,4,Divorced,4144,2094,0,Y,No,12,3,2,80,1,10,3,3,27,4,2,11
64,18,Yes,Travel_Rarely,102,Research & Development,12,5,Medical,1,4,Male,64,1,3,Research Director,1,Single,19999,19988,3,Y,No,13,3,3,80,1,3,2,3,1,3,9,2
65,18,No,Non-Travel,102,Sales,10,3,Other,1,1,Male,100,3,1,Research Director,1,Married,4421,13885,4,Y,No,21,3,2,80,1,6,3,3,6,4,1,8
66,28,No,Travel_Frequently,1110,Sales,5,3,Technical Degree,1,1,Male,66,4,3,Sales Executive,1,Divorced,1895,13594,7,Y,No,18,3,3,80,3,0,2,3,11,4,0,2
67,32,No,Travel_Rarely,238,Research & Development,10,4,Life Sciences,1,4,Female,64,1,5,Manager,1,Single,10201,2767,4,Y,No,15,4,1,80,1,0,2,1,2,0,0,7
68,19,No,Travel_Rarely,1077,Research & Development,28,1,Life Sciences,1,4,Male,39,2,1,Sales Executive,1,Single,4331,15644,1,Y,No,17,4,2,80,3,5,2,3,39,2,0,9
69,27,Yes,Travel_Frequently,1173,Human Resources,28,4,Medical,1,2,Male,80,3,4,Sales Executive,3,Single,18442,3499,3,Y,Yes,11,3,2,80,1,2,0,3,3,8,0,7
70,18,No,Travel_Frequently,102,Research & Development,25,3,Medical,1,4,Male,77,3,2,Manufacturing Director,1,Married,2940,22169,2,Y,No,16,3,3,80,1,3,3,3,1,16,0,2
71,18,Yes,Travel_Rarely,804,Research & Development,13,3,Medical,1,4,Male,65,2,1,Sales Executive,3,Married,7836,8730,0,Y,No,13,4,4,80,0,7,3,3,10,2,0,3
72,31,No,Non-Travel,179,Research & Development,10,3,Medical,1,4,Female,30,2,1,Laboratory Technician,4,Married,2230,16362,2,Y,Yes,13,3,3,80,1,1,0,2,4,12,2,7
73,20,Yes,Travel_Rarely,1335,Sales,7,1,Technical Degree,1,1,Male,70,2,1,Research Scientist,2,Divorced,3397,4260,0,Y,No,11,3,4,80,3,7,3,2,8,8,1,4
74,18,Yes,Travel_Rarely,321,Research & Development,20,1,Life Sciences,1,3,Male,100,2,1,Sales Executive,1,Married,1117,17643,4,Y,No,13,3,3,80,1,19,6,2,12,0,1,8
75,34,Yes,Travel_Rarely,102,Research & Development,24,1,Life Sciences,1,2,Male,80,3,3,Human Resources,3,Divorced,5993,13255,2,Y,No,25,3,4,80,1,7,3,3,6,4,0,3
76,36,Yes,Travel_Rarely,1004,Sales,12,2,Life Sciences,1,4,Male,61,2,1,Research Director,2,Divorced,4195,5558,1,Y,No,13,3,3,80,1,0,2,3,19,6,0,8
77,25,No,Travel_Rarely,993,Sales,1,4,Medical,1,2,Female,94,2,3,Human Resources,1,Single,4538,22252,0,Y,Yes,12,4,2,80,1,0,3,4,29,5,1,7
78,42,Yes,Travel_Rarely,102,Human Resources,27,4,Life Sciences,1,1,Male,79,1,1,Sales Executive,1,Divorced,5548,9964,1,Y,Yes,15,3,3,80,3,8,3,3,11,1,1,2
79,44,Yes,Travel_Rarely,102,Research & Development,4,3,Life Sciences,1,4,Female,30,2,4,Sales Executive,2,Single,8143,20811,3,Y,No,21,3,1,80,1,0,2,3,6,1,1,3
80,32,Yes,Non-Travel,429,Research & Development,22,3,Medical,1,4,Female,32,3,4,Manufacturing Director,2,Divorced,4026,18164,7,Y,No,23,3,3,80,1,10,1,4,4,1,3,9
81,18,Yes,Travel_Rarely,1049,Research & Development,18,3,Medical,1,1,Male,64,2,5,Manager,1,Married,2572,18627,1,Y,No,18,3,4,80,3,6,2,3,2,4,6,4
82,30,Yes,Non-Travel,154,Sales,1,4,Life Sciences,1,4,Female,65,1,2,Laboratory Technician,2,Single,3728,9125,1,Y,No,14,3,3,80,2,9,4,3,0,2,0,7
83,50,Yes,Non-Travel,102,Research & Development,24,2,Medical,1,3,Male,70,3,3,Manager,2,Divorced,4135,12913,5,Y,Yes,12,3,3,80,0,8,2,3,22,2,6,6
84,40,No,Travel_Rarely,341,Sales,25,2,Life Sciences,1,4,Male,48,1,1,Sales Executive,3,Single,2361,2094,5,Y,No,13,4,3,80,3,7,3,3,5,2,4,3
85,34,Yes,Travel_Frequently,413,Research & Development,15,3,Medical,1,4,Male,37,2,2,Manufacturing Director,3,Married,1725,16742,7,Y,No,11,3,3,80,1,4,1,3,0,0,0,2
86,47,No,Travel_Rarely,102,Sales,20,4,Medical,1,1,Male,54,2,4,Healthcare Representative,1,Single,6623,2094,5,Y,No,14,3,3,80,0,0,3,2,8,2,1,7
87,43,Yes,Travel_Frequently,102,Research & Development,22,4,Medical,1,1,Male,54,3,2,Research Scientist,4,Married,8981,3875,4,Y,No,21,3,3,80,0,7,2,3,13,7,0,0
88,34,Yes,Non-Travel,1265,Research & Development,24,2,Life Sciences,1,2,Male,50,2,1,Sales Executive,2,Divorced,1496,4719,3,Y,No,12,3,1,80,1,0,2,3,2,2,0,17
89,26,No,Travel_Frequently,102,Research & Development,2,3,Life Sciences,1,1,Male,70,3,5,Sales Executive,1,Single,8002,17030,4,Y,No,11,4,2,80,0,10,2,2,1,3,1,5
90,37,Yes,Non-Travel,358,Research & Development,1,4,Medical,1,4,Male,45,2,2,Sales Representative,2,Divorced,3991,2094,1,Y,No,11,3,1,80,1,3,3,3,9,2,2,7
91,33,No,Travel_Rarely,513,Research & Development,13,4,Medical,1,4,Male,91,3,3,Sales Executive,4,Divorced,12475,22560,0,Y,No,21,4,3,80,0,0,3,3,9,3,2,9
92,21,Yes,Travel_Rarely,967,Sales,27,4,Medical,1,2,Female,75,3,1,Research Scientist,3,Divorced,4330,2094,8,Y,No,13,3,3,80,1,5,3,4,10,3,0,7
93,19,Yes,Travel_Frequently,1024,Sales,29,4,Medical,1,4,Female,81,2,3,Sales Executive,4,Divorced,3766,18337,3,Y,Yes,15,3,4,80,0,7,2,3,6,0,0,7
94,43,Yes,Travel_Frequently,847,Sales,11,3,Life Sciences,1,1,Male,93,3,1,Manager,4,Single,5096,17134,6,Y,No,14,4,4,80,1,0,3,3,6,6,0,0
95,28,No,Travel_Rarely,452,Sales,5,2,Life Sciences,1,2,Male,36,2,1,Sales Executive,3,Divorced,7039,15242,8,Y,No,16,3,4,80,1,12,2,3,3,0,0,7
96,23,No,Travel_Rarely,1128,Research & Development,18,3,Medical,1,3,Male,51,3,1,Sales Executive,3,Married,14280,11541,1,Y,No,20,3,1,80,1,6,2,2,11,2,0,10
97,24,No,Non-Travel,792,Human Resources,5,2,Medical,1,3,Female,47,2,1,Sales Executive,1,Single,5081,7627,6,Y,No,11,3,3,80,1,6,4,3,22,13,1,15
98,18,No,Travel_Rarely,809,Research & Development,16,2,Other,1,2,Female,70,3,1,Research Scientist,2,Single,14346,2346,4,Y,No,13,4,4,80,1,7,3,3,3,0,9,3
99,18,No,Travel_Rarely,222,Human Resources,11,1,Medical,1,3,Male,51,3,1,Research Scientist,1,Married,1483,25150,1,Y,Yes,15,4,4,80,1,0,2,3,0,1,1,9
100,32,No,Travel_Frequently,1499,Research & Development,22,2,Medical,1,4,Female,30,2,2,Manager,3,Married,6874,2094,0,Y,No,17,3,3,80,3,8,2,3,1,2,0,0
101,20,No,Travel_Rarely,375,Research & Development,1,3,Medical,1,2,Male,64,1,1,Sales Executive,3,Single,4013,9503,1,Y,No,11,3,3,80,1,3,2,3,40,6,1,5
102,18,No,Travel_Rarely,687,Research & Development,3,4,Marketing,1,3,Female,53,2,1,Healthcare Representative,4,Married,3592,7890,0,Y,No,11,3,3,80,1,0,5,3,11,7,0,10
103,25,Yes,Travel_Rarely,1092,Research & Development,4,4,Technical Degree,1,2,Male,63,4,1,Sales Executive,4,Divorced,4115,4990,1,Y,No,11,3,1,80,0,0,3,3,1,4,3,6
104,19,No,Travel_Rarely,1348,Sales,17,2,Medical,1,3,Male,96,3,1,Manager,2,Married,4657,2616,2,Y,No,13,4,2,80,2,6,5,3,1,1,1,6
105,18,Yes,Travel_Rarely,235,Research & Development,29,4,Medical,1,4,Male,41,1,5,Human Resources,2,Single,4733,22954,7,Y,Yes,11,3,4,80,0,0,3,2,6,0,0,7
106,18,No,Travel_Rarely,654,Research & Development,18,3,Marketing,1,3,Female,30,3,1,Laboratory Technician,3,Married,4779,12612,2,Y,No,11,3,4,80,1,0,2,3,4,6,3,10
107,19,Yes,Travel_Rarely,423,Sales,7,4,Life Sciences,1,3,Male,82,2,2,Laboratory Technician,4,Single,8651,22252,0,Y,No,12,3,3,80,0,15,4,3,10,5,1,8
108,36,No,Non-Travel,692,Research & Development,3,4,Technical Degree,1,4,Male,85,2,5,Laboratory Technician,1,Married,8967,16629,9,Y,No,25,3,2,80,1,4,2,1,11,0,0,3
109,23,No,Travel_Rarely,102,Research & Development,1,3,Technical Degree,1,2,Male,41,2,5,Sales Executive,1,Divorced,2765,9122,0,Y,No,16,3,4,80,0,1,2,3,12,6,0,3
110,49,Yes,Travel_Rarely,660,Sales,20,3,Life Sciences,1,2,Female,68,4,1,Sales Executive,4,Single,3764,15715,1,Y,No,12,3,3,80,0,18,3,3,10,2,2,0
111,27,No,Travel_Rarely,575,Research & Development,1,2,Medical,1,3,Male,36,3,1,Manager,3,Married,19999,5576,5,Y,No,16,3,1,80,2,6,2,3,2,2,0,2
112,57,No,Travel_Rarely,134,Research & Development,29,2,Marketing,1,4,Male,35,3,1,Laboratory Technician,1,Single,4650,7300,1,Y,No,16,3,3,80,1,3,0,3,5,2,0,2
113,18,No,Travel_Frequently,850,Sales,15,3,Medical,1,4,Male,99,2,1,Laboratory Technician,1,Married,3117,20540,1,Y,No,13,3,3,80,1,9,3,3,0,11,1,3
114,36,Yes,Travel_Rarely,102,Sales,3,4,Technical Degree,1,1,Male,69,4,3,Laboratory Technician,1,Single,19481,2094,1,Y,No,20,3,4,80,1,0,6,3,24,2,9,8
115,49,No,Travel_Rarely,765,Sales,22,3,Medical,1,2,Male,72,3,3,Research Director,4,Single,1923,15746,3,Y,Yes,16,3,3,80,0,16,5,2,3,3,0,7
116,18,Yes,Travel_Rarely,872,Research & Development,1,4,Medical,1,3,Female,93,2,1,Manufacturing Director,3,Married,10673,22843,4,Y,No,19,3,4,80,1,1,2,2,9,2,0,9
117,45,No,Travel_Frequently,102,Human Resources,28,3,Marketing,1,2,Male,73,1,1,Human Resources,4,Married,4700,17453,7,Y,No,11,3,2,80,0,0,4,3,1,7,1,7
118,18,No,Travel_Frequently,647,Research & Development,10,3,Marketing,1,3,Female,57,2,1,Laboratory Technician,3,Single,15598,2190,6,Y,No,14,3,4,80,2,1,2,3,8,4,0,2
119,20,Yes,Travel_Rarely,1008,Sales,3,4,Life Sciences,1,4,Male,91,2,3,Manufacturing Director,3,Single,3311,2383,1,Y,No,15,4,3,80,0,0,5,3,3,3,0,3
120,25,No,Travel_Rarely,102,Research & Development,17,1,Other,1,4,Male,100,4,1,Manager,4,Married,1778,16220,0,Y,No,24,3,3,80,1,22,2,1,18,6,10,3
121,18,No,Travel_Rarely,102,Research & Development,4,2,Life Sciences,1,3,Female,87,3,2,Laboratory Technician,2,Single,2764,2630,6,Y,No,18,3,3,80,0,0,2,3,11,2,1,2
122,27,No,Travel_Frequently,121,Research & Development,4,3,Medical,1,4,Male,100,2,4,Healthcare Representative,1,Single,7795,25173,1,Y,No,12,3,3,80,1,0,2,3,16,2,0,4
123,25,No,Travel_Rarely,1224,Sales,12,1,Technical Degree,1,4,Male,55,1,1,Sales Representative,1,Single,7494,6655,1,Y,No,12,3,1,80,0,12,3,3,2,2,10,8
124,18,No,Travel_Frequently,249,Research & Development,22,3,Technical Degree,1,3,Male,90,3,3,Sales Executive,4,Single,2961,11479,3,Y,Yes,15,4,3,80,2,2,2,2,9,8,6,9
125,32,No,Non-Travel,355,Research & Development,3,1,Medical,1,3,Female,30,1,5,Sales Executive,4,Single,4656,17094,4,Y,No,11,4,3,80,0,0,2,3,6,0,0,2
126,24,Yes,Non-Travel,374,Sales,4,3,Medical,1,3,Male,57,3,1,Healthcare Representative,2,Single,14103,15571,0,Y,No,19,3,3,80,1,3,2,3,9,6,0,8
127,31,No,Travel_Frequently,245,Sales,5,3,Life Sciences,1,4,Male,32,4,1,Research Director,2,Single,2122,17511,0,Y,No,12,3,1,80,1,7,3,3,3,8,8,8
128,51,No,Travel_Rarely,267,Research & Development,11,4,Medical,1,3,Male,30,2,2,Healthcare Representative,2,Married,2222,2467,6,Y,Yes,12,3,3,80,3,14,3,2,0,6,0,9
129,29,Yes,Travel_Rarely,236,Research & Development,6,1,Marketing,1,3,Male,76,3,2,Healthcare Representative,4,Single,6421,6060,4,Y,No,13,3,3,80,1,0,2,3,2,8,6,2
130,24,No,Travel_Frequently,527,Research & Development,21,3,Technical Degree,1,4,Female,37,3,4,Laboratory Technician,1,Single,4499,7070,1,Y,No,12,3,3,80,0,7,2,3,4,7,2,4
131,33,No,Travel_Frequently,102,Research & Development,23,3,Medical,1,2,Male,83,3,2,Research Scientist,2,Divorced,5178,7907,0,Y,Yes,21,4,3,80,1,3,4,2,33,9,3,8
132,41,No,Travel_Rarely,768,Sales,14,3,Other,1,1,Male,78,2,3,Manager,2,Divorced,4821,19337,1,Y,No,14,3,3,80,1,0,4,3,10,7,1,4
133,47,Yes,Travel_Rarely,270,Research & Development,22,4,Marketing,1,4,Male,46,2,3,Sales Executive,2,Married,4210,16138,9,Y,Yes,20,4,3,80,0,0,2,3,2,1,6,6
134,33,No,Travel_Frequently,1487,Sales,5,2,Medical,1,1,Male,63,1,2,Manufacturing Director,3,Single,15834,3061,1,Y,No,15,3,4,80,2,2,1,3,5,14,1,3
135,36,No,Non-Travel,443,Research & Development,13,1,Medical,1,3,Male,56,3,1,Laboratory Technician,4,Married,19999,18462,2,Y,Yes,12,4,4,80,1,12,1,3,0,4,0,5
136,26,No,Travel_Rarely,102,Sales,17,3,Medical,1,3,Male,64,2,3,Sales Executive,3,Divorced,2145,24373,3,Y,Yes,24,4,3,80,0,0,1,3,0,2,0,1
137,41,No,Travel_Rarely,102,Research & Development,13,4,Life Sciences,1,2,Male,52,2,5,Research Scientist,4,Divorced,3424,7078,4,Y,No,14,4,3,80,3,0,2,3,18,2,0,10
138,29,No,Travel_Rarely,674,Sales,29,3,Medical,1,2,Male,89,2,1,Research Scientist,3,Married,3992,5343,1,Y,No,13,3,4,80,1,1,2,4,0,6,1,9
139,21,No,Travel_Frequently,921,Research & Development,29,2,Marketing,1,4,Male,30,2,3,Healthcare Representative,1,Divorced,12023,15564,2,Y,Yes,24,4,2,80,1,8,3,3,9,7,0,8
140,28,Yes,Travel_Rarely,486,Research & Development,1,2,Medical,1,3,Female,79,2,2,Healthcare Representative,2,Single,4643,2110,1,Y,No,19,3,3,80,2,12,4,2,9,4,9,2
