,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,34.875,No,Travel_Rarely,708.559,Research & Development,13.86,3.466,Medical,0.715,1380.305,3.774,Female,69.508,3.641,2.114,Laboratory Technician,2.439,Divorced,6466.903,-5005.537,3.592,Y,Yes,13.857,3.217,3.431,80.47,1.735,14.561,3.527,4.002,-0.231,5.573,2.267,3.634
46,34.213,No,Travel_Rarely,653.041,Research & Development,-2.544,4.061,Marketing,0.645,437.946,2.357,Female,86.156,1.411,1.638,Healthcare Representative,4.78,Divorced,8862.703,8634.591,4.529,Y,No,25.173,4.588,1.801,79.814,1.583,10.688,3.127,2.02,4.467,5.311,-2.464,0.635
47,42.889,No,Travel_Frequently,1175.521,Human Resources,-3.241,2.539,Life Sciences,1.23,210.994,2.566,Male,69.735,3.031,1.973,Sales Executive,2.979,Single,7748.992,15122.261,0.88,Y,Yes,15.73,3.294,2.582,80.098,-0.555,10.61,2.502,3.477,9.776,6.127,0.274,5.1
48,42.685,No,Travel_Rarely,811.233,Sales,8.398,3.734,Medical,0.734,-144.115,2.057,Male,76.361,3.13,2.64,Sales Executive,4.066,Single,9443.982,10223.707,5.279,Y,Yes,11.853,2.837,4.16,80.411,-0.55,12.508,2.976,4.008,5.781,6.111,1.985,4.344
49,45.905,No,Travel_Rarely,605.827,Research & Development,3.084,2.687,Life Sciences,0.689,967.119,3.924,Female,33.017,2.443,2.354,Healthcare Representative,2.964,Married,9130.765,11914.035,1.412,Y,Yes,19.269,2.994,3.718,80.13,0.906,12.852,1.979,2.594,1.465,4.32,4.082,3.642
50,34.983,No,Travel_Frequently,1211.535,Sales,24.197,3.511,Marketing,1.058,1571.326,3.333,Male,69.25,2.5,2.544,Sales Executive,3.464,Married,3560.556,14372.857,2.306,Y,No,15.041,2.754,3.306,79.868,0.776,7.301,3.624,3.962,3.911,0.212,3.725,2.384
51,32.055,No,Travel_Rarely,326.819,Research & Development,3.19,3.945,Technical Degree,1.685,1703.31,2.206,Male,34.26,3.092,1.694,Research Scientist,1.895,Single,1727.551,2227.93,2.327,Y,No,10.674,2.569,3.645,79.823,-0.628,8.325,1.75,2.957,6.276,3.982,1.874,2.201
52,33.714,Yes,Non-Travel,1456.73,Sales,11.157,2.181,Life Sciences,0.963,193.927,1.463,Female,100.236,2.277,1.641,Sales Representative,1.15,Single,5987.289,10353.62,2.983,Y,Yes,20.323,3.576,0.374,79.794,-1.305,8.592,2.392,2.773,-0.388,1.52,-0.443,3.382
53,35.092,Yes,Travel_Frequently,949.825,Research & Development,5.399,3.521,Life Sciences,1.049,1523.202,1.875,Female,71.45,3.09,1.687,Healthcare Representative,1.258,Married,4573.184,21884.0,3.506,Y,No,17.553,3.236,2.062,80.011,0.329,11.042,1.944,3.783,6.513,2.918,-0.216,2.107
54,42.018,No,Travel_Rarely,764.589,Sales,0.294,3.439,Life Sciences,1.15,1931.103,1.237,Female,72.837,2.37,3.43,Sales Executive,3.954,Divorced,14527.029,15987.703,1.72,Y,No,16.432,3.076,1.751,80.027,0.872,20.185,2.886,4.398,6.003,5.861,4.218,4.264
55,34.261,No,Travel_Rarely,936.101,Research & Development,-5.344,1.566,Medical,1.402,907.844,2.245,Female,37.04,1.739,1.096,Sales Representative,3.306,Divorced,3378.622,17903.797,1.973,Y,Yes,12.979,3.015,3.884,79.943,1.083,0.713,0.952,2.709,4.115,1.404,0.58,1.132
56,39.436,No,Travel_Rarely,496.813,Research & Development,7.636,2.515,Life Sciences,0.822,1406.196,2.721,Male,96.31,3.561,1.453,Research Scientist,3.79,Divorced,4241.368,11466.275,2.18,Y,No,11.724,2.743,1.54,79.626,1.558,6.668,3.143,3.109,5.365,1.124,4.55,3.36
57,35.902,No,Travel_Rarely,901.46,Research & Development,-0.117,5.296,Life Sciences,0.762,1047.829,2.799,Male,58.698,3.591,3.427,Manufacturing Director,3.909,Divorced,8028.686,4771.202,1.613,Y,No,12.796,2.905,2.265,79.764,0.997,13.409,4.464,0.951,7.225,6.759,3.625,6.788
58,36.659,No,Travel_Rarely,911.735,Sales,15.538,2.768,Medical,0.955,2427.907,2.687,Male,46.72,2.017,2.487,Manufacturing Director,2.601,Married,9344.002,19309.023,2.973,Y,No,13.924,2.591,0.599,80.038,0.337,11.839,3.146,3.489,3.232,1.005,2.329,2.596
59,38.333,No,Travel_Rarely,738.441,Research & Development,16.98,2.556,Medical,0.871,1315.156,1.653,Female,67.905,2.967,2.249,Laboratory Technician,3.552,Single,4309.56,16324.677,2.511,Y,No,17.671,3.274,3.3,79.94,0.332,12.545,3.301,2.042,9.601,9.071,2.257,6.824
60,30.168,No,Non-Travel,1119.938,Research & Development,2.901,1.96,Human Resources,1.138,1888.804,2.88,Male,52.388,2.518,1.414,Research Scientist,2.706,Single,3562.624,11478.792,5.964,Y,No,12.442,2.776,3.218,79.785,0.624,5.909,1.544,3.157,3.307,3.671,0.702,5.905
61,39.644,No,Travel_Frequently,458.898,Sales,2.455,5.73,Life Sciences,1.053,779.502,2.533,Female,70.406,3.055,2.068,Manufacturing Director,3.466,Single,7516.22,5511.406,4.9,Y,Yes,13.839,3.386,3.7,79.798,-1.237,16.368,0.319,2.896,9.78,5.485,0.682,8.036
62,29.313,No,Travel_Rarely,168.908,Research & Development,20.81,2.924,Technical Degree,1.121,682.367,3.508,Male,62.184,3.33,1.806,Sales Executive,2.533,Single,4610.461,16692.064,0.57,Y,No,14.522,3.147,4.264,79.769,0.624,6.073,0.978,2.443,2.899,1.066,-1.188,2.347
63,41.963,No,Travel_Rarely,744.846,Research & Development,3.889,3.405,Marketing,1.383,1212.12,2.237,Female,43.944,3.096,1.883,Research Scientist,1.93,Married,6583.309,16556.494,3.104,Y,No,15.712,2.797,3.368,79.818,0.267,10.228,2.681,3.935,3.245,4.376,2.029,1.346
64,30.368,No,Travel_Rarely,851.874,Sales,10.532,3.572,Technical Degree,1.275,1598.19,1.578,Male,76.802,2.77,2.277,Sales Executive,3.18,Married,6698.325,21499.746,2.409,Y,No,17.593,3.326,2.209,79.881,0.522,9.721,4.698,3.029,0.154,-0.794,-3.851,1.316
65,42.382,No,Travel_Frequently,635.322,Research & Development,15.188,3.776,Life Sciences,1.487,753.743,2.618,Male,36.283,2.827,2.626,Sales Representative,2.45,Married,7625.34,32551.14,3.526,Y,Yes,20.122,3.713,3.746,80.099,0.167,11.593,0.714,3.258,10.798,8.381,2.408,9.694
66,42.922,No,Travel_Rarely,1394.119,Research & Development,11.213,4.694,Life Sciences,1.08,1603.141,1.927,Female,49.959,3.638,2.28,Sales Representative,3.897,Divorced,6077.054,13890.928,4.837,Y,No,14.497,3.031,3.315,79.423,1.58,9.813,2.793,2.232,9.373,10.137,-0.598,1.093
67,39.348,No,Travel_Rarely,1203.526,Research & Development,11.729,1.914,Other,1.424,1228.874,3.545,Male,86.514,2.128,3.19,Manufacturing Director,2.781,Married,15634.447,23374.7,1.901,Y,No,14.412,3.12,2.259,80.023,0.972,17.752,2.811,3.405,9.375,11.14,-0.712,6.312
68,41.799,No,Travel_Rarely,810.708,Research & Development,18.797,2.402,Medical,1.505,1038.285,3.92,Female,75.416,3.499,2.658,Laboratory Technician,3.523,Married,7557.344,12594.3,0.788,Y,Yes,13.692,3.108,2.128,80.101,0.939,19.755,2.242,2.035,9.785,1.827,9.194,3.612
69,25.384,No,Travel_Rarely,752.158,Research & Development,-2.73,1.599,Medical,0.576,1403.966,3.949,Female,37.684,2.667,1.355,Healthcare Representative,3.702,Single,7888.599,19019.354,1.4,Y,Yes,14.277,3.161,1.25,80.358,0.256,0.057,2.944,2.863,4.521,2.182,2.325,0.708
70,45.173,No,Travel_Rarely,326.063,Sales,12.448,3.246,Technical Degree,1.165,1587.566,0.719,Female,89.928,2.485,3.284,Sales Executive,3.909,Married,12263.119,24781.79,1.073,Y,No,18.15,3.289,1.876,80.257,0.261,21.504,1.838,3.617,2.087,3.21,1.954,0.967
71,40.563,No,Travel_Rarely,699.338,Research & Development,13.686,1.916,Medical,0.723,507.397,2.368,Female,72.263,1.745,2.75,Research Scientist,2.786,Married,12593.771,17433.16,8.437,Y,No,14.638,2.724,3.158,79.739,1.721,21.374,4.001,1.962,7.037,2.632,1.845,0.634
72,22.608,No,Travel_Rarely,-51.434,Sales,6.789,2.829,Technical Degree,1.39,1951.149,3.121,Female,26.498,2.819,2.006,Sales Executive,3.344,Single,7700.803,23952.39,-1.727,Y,No,14.399,3.108,1.225,79.711,0.687,6.329,5.456,2.814,-0.685,0.538,0.488,-0.454
73,40.117,Yes,Travel_Rarely,1190.253,Research & Development,6.471,3.282,Technical Degree,0.865,579.655,3.534,Female,45.264,2.117,3.527,Manager,2.86,Married,11350.92,7513.026,1.812,Y,Yes,11.968,2.881,1.953,79.66,0.319,4.761,2.218,3.639,2.974,1.496,0.405,1.826
74,28.454,No,Non-Travel,1246.134,Sales,11.974,2.046,Medical,1.537,918.126,4.034,Female,85.422,2.903,1.056,Sales Executive,1.783,Married,3615.857,14680.031,3.914,Y,Yes,18.315,2.983,2.565,80.393,1.072,7.663,2.839,2.63,1.475,2.499,3.307,3.427
75,43.64,No,Travel_Rarely,938.813,Research & Development,0.953,2.575,Technical Degree,1.228,1471.874,2.76,Female,65.247,2.3,2.177,Manufacturing Director,3.319,Divorced,3372.29,15839.79,1.284,Y,Yes,13.258,2.857,3.274,80.389,0.381,11.299,1.304,2.646,8.224,3.307,1.38,4.913
76,30.823,No,Travel_Rarely,1048.14,Sales,-7.792,3.016,Life Sciences,0.795,140.63,2.475,Female,57.415,2.811,3.864,Manager,5.266,Married,13216.562,2558.394,1.349,Y,No,12.646,2.852,2.632,79.954,2.145,20.023,1.538,1.931,8.987,9.607,6.469,5.886
77,24.498,No,Travel_Rarely,498.738,Sales,0.67,2.556,Medical,0.977,1132.616,2.019,Male,73.13,3.077,2.816,Sales Executive,2.074,Married,6950.59,11782.546,0.398,Y,No,11.728,3.1,2.41,79.825,1.372,7.477,4.251,2.179,4.728,1.791,1.357,3.402
78,41.395,No,Travel_Rarely,1269.377,Research & Development,15.102,1.652,Life Sciences,1.082,130.907,3.776,Male,41.046,2.524,3.103,Laboratory Technician,2.147,Divorced,10752.095,21153.207,-1.831,Y,No,12.603,3.091,4.085,80.051,-0.303,19.66,1.967,2.404,13.292,6.405,1.021,9.125
79,30.286,Yes,Travel_Rarely,1260.825,Research & Development,7.148,4.628,Medical,0.958,1230.701,2.805,Male,49.718,2.265,0.887,Laboratory Technician,4.817,Divorced,1415.938,4429.868,3.789,Y,Yes,13.6,3.073,4.412,79.694,1.278,4.263,2.535,2.634,0.302,-1.049,-0.274,-0.874
80,31.615,No,Non-Travel,921.362,Sales,-1.336,3.36,Technical Degree,0.963,521.017,2.814,Male,78.528,2.646,1.306,Sales Executive,2.99,Married,6119.372,8792.475,4.556,Y,Yes,21.717,3.878,2.258,79.978,-0.024,-3.315,1.999,2.974,1.051,3.055,2.489,3.165
81,40.935,No,Non-Travel,863.183,Sales,25.126,4.572,Life Sciences,0.605,959.067,1.026,Male,79.084,3.256,3.147,Manager,2.215,Married,13458.377,14215.957,-0.561,Y,Yes,16.459,3.345,0.809,80.29,0.336,12.503,2.754,3.82,15.535,10.716,8.286,8.866
82,39.062,No,Travel_Frequently,924.288,Research & Development,4.212,3.144,Life Sciences,0.513,1506.249,2.748,Female,66.273,3.376,1.359,Laboratory Technician,2.803,Single,3928.87,10732.635,5.325,Y,No,20.174,3.544,2.165,79.973,0.021,11.62,3.029,2.586,8.167,4.82,4.835,7.278
83,43.824,No,Travel_Rarely,880.518,Sales,6.297,2.914,Life Sciences,1.379,835.608,1.846,Male,42.511,2.771,1.768,Research Scientist,3.524,Married,7520.656,23123.68,2.897,Y,No,12.912,2.744,3.694,80.257,-0.632,14.433,-0.963,1.687,4.345,2.739,2.858,0.944
84,31.467,No,Travel_Rarely,557.513,Research & Development,17.488,2.587,Medical,1.563,820.314,2.663,Male,71.835,3.156,1.354,Laboratory Technician,3.094,Married,3520.44,2169.438,-2.27,Y,No,14.897,3.035,3.164,80.09,1.282,11.175,4.019,3.48,7.172,1.675,3.478,6.033
85,42.894,No,Non-Travel,759.069,Research & Development,-5.395,2.274,Life Sciences,1.055,127.77,2.904,Female,43.726,2.898,3.219,Manager,4.328,Divorced,10582.489,20539.453,6.947,Y,No,12.705,3.287,1.953,80.466,-0.517,18.112,1.977,3.231,4.756,2.106,2.853,-1.202
86,26.31,No,Non-Travel,1189.862,Sales,6.575,3.069,Medical,1.104,896.077,2.504,Female,54.06,2.518,2.02,Sales Executive,0.954,Divorced,4082.668,15893.453,1.621,Y,Yes,17.654,3.248,2.822,80.011,0.743,9.23,2.664,3.83,8.445,6.891,3.521,5.895
87,33.119,No,Travel_Rarely,1052.275,Research & Development,12.081,3.361,Medical,0.549,1001.461,1.845,Male,49.298,1.958,1.089,Laboratory Technician,3.061,Married,3942.704,8589.229,-0.454,Y,No,17.002,2.972,2.849,79.811,0.359,5.615,3.403,3.023,6.286,3.636,-1.666,1.779
