Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
16,38,No,Travel_Rarely,1194,Research & Development,2,4,Life Sciences,1,1,Male,49,3,2,Human Resources,4,Single,5696,2341,4,Y,No,20,3,4,80,0,7,2,3,1,2,2,2
17,29,No,Travel_Rarely,1490,Research & Development,6,3,Medical,1,3,Male,36,3,1,Research Scientist,3,Married,3516,3296,1,Y,No,11,3,3,80,0,4,3,3,4,2,0,0
18,52,No,Travel_Rarely,1284,Research & Development,8,4,Life Sciences,1,4,Male,72,3,3,Healthcare Representative,4,Married,9606,24810,2,Y,No,11,3,3,80,1,12,2,3,3,2,0,2
19,32,No,Travel_Rarely,1261,Research & Development,7,4,Life Sciences,1,4,Male,47,3,1,Laboratory Technician,3,Married,5659,5672,2,Y,No,11,3,3,80,1,10,2,3,6,2,0,2
20,39,No,Travel_Rarely,1299,Research & Development,3,4,Life Sciences,1,3,Male,66,3,2,Laboratory Technician,3,Married,3817,8172,4,Y,No,24,3,4,80,1,3,2,3,1,2,2,2
21,27,No,Travel_Rarely,1298,Sales,11,3,Life Sciences,1,3,Male,33,3,2,Sales Executive,3,Married,3892,22773,1,Y,No,19,3,4,80,0,0,3,3,7,3,1,2
22,36,No,Travel_Rarely,1140,Sales,7,3,Life Sciences,1,2,Male,45,3,2,Sales Executive,4,Single,3765,24056,1,Y,No,12,3,4,80,0,6,2,3,4,3,0,3
23,37,No,Travel_Rarely,1449,Sales,7,3,Life Sciences,1,4,Male,30,3,1,Sales Representative,3,Single,3263,19861,1,Y,No,11,3,3,80,0,2,3,3,6,2,0,2
24,23,No,Travel_Rarely,1338,Sales,6,4,Life Sciences,1,3,Male,99,3,1,Sales Representative,3,Married,2299,5620,1,Y,No,15,3,3,80,1,9,3,3,5,4,0,7
25,53,No,Travel_Rarely,418,Research & Development,3,3,Medical,1,3,Male,82,3,4,Manager,4,Married,19885,25315,3,Y,No,22,4,3,80,0,26,2,3,19,9,11,7
26,36,No,Travel_Rarely,1171,Sales,9,3,Medical,1,3,Male,65,3,1,Sales Representative,3,Married,2763,23750,1,Y,No,12,3,3,80,0,3,2,3,0,2,0,2
27,56,No,Travel_Rarely,1499,Research & Development,7,3,Life Sciences,1,3,Male,74,3,3,Healthcare Representative,4,Divorced,8171,22226,1,Y,No,12,3,3,80,1,27,2,3,16,8,8,8
28,54,No,Travel_Rarely,1161,Research & Development,2,3,Life Sciences,1,4,Male,37,3,4,Research Director,3,Married,19999,20571,3,Y,No,13,3,3,80,0,24,2,3,4,0,0,1
29,37,No,Travel_Rarely,1197,Research & Development,1,3,Life Sciences,1,4,Male,49,3,2,Healthcare Representative,3,Married,4875,3931,2,Y,No,11,3,2,80,1,10,3,3,5,4,1,3
30,48,No,Travel_Rarely,1304,Research & Development,1,3,Life Sciences,1,4,Male,82,3,2,Manufacturing Director,3,Married,5668,23904,3,Y,No,13,3,3,80,1,23,2,3,10,7,5,6
31,37,No,Travel_Rarely,1299,Research & Development,2,3,Life Sciences,1,3,Male,92,3,2,Manufacturing Director,3,Married,4843,2094,4,Y,No,21,3,2,80,1,8,2,3,3,4,0,4
32,26,No,Travel_Rarely,1393,Sales,12,3,Life Sciences,1,3,Male,86,3,2,Sales Executive,4,Married,6133,5678,1,Y,No,11,3,1,80,1,3,3,3,5,4,0,3
33,25,No,Travel_Rarely,1375,Research & Development,6,3,Medical,1,3,Male,74,3,1,Research Scientist,4,Married,2621,25109,1,Y,No,11,3,3,80,1,9,2,3,5,2,0,2
34,46,No,Travel_Rarely,1415,Research & Development,10,3,Life Sciences,1,4,Male,88,3,3,Research Director,3,Married,11163,23387,4,Y,No,13,3,3,80,0,20,2,3,8,0,0,6
35,46,No,Travel_Rarely,1355,Research & Development,1,3,Life Sciences,1,3,Male,70,3,3,Research Director,3,Married,10509,3583,1,Y,No,25,4,3,80,1,33,3,3,21,17,13,14
36,37,Yes,Travel_Rarely,511,Sales,6,4,Life Sciences,1,3,Male,38,3,2,Sales Executive,4,Single,4140,22127,1,Y,No,11,3,4,80,0,6,2,3,8,7,0,7
37,29,No,Travel_Rarely,1465,Sales,10,3,Marketing,1,3,Male,42,3,2,Sales Executive,4,Married,5365,3595,1,Y,No,11,3,1,80,1,9,3,3,5,8,0,8
38,25,No,Travel_Rarely,1291,Research & Development,9,4,Life Sciences,1,3,Male,30,3,1,Research Scientist,4,Married,2890,8477,4,Y,No,19,3,3,80,1,5,2,3,1,2,0,2
39,31,No,Travel_Rarely,1478,Sales,7,3,Life Sciences,1,4,Male,32,3,2,Sales Executive,3,Married,4859,22192,0,Y,No,12,3,4,80,0,9,3,3,6,2,1,0
40,33,No,Travel_Rarely,1499,Research & Development,5,3,Life Sciences,1,4,Male,85,3,2,Manufacturing Director,4,Married,6096,25023,1,Y,No,13,3,4,80,1,11,3,3,11,7,7,8
41,22,No,Travel_Rarely,1208,Research & Development,12,3,Life Sciences,1,3,Male,49,3,1,Laboratory Technician,3,Married,4095,5014,1,Y,No,12,3,4,80,0,3,3,3,5,4,1,3
42,53,No,Travel_Rarely,1499,Sales,5,3,Marketing,1,3,Male,39,3,3,Sales Executive,3,Married,11390,2886,1,Y,No,11,3,4,80,1,22,2,3,15,7,7,7
43,46,No,Travel_Rarely,1174,Research & Development,3,3,Medical,1,4,Female,51,3,1,Research Scientist,3,Single,3036,25642,1,Y,No,13,3,3,80,0,17,2,3,22,9,6,8
44,54,No,Travel_Rarely,470,Research & Development,1,3,Life Sciences,1,4,Male,58,3,2,Manufacturing Director,3,Single,6474,24552,3,Y,No,19,3,4,80,0,11,2,3,5,2,1,2
45,51,No,Travel_Rarely,1452,Sales,6,4,Life Sciences,1,4,Male,73,3,2,Sales Executive,3,Divorced,5247,14804,4,Y,No,21,3,3,80,1,10,2,3,9,7,0,7
46,48,No,Travel_Rarely,1499,Sales,3,3,Life Sciences,1,4,Male,30,3,3,Sales Executive,4,Married,7746,6582,1,Y,No,14,3,4,80,1,9,3,3,6,7,1,7
47,37,No,Travel_Rarely,1147,Research & Development,3,3,Medical,1,3,Male,90,3,2,Research Scientist,3,Married,5264,3111,4,Y,No,23,3,2,80,1,10,3,3,6,2,0,3
48,36,No,Travel_Rarely,1497,Sales,8,4,Marketing,1,3,Male,75,3,2,Sales Executive,4,Married,5547,12337,1,Y,No,13,3,3,80,0,10,2,3,8,8,0,8
49,33,No,Travel_Rarely,1439,Sales,7,4,Life Sciences,1,4,Male,93,3,2,Sales Executive,3,Married,4964,24049,1,Y,No,19,3,1,80,1,9,3,3,10,7,0,8
50,45,No,Travel_Rarely,222,Sales,4,3,Life Sciences,1,3,Male,91,3,4,Manager,3,Married,11594,5778,1,Y,No,12,3,4,80,1,25,2,3,24,14,13,10
51,34,No,Travel_Rarely,1248,Research & Development,1,4,Life Sciences,1,4,Male,46,3,2,Healthcare Representative,4,Married,12008,2094,3,Y,No,20,3,2,80,1,10,3,3,6,3,1,3
52,36,No,Travel_Rarely,201,Sales,8,3,Life Sciences,1,3,Male,83,3,3,Sales Executive,4,Married,8894,5366,1,Y,No,12,3,4,80,1,10,2,3,13,8,8,16
53,29,No,Travel_Rarely,1173,Sales,1,3,Medical,1,3,Male,38,3,1,Sales Representative,3,Single,4301,8798,1,Y,No,12,3,4,80,0,5,3,3,8,2,1,2
54,39,No,Travel_Rarely,1499,Research & Development,8,4,Life Sciences,1,3,Male,70,3,1,Laboratory Technician,4,Married,1917,9313,1,Y,No,15,3,3,80,0,9,2,3,8,1,0,7
55,53,No,Travel_Rarely,1471,Research & Development,10,4,Medical,1,3,Male,43,3,3,Research Director,3,Single,9538,21456,1,Y,No,13,3,3,80,0,24,2,3,20,9,4,8
56,57,No,Travel_Rarely,1329,Research & Development,8,3,Life Sciences,1,4,Male,77,3,4,Manager,3,Married,19999,25757,1,Y,No,12,3,4,80,1,20,2,3,9,10,9,13
57,26,No,Travel_Rarely,1210,Research & Development,2,3,Life Sciences,1,3,Male,47,3,1,Research Scientist,4,Single,2888,7626,1,Y,No,23,3,3,80,0,0,2,3,1,2,0,2
58,57,No,Travel_Rarely,1481,Research & Development,12,4,Life Sciences,1,4,Male,51,3,3,Healthcare Representative,3,Married,13182,26999,4,Y,No,13,3,3,80,1,21,2,3,5,0,0,0
59,50,No,Travel_Rarely,1420,Sales,2,3,Marketing,1,3,Male,45,3,4,Manager,4,Married,11453,7237,2,Y,No,12,3,4,80,1,29,3,3,26,7,1,7
60,56,No,Travel_Rarely,1285,Research & Development,2,3,Medical,1,3,Female,38,3,4,Manager,4,Married,18933,23472,3,Y,No,12,3,3,80,1,39,2,3,4,3,0,1
61,44,No,Travel_Rarely,1360,Research & Development,10,4,Life Sciences,1,4,Male,84,3,2,Laboratory Technician,3,Married,5839,4900,1,Y,No,17,3,3,80,1,7,3,3,6,3,0,8
62,35,No,Travel_Rarely,1300,Research & Development,3,3,Life Sciences,1,4,Male,91,3,1,Research Scientist,3,Married,2991,9431,1,Y,No,18,3,4,80,0,4,2,3,5,2,1,2
63,26,No,Travel_Rarely,1366,Research & Development,2,3,Life Sciences,1,4,Male,85,3,2,Research Scientist,4,Married,3699,22934,1,Y,No,23,4,2,80,1,11,3,3,7,3,0,8
64,48,No,Travel_Rarely,1388,Research & Development,5,3,Medical,1,3,Male,81,3,2,Healthcare Representative,3,Married,3960,5145,2,Y,No,11,3,3,80,1,20,2,3,10,7,0,8
65,28,No,Travel_Rarely,1428,Sales,7,3,Life Sciences,1,4,Male,52,3,2,Sales Executive,4,Married,6707,22298,1,Y,No,12,3,3,80,1,7,3,3,6,3,0,3
66,38,No,Travel_Rarely,1268,Research & Development,9,4,Medical,1,3,Male,36,3,2,Research Scientist,3,Single,5218,9949,1,Y,No,14,3,3,80,0,10,2,3,10,0,0,0
67,23,Yes,Travel_Rarely,267,Research & Development,11,3,Life Sciences,1,4,Male,70,3,1,Research Scientist,4,Single,2737,24777,1,Y,No,13,3,3,80,0,3,3,3,0,1,0,0
68,35,No,Travel_Rarely,1331,Sales,8,3,Marketing,1,3,Male,30,3,2,Sales Executive,4,Single,5447,20642,1,Y,No,12,3,3,80,0,3,2,3,5,4,0,4
69,30,No,Travel_Rarely,1169,Sales,6,4,Life Sciences,1,2,Male,73,3,2,Sales Executive,4,Married,5624,4616,1,Y,No,24,4,1,80,1,9,2,3,8,8,8,8
70,35,No,Travel_Rarely,1335,Research & Development,1,3,Life Sciences,1,3,Male,37,3,1,Laboratory Technician,4,Married,2303,2094,1,Y,No,21,3,4,80,1,2,2,3,0,2,0,2
71,31,No,Travel_Rarely,1499,Research & Development,2,3,Life Sciences,1,4,Male,82,3,2,Manufacturing Director,4,Married,4710,2366,1,Y,No,15,3,1,80,1,9,3,3,7,4,1,4
72,60,No,Travel_Rarely,1424,Research & Development,1,3,Medical,1,4,Female,30,3,3,Research Director,4,Married,12466,21078,3,Y,No,11,3,3,80,1,10,2,3,5,4,0,5
73,29,No,Travel_Rarely,1269,Research & Development,1,3,Life Sciences,1,3,Male,81,3,1,Research Scientist,3,Married,2399,2426,1,Y,No,15,3,3,80,1,7,2,3,2,0,0,0
74,42,No,Travel_Rarely,1311,Sales,11,3,Life Sciences,1,4,Female,41,3,2,Sales Executive,4,Married,10698,5256,1,Y,No,12,3,4,80,1,8,3,3,8,3,1,3
75,31,No,Travel_Rarely,1407,Research & Development,3,4,Life Sciences,1,3,Male,47,3,2,Healthcare Representative,3,Married,4582,3846,2,Y,No,18,3,3,80,1,9,2,3,6,4,0,5
76,26,No,Travel_Rarely,1435,Research & Development,2,3,Medical,1,3,Male,40,3,3,Healthcare Representative,3,Married,10204,25957,3,Y,No,11,3,3,80,0,22,2,3,6,4,0,3
77,30,No,Travel_Rarely,1309,Research & Development,7,4,Life Sciences,1,4,Male,92,3,1,Laboratory Technician,3,Married,3294,21749,1,Y,No,13,3,3,80,1,10,3,3,6,6,0,8
78,51,No,Travel_Rarely,1400,Research & Development,1,3,Life Sciences,1,4,Male,95,3,1,Research Scientist,3,Married,3103,16668,4,Y,No,14,3,4,80,0,7,2,3,2,2,0,2
79,58,No,Travel_Rarely,1287,Research & Development,2,3,Life Sciences,1,4,Female,81,3,2,Manufacturing Director,3,Married,5152,26402,4,Y,No,23,3,2,80,1,9,2,3,6,2,0,2
80,24,No,Travel_Rarely,1204,Sales,4,3,Life Sciences,1,3,Male,82,3,1,Sales Representative,3,Married,3741,2094,1,Y,No,11,3,3,80,1,5,2,3,2,2,2,2
81,37,No,Travel_Rarely,1328,Research & Development,1,3,Medical,1,3,Male,85,3,1,Research Scientist,3,Married,2056,7202,1,Y,No,13,3,3,80,1,1,2,3,1,2,0,2
82,27,No,Travel_Rarely,1329,Research & Development,2,3,Life Sciences,1,3,Male,87,3,1,Research Scientist,3,Married,4425,25452,0,Y,No,12,3,4,80,1,2,2,3,6,2,1,2
83,46,No,Travel_Rarely,1249,Research & Development,9,4,Medical,1,3,Male,83,3,2,Research Scientist,3,Married,5543,5280,2,Y,No,13,3,3,80,1,9,2,3,7,1,0,3
84,49,No,Travel_Rarely,448,Research & Development,3,4,Life Sciences,1,4,Male,42,3,1,Human Resources,3,Single,2692,18693,3,Y,No,14,3,4,80,0,10,2,3,8,2,1,3
85,54,No,Travel_Rarely,1418,Research & Development,2,3,Life Sciences,1,4,Male,86,3,4,Healthcare Representative,4,Married,10724,2094,1,Y,No,14,3,4,80,1,38,3,3,32,9,13,7
86,51,Yes,Travel_Rarely,1305,Research & Development,6,4,Life Sciences,1,1,Male,76,2,1,Research Scientist,4,Single,3373,12507,3,Y,No,23,4,3,80,0,10,2,3,2,1,0,0
87,28,No,Travel_Rarely,1272,Research & Development,10,3,Life Sciences,1,4,Male,42,3,1,Laboratory Technician,3,Single,2023,26999,1,Y,No,13,3,3,80,0,9,2,3,10,0,0,0
88,30,No,Travel_Rarely,1093,Sales,8,4,Life Sciences,1,3,Male,81,3,2,Sales Executive,4,Married,4363,13414,1,Y,No,12,3,3,80,1,3,2,3,2,1,0,0
89,31,No,Travel_Rarely,339,Research & Development,3,3,Life Sciences,1,1,Male,40,3,1,Research Scientist,3,Single,4139,23891,3,Y,No,15,3,4,80,0,9,2,3,1,2,0,2
90,43,No,Travel_Rarely,1443,Research & Development,2,4,Life Sciences,1,4,Male,81,3,1,Research Scientist,3,Married,3198,5630,4,Y,No,22,3,3,80,1,10,2,3,3,2,0,2
91,55,No,Travel_Rarely,1275,Research & Development,5,3,Life Sciences,1,4,Male,76,3,4,Research Director,4,Married,15037,23775,3,Y,No,11,3,3,80,1,32,2,3,5,4,0,4
92,34,No,Travel_Rarely,1222,Research & Development,9,4,Life Sciences,1,3,Male,88,3,1,Laboratory Technician,4,Married,1781,9656,1,Y,No,17,3,3,80,1,4,2,3,5,4,0,4
93,50,No,Travel_Rarely,1292,Sales,4,4,Marketing,1,3,Male,37,3,3,Sales Executive,4,Married,11488,19828,3,Y,No,20,4,3,80,1,10,2,3,5,7,0,7
94,37,No,Travel_Rarely,1271,Research & Development,3,3,Medical,1,3,Male,31,3,2,Research Scientist,3,Single,5663,24570,1,Y,No,17,3,4,80,0,19,2,3,15,8,0,8
95,38,No,Travel_Rarely,1486,Research & Development,7,3,Life Sciences,1,3,Male,71,3,1,Laboratory Technician,3,Married,2515,2094,1,Y,No,19,3,3,80,1,2,2,3,2,2,2,2
96,35,No,Travel_Rarely,1232,Research & Development,4,3,Life Sciences,1,4,Male,95,3,1,Research Scientist,3,Married,3721,24527,1,Y,No,13,3,3,80,1,8,2,3,1,0,0,0
97,52,No,Travel_Rarely,313,Sales,11,3,Life Sciences,1,1,Male,82,3,4,Manager,4,Single,19999,22263,3,Y,No,13,3,3,80,0,30,2,3,1,0,0,0
98,37,No,Travel_Rarely,1165,Sales,9,3,Life Sciences,1,3,Female,39,3,1,Sales Representative,3,Married,3981,24017,1,Y,No,12,3,4,80,0,3,3,3,2,2,2,2
99,54,No,Travel_Rarely,1198,Research & Development,2,3,Life Sciences,1,4,Male,69,3,1,Research Scientist,3,Single,4754,21201,3,Y,No,14,3,4,80,0,11,3,3,6,4,1,2
100,35,No,Travel_Rarely,1390,Research & Development,2,3,Life Sciences,1,3,Male,71,3,1,Research Scientist,4,Single,2379,24197,1,Y,No,19,4,4,80,0,1,2,3,1,2,0,1
101,39,No,Travel_Rarely,1415,Sales,5,3,Life Sciences,1,4,Female,31,3,2,Sales Executive,3,Married,6208,23357,2,Y,No,11,3,3,80,1,9,3,3,5,2,0,2
102,48,No,Travel_Rarely,102,Sales,3,3,Life Sciences,1,3,Male,54,3,2,Sales Executive,3,Married,4088,7401,2,Y,No,12,3,4,80,0,10,3,3,4,4,1,4
103,30,No,Travel_Rarely,1365,Sales,10,3,Medical,1,3,Male,97,3,2,Sales Executive,4,Married,3746,5143,1,Y,No,11,3,1,80,0,8,2,3,9,8,7,8
104,34,No,Travel_Rarely,1204,Research & Development,2,3,Life Sciences,1,3,Male,80,3,1,Laboratory Technician,4,Married,1989,2687,1,Y,No,19,4,3,80,1,1,2,3,3,2,0,2
105,40,No,Travel_Rarely,1329,Research & Development,1,3,Life Sciences,1,3,Male,30,3,1,Research Scientist,3,Married,2455,3101,2,Y,No,14,3,3,80,1,3,2,3,1,2,0,2
106,30,Yes,Travel_Rarely,133,Sales,8,3,Life Sciences,1,3,Male,77,3,1,Sales Representative,3,Single,2904,26370,1,Y,No,11,3,3,80,0,3,2,3,2,0,0,0
107,53,No,Travel_Rarely,578,Research & Development,9,4,Life Sciences,1,3,Male,71,3,3,Manufacturing Director,4,Married,12685,25873,3,Y,No,22,3,3,80,1,13,2,3,6,2,0,4
108,51,No,Travel_Rarely,539,Research & Development,6,4,Life Sciences,1,4,Male,68,3,2,Sales Executive,4,Divorced,6783,21182,3,Y,No,11,3,3,80,1,6,2,3,4,2,0,2
109,59,No,Travel_Rarely,1458,Research & Development,6,3,Life Sciences,1,4,Male,91,3,3,Manufacturing Director,2,Married,12081,19916,3,Y,No,14,3,3,80,1,11,3,3,5,7,1,6
110,48,No,Travel_Rarely,1430,Research & Development,2,3,Life Sciences,1,4,Male,69,3,2,Healthcare Representative,3,Married,3946,26326,3,Y,No,18,3,4,80,0,6,2,3,0,2,0,2
111,59,No,Travel_Rarely,153,Sales,8,4,Marketing,1,3,Male,81,3,3,Sales Executive,4,Married,7625,19471,2,Y,No,22,3,3,80,1,12,2,3,2,2,0,0
112,27,No,Travel_Rarely,1499,Research & Development,5,3,Life Sciences,1,3,Male,90,3,1,Research Scientist,3,Married,2589,4780,1,Y,No,21,3,2,80,1,9,2,3,4,4,0,7
113,30,No,Travel_Rarely,1265,Research & Development,2,3,Life Sciences,1,3,Male,65,3,1,Laboratory Technician,4,Married,1602,2094,1,Y,No,20,3,3,80,1,0,2,3,0,1,0,0
114,24,No,Travel_Rarely,267,Research & Development,3,3,Life Sciences,1,3,Male,49,3,1,Research Scientist,3,Single,3010,25736,1,Y,No,13,3,4,80,0,1,2,3,1,2,2,2
115,38,No,Travel_Rarely,1384,Research & Development,9,3,Medical,1,3,Male,90,3,1,Research Scientist,3,Married,2049,3630,1,Y,No,14,3,3,80,1,24,2,3,10,7,0,8
116,34,No,Travel_Rarely,351,Sales,3,3,Marketing,1,3,Male,46,3,2,Sales Executive,4,Married,4158,8614,0,Y,No,20,3,2,80,1,11,3,3,6,4,1,4
117,42,No,Travel_Rarely,347,Sales,10,4,Marketing,1,2,Male,42,3,2,Sales Executive,4,Single,6372,4457,1,Y,No,11,3,3,80,0,4,2,3,8,7,0,8
118,42,No,Travel_Rarely,1489,Research & Development,3,3,Life Sciences,1,4,Male,75,3,1,Research Scientist,3,Single,3131,4995,1,Y,No,14,3,3,80,0,10,3,3,5,4,1,3
119,29,No,Travel_Rarely,1227,Research & Development,2,3,Life Sciences,1,4,Male,40,3,3,Manufacturing Director,3,Single,3574,23836,1,Y,No,12,3,3,80,0,9,3,3,9,7,1,6
120,32,Yes,Travel_Rarely,343,Sales,6,4,Marketing,1,3,Male,35,3,2,Sales Executive,4,Single,10036,3761,1,Y,No,11,3,4,80,0,18,2,3,11,7,8,7
121,50,No,Travel_Rarely,1155,Research & Development,1,3,Life Sciences,1,3,Male,93,3,5,Manager,3,Married,18234,3543,1,Y,No,13,3,4,80,1,25,2,3,22,7,14,8
122,35,No,Travel_Rarely,1466,Research & Development,11,3,Life Sciences,1,4,Male,72,3,2,Manufacturing Director,4,Married,4979,26999,2,Y,No,13,3,3,80,1,8,3,3,6,3,0,3
123,59,No,Travel_Rarely,494,Sales,2,3,Marketing,1,3,Female,87,3,4,Manager,4,Married,17823,22546,3,Y,No,22,3,3,80,1,19,2,3,19,7,12,8
124,36,Yes,Travel_Rarely,1300,Research & Development,7,3,Life Sciences,1,3,Male,50,3,1,Sales Representative,4,Single,2017,6334,1,Y,Yes,13,3,3,80,0,3,2,3,2,0,0,0
125,50,No,Travel_Rarely,1447,Research & Development,4,3,Life Sciences,1,3,Male,77,3,2,Manufacturing Director,3,Married,4693,2758,5,Y,No,20,3,4,80,1,6,3,3,2,2,2,2
126,28,No,Travel_Rarely,1330,Research & Development,4,3,Life Sciences,1,3,Male,83,3,1,Research Scientist,4,Single,2760,26949,1,Y,No,19,3,3,80,0,6,2,3,2,0,0,0
127,30,No,Travel_Rarely,147,Research & Development,3,3,Life Sciences,1,4,Female,69,3,1,Laboratory Technician,4,Single,4014,21422,3,Y,No,22,3,3,80,0,5,2,3,1,0,0,0
128,51,No,Travel_Rarely,1239,Research & Development,11,3,Life Sciences,1,4,Male,84,3,4,Manager,3,Married,17286,4271,3,Y,No,11,3,3,80,1,30,3,3,20,7,15,6
129,46,No,Travel_Rarely,1239,Research & Development,9,3,Life Sciences,1,4,Male,59,3,1,Research Scientist,3,Married,4384,23234,1,Y,No,11,3,4,80,1,4,3,3,7,2,1,2
130,49,No,Travel_Rarely,1428,Research & Development,10,4,Life Sciences,1,3,Male,94,3,3,Healthcare Representative,1,Married,9179,2856,1,Y,No,14,3,4,80,1,40,2,3,14,11,15,5
131,34,No,Travel_Rarely,1176,Research & Development,6,3,Life Sciences,1,4,Male,35,3,3,Sales Executive,3,Married,9385,18955,1,Y,No,11,3,4,80,0,9,2,3,9,6,1,7
132,49,No,Travel_Rarely,1264,Research & Development,3,3,Life Sciences,1,3,Male,44,3,3,Manager,3,Married,11059,6984,2,Y,No,15,3,4,80,1,25,2,3,16,7,1,8
133,31,No,Travel_Rarely,1191,Sales,8,3,Life Sciences,1,3,Female,94,3,2,Sales Executive,4,Married,5222,6759,1,Y,No,21,3,1,80,1,4,3,3,6,4,1,4
134,32,No,Travel_Rarely,1172,Research & Development,2,3,Life Sciences,1,3,Male,94,3,1,Laboratory Technician,3,Married,1905,2094,1,Y,No,18,3,3,80,1,4,2,3,0,2,2,2
135,59,No,Travel_Rarely,190,Sales,5,3,Marketing,1,3,Male,78,3,4,Manager,4,Married,18015,26158,3,Y,No,21,4,3,80,1,32,2,3,13,7,0,1
136,39,No,Travel_Rarely,1387,Research & Development,2,3,Medical,1,4,Male,48,3,2,Research Scientist,3,Single,5372,5881,1,Y,No,12,3,4,80,0,13,3,3,11,7,1,7
137,45,No,Travel_Rarely,1499,Research & Development,10,4,Medical,1,1,Male,50,3,2,Healthcare Representative,4,Single,11918,24008,3,Y,No,19,3,4,80,0,19,2,3,9,7,4,8
138,49,No,Travel_Rarely,1480,Sales,8,4,Life Sciences,1,3,Male,71,3,4,Manager,4,Married,10676,26999,3,Y,No,14,3,3,80,1,21,2,3,9,1,0,0
139,32,No,Travel_Rarely,1402,Research & Development,2,3,Life Sciences,1,3,Male,84,3,1,Research Scientist,4,Married,2431,2217,0,Y,No,21,3,3,80,1,2,2,3,2,2,0,2
