,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
40,reason_26,month_8,day_2,season_1,234,16,3,28,229.908,93,0,education_1,son_0,1,1,pet_0,70,180,25,7
41,reason_27,month_2,day_4,season_2,118,17,9,29,364.357,96,0,education_1,son_0,0,0,pet_0,85,180,30,3
42,reason_19,month_4,day_2,season_3,291,12,13,33,271.646,91,0,education_1,son_2,1,0,pet_1,91,167,24,7
43,reason_23,month_3,day_5,season_1,236,24,9,37,248.256,99,0,education_1,son_1,0,0,pet_2,67,168,24,2
44,reason_0,month_9,day_3,season_4,242,25,13,42,239.044,81,0,education_1,son_0,1,0,pet_0,69,170,24,7
45,reason_23,month_3,day_5,season_1,127,13,18,49,219.018,99,0,education_1,son_1,1,0,pet_0,103,179,31,3
46,reason_28,month_3,day_5,season_2,227,26,13,40,332.047,96,0,education_1,son_1,1,0,pet_2,70,169,37,2
47,reason_23,month_3,day_4,season_3,178,28,17,29,262.024,98,0,education_1,son_0,0,0,pet_0,94,171,31,1
48,reason_28,month_3,day_2,season_2,184,51,14,32,239.398,99,0,education_1,son_0,1,0,pet_0,89,170,31,3
49,reason_23,month_3,day_5,season_2,231,26,18,31,221.144,98,0,education_1,son_1,1,0,pet_2,67,172,30,3
50,reason_23,month_10,day_3,season_1,236,26,9,27,220.359,90,0,education_1,son_0,0,0,pet_0,69,165,21,1
51,reason_23,month_9,day_2,season_1,176,50,18,37,230.104,92,0,education_1,son_0,0,0,pet_0,84,172,30,3
52,reason_28,month_9,day_3,season_1,241,26,13,30,234.218,92,0,education_1,son_0,1,0,pet_0,67,170,23,3
53,reason_19,month_6,day_4,season_3,283,33,13,33,259.939,94,0,education_1,son_2,1,0,pet_1,69,172,30,7
54,reason_22,month_7,day_2,season_1,280,51,12,29,266.528,98,0,education_1,son_1,1,0,pet_1,69,172,24,8
55,reason_28,month_9,day_3,season_1,239,25,13,42,272.744,93,0,education_1,son_0,1,0,pet_0,66,171,21,3
56,reason_28,month_9,day_3,season_1,237,25,18,42,239.994,91,0,education_1,son_1,1,0,pet_0,95,168,38,2
57,reason_23,month_8,day_2,season_1,273,12,12,40,243.853,93,0,education_1,son_1,1,0,pet_1,68,169,26,4
58,reason_23,month_12,day_5,season_4,290,14,28,51,216.59,92,0,education_1,son_1,0,0,pet_2,106,172,33,1
59,reason_0,month_8,day_2,season_1,241,33,12,50,251.245,93,1,education_1,son_2,0,1,pet_1,88,178,31,2
60,reason_23,month_10,day_3,season_4,229,28,9,32,232.448,92,0,education_1,son_1,0,0,pet_2,65,172,24,0
61,reason_23,month_11,day_5,season_4,241,14,10,28,226.733,93,0,education_1,son_1,0,0,pet_2,71,170,25,2
62,reason_23,month_6,day_2,season_3,236,26,10,29,256.382,96,0,education_1,son_0,0,0,pet_2,72,172,23,3
63,reason_25,month_3,day_2,season_2,175,15,17,38,253.086,98,0,education_2,son_2,0,1,pet_0,66,177,20,8
64,reason_22,month_6,day_2,season_3,295,52,12,41,275.965,95,0,education_1,son_1,1,0,pet_1,65,171,22,8
65,reason_23,month_4,day_3,season_3,123,9,10,35,254.529,92,0,education_1,son_1,1,0,pet_0,90,184,24,3
66,reason_23,month_3,day_4,season_3,180,51,18,51,245.258,97,0,education_1,son_0,0,0,pet_0,89,170,30,2
67,reason_28,month_4,day_2,season_3,180,51,18,41,259.462,96,0,education_1,son_0,1,0,pet_0,100,169,31,4
68,reason_23,month_3,day_3,season_4,242,52,7,27,250.998,92,0,education_1,son_1,1,0,pet_2,70,169,23,3
69,reason_28,month_6,day_6,season_1,246,25,16,40,264.535,95,0,education_1,son_0,1,0,pet_0,72,171,24,9
70,reason_13,month_2,day_2,season_2,186,12,9,28,227.885,98,0,education_1,son_0,0,0,pet_0,56,171,20,8
71,reason_23,month_10,day_6,season_4,177,26,10,28,233.844,95,0,education_1,son_0,0,0,pet_0,56,171,19,2
72,reason_1,month_6,day_2,season_4,181,50,9,28,278.684,95,0,education_1,son_0,0,0,pet_0,69,170,21,8
73,reason_13,month_2,day_2,season_2,178,50,17,38,225.211,98,0,education_1,son_0,1,0,pet_0,91,170,30,3
74,reason_0,month_9,day_3,season_4,245,25,12,39,375.722,86,1,education_1,son_0,1,0,pet_0,70,171,38,0
75,reason_28,month_1,day_4,season_2,118,10,18,49,328.404,97,0,education_1,son_1,1,0,pet_0,91,179,30,1
76,reason_28,month_8,day_2,season_1,175,49,18,38,223.96,92,0,education_1,son_0,1,0,pet_0,88,171,30,4
77,reason_19,month_7,day_3,season_1,270,12,13,28,283.477,92,0,education_1,son_1,1,0,pet_1,88,172,27,8
78,reason_28,month_1,day_2,season_2,120,9,8,36,263.521,95,0,education_1,son_0,0,0,pet_0,81,171,29,3
79,reason_23,month_11,day_5,season_4,234,11,8,50,257.515,93,0,education_1,son_1,0,0,pet_2,71,183,24,0
80,reason_28,month_11,day_6,season_4,225,50,14,38,256.846,97,0,education_1,son_4,1,0,pet_0,67,169,25,1
81,reason_23,month_8,day_5,season_1,288,36,12,40,231.437,94,0,education_1,son_2,1,0,pet_1,90,172,31,2
82,reason_23,month_5,day_3,season_3,124,11,13,35,254.141,99,0,education_1,son_2,1,0,pet_1,92,196,24,2
83,reason_23,month_2,day_5,season_2,227,26,13,40,364.64,96,0,education_1,son_1,0,0,pet_2,67,169,37,2
84,reason_28,month_1,day_5,season_2,242,48,9,37,315.71,96,0,education_1,son_1,0,0,pet_2,73,170,23,2
85,reason_23,month_4,day_2,season_3,179,27,10,28,243.916,92,0,education_3,son_0,0,0,pet_0,59,171,20,2
86,reason_0,month_10,day_3,season_4,281,36,13,33,263.086,92,0,education_1,son_2,1,0,pet_0,103,169,31,7
87,reason_28,month_11,day_5,season_3,264,28,12,41,261.45,98,0,education_1,son_1,1,0,pet_1,71,170,24,2
88,reason_28,month_2,day_6,season_2,180,52,10,38,305.172,96,0,education_1,son_0,1,0,pet_0,67,169,24,2
89,reason_23,month_8,day_5,season_1,276,32,12,34,240.044,93,0,education_1,son_2,1,0,pet_1,90,171,30,1
90,reason_23,month_10,day_2,season_4,242,13,14,47,259.113,95,0,education_1,son_1,0,0,pet_2,67,171,24,1
91,reason_23,month_7,day_2,season_1,180,14,18,40,246.737,98,0,education_1,son_0,0,0,pet_0,84,176,31,1
92,reason_25,month_8,day_3,season_1,238,13,13,33,213.83,100,0,education_1,son_2,1,0,pet_0,66,171,24,4
93,reason_23,month_5,day_4,season_3,118,14,18,50,248.919,99,0,education_1,son_0,1,0,pet_0,101,179,31,3
94,reason_19,month_6,day_6,season_2,238,48,11,41,287.021,95,0,education_1,son_4,1,0,pet_0,70,169,23,9
95,reason_28,month_6,day_4,season_3,302,28,13,39,363.213,95,0,education_1,son_1,1,0,pet_1,72,171,24,2
96,reason_13,month_2,day_2,season_2,182,51,17,36,314.741,93,0,education_1,son_0,1,0,pet_0,64,170,23,9
97,reason_23,month_7,day_3,season_1,273,10,11,37,265.346,91,0,education_1,son_1,1,0,pet_1,81,171,28,2
98,reason_28,month_12,day_2,season_4,240,27,12,27,267.142,94,0,education_1,son_1,1,0,pet_2,73,170,25,4
99,reason_13,month_5,day_4,season_3,119,14,10,38,249.341,96,0,education_3,son_0,0,0,pet_0,83,172,28,2
100,reason_23,month_10,day_4,season_4,296,51,18,37,241.537,93,0,education_1,son_0,1,0,pet_0,90,170,31,2
101,reason_23,month_10,day_2,season_4,299,27,13,34,259.891,90,0,education_1,son_2,1,0,pet_1,67,171,24,3
102,reason_19,month_3,day_3,season_2,246,13,15,37,263.4,97,0,education_3,son_2,0,0,pet_1,88,171,29,3
103,reason_28,month_11,day_5,season_3,236,27,12,40,260.083,96,0,education_1,son_1,1,0,pet_1,73,171,25,2
104,reason_28,month_3,day_2,season_1,239,25,14,48,246.795,98,0,education_1,son_0,1,0,pet_0,105,168,30,2
105,reason_23,month_5,day_5,season_1,287,11,14,42,275.349,100,0,education_1,son_2,1,0,pet_1,102,169,25,1
106,reason_27,month_1,day_4,season_2,176,50,18,37,232.287,97,0,education_1,son_0,1,0,pet_0,89,171,31,3
107,reason_19,month_6,day_2,season_2,234,9,15,37,376.809,95,0,education_1,son_0,0,0,pet_1,84,171,28,7
108,reason_23,month_5,day_2,season_3,121,16,10,40,280.761,99,0,education_1,son_0,0,0,pet_0,82,170,28,8
109,reason_23,month_10,day_2,season_4,183,25,9,32,255.594,92,0,education_1,son_2,0,0,pet_2,69,170,21,2
110,reason_28,month_9,day_6,season_4,189,52,19,38,265.114,92,0,education_1,son_0,1,0,pet_0,88,171,30,3
111,reason_19,month_4,day_2,season_3,301,36,12,33,329.775,96,0,education_1,son_2,1,0,pet_1,89,172,30,8
112,reason_26,month_9,day_3,season_1,277,51,13,32,268.714,92,0,education_1,son_0,1,0,pet_0,87,172,31,8
113,reason_25,month_7,day_2,season_1,235,16,10,34,251.921,93,0,education_1,son_0,0,0,pet_0,82,171,25,3
114,reason_23,month_3,day_2,season_3,129,15,13,48,260.561,96,0,education_1,son_2,0,0,pet_0,94,179,31,2
115,reason_13,month_6,day_4,season_3,128,9,18,49,327.708,95,0,education_1,son_0,1,0,pet_0,100,179,31,2
116,reason_23,month_4,day_5,season_3,182,27,10,29,263.248,95,0,education_3,son_0,0,0,pet_0,56,171,19,2
117,reason_19,month_6,day_2,season_3,152,12,13,32,277.318,92,0,education_1,son_2,1,0,pet_0,69,178,24,2
118,reason_0,month_11,day_5,season_4,377,50,11,37,263.883,97,0,education_1,son_1,0,0,pet_1,68,170,28,2
119,reason_25,month_3,day_2,season_3,120,14,9,37,250.564,98,0,education_3,son_0,0,0,pet_0,97,170,28,4
120,reason_23,month_8,day_2,season_1,286,51,14,31,205.917,93,0,education_1,son_2,1,0,pet_1,90,171,30,2
121,reason_28,month_7,day_2,season_1,235,15,12,33,262.146,93,0,education_1,son_2,1,0,pet_0,67,187,25,2
122,reason_0,month_9,day_3,season_4,242,49,11,41,244.798,81,1,education_1,son_1,1,0,pet_0,70,170,24,0
123,reason_23,month_4,day_4,season_3,235,27,8,30,258.285,97,0,education_3,son_0,0,0,pet_0,67,179,23,2
124,reason_22,month_10,day_6,season_4,296,52,11,32,253.503,92,0,education_1,son_1,1,0,pet_4,81,172,27,7
125,reason_13,month_1,day_5,season_3,161,9,13,47,286.748,98,0,education_1,son_2,1,0,pet_0,104,171,30,2
126,reason_28,month_7,day_2,season_1,182,51,18,41,253.164,95,0,education_1,son_0,1,0,pet_0,88,170,31,9
127,reason_23,month_10,day_3,season_4,118,13,10,36,269.738,92,0,education_1,son_0,0,0,pet_0,84,171,28,3
128,reason_23,month_8,day_2,season_1,224,26,10,48,233.015,93,0,education_1,son_0,0,0,pet_0,80,180,21,1
129,reason_23,month_7,day_3,season_1,241,26,9,28,277.552,92,0,education_1,son_0,0,0,pet_0,72,170,19,2
130,reason_23,month_8,day_3,season_1,235,26,17,28,243.812,92,0,education_1,son_0,1,0,pet_0,65,172,19,2
131,reason_27,month_2,day_6,season_2,180,50,18,37,252.101,95,0,education_1,son_0,1,0,pet_0,89,170,31,0
132,reason_0,month_9,day_2,season_1,283,25,13,39,261.511,93,0,education_1,son_2,1,0,pet_0,89,164,32,2
133,reason_23,month_9,day_2,season_1,133,13,8,32,243.728,92,0,education_1,son_0,0,0,pet_0,82,170,28,3
134,reason_23,month_7,day_3,season_1,130,9,10,38,239.295,92,0,education_1,son_0,0,0,pet_0,83,171,28,2
135,reason_22,month_3,day_2,season_2,245,13,11,40,234.433,100,0,education_1,son_2,1,0,pet_0,68,194,25,7
136,reason_28,month_10,day_6,season_4,272,33,13,28,285.034,91,0,education_1,son_1,1,0,pet_2,70,169,24,3
137,reason_23,month_8,day_3,season_1,135,10,18,38,272.107,93,0,education_1,son_0,1,0,pet_0,99,171,32,1
138,reason_23,month_3,day_2,season_2,181,27,13,32,248.586,99,0,education_1,son_2,0,0,pet_0,71,167,25,3
139,reason_22,month_5,day_4,season_3,356,11,17,40,252.348,100,0,education_2,son_2,0,1,pet_4,69,171,20,8
140,reason_23,month_3,day_6,season_2,225,50,3,28,248.686,100,0,education_1,son_0,1,0,pet_0,62,170,23,3
141,reason_23,month_8,day_3,season_1,222,12,14,27,236.184,93,0,education_3,son_1,0,0,pet_0,84,172,28,3
142,reason_23,month_10,day_3,season_1,351,12,5,27,260.996,92,0,education_1,son_0,1,0,pet_0,67,174,25,7
143,reason_23,month_5,day_3,season_1,118,15,5,30,218.363,98,0,education_1,son_1,0,0,pet_0,83,181,28,3
144,reason_19,month_2,day_4,season_2,234,13,5,29,341.525,96,0,education_3,son_0,0,0,pet_0,81,184,24,9
145,reason_28,month_3,day_3,season_2,237,25,17,41,232.329,96,0,education_1,son_0,1,0,pet_0,71,169,24,1
146,reason_0,month_5,day_4,season_2,176,31,3,30,308.395,100,0,education_1,son_2,1,0,pet_0,70,171,19,1
147,reason_0,month_9,day_5,season_4,291,31,13,41,247.432,93,0,education_1,son_1,1,0,pet_1,71,171,31,0
148,reason_28,month_7,day_2,season_1,230,25,15,39,240.421,100,0,education_1,son_0,1,0,pet_0,69,169,20,2
149,reason_23,month_10,day_5,season_1,176,50,17,50,255.395,91,0,education_1,son_1,1,0,pet_0,94,169,31,0
150,reason_23,month_6,day_3,season_1,118,13,10,38,277.435,92,0,education_1,son_0,0,0,pet_0,81,172,28,3
151,reason_13,month_10,day_3,season_4,233,25,18,41,375.317,96,0,education_1,son_0,1,0,pet_0,63,169,38,7
152,reason_27,month_3,day_6,season_1,173,52,18,40,217.404,100,0,education_1,son_0,1,0,pet_0,87,173,31,2
153,reason_23,month_11,day_5,season_4,288,33,13,39,238.763,99,0,education_1,son_1,1,0,pet_1,74,171,24,2
154,reason_23,month_10,day_3,season_4,236,25,9,30,274.136,92,0,education_1,son_1,0,0,pet_2,72,169,24,2
155,reason_23,month_4,day_3,season_3,183,24,10,28,248.476,96,0,education_1,son_0,0,0,pet_0,56,171,20,3
156,reason_23,month_6,day_3,season_3,141,17,11,33,352.816,92,0,education_1,son_0,1,0,pet_0,98,180,28,3
157,reason_23,month_8,day_2,season_1,118,50,10,49,219.696,93,0,education_1,son_0,0,0,pet_0,82,170,31,3
158,reason_28,month_9,day_6,season_4,300,48,13,39,263.259,81,0,education_1,son_0,1,0,pet_0,69,169,24,3
159,reason_27,month_3,day_5,season_2,184,26,10,34,230.012,98,0,education_1,son_0,1,0,pet_0,67,168,22,2
160,reason_27,month_3,day_4,season_2,173,50,18,38,247.441,97,0,education_1,son_0,1,0,pet_0,89,171,30,3
161,reason_13,month_6,day_4,season_3,176,50,17,41,249.69,96,0,education_1,son_0,1,0,pet_0,98,172,31,8
162,reason_23,month_3,day_6,season_2,282,32,9,28,283.62,100,0,education_1,son_1,0,0,pet_0,56,167,20,3
163,reason_0,month_7,day_2,season_1,357,50,13,37,257.345,92,0,education_1,son_1,1,0,pet_4,82,171,31,8
164,reason_23,month_8,day_6,season_1,268,34,13,32,250.915,92,0,education_1,son_1,1,0,pet_1,71,172,24,3
165,reason_28,month_3,day_4,season_3,136,51,18,49,208.59,100,0,education_1,son_1,1,0,pet_0,94,178,31,1
166,reason_23,month_10,day_5,season_4,228,15,13,41,270.152,96,0,education_1,son_1,1,0,pet_0,108,171,38,3
167,reason_23,month_10,day_2,season_4,292,27,13,48,249.654,93,0,education_1,son_1,0,0,pet_1,74,164,38,2
168,reason_28,month_9,day_2,season_1,269,50,17,37,254.701,92,0,education_1,son_0,1,0,pet_0,73,170,23,3
169,reason_28,month_4,day_2,season_3,295,29,13,33,236.431,95,0,education_1,son_0,1,0,pet_1,90,172,30,1
170,reason_19,month_1,day_5,season_2,239,27,14,34,341.679,96,0,education_1,son_2,0,0,pet_1,70,170,30,7
171,reason_25,month_3,day_2,season_1,220,27,9,32,236.504,97,0,education_1,son_1,0,0,pet_2,65,169,24,3
172,reason_25,month_5,day_2,season_3,224,13,8,38,247.018,99,0,education_3,son_0,0,0,pet_0,81,171,28,8
173,reason_22,month_6,day_2,season_3,236,10,13,41,263.947,99,0,education_1,son_2,0,0,pet_0,68,170,22,7
174,reason_0,month_9,day_3,season_4,249,29,13,41,365.214,93,1,education_1,son_1,1,0,pet_0,91,167,31,0
175,reason_28,month_2,day_6,season_2,179,51,18,37,246.941,96,0,education_1,son_0,1,0,pet_0,90,169,31,3
176,reason_28,month_2,day_2,season_3,236,17,18,38,282.734,96,0,education_1,son_1,1,0,pet_0,102,177,38,1
177,reason_22,month_10,day_5,season_4,284,52,11,33,258.994,92,0,education_1,son_1,1,0,pet_1,85,174,25,4
178,reason_23,month_8,day_2,season_1,245,27,14,37,223.333,91,0,education_1,son_0,1,0,pet_0,89,167,31,3
179,reason_22,month_10,day_4,season_4,370,49,3,28,296.331,93,0,education_1,son_1,1,0,pet_4,81,172,27,7
180,reason_22,month_5,day_2,season_3,221,10,14,37,264.056,96,0,education_3,son_2,0,0,pet_1,87,171,28,7
181,reason_23,month_3,day_5,season_2,228,34,10,30,253.95,98,0,education_1,son_1,0,0,pet_2,71,170,24,1
182,reason_28,month_11,day_6,season_4,179,50,17,38,247.569,96,0,education_1,son_0,1,0,pet_0,89,170,32,1
183,reason_28,month_9,day_3,season_4,231,50,17,39,225.14,92,0,education_1,son_0,1,0,pet_0,71,171,31,1
184,reason_13,month_3,day_3,season_1,280,50,17,38,235.926,99,0,education_1,son_0,1,0,pet_0,89,170,30,8
185,reason_27,month_2,day_2,season_2,177,52,18,38,241.775,97,0,education_1,son_0,1,0,pet_0,90,171,31,3
186,reason_26,month_9,day_3,season_1,292,35,13,42,251.321,92,0,education_1,son_1,1,0,pet_0,70,171,25,8
187,reason_23,month_8,day_5,season_1,126,14,17,49,245.543,92,0,education_1,son_1,1,0,pet_0,93,178,37,2
188,reason_23,month_8,day_2,season_1,227,27,9,49,256.211,92,0,education_1,son_1,0,0,pet_2,83,173,31,1
189,reason_23,month_9,day_5,season_4,273,34,12,28,239.772,93,0,education_1,son_1,1,0,pet_1,71,171,24,2
190,reason_23,month_8,day_5,season_1,118,11,16,46,218.765,92,0,education_1,son_1,1,0,pet_0,96,177,35,0
191,reason_28,month_3,day_6,season_2,180,52,18,38,222.004,97,0,education_1,son_0,1,0,pet_0,88,165,30,3
192,reason_27,month_1,day_2,season_2,135,12,9,41,225.966,99,0,education_1,son_0,0,0,pet_0,81,172,28,2
193,reason_23,month_11,day_5,season_4,275,31,13,34,298.772,96,0,education_1,son_2,1,0,pet_1,92,171,31,4
194,reason_28,month_9,day_2,season_1,238,25,13,38,236.759,92,0,education_1,son_0,1,0,pet_0,71,172,22,2
195,reason_23,month_8,day_2,season_1,231,26,13,47,267.945,91,0,education_1,son_1,0,0,pet_1,83,168,32,1
196,reason_27,month_1,day_5,season_2,179,26,9,29,253.341,97,0,education_1,son_0,0,0,pet_0,58,172,20,2
197,reason_23,month_8,day_3,season_1,120,13,18,27,265.525,92,0,education_1,son_0,1,0,pet_0,99,179,30,1
198,reason_23,month_12,day_2,season_1,138,14,9,37,261.22,93,0,education_1,son_0,0,0,pet_0,81,173,28,2
199,reason_26,month_7,day_3,season_1,279,34,13,33,228.973,94,0,education_1,son_2,1,0,pet_0,100,169,23,7
200,reason_0,month_8,day_2,season_1,252,15,13,46,213.542,92,0,education_1,son_0,0,0,pet_0,87,177,37,2
201,reason_25,month_3,day_5,season_2,233,12,9,40,236.322,99,0,education_1,son_2,0,0,pet_0,65,172,19,2
202,reason_23,month_3,day_2,season_1,237,26,13,44,262.73,95,0,education_1,son_2,0,0,pet_1,90,166,31,1
203,reason_23,month_8,day_6,season_1,176,50,8,37,225.73,92,0,education_1,son_0,0,0,pet_0,58,171,22,2
204,reason_10,month_6,day_2,season_3,226,13,13,39,279.672,97,0,education_3,son_0,0,0,pet_0,83,170,27,7
205,reason_23,month_11,day_5,season_4,283,33,11,37,274.778,93,0,education_1,son_1,1,0,pet_1,71,173,24,3
206,reason_23,month_2,day_2,season_2,181,52,17,38,238.533,99,0,education_1,son_0,1,0,pet_0,58,170,21,3
207,reason_23,month_10,day_5,season_4,226,33,10,48,230.714,94,0,education_1,son_1,0,0,pet_2,73,171,37,2
208,reason_27,month_1,day_4,season_2,181,27,9,29,366.343,95,0,education_1,son_0,0,0,pet_0,61,170,19,2
209,reason_28,month_3,day_2,season_1,178,52,17,39,231.145,99,0,education_1,son_0,1,0,pet_0,72,171,31,1
210,reason_23,month_6,day_4,season_3,144,14,18,48,291.124,96,0,education_1,son_1,1,0,pet_0,99,178,30,2
211,reason_23,month_11,day_5,season_4,231,50,27,41,378.884,96,0,education_1,son_1,1,0,pet_2,69,168,35,1
212,reason_28,month_2,day_4,season_2,183,51,17,37,257.799,97,0,education_1,son_0,1,0,pet_0,88,170,31,1
213,reason_23,month_8,day_3,season_1,177,52,17,38,228.285,93,0,education_1,son_0,1,0,pet_0,88,171,31,8
214,reason_28,month_4,day_6,season_3,181,52,17,37,242.474,94,0,education_1,son_0,1,0,pet_0,87,170,31,3
215,reason_23,month_10,day_3,season_4,143,13,10,37,227.528,91,0,education_1,son_0,0,0,pet_0,81,172,29,3
216,reason_19,month_7,day_3,season_1,281,35,12,33,269.952,92,0,education_1,son_2,1,0,pet_1,88,172,30,7
217,reason_13,month_6,day_3,season_3,241,27,17,41,253.817,95,0,education_1,son_0,1,0,pet_0,69,169,25,8
218,reason_22,month_6,day_2,season_3,186,51,13,39,268.348,94,0,education_1,son_2,0,1,pet_0,68,172,22,9
219,reason_25,month_5,day_5,season_2,174,26,9,30,229.205,99,0,education_3,son_2,0,0,pet_0,57,169,20,3
220,reason_0,month_6,day_4,season_3,126,12,18,52,254.371,96,0,education_1,son_0,1,0,pet_0,90,178,31,3
221,reason_23,month_2,day_2,season_2,236,28,9,31,263.054,95,0,education_1,son_2,0,0,pet_2,69,172,25,3
222,reason_1,month_6,day_2,season_3,222,14,8,50,270.303,96,0,education_3,son_0,0,0,pet_0,79,178,24,2
223,reason_19,month_3,day_3,season_2,132,14,18,30,211.264,100,0,education_1,son_2,1,0,pet_0,71,180,30,7
224,reason_23,month_3,day_4,season_3,121,50,18,49,256.243,99,0,education_1,son_0,1,0,pet_0,97,178,31,1
225,reason_23,month_7,day_2,season_1,353,15,13,36,240.798,92,0,education_1,son_1,0,0,pet_4,82,183,28,8
226,reason_23,month_10,day_6,season_4,307,32,13,40,262.683,93,0,education_1,son_2,1,0,pet_1,90,171,32,3
227,reason_28,month_6,day_2,season_3,124,15,12,50,331.783,95,0,education_1,son_2,1,0,pet_0,101,170,24,3
228,reason_23,month_6,day_4,season_3,118,14,18,49,259.556,95,0,education_1,son_1,1,0,pet_0,99,178,31,1
