,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,37.0,No,Travel_Rarely,453.0,Sales,17.0,3,Medical,1,4,Male,62.0,3,2,Research Scientist,3,Divorced,13228.0,25582.0,1,Y,No,16.0,3,4,80,1,12.0,3,2,14.0,3.0,14.0,1.0
46,53.0,No,Travel_Rarely,952.0,Research & Development,7.0,3,Life Sciences,1,4,Female,79.0,4,2,Manufacturing Director,4,Divorced,2148.0,18953.0,3,Y,No,17.0,3,3,80,1,15.0,2,3,3.0,3.0,1.0,6.0
47,38.0,No,Travel_Rarely,703.0,Research & Development,7.0,2,Life Sciences,1,2,Male,80.0,4,1,Research Scientist,2,Married,4298.0,19770.0,2,Y,No,12.0,3,4,80,0,2.0,2,1,3.0,3.0,2.0,5.0
48,19.0,Yes,Travel_Rarely,164.0,Research & Development,16.0,2,Life Sciences,1,1,Female,69.0,3,2,Manufacturing Director,1,Married,9379.0,14244.0,9,Y,No,17.0,3,2,80,0,9.0,1,2,7.0,9.0,2.0,2.0
49,45.0,No,Travel_Rarely,144.0,Sales,5.0,1,Medical,1,2,Female,53.0,2,3,Research Director,1,Married,12491.0,21130.0,4,Y,No,18.0,3,3,80,1,19.0,5,3,6.0,6.0,1.0,5.0
50,32.0,No,Non-Travel,1101.0,Research & Development,12.0,3,Life Sciences,1,2,Male,47.0,3,5,Manufacturing Director,2,Divorced,6781.0,13625.0,2,Y,Yes,17.0,3,2,80,0,17.0,2,4,7.0,7.0,1.0,6.0
51,30.0,No,Travel_Rarely,380.0,Research & Development,13.0,4,Marketing,1,4,Male,50.0,3,2,Research Scientist,4,Divorced,5028.0,4733.0,3,Y,Yes,15.0,3,2,80,0,6.0,3,3,7.0,1.0,2.0,1.0
52,22.0,No,Travel_Rarely,641.0,Sales,15.0,3,Marketing,1,3,Female,60.0,3,2,Research Scientist,3,Married,3832.0,7025.0,1,Y,No,20.0,3,4,80,1,8.0,3,2,3.0,9.0,1.0,3.0
53,31.0,Yes,Non-Travel,1051.0,Research & Development,5.0,2,Life Sciences,1,4,Female,59.0,3,3,Laboratory Technician,4,Single,3458.0,12589.0,0,Y,No,17.0,3,3,80,0,7.0,2,3,6.0,6.0,3.0,6.0
54,29.0,No,Travel_Frequently,456.0,Research & Development,8.0,4,Marketing,1,2,Female,39.0,3,3,Research Scientist,3,Married,2138.0,23230.0,1,Y,No,11.0,3,3,80,0,9.0,2,3,9.0,8.0,3.0,0.0
55,45.0,Yes,Non-Travel,737.0,Human Resources,9.0,2,Life Sciences,1,3,Male,45.0,2,2,Manager,4,Single,16712.0,17024.0,0,Y,No,13.0,3,3,80,0,4.0,3,3,7.0,4.0,3.0,5.0
56,31.0,No,Travel_Frequently,1020.0,Research & Development,14.0,3,Life Sciences,1,2,Female,64.0,3,1,Laboratory Technician,3,Divorced,2827.0,25185.0,3,Y,No,12.0,3,2,80,0,1.0,3,3,3.0,4.0,1.0,0.0
57,53.0,No,Travel_Rarely,1034.0,Research & Development,14.0,4,Technical Degree,1,3,Female,48.0,2,3,Sales Executive,1,Married,4975.0,9649.0,3,Y,No,15.0,3,1,80,1,10.0,4,3,6.0,11.0,0.0,7.0
58,32.0,No,Travel_Rarely,928.0,Sales,14.0,2,Life Sciences,1,2,Male,98.0,3,1,Sales Executive,3,Married,5129.0,22713.0,4,Y,Yes,16.0,3,4,80,0,4.0,2,3,4.0,3.0,1.0,4.0
59,37.0,No,Travel_Rarely,280.0,Sales,14.0,2,Life Sciences,1,2,Female,97.0,4,2,Sales Executive,4,Single,5507.0,13639.0,2,Y,No,16.0,3,1,80,1,7.0,4,2,3.0,2.0,1.0,2.0
60,31.0,Yes,Travel_Frequently,1269.0,Human Resources,6.0,1,Marketing,1,2,Male,97.0,2,1,Manager,1,Married,16056.0,5804.0,3,Y,Yes,14.0,3,3,80,1,8.0,2,3,12.0,10.0,2.0,17.0
61,22.0,No,Travel_Rarely,584.0,Research & Development,28.0,1,Life Sciences,1,4,Male,96.0,4,2,Research Scientist,3,Married,1887.0,17291.0,1,Y,No,21.0,4,2,80,0,5.0,5,3,1.0,3.0,2.0,1.0
62,34.0,No,Travel_Rarely,528.0,Research & Development,7.0,4,Medical,1,2,Male,40.0,1,1,Healthcare Representative,1,Divorced,8360.0,21307.0,3,Y,No,16.0,3,3,80,3,2.0,2,3,3.0,2.0,0.0,0.0
63,22.0,No,Travel_Frequently,195.0,Research & Development,12.0,2,Marketing,1,1,Male,48.0,3,1,Research Scientist,4,Married,3147.0,14186.0,1,Y,No,15.0,3,4,80,3,9.0,2,3,9.0,8.0,3.0,9.0
64,50.0,No,Travel_Rarely,431.0,Research & Development,1.0,4,Life Sciences,1,4,Male,40.0,2,2,Laboratory Technician,4,Single,9674.0,5243.0,1,Y,Yes,17.0,3,3,80,1,29.0,4,3,5.0,5.0,3.0,3.0
65,18.0,No,Travel_Rarely,933.0,Sales,6.0,3,Life Sciences,1,4,Female,39.0,3,2,Sales Executive,3,Married,6341.0,22667.0,1,Y,No,14.0,3,3,80,0,30.0,3,2,2.0,2.0,1.0,8.0
66,43.0,No,Travel_Frequently,612.0,Research & Development,18.0,2,Human Resources,1,2,Male,70.0,3,4,Manager,1,Divorced,19906.0,11775.0,1,Y,No,17.0,3,2,80,1,28.0,4,3,30.0,7.0,7.0,8.0
67,33.0,No,Non-Travel,885.0,Research & Development,1.0,3,Medical,1,3,Female,66.0,3,1,Research Scientist,1,Married,2728.0,24583.0,0,Y,No,16.0,3,1,80,0,9.0,2,3,5.0,4.0,0.0,4.0
68,47.0,No,Travel_Rarely,810.0,Sales,7.0,4,Life Sciences,1,3,Male,68.0,2,2,Sales Executive,3,Single,11420.0,15005.0,1,Y,No,21.0,3,2,80,0,13.0,2,4,9.0,8.0,5.0,1.0
69,42.0,No,Travel_Rarely,1277.0,Sales,28.0,3,Life Sciences,1,1,Female,96.0,4,5,Healthcare Representative,2,Single,7397.0,23314.0,3,Y,No,15.0,3,2,80,0,20.0,3,2,4.0,2.0,1.0,2.0
70,35.0,No,Travel_Frequently,338.0,Research & Development,21.0,4,Life Sciences,1,1,Male,82.0,3,2,Sales Executive,1,Single,5130.0,20470.0,6,Y,Yes,22.0,3,4,80,0,13.0,1,2,4.0,5.0,3.0,6.0
71,34.0,No,Travel_Rarely,1467.0,Research & Development,6.0,4,Life Sciences,1,2,Female,79.0,3,1,Laboratory Technician,4,Married,3747.0,22982.0,1,Y,Yes,19.0,4,4,80,1,10.0,5,3,5.0,1.0,3.0,6.0
72,48.0,No,Travel_Rarely,1161.0,Research & Development,25.0,3,Life Sciences,1,2,Male,81.0,3,3,Research Director,1,Married,14524.0,20656.0,1,Y,No,12.0,3,1,80,0,17.0,2,3,13.0,9.0,9.0,7.0
73,40.0,No,Travel_Frequently,901.0,Sales,21.0,3,Life Sciences,1,3,Male,84.0,1,1,Laboratory Technician,3,Married,5717.0,4809.0,1,Y,Yes,11.0,3,2,80,1,5.0,3,3,6.0,1.0,1.0,2.0
74,25.0,No,Travel_Rarely,652.0,Research & Development,14.0,3,Life Sciences,1,1,Male,90.0,3,1,Laboratory Technician,1,Single,3625.0,4290.0,8,Y,No,18.0,3,4,80,0,6.0,3,3,4.0,2.0,1.0,1.0
75,25.0,No,Travel_Frequently,588.0,Research & Development,9.0,3,Life Sciences,1,1,Female,76.0,3,2,Laboratory Technician,3,Single,3703.0,7294.0,0,Y,No,14.0,3,4,80,0,3.0,2,3,4.0,4.0,1.0,2.0
76,35.0,No,Travel_Frequently,872.0,Research & Development,9.0,4,Marketing,1,4,Male,67.0,3,2,Manufacturing Director,1,Married,6339.0,12073.0,2,Y,No,19.0,3,1,80,1,11.0,1,3,2.0,3.0,1.0,0.0
77,38.0,Yes,Travel_Rarely,905.0,Sales,2.0,3,Medical,1,2,Female,68.0,3,1,Healthcare Representative,3,Single,8481.0,11822.0,1,Y,No,16.0,3,4,80,3,8.0,3,3,2.0,1.0,2.0,3.0
78,44.0,No,Travel_Rarely,220.0,Research & Development,2.0,3,Medical,1,4,Female,37.0,3,2,Research Scientist,2,Single,3714.0,23661.0,2,Y,Yes,16.0,3,4,80,1,13.0,2,3,5.0,3.0,4.0,4.0
79,45.0,No,Travel_Frequently,1226.0,Research & Development,13.0,1,Marketing,1,3,Male,35.0,2,3,Manager,3,Single,14524.0,23415.0,1,Y,Yes,23.0,3,3,80,0,14.0,2,1,18.0,4.0,10.0,9.0
80,34.0,No,Travel_Frequently,907.0,Research & Development,14.0,3,Technical Degree,1,4,Male,78.0,3,1,Laboratory Technician,3,Single,2665.0,12722.0,4,Y,No,17.0,3,2,80,1,5.0,2,2,2.0,2.0,3.0,6.0
81,38.0,No,Travel_Rarely,693.0,Research & Development,19.0,3,Life Sciences,1,1,Female,45.0,3,2,Research Scientist,3,Single,2489.0,24533.0,1,Y,No,12.0,3,3,80,0,6.0,3,2,3.0,3.0,1.0,2.0
82,23.0,No,Non-Travel,753.0,Research & Development,11.0,2,Other,1,3,Female,62.0,2,1,Research Scientist,1,Married,3735.0,21543.0,1,Y,No,20.0,3,3,80,1,1.0,2,3,0.0,2.0,0.0,1.0
83,24.0,No,Travel_Frequently,621.0,Sales,4.0,2,Life Sciences,1,2,Female,59.0,2,3,Sales Executive,2,Single,10201.0,18995.0,1,Y,No,12.0,3,4,80,0,9.0,2,3,9.0,9.0,5.0,4.0
84,43.0,No,Travel_Frequently,744.0,Human Resources,5.0,2,Life Sciences,1,3,Male,76.0,3,1,Sales Executive,2,Divorced,13871.0,19452.0,1,Y,Yes,12.0,3,4,80,1,5.0,4,3,7.0,8.0,5.0,11.0
85,38.0,No,Travel_Rarely,785.0,Research & Development,5.0,1,Marketing,1,1,Male,100.0,4,1,Healthcare Representative,2,Divorced,12597.0,17823.0,3,Y,No,21.0,3,3,80,0,7.0,6,3,12.0,10.0,5.0,9.0
86,40.0,Yes,Travel_Rarely,695.0,Research & Development,2.0,3,Life Sciences,1,4,Male,81.0,3,5,Healthcare Representative,4,Divorced,17865.0,12220.0,4,Y,No,16.0,3,3,80,1,31.0,4,3,17.0,9.0,8.0,3.0
87,22.0,Yes,Travel_Rarely,1342.0,Sales,7.0,1,Marketing,1,1,Male,79.0,2,1,Sales Representative,4,Single,1736.0,16721.0,1,Y,No,12.0,3,1,80,0,3.0,2,2,0.0,1.0,1.0,2.0
88,38.0,No,Travel_Rarely,753.0,Research & Development,2.0,3,Technical Degree,1,4,Female,74.0,2,1,Manufacturing Director,4,Divorced,5369.0,14425.0,2,Y,Yes,23.0,3,2,80,1,1.0,3,2,14.0,9.0,4.0,4.0
89,33.0,No,Travel_Rarely,264.0,Research & Development,20.0,5,Life Sciences,1,4,Male,94.0,4,1,Research Scientist,4,Single,3746.0,3435.0,1,Y,Yes,11.0,3,3,80,0,5.0,4,2,13.0,5.0,5.0,5.0
90,31.0,No,Travel_Frequently,1079.0,Research & Development,3.0,3,Medical,1,3,Male,90.0,3,1,Research Scientist,1,Divorced,3349.0,3329.0,1,Y,Yes,19.0,3,4,80,2,4.0,3,3,6.0,2.0,2.0,1.0
91,24.0,No,Travel_Rarely,882.0,Research & Development,16.0,3,Life Sciences,1,2,Male,61.0,3,2,Sales Executive,2,Divorced,4050.0,22876.0,3,Y,Yes,12.0,3,3,80,1,8.0,3,3,10.0,5.0,2.0,4.0
92,25.0,No,Travel_Rarely,329.0,Research & Development,9.0,4,Life Sciences,1,3,Female,33.0,3,1,Laboratory Technician,3,Single,3357.0,2099.0,0,Y,No,14.0,4,1,80,0,10.0,2,3,13.0,15.0,9.0,8.0
93,33.0,No,Travel_Rarely,1366.0,Human Resources,3.0,2,Medical,1,1,Male,71.0,3,1,Research Scientist,3,Divorced,3519.0,6206.0,4,Y,Yes,12.0,3,2,80,0,6.0,2,3,4.0,2.0,0.0,1.0
94,27.0,No,Travel_Rarely,860.0,Research & Development,8.0,3,Technical Degree,1,2,Female,59.0,3,1,Research Scientist,3,Single,2161.0,18806.0,0,Y,Yes,16.0,3,1,80,0,8.0,2,1,5.0,2.0,4.0,2.0
95,21.0,No,Travel_Frequently,1310.0,Research & Development,7.0,2,Life Sciences,1,3,Male,58.0,3,1,Laboratory Technician,4,Single,1594.0,11895.0,1,Y,Yes,19.0,3,4,80,0,1.0,2,2,2.0,0.0,0.0,0.0
96,33.0,No,Travel_Rarely,604.0,Research & Development,9.0,4,Other,1,2,Male,80.0,4,2,Manufacturing Director,1,Married,4054.0,12577.0,9,Y,No,16.0,3,4,80,1,5.0,2,3,9.0,3.0,0.0,0.0
97,27.0,No,Non-Travel,1424.0,Sales,12.0,3,Life Sciences,1,2,Male,34.0,3,2,Sales Representative,2,Single,4977.0,15822.0,1,Y,No,18.0,3,3,80,0,4.0,4,2,4.0,1.0,1.0,3.0
98,56.0,No,Non-Travel,1177.0,Sales,16.0,4,Medical,1,1,Female,37.0,4,2,Research Scientist,4,Divorced,4568.0,18714.0,2,Y,Yes,22.0,3,3,80,1,28.0,3,4,5.0,7.0,4.0,2.0
99,35.0,No,Travel_Frequently,442.0,Research & Development,7.0,3,Medical,1,1,Female,50.0,4,2,Laboratory Technician,3,Single,9388.0,4011.0,8,Y,No,13.0,3,2,80,0,4.0,3,2,8.0,3.0,1.0,6.0
100,37.0,Yes,Travel_Rarely,1357.0,Research & Development,12.0,2,Medical,1,3,Female,86.0,3,2,Healthcare Representative,1,Married,6429.0,19827.0,1,Y,Yes,13.0,3,4,80,1,8.0,3,3,13.0,4.0,0.0,3.0
101,44.0,No,Travel_Rarely,196.0,Sales,14.0,4,Medical,1,2,Female,52.0,3,5,Research Director,1,Single,12341.0,10051.0,0,Y,No,16.0,3,3,80,1,20.0,5,3,19.0,11.0,13.0,11.0
102,42.0,Yes,Travel_Rarely,877.0,Research & Development,9.0,3,Life Sciences,1,4,Male,82.0,2,1,Research Scientist,4,Married,3994.0,14512.0,1,Y,No,19.0,3,4,80,1,0.0,5,1,1.0,1.0,0.0,0.0
103,32.0,No,Travel_Frequently,858.0,Research & Development,4.0,3,Marketing,1,4,Male,79.0,1,3,Sales Executive,3,Single,5775.0,25232.0,0,Y,No,16.0,4,4,80,3,16.0,2,3,3.0,9.0,6.0,3.0
104,29.0,No,Travel_Rarely,704.0,Research & Development,9.0,1,Medical,1,2,Female,69.0,2,1,Laboratory Technician,2,Married,8173.0,20550.0,0,Y,No,15.0,3,2,80,0,16.0,3,2,1.0,2.0,1.0,5.0
105,30.0,No,Travel_Frequently,1438.0,Research & Development,12.0,4,Technical Degree,1,4,Male,34.0,3,2,Laboratory Technician,4,Married,1784.0,3325.0,1,Y,Yes,14.0,3,4,80,1,9.0,1,3,5.0,5.0,3.0,0.0
106,38.0,No,Travel_Rarely,242.0,Research & Development,20.0,4,Life Sciences,1,4,Male,73.0,2,3,Manufacturing Director,3,Married,9268.0,5673.0,2,Y,No,13.0,3,2,80,1,14.0,3,3,8.0,10.0,4.0,3.0
107,37.0,No,Travel_Frequently,598.0,Sales,9.0,2,Medical,1,3,Female,44.0,4,2,Research Scientist,4,Divorced,3093.0,8128.0,1,Y,No,15.0,4,3,80,3,7.0,3,4,8.0,4.0,1.0,3.0
108,47.0,No,Non-Travel,922.0,Sales,6.0,3,Life Sciences,1,3,Female,87.0,4,3,Healthcare Representative,2,Divorced,10325.0,11519.0,5,Y,No,22.0,3,4,80,2,17.0,2,2,11.0,12.0,8.0,10.0
109,26.0,No,Travel_Rarely,1428.0,Sales,15.0,3,Medical,1,4,Male,81.0,4,1,Laboratory Technician,3,Single,4395.0,25044.0,0,Y,No,13.0,3,4,80,0,6.0,3,3,4.0,2.0,2.0,2.0
110,52.0,No,Non-Travel,397.0,Research & Development,1.0,4,Life Sciences,1,4,Male,66.0,1,1,Research Scientist,1,Married,3310.0,2148.0,1,Y,No,15.0,3,1,80,0,7.0,3,4,2.0,1.0,0.0,1.0
