Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,1331,Human Resources,9,3,Technical Degree,1,3,Male,77,1,1,Healthcare Representative,3,Married,12846,4346,0,Y,No,23,3,1,80,0,18,1970-01-01,1,33,3,0,16
37,Yes,Non-Travel,384,Sales,4,3,Marketing,1,4,Female,68,4,1,Research Scientist,2,Divorced,16455,20391,8,Y,Yes,11,3,1,80,2,21,1970-01-01,4,20,1,1,11
35,No,Non-Travel,1080,Sales,19,4,Technical Degree,1,3,Male,62,4,3,Laboratory Technician,1,Married,3465,5063,2,Y,Yes,25,3,1,80,3,25,1970-01-01,3,16,12,15,7
28,No,Non-Travel,869,Sales,13,4,Marketing,1,4,Male,98,4,2,Sales Representative,4,Single,3445,25034,5,Y,No,22,4,3,80,1,10,1970-01-01,3,15,9,0,2
46,Yes,Non-Travel,612,Research & Development,28,1,Technical Degree,1,2,Female,60,2,3,Sales Representative,3,Single,15311,11753,2,Y,No,16,3,2,80,0,31,1970-01-01,2,29,3,6,15
58,Yes,Non-Travel,427,Sales,9,1,Other,1,1,Female,81,2,1,Manager,2,Divorced,16973,23105,5,Y,No,19,4,3,80,2,32,1970-01-01,4,29,6,11,9
60,No,Non-Travel,983,Research & Development,6,1,Other,1,2,Male,48,3,3,Manufacturing Director,4,Married,8990,9753,4,Y,No,19,3,3,80,3,6,1970-01-01,2,29,18,12,11
24,Yes,Travel_Frequently,1127,Human Resources,22,3,Other,1,3,Male,51,3,4,Sales Representative,1,Married,17627,26640,5,Y,Yes,15,4,1,80,3,3,1970-01-01,4,9,10,8,14
22,No,Travel_Rarely,1301,Research & Development,1,2,Marketing,1,2,Female,67,3,3,Laboratory Technician,4,Single,12605,18821,7,Y,Yes,17,4,2,80,3,31,1970-01-01,4,29,11,7,7
49,No,Travel_Rarely,650,Research & Development,27,5,Other,1,2,Male,37,2,1,Manager,2,Divorced,11545,2534,3,Y,Yes,25,4,4,80,3,18,1970-01-01,3,39,14,8,9
18,Yes,Travel_Rarely,886,Sales,23,4,Life Sciences,1,4,Male,91,2,2,Manufacturing Director,4,Single,5864,22384,0,Y,No,15,4,3,80,0,7,1970-01-01,2,17,12,5,17
51,Yes,Travel_Frequently,1078,Research & Development,7,2,Human Resources,1,2,Male,46,2,1,Manager,2,Divorced,8886,23582,4,Y,Yes,12,4,3,80,3,1,1970-01-01,3,22,14,7,15
18,No,Travel_Rarely,114,Human Resources,6,2,Medical,1,3,Male,80,4,4,Research Director,3,Married,5390,16793,0,Y,No,18,3,3,80,1,21,1970-01-01,2,36,14,15,15
55,Yes,Travel_Frequently,586,Research & Development,1,3,Medical,1,4,Female,90,4,5,Sales Representative,1,Divorced,3367,24261,4,Y,No,14,3,4,80,0,27,1970-01-01,2,32,9,1,17
59,No,Travel_Rarely,127,Sales,18,1,Human Resources,1,1,Female,89,2,3,Healthcare Representative,3,Married,10984,11961,9,Y,No,18,4,4,80,2,10,1970-01-01,4,6,7,14,9
28,Yes,Non-Travel,758,Human Resources,22,3,Technical Degree,1,4,Male,59,4,1,Sales Representative,4,Single,11149,21595,2,Y,No,17,3,4,80,1,28,1970-01-01,4,20,1,0,3
20,Yes,Non-Travel,629,Research & Development,12,3,Medical,1,2,Male,51,4,1,Laboratory Technician,3,Single,14821,8161,4,Y,Yes,18,4,2,80,1,14,1970-01-01,3,40,3,7,9
44,No,Non-Travel,1434,Research & Development,3,4,Medical,1,1,Male,45,4,4,Manager,1,Single,15119,17455,6,Y,No,18,3,1,80,3,18,1970-01-01,1,15,11,8,13
20,Yes,Travel_Rarely,444,Human Resources,21,1,Technical Degree,1,4,Female,83,2,4,Sales Executive,4,Divorced,7335,8191,7,Y,Yes,11,4,1,80,1,0,1970-01-01,4,11,9,7,9
18,Yes,Travel_Frequently,952,Sales,14,2,Other,1,4,Female,76,3,2,Manufacturing Director,3,Single,16523,20565,3,Y,Yes,23,3,4,80,1,27,1970-01-01,3,38,6,0,14
51,No,Non-Travel,651,Sales,27,3,Human Resources,1,2,Female,81,2,5,Healthcare Representative,4,Married,2392,13869,0,Y,No,18,3,2,80,0,3,1970-01-01,2,23,0,15,8
32,Yes,Travel_Rarely,1006,Research & Development,10,3,Other,1,2,Male,48,3,2,Manager,2,Single,3502,18420,9,Y,No,15,3,4,80,3,33,1970-01-01,1,38,16,12,4
20,Yes,Travel_Frequently,1466,Research & Development,12,4,Life Sciences,1,4,Male,68,2,3,Research Scientist,1,Married,7894,13151,4,Y,No,23,4,3,80,3,35,1970-01-01,2,18,12,13,6
37,No,Non-Travel,675,Sales,7,3,Life Sciences,1,2,Female,70,3,5,Manager,3,Married,9640,21957,4,Y,No,14,3,2,80,1,24,1970-01-01,1,18,18,4,3
24,Yes,Non-Travel,873,Sales,15,5,Life Sciences,1,1,Female,30,1,1,Manufacturing Director,3,Married,3021,4465,0,Y,No,12,4,3,80,3,12,1970-01-01,3,8,0,5,12
31,No,Travel_Rarely,196,Research & Development,2,5,Medical,1,3,Male,90,1,1,Manager,2,Married,15190,22595,3,Y,Yes,11,3,1,80,1,11,1970-01-01,4,18,15,0,1
24,Yes,Travel_Rarely,1252,Sales,12,3,Technical Degree,1,1,Male,100,4,1,Sales Executive,1,Married,4496,23889,2,Y,No,25,4,3,80,0,25,1970-01-01,1,38,5,4,13
50,Yes,Travel_Rarely,831,Sales,10,4,Marketing,1,4,Female,89,3,5,Manager,3,Divorced,12368,24373,9,Y,No,22,3,4,80,1,3,1970-01-01,3,34,17,7,1
40,Yes,Non-Travel,472,Human Resources,18,4,Human Resources,1,1,Female,32,1,3,Manager,1,Divorced,1974,4966,6,Y,No,17,3,1,80,1,39,1970-01-01,4,28,9,2,17
38,Yes,Non-Travel,550,Sales,6,2,Medical,1,1,Female,32,4,4,Laboratory Technician,4,Married,9359,12841,5,Y,No,16,4,4,80,1,29,1970-01-01,3,11,8,15,10
40,No,Travel_Frequently,1398,Sales,18,1,Life Sciences,1,1,Male,76,1,2,Laboratory Technician,3,Single,18506,16514,2,Y,Yes,20,3,4,80,2,37,1970-01-01,2,13,14,2,15
21,No,Travel_Frequently,1298,Human Resources,6,2,Marketing,1,1,Female,71,2,1,Manager,2,Single,10606,14093,7,Y,No,20,4,2,80,2,37,1970-01-01,3,5,7,2,2
42,Yes,Travel_Frequently,832,Human Resources,7,4,Medical,1,4,Male,64,2,1,Manager,4,Single,4783,12181,7,Y,No,17,4,1,80,0,23,1970-01-01,2,36,12,5,7
18,No,Travel_Frequently,319,Human Resources,16,1,Technical Degree,1,1,Female,80,2,3,Sales Executive,1,Divorced,4278,26222,7,Y,Yes,22,3,2,80,3,8,1970-01-01,4,27,16,2,12
30,Yes,Travel_Rarely,649,Sales,3,3,Medical,1,4,Female,81,2,1,Manufacturing Director,1,Married,2656,2970,3,Y,Yes,23,3,3,80,1,33,1970-01-01,1,27,17,13,17
23,Yes,Travel_Rarely,228,Research & Development,7,4,Other,1,4,Female,90,2,5,Sales Representative,3,Married,9042,6647,0,Y,Yes,13,4,1,80,2,6,1970-01-01,3,31,13,14,3
48,No,Non-Travel,173,Research & Development,29,1,Other,1,2,Female,50,2,3,Manager,1,Single,14676,18238,9,Y,No,24,3,3,80,2,7,1970-01-01,4,12,6,6,11
27,No,Travel_Frequently,483,Research & Development,4,1,Technical Degree,1,1,Male,50,3,5,Research Director,2,Married,4599,24082,9,Y,No,13,4,4,80,0,30,1970-01-01,3,32,2,6,4
27,Yes,Non-Travel,650,Human Resources,7,2,Life Sciences,1,3,Male,43,2,5,Human Resources,3,Married,14322,9639,5,Y,Yes,24,3,2,80,1,2,1970-01-01,4,25,12,0,15
60,Yes,Travel_Frequently,416,Sales,23,1,Technical Degree,1,1,Female,77,1,1,Manufacturing Director,3,Divorced,3443,12098,9,Y,Yes,23,4,2,80,1,17,1970-01-01,3,25,5,3,3
36,Yes,Travel_Frequently,488,Research & Development,28,4,Human Resources,1,3,Male,100,2,3,Research Director,1,Single,12561,21318,1,Y,Yes,22,4,4,80,0,27,1970-01-01,1,14,18,14,0
23,No,Travel_Rarely,677,Research & Development,12,5,Technical Degree,1,3,Male,100,4,1,Sales Representative,1,Divorced,8872,13756,4,Y,Yes,13,3,3,80,3,9,1970-01-01,3,8,17,8,14
34,No,Non-Travel,1291,Sales,25,1,Human Resources,1,4,Male,90,1,4,Research Director,3,Married,11220,21022,0,Y,Yes,12,4,1,80,1,4,1970-01-01,2,2,16,2,9
30,No,Travel_Rarely,833,Human Resources,6,5,Life Sciences,1,2,Female,30,4,2,Manufacturing Director,3,Single,8459,10862,3,Y,No,20,3,1,80,1,9,1970-01-01,1,25,16,1,5
44,Yes,Non-Travel,179,Research & Development,11,2,Technical Degree,1,1,Male,89,2,4,Manufacturing Director,1,Divorced,7842,20766,1,Y,Yes,18,4,1,80,2,30,1970-01-01,4,22,10,6,14
20,Yes,Travel_Frequently,910,Sales,5,5,Technical Degree,1,3,Female,78,1,2,Research Director,1,Divorced,6535,7368,4,Y,Yes,13,3,3,80,0,2,1970-01-01,4,1,2,8,14
50,Yes,Travel_Frequently,1279,Human Resources,10,2,Life Sciences,1,4,Female,92,3,2,Sales Representative,3,Divorced,15303,7489,6,Y,No,20,4,1,80,3,40,1970-01-01,2,13,10,4,11
54,No,Non-Travel,865,Sales,23,2,Other,1,4,Male,35,4,3,Manufacturing Director,1,Married,19222,15261,0,Y,No,25,4,1,80,0,16,1970-01-01,2,21,17,5,8
59,Yes,Non-Travel,978,Sales,10,5,Marketing,1,2,Male,50,1,1,Research Director,3,Single,18946,14552,4,Y,No,18,4,3,80,1,33,1970-01-01,1,14,4,10,4
57,No,Non-Travel,1218,Human Resources,8,1,Human Resources,1,4,Female,35,4,1,Sales Executive,4,Married,8844,12264,0,Y,No,23,3,3,80,3,21,1970-01-01,1,21,16,15,8
40,No,Travel_Rarely,723,Human Resources,13,5,Medical,1,2,Female,74,1,1,Manager,4,Divorced,12290,24607,3,Y,No,21,3,4,80,0,33,1970-01-01,2,8,11,15,17
27,No,Travel_Rarely,245,Human Resources,14,3,Marketing,1,4,Male,42,3,2,Research Director,4,Married,4092,12403,8,Y,Yes,13,4,2,80,1,17,1970-01-01,1,21,0,4,16
46,No,Travel_Frequently,206,Human Resources,22,1,Technical Degree,1,4,Male,81,4,4,Research Director,1,Single,3486,20353,8,Y,Yes,25,3,3,80,0,29,1970-01-01,3,21,13,1,3
35,Yes,Travel_Frequently,1155,Sales,9,4,Other,1,3,Female,81,4,5,Research Scientist,3,Married,16220,25829,7,Y,No,13,3,3,80,1,28,1970-01-01,3,11,2,2,12
32,Yes,Travel_Rarely,652,Human Resources,24,1,Other,1,1,Female,44,4,1,Manager,4,Married,15376,10682,5,Y,Yes,22,3,1,80,1,34,1970-01-01,4,40,11,3,13
40,Yes,Travel_Rarely,772,Sales,29,5,Other,1,3,Male,44,3,3,Manufacturing Director,1,Divorced,15988,14648,8,Y,Yes,19,3,1,80,1,29,1970-01-01,2,39,4,14,9
39,No,Non-Travel,470,Research & Development,11,4,Other,1,2,Female,62,2,3,Laboratory Technician,3,Single,2066,16339,7,Y,Yes,11,4,3,80,3,30,1970-01-01,1,22,2,15,4
32,Yes,Travel_Rarely,1398,Research & Development,8,5,Medical,1,1,Male,83,3,5,Research Director,1,Divorced,7699,9051,7,Y,Yes,24,3,3,80,3,40,1970-01-01,3,13,1,9,0
50,Yes,Travel_Rarely,1401,Research & Development,3,2,Technical Degree,1,2,Female,32,3,5,Healthcare Representative,3,Divorced,13710,21277,9,Y,No,23,4,2,80,1,14,1970-01-01,1,40,7,13,0
50,Yes,Non-Travel,892,Research & Development,12,4,Life Sciences,1,1,Male,77,1,1,Research Scientist,2,Single,11991,22969,4,Y,Yes,24,4,2,80,0,9,1970-01-01,4,12,5,2,16
29,Yes,Travel_Rarely,923,Research & Development,21,4,Other,1,2,Male,80,3,3,Manufacturing Director,1,Married,6981,23826,7,Y,Yes,22,4,4,80,0,36,1970-01-01,1,26,18,5,5
56,No,Non-Travel,1327,Research & Development,4,2,Human Resources,1,1,Male,91,4,4,Research Director,1,Divorced,9913,11281,1,Y,Yes,20,3,1,80,0,28,1970-01-01,3,13,7,3,6
37,No,Travel_Rarely,278,Human Resources,22,1,Marketing,1,3,Female,89,1,4,Healthcare Representative,1,Married,9484,20888,1,Y,No,18,4,1,80,0,4,1970-01-01,2,6,16,12,11
44,Yes,Travel_Frequently,157,Sales,22,3,Medical,1,1,Male,97,4,2,Manufacturing Director,2,Single,5014,13841,7,Y,Yes,24,3,1,80,3,32,1970-01-01,2,12,11,10,16
30,Yes,Non-Travel,1480,Sales,7,1,Human Resources,1,3,Female,59,2,2,Healthcare Representative,3,Married,6945,22686,3,Y,Yes,22,3,1,80,2,8,1970-01-01,4,22,10,10,1
51,Yes,Travel_Rarely,1214,Human Resources,15,1,Marketing,1,1,Female,58,3,4,Research Scientist,1,Divorced,6527,13990,8,Y,No,12,4,4,80,2,31,1970-01-01,3,2,6,5,9
22,Yes,Travel_Rarely,1167,Sales,29,5,Medical,1,2,Female,37,3,2,Healthcare Representative,2,Single,17044,11040,1,Y,Yes,15,4,1,80,1,39,1970-01-01,3,20,2,6,9
57,Yes,Non-Travel,251,Research & Development,7,2,Marketing,1,3,Male,90,1,3,Human Resources,3,Divorced,15274,21155,5,Y,Yes,13,4,4,80,2,4,1970-01-01,1,34,12,4,13
32,Yes,Travel_Frequently,901,Sales,2,4,Other,1,1,Female,83,4,5,Healthcare Representative,4,Single,4603,18073,7,Y,No,22,4,4,80,2,1,1970-01-01,2,4,5,13,9
29,Yes,Travel_Rarely,172,Human Resources,5,5,Human Resources,1,3,Male,95,1,5,Sales Executive,1,Divorced,18950,4727,7,Y,Yes,11,4,4,80,3,34,1970-01-01,4,23,2,14,10
48,Yes,Travel_Frequently,176,Research & Development,28,3,Technical Degree,1,3,Female,85,4,2,Sales Executive,4,Married,17572,5069,7,Y,Yes,21,3,3,80,1,14,1970-01-01,1,37,10,15,3
19,No,Travel_Frequently,920,Sales,23,1,Other,1,2,Male,87,4,5,Sales Executive,3,Married,10876,10555,5,Y,Yes,13,4,4,80,3,1,1970-01-01,4,25,6,15,5
47,No,Travel_Rarely,655,Research & Development,2,3,Medical,1,2,Female,35,1,5,Manager,4,Married,13170,20799,6,Y,No,16,4,1,80,2,10,1970-01-01,2,38,2,2,16
53,Yes,Travel_Frequently,1378,Research & Development,3,5,Other,1,1,Female,70,1,4,Laboratory Technician,1,Single,10929,13470,9,Y,No,18,3,1,80,0,18,1970-01-01,2,32,12,0,6
56,No,Travel_Rarely,692,Human Resources,17,5,Other,1,3,Male,77,3,2,Manager,4,Married,16835,24205,1,Y,No,21,4,1,80,3,9,1970-01-01,3,10,15,6,3
20,Yes,Travel_Frequently,1397,Sales,12,4,Marketing,1,4,Male,84,3,5,Research Scientist,4,Married,18338,11909,1,Y,Yes,13,3,2,80,1,16,1970-01-01,4,30,10,6,8
46,Yes,Travel_Frequently,1135,Research & Development,7,3,Life Sciences,1,3,Male,64,4,1,Manufacturing Director,2,Married,2158,23906,7,Y,No,18,4,1,80,0,32,1970-01-01,4,38,7,14,15
19,No,Travel_Frequently,418,Sales,15,4,Technical Degree,1,2,Male,60,4,4,Sales Executive,1,Single,5789,10942,0,Y,Yes,17,3,3,80,2,34,1970-01-01,4,6,7,8,16
55,Yes,Non-Travel,1196,Sales,6,3,Human Resources,1,1,Male,100,3,2,Research Director,3,Single,11122,22950,4,Y,Yes,19,4,3,80,1,37,1970-01-01,4,21,12,9,9
27,No,Non-Travel,597,Research & Development,19,4,Marketing,1,3,Male,67,3,4,Human Resources,1,Divorced,2766,17979,7,Y,Yes,15,3,4,80,2,9,1970-01-01,2,23,17,7,6
44,Yes,Travel_Rarely,444,Research & Development,10,4,Life Sciences,1,1,Male,94,3,1,Manager,3,Single,4957,19367,6,Y,Yes,17,3,3,80,2,21,1970-01-01,3,10,8,1,16
50,No,Non-Travel,1001,Human Resources,19,4,Human Resources,1,4,Male,73,3,1,Research Scientist,2,Married,11338,13009,9,Y,Yes,22,3,3,80,2,36,1970-01-01,1,3,14,11,6
35,Yes,Travel_Frequently,275,Human Resources,12,3,Marketing,1,2,Female,45,3,3,Healthcare Representative,1,Married,1328,2598,6,Y,Yes,24,3,4,80,0,4,1970-01-01,3,13,10,8,0
41,No,Travel_Frequently,225,Research & Development,29,4,Human Resources,1,1,Female,69,2,1,Laboratory Technician,2,Single,6844,5810,6,Y,No,18,3,2,80,2,12,1970-01-01,4,16,17,6,10
43,Yes,Travel_Rarely,926,Sales,20,4,Marketing,1,2,Male,54,4,4,Healthcare Representative,4,Divorced,18353,16120,9,Y,No,24,4,4,80,3,30,1970-01-01,3,37,4,10,0
52,No,Travel_Rarely,572,Human Resources,5,4,Medical,1,2,Male,78,1,1,Research Scientist,4,Single,18320,4603,9,Y,No,12,3,4,80,2,13,1970-01-01,3,6,10,15,3
26,Yes,Travel_Frequently,439,Research & Development,2,2,Marketing,1,1,Male,44,4,3,Research Scientist,1,Single,3672,9803,2,Y,No,24,4,1,80,3,33,1970-01-01,2,35,18,12,1
40,Yes,Travel_Frequently,1093,Human Resources,28,5,Medical,1,4,Male,60,3,5,Laboratory Technician,2,Single,12264,13905,4,Y,No,13,3,3,80,0,15,1970-01-01,3,0,11,10,6
34,No,Travel_Rarely,1465,Sales,14,5,Marketing,1,4,Female,86,3,5,Research Scientist,2,Divorced,16676,18244,8,Y,No,20,4,4,80,3,18,1970-01-01,2,34,4,8,4
22,No,Travel_Rarely,1369,Research & Development,10,1,Marketing,1,3,Female,84,2,5,Human Resources,3,Divorced,5751,18515,3,Y,No,23,4,2,80,3,38,1970-01-01,1,30,10,12,16
30,No,Travel_Rarely,1047,Research & Development,10,3,Marketing,1,2,Male,31,1,5,Research Director,4,Divorced,8145,19806,1,Y,No,11,3,3,80,2,6,1970-01-01,1,33,5,15,4
29,No,Non-Travel,1165,Research & Development,25,4,Medical,1,3,Female,32,2,1,Research Director,4,Divorced,9861,26901,8,Y,Yes,15,4,3,80,2,1,1970-01-01,2,6,16,4,3
21,No,Travel_Rarely,1067,Sales,3,1,Human Resources,1,4,Male,86,4,5,Manufacturing Director,4,Single,4312,19796,1,Y,No,18,4,3,80,0,5,1970-01-01,4,28,0,0,9
27,No,Travel_Frequently,644,Sales,17,4,Medical,1,4,Male,70,1,4,Sales Representative,2,Single,16444,24925,9,Y,No,18,4,4,80,3,3,1970-01-01,1,8,2,15,1
26,Yes,Travel_Frequently,1231,Human Resources,20,4,Human Resources,1,2,Female,54,2,1,Laboratory Technician,3,Divorced,3514,15003,3,Y,Yes,18,3,1,80,0,18,1970-01-01,4,9,6,11,5
47,Yes,Travel_Rarely,1225,Sales,3,2,Human Resources,1,2,Female,43,3,1,Manager,3,Single,6667,3881,8,Y,Yes,23,3,1,80,0,20,1970-01-01,1,14,18,5,2
24,Yes,Travel_Frequently,994,Sales,19,1,Other,1,3,Male,39,2,4,Laboratory Technician,4,Single,14849,16515,1,Y,Yes,14,3,1,80,1,15,1970-01-01,4,35,9,2,0
36,Yes,Non-Travel,191,Sales,22,2,Medical,1,3,Male,86,2,5,Manager,1,Married,16154,19720,4,Y,No,19,4,1,80,1,38,1970-01-01,3,36,9,9,4
48,No,Non-Travel,1041,Human Resources,24,1,Marketing,1,1,Female,53,2,2,Manager,4,Divorced,17999,3058,8,Y,Yes,14,3,3,80,3,23,1970-01-01,2,23,12,2,12
33,No,Travel_Frequently,695,Research & Development,1,3,Technical Degree,1,4,Male,51,1,1,Research Director,3,Single,10174,25067,0,Y,No,18,3,2,80,2,39,1970-01-01,2,21,8,2,4
20,No,Travel_Frequently,1237,Research & Development,15,5,Human Resources,1,1,Female,81,3,3,Healthcare Representative,1,Divorced,11265,14825,1,Y,Yes,18,3,2,80,0,17,1970-01-01,2,29,1,1,15
50,Yes,Travel_Rarely,887,Human Resources,10,4,Human Resources,1,2,Male,72,4,5,Research Director,1,Divorced,1902,3101,5,Y,Yes,12,4,1,80,3,0,1970-01-01,2,10,6,15,14
49,No,Travel_Rarely,1210,Sales,18,5,Human Resources,1,2,Male,86,1,2,Laboratory Technician,4,Married,16079,15850,6,Y,Yes,16,4,2,80,3,33,1970-01-01,4,7,17,4,10
33,Yes,Non-Travel,1243,Sales,21,3,Life Sciences,1,2,Male,59,1,2,Laboratory Technician,1,Married,8322,2109,0,Y,No,25,4,1,80,2,30,1970-01-01,3,25,12,7,5
52,No,Travel_Frequently,706,Human Resources,4,2,Medical,1,2,Female,98,2,4,Manager,1,Divorced,1504,13886,8,Y,Yes,20,4,3,80,1,24,1970-01-01,1,33,2,3,5
30,Yes,Travel_Rarely,1219,Human Resources,15,4,Technical Degree,1,4,Female,60,4,4,Sales Representative,4,Married,2449,24622,5,Y,Yes,15,4,3,80,1,32,1970-01-01,4,23,15,3,5
35,No,Travel_Frequently,1221,Human Resources,12,1,Other,1,4,Female,57,2,4,Research Scientist,3,Divorced,5374,22168,6,Y,Yes,14,3,3,80,1,23,1970-01-01,4,12,18,3,7
57,No,Non-Travel,1072,Research & Development,11,5,Medical,1,1,Male,50,1,4,Healthcare Representative,3,Divorced,14841,13324,4,Y,No,17,4,3,80,2,31,1970-01-01,4,37,12,2,3
36,Yes,Travel_Frequently,1158,Sales,11,5,Other,1,2,Male,60,1,3,Research Director,1,Divorced,18305,9796,1,Y,Yes,22,3,4,80,0,20,1970-01-01,1,27,16,8,1
57,No,Travel_Frequently,1329,Research & Development,10,2,Marketing,1,2,Male,92,3,1,Sales Representative,3,Divorced,19823,12697,9,Y,Yes,12,3,4,80,0,24,1970-01-01,3,24,11,5,6
41,Yes,Travel_Rarely,316,Research & Development,10,5,Life Sciences,1,1,Male,92,4,3,Research Scientist,3,Single,19198,26807,1,Y,No,24,4,4,80,1,15,1970-01-01,2,33,17,9,8
56,Yes,Travel_Frequently,1464,Sales,8,4,Life Sciences,1,1,Female,86,2,3,Human Resources,2,Divorced,1524,23426,5,Y,No,11,3,1,80,2,8,1970-01-01,3,31,5,9,3
52,Yes,Non-Travel,1206,Human Resources,15,5,Other,1,3,Female,50,4,3,Manufacturing Director,2,Single,8619,19047,0,Y,No,18,4,3,80,3,20,1970-01-01,2,33,14,1,17
22,No,Travel_Rarely,1015,Research & Development,19,4,Life Sciences,1,4,Male,31,2,1,Manager,2,Divorced,2466,9874,1,Y,Yes,15,3,1,80,0,18,1970-01-01,2,25,17,4,14
41,No,Non-Travel,863,Sales,8,1,Human Resources,1,1,Female,75,4,3,Sales Executive,2,Married,15906,12399,1,Y,Yes,15,3,1,80,3,29,1970-01-01,2,31,15,6,5
37,No,Travel_Rarely,409,Research & Development,24,1,Other,1,4,Female,60,3,1,Sales Executive,1,Divorced,17863,18928,8,Y,Yes,14,4,2,80,3,11,1970-01-01,2,6,11,10,8
30,No,Travel_Rarely,156,Research & Development,29,1,Technical Degree,1,1,Female,59,2,4,Human Resources,1,Married,10188,14942,9,Y,No,23,4,4,80,2,30,1970-01-01,3,35,2,8,3
41,Yes,Travel_Rarely,528,Research & Development,16,2,Marketing,1,2,Female,84,2,4,Human Resources,1,Single,4330,10711,7,Y,No,11,3,3,80,2,10,1970-01-01,2,4,2,1,16
53,Yes,Travel_Rarely,1334,Sales,7,3,Medical,1,1,Female,90,2,1,Laboratory Technician,2,Single,13006,25615,9,Y,No,12,3,1,80,2,8,1970-01-01,4,27,2,0,7
42,Yes,Non-Travel,384,Human Resources,2,3,Medical,1,4,Male,98,4,5,Manager,4,Married,2006,16571,7,Y,Yes,11,3,1,80,0,17,1970-01-01,1,2,18,7,17
30,No,Non-Travel,359,Sales,15,3,Medical,1,2,Male,47,4,5,Research Director,1,Divorced,4603,25251,1,Y,Yes,17,4,3,80,2,26,1970-01-01,3,39,1,5,12
52,Yes,Travel_Rarely,651,Research & Development,10,2,Technical Degree,1,4,Male,32,1,2,Laboratory Technician,4,Single,14215,5463,0,Y,No,22,3,2,80,3,27,1970-01-01,1,13,6,1,12
26,Yes,Travel_Rarely,1205,Research & Development,9,3,Life Sciences,1,1,Female,92,3,3,Laboratory Technician,2,Married,12445,12546,2,Y,Yes,12,3,4,80,3,17,1970-01-01,2,2,2,14,8
