,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
143,reason_7,month_8,day_2,season_1,166,5,19,33,364.897,100,0,education_1,son_4,1,0,pet_8,75,163,20,78
144,reason_4,month_6,day_2,season_3,118,37,29,46,205.917,88,0,education_3,son_0,1,1,pet_0,65,163,35,0
145,reason_5,month_2,day_2,season_4,160,5,18,43,205.917,92,0,education_2,son_0,1,0,pet_2,87,163,19,0
146,reason_17,month_4,day_2,season_3,118,39,4,30,331.498,93,1,education_2,son_0,1,0,pet_1,69,171,21,3
147,reason_27,month_5,day_6,season_3,260,52,8,37,245.921,95,0,education_1,son_2,0,1,pet_0,80,180,29,26
148,reason_25,month_10,day_2,season_4,118,19,1,27,278.997,100,0,education_3,son_0,0,0,pet_2,89,190,27,0
149,reason_25,month_0,day_2,season_3,141,34,1,58,277.733,89,0,education_2,son_3,1,0,pet_8,56,163,38,0
150,reason_9,month_7,day_2,season_4,245,33,1,31,237.239,93,1,education_1,son_1,1,0,pet_0,56,173,38,17
151,reason_25,month_6,day_2,season_4,125,9,1,29,226.358,90,0,education_3,son_1,1,1,pet_5,98,163,20,29
152,reason_6,month_1,day_2,season_4,388,5,1,55,272.528,86,1,education_3,son_1,1,0,pet_0,104,163,28,34
153,reason_18,month_11,day_2,season_1,331,52,1,58,339.484,99,1,education_1,son_0,0,0,pet_0,56,174,19,68
154,reason_13,month_5,day_2,season_3,118,52,15,27,205.917,92,1,education_3,son_0,1,0,pet_4,77,196,22,112
155,reason_7,month_6,day_2,season_1,211,38,1,51,315.93,94,0,education_1,son_1,1,0,pet_8,72,163,19,56
156,reason_7,month_8,day_3,season_1,388,5,10,58,378.884,98,0,education_1,son_2,0,0,pet_4,93,163,19,48
157,reason_18,month_0,day_2,season_1,118,5,28,47,214.444,94,0,education_3,son_3,1,0,pet_0,102,169,22,0
158,reason_2,month_5,day_2,season_1,217,52,25,27,310.993,100,0,education_1,son_3,0,0,pet_1,71,171,33,0
159,reason_27,month_0,day_2,season_2,257,30,3,27,331.74,95,0,education_3,son_0,1,0,pet_0,74,166,24,43
160,reason_23,month_3,day_2,season_1,118,50,1,27,331.96,100,0,education_1,son_4,0,0,pet_1,108,163,31,44
161,reason_27,month_1,day_2,season_3,172,5,3,36,263.211,95,0,education_4,son_0,1,0,pet_2,56,192,38,98
162,reason_9,month_0,day_5,season_1,119,19,3,58,316.375,100,0,education_4,son_2,0,0,pet_0,81,189,29,0
163,reason_24,month_0,day_2,season_3,239,5,29,27,288.703,84,0,education_3,son_0,0,0,pet_0,108,185,32,77
164,reason_14,month_0,day_2,season_1,239,51,21,58,323.524,99,0,education_2,son_0,0,1,pet_0,83,171,38,49
165,reason_18,month_6,day_2,season_2,388,5,25,58,205.917,94,0,education_2,son_1,1,1,pet_4,64,174,27,84
166,reason_13,month_12,day_2,season_3,319,37,29,27,325.188,90,1,education_4,son_0,0,0,pet_4,87,176,38,74
167,reason_17,month_4,day_4,season_4,388,32,27,35,205.917,89,1,education_3,son_2,0,0,pet_0,71,163,21,0
168,reason_22,month_0,day_6,season_1,165,33,22,58,309.732,81,0,education_3,son_2,1,0,pet_0,108,163,21,27
169,reason_24,month_6,day_2,season_4,118,40,4,33,343.686,96,0,education_1,son_1,1,0,pet_0,87,163,25,0
170,reason_21,month_4,day_6,season_1,140,5,15,42,336.331,89,0,education_1,son_2,1,0,pet_4,58,184,27,0
171,reason_23,month_5,day_3,season_3,118,20,29,46,250.495,100,0,education_4,son_2,1,1,pet_0,76,178,19,115
172,reason_16,month_3,day_2,season_4,135,5,1,27,378.884,94,0,education_2,son_0,0,0,pet_0,85,163,38,0
173,reason_28,month_3,day_2,season_4,118,20,10,27,222.958,83,0,education_2,son_0,0,0,pet_0,86,163,24,0
174,reason_5,month_3,day_2,season_1,157,52,9,47,248.322,96,1,education_1,son_2,1,0,pet_0,99,172,19,0
175,reason_27,month_0,day_3,season_1,206,52,1,46,230.851,94,1,education_4,son_2,1,0,pet_0,86,187,22,0
176,reason_0,month_0,day_2,season_4,294,52,1,27,331.61,100,0,education_4,son_4,0,0,pet_4,66,189,31,0
177,reason_19,month_2,day_2,season_4,388,13,1,27,325.981,100,0,education_1,son_0,0,0,pet_0,94,165,35,0
178,reason_12,month_0,day_2,season_4,237,52,1,47,294.282,90,0,education_1,son_2,0,0,pet_5,82,179,33,0
179,reason_17,month_1,day_2,season_1,176,25,1,55,373.791,83,1,education_1,son_1,1,1,pet_2,56,179,27,0
180,reason_0,month_2,day_3,season_2,249,5,22,27,378.884,95,0,education_1,son_2,0,0,pet_2,77,183,36,59
181,reason_1,month_0,day_2,season_1,123,5,29,27,205.917,83,1,education_1,son_0,0,0,pet_1,61,167,26,27
182,reason_5,month_5,day_2,season_4,276,21,1,27,343.172,95,0,education_3,son_0,1,0,pet_2,62,178,36,0
183,reason_6,month_0,day_2,season_4,227,33,10,39,294.006,100,0,education_2,son_1,1,1,pet_4,108,196,19,0
184,reason_24,month_1,day_6,season_1,388,5,1,29,205.917,90,0,education_1,son_2,0,0,pet_5,56,183,35,89
185,reason_11,month_8,day_2,season_3,131,5,1,27,285.384,90,0,education_3,son_0,1,0,pet_4,69,166,19,0
186,reason_0,month_0,day_2,season_1,146,52,18,58,205.917,96,0,education_4,son_4,0,1,pet_1,56,163,20,95
187,reason_19,month_2,day_2,season_2,388,15,17,58,324.115,100,0,education_1,son_1,1,0,pet_0,105,196,20,0
188,reason_18,month_0,day_3,season_1,333,34,29,37,330.882,100,0,education_4,son_2,0,0,pet_4,56,181,33,120
189,reason_16,month_12,day_4,season_1,388,17,1,36,281.47,82,1,education_3,son_2,1,0,pet_0,108,163,30,0
190,reason_24,month_3,day_4,season_2,388,52,26,31,378.884,94,1,education_3,son_2,1,0,pet_4,108,170,38,4
191,reason_5,month_11,day_3,season_1,118,5,19,30,251.09,88,0,education_4,son_2,1,0,pet_1,104,163,23,28
192,reason_0,month_0,day_3,season_4,388,31,13,40,205.917,100,0,education_2,son_2,0,0,pet_8,102,179,38,0
193,reason_8,month_0,day_2,season_4,388,5,24,27,205.917,92,0,education_2,son_4,1,0,pet_0,67,163,19,0
194,reason_11,month_0,day_2,season_4,216,35,21,36,336.552,99,0,education_3,son_0,0,0,pet_0,108,165,22,120
195,reason_17,month_10,day_2,season_3,240,10,5,27,239.14,99,0,education_1,son_3,1,1,pet_0,56,187,38,26
196,reason_17,month_3,day_2,season_3,388,20,1,58,205.917,81,0,education_1,son_0,0,0,pet_0,108,186,34,0
197,reason_6,month_11,day_5,season_1,259,5,4,58,339.127,100,0,education_2,son_2,0,0,pet_1,56,186,19,116
198,reason_27,month_3,day_2,season_2,135,16,1,37,256.429,100,0,education_1,son_2,1,0,pet_0,108,177,22,0
199,reason_13,month_6,day_2,season_3,349,16,8,58,352.653,89,1,education_1,son_1,0,0,pet_0,108,164,22,0
200,reason_28,month_12,day_2,season_3,388,25,8,34,336.566,91,0,education_1,son_0,0,1,pet_0,65,181,33,93
201,reason_14,month_0,day_5,season_3,118,50,29,27,310.451,84,0,education_3,son_1,1,0,pet_1,56,171,20,56
202,reason_11,month_6,day_2,season_4,197,19,5,58,289.551,93,0,education_1,son_0,1,0,pet_0,101,196,19,0
203,reason_23,month_12,day_2,season_1,287,39,8,56,250.228,89,0,education_4,son_0,0,0,pet_1,72,163,26,69
204,reason_0,month_8,day_2,season_1,388,5,14,30,236.943,99,0,education_4,son_1,1,0,pet_1,108,183,19,0
205,reason_19,month_0,day_2,season_3,118,12,6,27,378.884,94,0,education_2,son_0,1,0,pet_2,81,191,32,0
206,reason_21,month_0,day_2,season_4,265,36,23,58,213.533,100,0,education_3,son_0,1,0,pet_0,94,185,19,23
207,reason_17,month_1,day_2,season_4,388,52,1,27,304.779,93,0,education_1,son_3,0,0,pet_5,59,163,22,0
208,reason_1,month_11,day_2,season_3,388,34,22,27,205.917,91,0,education_2,son_4,1,0,pet_8,70,178,26,20
209,reason_0,month_0,day_2,season_1,284,25,4,27,293.69,96,1,education_2,son_2,1,0,pet_0,56,163,22,0
210,reason_6,month_0,day_2,season_1,388,30,5,39,205.917,100,0,education_4,son_1,1,0,pet_1,96,183,19,0
211,reason_10,month_3,day_2,season_1,294,52,1,30,355.321,81,0,education_1,son_1,1,0,pet_2,56,196,30,72
212,reason_11,month_0,day_2,season_1,262,27,27,29,324.482,100,0,education_3,son_0,0,0,pet_8,79,174,37,0
213,reason_7,month_0,day_2,season_2,341,17,27,58,205.917,81,0,education_3,son_1,1,0,pet_0,68,163,19,0
214,reason_8,month_8,day_2,season_3,181,19,25,38,218.667,88,0,education_3,son_1,1,0,pet_4,108,167,37,0
215,reason_0,month_4,day_2,season_4,183,18,21,41,247.319,99,0,education_1,son_1,0,0,pet_1,90,163,30,30
216,reason_14,month_0,day_4,season_4,244,23,2,55,339.154,100,0,education_3,son_1,0,1,pet_2,56,196,24,85
217,reason_4,month_5,day_2,season_4,388,40,8,27,273.504,100,0,education_1,son_1,0,0,pet_0,56,169,32,46
218,reason_3,month_5,day_2,season_3,118,5,5,27,332.661,100,1,education_2,son_1,1,1,pet_0,107,187,24,22
219,reason_7,month_0,day_2,season_4,229,47,17,49,314.283,97,0,education_2,son_1,0,0,pet_0,99,163,25,108
220,reason_11,month_7,day_2,season_3,311,26,14,58,230.157,83,0,education_1,son_4,1,0,pet_0,56,179,32,120
221,reason_14,month_8,day_2,season_1,118,32,11,47,343.648,88,1,education_2,son_1,1,0,pet_2,56,183,21,26
222,reason_10,month_4,day_6,season_4,388,28,1,27,240.261,81,0,education_1,son_2,1,1,pet_1,60,167,27,56
223,reason_3,month_0,day_2,season_2,282,8,29,58,378.884,92,0,education_2,son_0,1,0,pet_0,98,183,29,0
224,reason_7,month_3,day_2,season_1,276,17,18,40,205.917,96,1,education_1,son_0,1,0,pet_0,108,166,28,50
225,reason_15,month_0,day_2,season_1,215,52,1,48,267.604,100,1,education_4,son_0,1,0,pet_0,56,163,29,75
226,reason_22,month_11,day_4,season_4,245,50,12,52,336.926,95,0,education_2,son_2,0,0,pet_8,105,163,24,0
227,reason_4,month_5,day_2,season_3,118,20,29,48,205.917,88,0,education_1,son_1,1,0,pet_0,108,163,26,83
228,reason_23,month_5,day_3,season_4,143,20,1,34,335.156,84,0,education_1,son_2,1,0,pet_0,59,163,34,0
