,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
43,reason_23,month_6,day_3,season_2,161,6,11,41,268.755,95,0,education_3,son_1,0,0,pet_0,67,169,26,4
44,reason_0,month_12,day_4,season_1,161,24,11,38,302.896,92,0,education_1,son_1,1,0,pet_0,59,169,23,0
45,reason_11,month_8,day_6,season_4,212,28,11,28,250.777,93,0,education_1,son_1,0,0,pet_0,57,173,22,23
46,reason_12,month_3,day_3,season_3,166,26,11,27,337.326,93,0,education_1,son_1,0,0,pet_0,57,178,20,9
47,reason_27,month_10,day_3,season_3,320,41,11,30,244.005,98,0,education_1,son_1,1,0,pet_0,59,172,20,3
48,reason_28,month_4,day_4,season_3,194,47,11,38,254.752,99,0,education_1,son_1,1,0,pet_0,74,182,27,10
49,reason_13,month_2,day_5,season_3,244,34,11,40,287.413,98,0,education_1,son_2,1,0,pet_0,90,179,27,1
50,reason_22,month_1,day_2,season_4,238,35,11,37,311.978,88,0,education_1,son_1,0,0,pet_4,95,173,32,4
51,reason_13,month_1,day_4,season_2,243,20,11,29,298.183,96,0,education_1,son_2,0,0,pet_2,59,168,20,9
52,reason_0,month_9,day_6,season_1,179,7,11,32,263.687,97,0,education_1,son_0,0,0,pet_1,77,168,25,13
53,reason_14,month_3,day_4,season_3,158,6,11,29,272.573,97,0,education_3,son_0,0,1,pet_2,58,179,20,5
54,reason_0,month_7,day_2,season_1,291,29,11,27,243.253,96,0,education_1,son_1,1,0,pet_0,69,174,22,17
55,reason_26,month_12,day_4,season_4,161,13,11,46,323.617,91,1,education_1,son_2,1,0,pet_1,97,182,33,1
56,reason_23,month_10,day_2,season_4,273,8,11,29,241.879,97,0,education_1,son_1,1,0,pet_0,67,184,21,10
57,reason_22,month_11,day_3,season_4,181,52,11,36,249.962,94,0,education_1,son_0,1,0,pet_0,69,168,27,3
58,reason_28,month_6,day_4,season_3,206,44,11,45,261.218,99,0,education_1,son_1,1,0,pet_0,96,168,34,0
59,reason_23,month_10,day_4,season_4,220,23,11,49,256.908,98,0,education_2,son_2,1,1,pet_0,96,171,35,9
60,reason_26,month_7,day_4,season_4,169,34,11,28,237.588,95,0,education_3,son_2,0,0,pet_1,74,184,27,16
61,reason_6,month_6,day_5,season_3,244,40,11,35,237.113,100,0,education_1,son_0,0,0,pet_1,58,173,23,18
62,reason_26,month_7,day_2,season_1,223,7,11,31,243.324,92,0,education_1,son_2,0,0,pet_2,76,168,26,0
63,reason_23,month_9,day_6,season_4,230,31,11,29,287.976,91,0,education_1,son_1,0,0,pet_0,76,172,26,1
64,reason_14,month_7,day_5,season_1,195,39,11,40,233.975,85,0,education_1,son_0,1,0,pet_0,92,169,32,7
65,reason_28,month_1,day_6,season_4,242,14,11,37,239.018,96,0,education_1,son_1,0,0,pet_0,68,171,26,5
66,reason_27,month_5,day_3,season_3,205,39,11,28,281.031,97,0,education_1,son_1,1,0,pet_4,59,168,24,3
67,reason_23,month_3,day_5,season_3,181,9,11,40,291.225,97,0,education_3,son_2,0,0,pet_0,80,171,28,0
68,reason_11,month_5,day_4,season_3,199,8,11,39,239.833,96,1,education_1,son_1,0,0,pet_0,98,168,34,10
69,reason_23,month_7,day_2,season_1,160,16,11,46,223.251,92,0,education_1,son_1,0,0,pet_1,94,170,35,7
70,reason_7,month_11,day_5,season_1,182,19,11,39,291.528,97,0,education_1,son_2,0,0,pet_1,98,176,26,16
71,reason_23,month_5,day_5,season_4,228,9,11,37,245.713,98,0,education_1,son_2,1,1,pet_0,88,178,24,3
72,reason_28,month_4,day_3,season_4,286,45,11,29,233.283,96,0,education_1,son_3,1,0,pet_0,58,173,22,0
73,reason_15,month_3,day_6,season_3,189,20,11,44,267.913,97,0,education_1,son_2,1,0,pet_1,57,172,22,30
74,reason_25,month_7,day_6,season_2,284,23,11,31,223.293,99,0,education_1,son_0,1,0,pet_2,85,179,24,47
75,reason_0,month_6,day_3,season_3,388,49,11,30,300.953,94,0,education_1,son_2,1,1,pet_1,91,166,31,4
76,reason_27,month_8,day_4,season_1,386,20,11,37,273.637,91,0,education_3,son_0,1,0,pet_1,59,169,23,4
77,reason_4,month_6,day_6,season_3,253,41,11,42,288.446,93,0,education_1,son_0,1,0,pet_0,82,177,27,14
78,reason_0,month_10,day_2,season_1,191,20,11,41,270.91,94,0,education_1,son_1,1,0,pet_1,98,176,29,7
79,reason_7,month_11,day_2,season_4,332,31,11,47,223.269,96,0,education_1,son_1,1,1,pet_0,75,168,26,6
80,reason_28,month_7,day_3,season_1,165,49,11,38,246.716,93,0,education_1,son_2,1,0,pet_0,103,173,34,12
81,reason_13,month_1,day_2,season_2,296,33,11,30,257.889,97,0,education_2,son_2,1,0,pet_0,81,173,27,28
82,reason_0,month_9,day_2,season_1,206,15,11,34,308.269,96,0,education_1,son_1,1,0,pet_0,80,167,28,3
83,reason_25,month_4,day_5,season_2,155,7,11,52,374.822,96,0,education_3,son_2,0,0,pet_4,99,185,30,2
84,reason_28,month_7,day_4,season_1,172,8,11,41,228.506,95,0,education_1,son_1,0,0,pet_1,95,171,31,57
85,reason_0,month_1,day_2,season_4,213,8,11,48,267.913,89,0,education_1,son_0,1,0,pet_0,76,169,27,1
86,reason_28,month_9,day_2,season_1,300,26,11,38,238.201,86,0,education_1,son_0,1,0,pet_0,66,164,27,0
87,reason_10,month_8,day_3,season_1,180,38,11,55,324.833,91,0,education_1,son_0,1,0,pet_0,88,169,29,42
88,reason_27,month_3,day_6,season_3,217,38,11,38,269.761,97,0,education_1,son_0,1,0,pet_0,84,170,34,4
89,reason_28,month_9,day_6,season_1,251,37,11,50,289.967,97,0,education_1,son_1,1,0,pet_1,99,178,31,1
90,reason_23,month_7,day_4,season_1,183,8,11,39,224.484,96,0,education_1,son_0,0,0,pet_0,65,170,28,1
91,reason_10,month_11,day_6,season_1,216,23,11,31,269.036,94,0,education_1,son_0,1,0,pet_1,66,175,22,0
92,reason_7,month_12,day_2,season_4,306,51,11,41,239.748,97,0,education_1,son_0,1,0,pet_2,85,164,31,7
93,reason_13,month_9,day_6,season_4,185,24,11,30,279.514,99,0,education_1,son_0,1,0,pet_0,61,175,23,24
94,reason_23,month_6,day_2,season_3,169,9,11,35,267.1,98,1,education_1,son_1,1,0,pet_2,104,171,33,0
95,reason_0,month_7,day_2,season_1,254,13,11,43,255.144,91,0,education_1,son_2,1,0,pet_0,75,171,27,7
96,reason_28,month_12,day_3,season_2,388,49,11,31,316.456,93,0,education_1,son_0,0,0,pet_0,95,168,30,1
97,reason_26,month_11,day_5,season_4,181,12,11,45,302.927,83,0,education_1,son_2,1,0,pet_0,83,172,26,0
98,reason_13,month_7,day_5,season_1,307,7,11,37,246.692,92,0,education_1,son_0,0,1,pet_0,91,168,27,3
99,reason_22,month_3,day_3,season_2,210,52,11,35,323.34,93,0,education_1,son_4,1,1,pet_0,95,169,30,9
100,reason_6,month_3,day_5,season_4,160,10,11,48,258.148,96,0,education_1,son_2,1,0,pet_2,99,171,31,5
101,reason_28,month_11,day_5,season_2,195,16,11,31,225.443,91,0,education_1,son_3,0,0,pet_1,57,173,21,8
102,reason_22,month_11,day_3,season_1,314,15,11,47,337.382,83,0,education_1,son_1,1,0,pet_1,93,172,30,0
103,reason_5,month_4,day_4,season_3,240,7,11,34,284.398,99,0,education_3,son_0,0,0,pet_0,74,170,26,2
104,reason_27,month_11,day_3,season_2,268,48,11,29,263.772,93,0,education_1,son_2,1,0,pet_1,77,171,25,10
105,reason_23,month_6,day_4,season_3,161,28,11,53,378.884,97,1,education_2,son_1,1,0,pet_0,106,177,37,0
106,reason_13,month_9,day_2,season_4,344,15,11,27,231.059,96,0,education_2,son_0,0,0,pet_0,72,170,24,4
107,reason_14,month_7,day_6,season_1,158,7,11,38,242.206,90,0,education_3,son_1,0,0,pet_0,100,175,34,4
108,reason_28,month_6,day_6,season_3,341,42,11,35,310.428,96,0,education_1,son_0,1,1,pet_0,78,174,25,6
109,reason_11,month_7,day_5,season_1,257,50,11,32,228.89,91,0,education_1,son_0,1,0,pet_0,85,172,27,10
110,reason_8,month_3,day_3,season_2,158,9,11,40,248.198,100,0,education_1,son_0,1,1,pet_2,97,174,29,27
111,reason_7,month_3,day_3,season_2,184,48,11,30,341.093,97,1,education_2,son_1,0,0,pet_4,69,170,25,1
112,reason_23,month_2,day_4,season_3,206,8,11,41,363.387,93,0,education_1,son_1,0,0,pet_0,83,170,26,3
113,reason_18,month_4,day_4,season_2,250,16,11,32,294.803,91,0,education_2,son_0,0,0,pet_0,76,173,26,1
114,reason_13,month_10,day_2,season_1,230,43,11,49,296.661,86,0,education_1,son_2,1,0,pet_1,99,175,31,50
115,reason_27,month_3,day_3,season_4,316,49,11,51,231.298,100,0,education_1,son_1,1,0,pet_0,94,167,29,18
116,reason_11,month_5,day_4,season_4,164,18,11,41,294.928,98,0,education_1,son_0,1,0,pet_0,62,171,23,8
117,reason_25,month_5,day_2,season_4,336,49,11,32,324.949,96,0,education_1,son_4,0,0,pet_0,65,165,25,9
118,reason_0,month_7,day_4,season_1,355,34,11,30,347.673,93,0,education_1,son_1,0,0,pet_0,81,170,23,2
119,reason_23,month_12,day_4,season_4,208,33,11,37,265.513,94,0,education_1,son_2,0,0,pet_0,73,177,25,3
120,reason_5,month_6,day_6,season_2,185,31,11,44,235.4,95,0,education_3,son_2,1,0,pet_0,69,174,29,11
121,reason_19,month_10,day_5,season_4,166,7,11,34,287.263,94,0,education_1,son_0,0,0,pet_2,68,168,24,4
122,reason_28,month_1,day_5,season_4,366,49,11,36,224.589,93,0,education_1,son_2,1,0,pet_0,106,166,37,3
123,reason_14,month_7,day_2,season_1,226,39,11,42,253.614,90,0,education_1,son_0,1,0,pet_0,75,167,31,24
124,reason_26,month_5,day_4,season_4,346,10,11,36,266.524,96,0,education_3,son_2,1,0,pet_1,73,172,25,0
125,reason_23,month_12,day_6,season_1,218,40,11,33,227.138,98,0,education_1,son_0,1,1,pet_0,80,172,26,1
126,reason_10,month_2,day_5,season_3,353,24,11,36,230.388,94,0,education_2,son_1,0,0,pet_0,62,170,24,8
127,reason_14,month_9,day_2,season_2,258,15,11,40,255.24,93,0,education_1,son_0,1,0,pet_0,74,173,26,10
128,reason_23,month_1,day_4,season_1,173,18,11,28,321.145,94,0,education_1,son_1,0,0,pet_0,69,186,23,8
129,reason_25,month_2,day_5,season_1,170,8,11,52,292.921,91,0,education_1,son_4,1,0,pet_0,82,168,29,5
130,reason_21,month_5,day_3,season_3,382,39,11,40,297.098,97,0,education_1,son_2,1,0,pet_0,102,165,35,1
131,reason_6,month_7,day_2,season_2,173,6,11,30,228.108,97,0,education_1,son_1,1,0,pet_0,67,170,27,30
132,reason_25,month_3,day_6,season_2,161,8,11,50,225.499,96,0,education_1,son_2,1,1,pet_1,91,178,26,12
133,reason_28,month_2,day_3,season_4,378,46,11,33,290.512,94,0,education_1,son_0,1,0,pet_0,93,166,30,5
134,reason_19,month_10,day_2,season_1,201,34,11,39,240.868,95,0,education_1,son_0,1,0,pet_0,72,173,23,2
135,reason_28,month_10,day_4,season_2,283,23,11,33,239.787,99,0,education_2,son_2,0,0,pet_0,66,176,23,7
136,reason_23,month_6,day_2,season_3,193,22,11,30,239.36,98,0,education_3,son_2,1,0,pet_0,60,172,22,4
137,reason_28,month_10,day_3,season_1,216,44,11,38,257.967,85,0,education_1,son_2,0,0,pet_0,92,177,29,5
138,reason_27,month_7,day_6,season_1,280,29,11,40,273.295,90,0,education_1,son_1,1,0,pet_1,74,172,23,13
139,reason_27,month_5,day_2,season_2,204,25,11,46,258.762,97,0,education_2,son_2,0,0,pet_0,74,176,26,10
140,reason_19,month_2,day_3,season_2,188,17,11,32,262.647,81,0,education_1,son_0,0,0,pet_1,79,179,25,6
141,reason_0,month_3,day_3,season_4,307,49,11,32,241.609,91,0,education_1,son_3,0,0,pet_2,57,164,23,0
142,reason_10,month_2,day_5,season_1,163,26,11,40,371.404,96,0,education_1,son_0,0,0,pet_0,78,168,26,4
143,reason_28,month_5,day_4,season_3,388,52,11,33,341.989,96,0,education_3,son_0,1,0,pet_0,67,167,27,10
144,reason_0,month_1,day_2,season_2,282,35,11,42,233.921,95,0,education_1,son_0,1,0,pet_0,96,170,33,1
145,reason_28,month_3,day_6,season_3,228,7,11,30,378.884,93,0,education_2,son_2,0,1,pet_0,58,172,20,15
146,reason_8,month_3,day_2,season_4,192,10,11,41,310.881,93,1,education_2,son_2,0,0,pet_4,88,174,27,0
147,reason_23,month_7,day_2,season_1,272,27,11,30,244.605,91,1,education_1,son_4,1,0,pet_0,76,169,27,2
148,reason_27,month_3,day_2,season_3,164,43,11,40,319.854,93,0,education_1,son_1,1,0,pet_0,91,185,28,0
149,reason_0,month_5,day_3,season_3,162,10,11,27,296.686,99,0,education_1,son_0,0,1,pet_0,81,180,25,1
150,reason_9,month_5,day_6,season_3,233,48,11,32,290.57,99,0,education_1,son_1,1,0,pet_2,103,177,28,9
151,reason_28,month_7,day_5,season_1,388,52,11,29,267.063,92,0,education_2,son_0,0,0,pet_0,72,170,24,0
152,reason_23,month_8,day_2,season_4,271,46,11,30,300.509,98,0,education_1,son_0,1,0,pet_2,94,169,31,1
153,reason_28,month_1,day_4,season_3,295,52,11,32,224.555,98,0,education_1,son_0,1,0,pet_0,57,172,20,2
154,reason_11,month_11,day_3,season_3,216,30,11,27,274.031,95,0,education_1,son_2,0,0,pet_0,59,168,22,3
155,reason_13,month_8,day_4,season_1,223,27,11,33,246.17,98,0,education_1,son_1,0,0,pet_1,66,168,26,17
156,reason_13,month_11,day_2,season_2,264,50,11,40,230.524,99,0,education_1,son_1,1,0,pet_4,102,163,35,8
157,reason_6,month_9,day_4,season_2,200,8,11,39,265.106,95,0,education_1,son_0,1,0,pet_2,86,170,28,14
158,reason_28,month_1,day_6,season_2,184,36,11,35,264.918,96,0,education_1,son_0,1,0,pet_1,56,171,20,21
159,reason_12,month_3,day_5,season_4,231,10,11,33,237.475,93,0,education_1,son_1,0,0,pet_1,71,171,23,28
160,reason_28,month_1,day_3,season_3,186,35,11,28,261.304,90,0,education_1,son_1,1,0,pet_0,58,172,23,5
161,reason_23,month_11,day_6,season_4,279,51,11,34,231.378,97,0,education_1,son_1,1,0,pet_2,93,169,30,1
162,reason_26,month_10,day_3,season_4,388,45,11,32,268.363,91,0,education_1,son_2,1,1,pet_0,68,167,23,0
163,reason_10,month_5,day_4,season_4,190,43,11,35,244.701,98,0,education_1,son_0,1,0,pet_0,93,174,29,2
164,reason_23,month_10,day_6,season_4,199,40,11,28,312.674,93,0,education_1,son_1,1,0,pet_0,62,177,19,6
165,reason_11,month_11,day_4,season_2,388,52,11,35,262.185,96,0,education_3,son_0,0,0,pet_0,72,166,30,0
166,reason_13,month_2,day_2,season_2,172,16,11,30,232.951,87,0,education_3,son_0,0,0,pet_0,61,177,22,5
167,reason_13,month_3,day_2,season_2,388,49,11,27,330.647,99,0,education_2,son_2,0,1,pet_2,57,169,19,10
168,reason_21,month_2,day_2,season_4,388,42,11,35,254.257,95,0,education_1,son_0,0,0,pet_0,69,167,27,1
169,reason_11,month_11,day_3,season_1,198,30,11,30,237.437,96,0,education_2,son_4,0,0,pet_2,63,173,25,3
170,reason_28,month_10,day_6,season_1,338,28,11,28,327.692,92,0,education_2,son_4,0,1,pet_0,60,170,20,22
171,reason_19,month_2,day_3,season_2,159,46,11,35,243.626,94,0,education_1,son_1,0,0,pet_0,108,174,38,1
172,reason_23,month_10,day_6,season_1,296,34,11,28,235.648,92,0,education_1,son_0,1,1,pet_0,57,172,19,1
173,reason_28,month_9,day_3,season_1,215,7,11,32,307.854,96,0,education_3,son_2,0,0,pet_0,58,179,22,4
174,reason_18,month_3,day_5,season_3,345,52,11,35,239.309,96,0,education_1,son_4,1,0,pet_0,64,166,26,3
175,reason_27,month_11,day_6,season_1,187,34,11,36,290.597,87,0,education_1,son_2,0,0,pet_0,102,182,31,7
176,reason_10,month_9,day_4,season_1,304,10,11,35,332.754,88,0,education_1,son_2,0,1,pet_0,72,174,23,0
177,reason_26,month_7,day_6,season_4,388,40,11,28,261.485,95,0,education_1,son_2,1,0,pet_2,91,166,29,2
178,reason_23,month_6,day_6,season_2,190,29,11,53,232.069,99,0,education_3,son_2,1,0,pet_0,72,171,26,2
179,reason_27,month_3,day_6,season_3,259,20,11,35,323.472,95,0,education_1,son_1,1,0,pet_0,72,168,24,17
180,reason_19,month_5,day_5,season_3,388,52,11,29,247.886,97,0,education_1,son_2,0,0,pet_4,61,166,22,0
181,reason_10,month_4,day_2,season_3,251,30,11,34,222.714,98,0,education_1,son_0,0,0,pet_0,58,169,20,1
182,reason_22,month_1,day_3,season_2,185,47,11,33,254.211,99,0,education_1,son_1,1,0,pet_0,105,178,35,2
183,reason_0,month_7,day_5,season_4,178,6,11,42,259.829,95,0,education_1,son_2,0,1,pet_0,85,172,27,6
184,reason_28,month_1,day_2,season_2,285,52,11,44,269.104,97,0,education_1,son_1,1,0,pet_0,98,164,36,6
185,reason_0,month_11,day_2,season_1,158,13,11,44,364.311,92,0,education_1,son_0,1,0,pet_0,105,184,35,16
186,reason_13,month_12,day_5,season_4,255,42,11,33,323.82,97,0,education_1,son_0,1,0,pet_0,60,171,22,14
187,reason_13,month_10,day_6,season_4,167,27,11,38,308.83,89,1,education_1,son_0,0,0,pet_0,107,183,32,0
188,reason_27,month_3,day_5,season_4,171,23,11,34,283.446,93,0,education_1,son_1,1,1,pet_0,94,180,26,30
189,reason_1,month_6,day_4,season_3,199,34,11,44,223.441,98,0,education_1,son_2,1,0,pet_0,85,179,29,6
190,reason_23,month_7,day_5,season_1,226,36,11,35,337.117,86,0,education_1,son_0,1,0,pet_0,78,175,27,1
191,reason_19,month_3,day_4,season_3,210,32,11,40,265.667,94,1,education_1,son_3,1,0,pet_0,82,177,24,0
192,reason_27,month_11,day_2,season_3,158,8,11,46,258.157,89,0,education_1,son_2,1,0,pet_0,94,173,31,2
193,reason_18,month_4,day_5,season_2,307,22,11,30,273.153,99,0,education_3,son_0,1,0,pet_2,57,178,19,14
194,reason_11,month_11,day_4,season_4,221,50,11,42,236.51,92,0,education_1,son_0,1,0,pet_1,77,168,26,6
195,reason_23,month_5,day_4,season_2,316,34,11,43,303.842,91,0,education_1,son_1,0,0,pet_1,61,169,22,3
196,reason_23,month_5,day_3,season_2,302,39,11,38,324.729,94,0,education_1,son_0,1,0,pet_0,75,165,32,3
197,reason_13,month_2,day_6,season_2,374,50,11,27,274.335,98,0,education_1,son_2,0,0,pet_0,64,168,24,6
198,reason_1,month_5,day_6,season_2,172,52,11,36,337.84,98,0,education_1,son_3,1,0,pet_0,71,181,22,4
199,reason_28,month_7,day_2,season_1,220,52,11,29,230.083,87,0,education_1,son_4,1,0,pet_8,65,165,27,2
200,reason_23,month_9,day_6,season_1,198,7,11,31,257.559,99,0,education_3,son_1,0,0,pet_2,77,173,25,1
201,reason_19,month_5,day_4,season_3,280,11,11,41,250.527,91,0,education_1,son_4,1,0,pet_1,64,166,24,4
202,reason_26,month_3,day_6,season_4,273,43,11,28,247.35,88,0,education_1,son_3,0,0,pet_2,56,165,19,1
203,reason_27,month_8,day_6,season_4,388,44,11,29,223.07,99,0,education_2,son_0,1,0,pet_1,59,171,20,5
204,reason_26,month_7,day_5,season_1,241,21,11,29,321.974,93,0,education_1,son_0,1,0,pet_0,72,177,22,3
205,reason_28,month_1,day_4,season_2,194,33,11,30,289.8,93,0,education_1,son_0,0,0,pet_2,60,173,21,0
206,reason_11,month_9,day_4,season_1,331,27,11,28,233.723,96,0,education_3,son_1,0,0,pet_0,65,174,22,1
207,reason_22,month_9,day_2,season_4,173,7,11,52,250.185,93,0,education_2,son_1,0,0,pet_1,91,171,31,4
208,reason_13,month_3,day_4,season_1,242,52,11,28,234.638,97,0,education_1,son_1,1,0,pet_8,75,169,26,16
209,reason_18,month_10,day_3,season_4,250,10,11,28,309.936,98,0,education_3,son_2,0,0,pet_0,61,174,20,5
210,reason_11,month_3,day_2,season_4,188,15,11,38,249.326,97,0,education_1,son_2,0,0,pet_4,70,169,22,38
211,reason_23,month_10,day_5,season_1,176,16,11,47,275.273,98,0,education_1,son_1,0,0,pet_1,87,168,31,8
212,reason_23,month_1,day_2,season_1,361,21,11,37,354.402,89,0,education_1,son_0,1,0,pet_0,84,167,26,0
213,reason_10,month_12,day_2,season_2,268,8,11,35,344.516,92,0,education_3,son_1,0,0,pet_0,58,167,20,4
214,reason_27,month_12,day_6,season_2,301,51,11,34,261.635,96,0,education_3,son_1,1,0,pet_2,62,168,23,7
215,reason_14,month_10,day_4,season_1,198,29,11,43,256.201,88,0,education_1,son_1,1,0,pet_0,88,174,26,2
216,reason_19,month_12,day_3,season_1,202,48,11,34,241.747,97,0,education_1,son_1,0,0,pet_2,56,171,20,4
217,reason_27,month_8,day_5,season_4,233,31,11,33,245.752,95,0,education_1,son_1,0,1,pet_0,77,166,27,17
218,reason_14,month_10,day_2,season_1,181,50,11,48,312.059,91,0,education_1,son_1,1,0,pet_0,77,169,25,1
219,reason_11,month_6,day_3,season_3,220,33,11,31,241.836,98,0,education_1,son_0,0,0,pet_0,66,174,26,4
220,reason_22,month_2,day_5,season_4,287,34,11,40,344.862,87,0,education_1,son_0,1,0,pet_0,70,166,27,0
221,reason_13,month_3,day_4,season_2,261,37,11,32,378.884,89,0,education_1,son_0,0,0,pet_0,99,179,27,1
222,reason_13,month_1,day_2,season_1,272,40,11,31,268.532,98,0,education_1,son_0,0,0,pet_2,64,171,22,20
223,reason_18,month_1,day_5,season_2,258,18,11,34,241.216,96,0,education_3,son_0,1,0,pet_0,94,185,26,11
224,reason_19,month_2,day_6,season_4,157,8,11,39,329.718,96,0,education_1,son_0,0,0,pet_0,61,176,21,3
225,reason_18,month_5,day_3,season_4,204,50,11,31,257.76,97,0,education_1,son_1,1,0,pet_8,59,172,20,19
226,reason_5,month_10,day_4,season_1,178,7,11,37,290.029,95,0,education_3,son_1,0,0,pet_0,58,166,21,8
227,reason_23,month_10,day_4,season_1,388,32,11,34,288.214,97,0,education_1,son_1,0,0,pet_0,96,169,28,6
228,reason_27,month_8,day_4,season_1,202,51,11,34,254.848,96,0,education_3,son_1,1,0,pet_0,99,182,30,13
