Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
63,32,Yes,Travel_Rarely,609,Research & Development,4,5,Life Sciences,1,3,Female,63,3,2,Manufacturing Director,4,Single,5132,14272,1,Y,No,14,3,1,80,0,6,1,4,5,3,1,4
64,25,No,Travel_Rarely,653,Research & Development,7,2,Human Resources,1,1,Male,75,3,1,Laboratory Technician,1,Divorced,3302,14345,0,Y,No,14,3,4,80,2,5,2,4,4,2,0,2
65,38,No,Travel_Frequently,899,Human Resources,9,2,Marketing,1,4,Male,51,3,2,Sales Executive,1,Single,5129,15637,4,Y,Yes,12,3,3,80,0,11,1,3,4,2,0,2
66,31,No,Travel_Rarely,1193,Human Resources,11,5,Technical Degree,1,1,Female,91,3,2,Research Scientist,4,Single,4922,21516,0,Y,No,11,3,2,80,0,7,3,1,6,5,1,4
67,36,No,Travel_Rarely,772,Human Resources,2,5,Life Sciences,1,4,Male,53,3,2,Sales Executive,4,Single,5808,22290,0,Y,Yes,12,3,3,80,0,11,2,2,7,1,1,3
68,37,No,Travel_Rarely,577,Research & Development,2,5,Human Resources,1,4,Female,85,3,2,Manufacturing Director,4,Married,7379,6960,4,Y,No,16,3,2,80,0,15,2,2,3,2,0,2
69,36,No,Travel_Frequently,1162,Research & Development,4,4,Medical,1,2,Male,70,3,2,Research Scientist,1,Single,5224,12818,7,Y,No,18,3,1,80,0,18,3,3,5,4,0,3
70,28,No,Travel_Rarely,813,Sales,10,5,Medical,1,4,Female,59,2,1,Sales Representative,4,Single,2352,16827,1,Y,No,15,3,3,80,0,2,3,2,2,2,1,2
71,33,Yes,Travel_Rarely,576,Research & Development,8,5,Medical,1,3,Male,53,3,1,Sales Executive,3,Single,2843,12917,2,Y,Yes,14,3,1,80,0,8,2,4,3,2,1,2
72,30,No,Travel_Rarely,570,Research & Development,2,3,Human Resources,1,1,Male,66,2,1,Research Scientist,2,Divorced,2668,4920,0,Y,No,15,3,1,80,2,4,3,2,3,2,1,2
73,37,No,Travel_Frequently,271,Human Resources,1,5,Human Resources,1,3,Male,34,3,2,Manufacturing Director,2,Divorced,4437,12560,2,Y,No,15,3,1,80,1,8,2,3,2,1,0,2
74,42,No,Travel_Rarely,950,Research & Development,6,5,Human Resources,1,4,Male,79,3,2,Manager,3,Married,12808,19740,1,Y,Yes,13,3,4,80,1,21,3,3,21,7,11,13
75,45,No,Travel_Rarely,627,Human Resources,4,5,Human Resources,1,4,Female,46,2,5,Manager,4,Divorced,19462,4981,3,Y,No,14,3,4,80,1,25,4,4,22,7,4,9
76,39,No,Travel_Rarely,1168,Sales,8,5,Marketing,1,1,Female,42,2,1,Sales Executive,3,Single,3348,10848,1,Y,No,14,3,3,80,0,4,4,3,4,2,1,2
77,41,No,Travel_Frequently,518,Human Resources,2,4,Medical,1,2,Male,61,3,1,Human Resources,1,Single,2901,16645,4,Y,No,13,3,4,80,0,7,2,3,4,2,2,2
78,28,Yes,Travel_Frequently,1276,Research & Development,20,3,Medical,1,1,Male,69,2,1,Research Scientist,2,Single,2178,20912,0,Y,No,22,4,4,80,0,3,6,3,2,1,0,1
79,48,No,Travel_Rarely,702,Human Resources,18,5,Human Resources,1,2,Female,73,2,3,Manufacturing Director,4,Divorced,10186,15200,5,Y,Yes,15,3,2,80,1,17,0,3,5,3,1,4
80,34,No,Travel_Rarely,468,Research & Development,8,5,Life Sciences,1,3,Male,69,3,1,Research Scientist,2,Single,2820,15773,2,Y,No,11,3,2,80,0,6,2,3,4,2,1,2
81,36,Yes,Travel_Frequently,538,Research & Development,7,5,Human Resources,1,1,Male,42,2,1,Laboratory Technician,3,Divorced,3590,22823,0,Y,Yes,17,3,1,80,1,7,2,3,5,4,1,3
82,36,No,Travel_Rarely,970,Human Resources,19,5,Medical,1,4,Male,63,3,2,Sales Executive,4,Married,6114,21747,2,Y,Yes,17,3,4,80,0,10,2,3,1,1,0,0
83,29,No,Travel_Rarely,492,Research & Development,2,5,Human Resources,1,3,Male,44,2,1,Sales Executive,4,Married,5721,17648,1,Y,No,12,3,1,80,1,10,2,3,10,8,2,7
84,33,No,Travel_Rarely,670,Sales,2,1,Human Resources,1,2,Female,58,4,1,Sales Representative,1,Divorced,2696,22466,1,Y,Yes,13,3,3,80,0,10,2,2,9,7,8,6
85,29,Yes,Travel_Frequently,419,Research & Development,10,2,Human Resources,1,3,Female,75,2,1,Laboratory Technician,1,Divorced,2563,8205,7,Y,Yes,13,3,3,80,3,6,3,3,1,0,0,0
86,30,No,Travel_Frequently,430,Research & Development,5,3,Technical Degree,1,3,Female,87,3,1,Sales Executive,2,Married,2356,14411,1,Y,No,12,3,4,80,0,1,1,3,1,0,0,0
87,44,No,Non-Travel,1027,Human Resources,6,5,Life Sciences,1,2,Female,65,2,3,Healthcare Representative,3,Single,9203,19615,5,Y,No,23,4,3,80,0,19,2,1,11,9,11,2
88,36,No,Travel_Frequently,815,Human Resources,2,5,Human Resources,1,4,Male,57,3,2,Sales Executive,2,Married,4852,8683,1,Y,No,16,3,1,80,0,8,2,4,8,7,6,7
89,32,No,Travel_Rarely,589,Human Resources,6,5,Human Resources,1,2,Male,82,2,3,Healthcare Representative,4,Married,8214,21707,1,Y,No,17,3,4,80,0,10,3,3,10,7,1,8
90,38,No,Travel_Rarely,984,Human Resources,2,5,Human Resources,1,4,Male,81,3,1,Human Resources,4,Divorced,2405,19112,4,Y,Yes,11,3,3,80,1,8,2,3,5,3,0,1
91,37,No,Travel_Rarely,1338,Human Resources,7,5,Human Resources,1,4,Male,78,3,1,Human Resources,3,Married,3173,15435,4,Y,Yes,12,3,1,80,2,8,3,4,3,2,0,2
92,32,No,Travel_Frequently,950,Human Resources,2,5,Human Resources,1,3,Male,52,2,2,Manufacturing Director,4,Married,5233,9522,1,Y,No,14,3,2,80,1,13,2,4,13,9,4,8
93,43,No,Travel_Rarely,900,Human Resources,11,2,Medical,1,4,Male,62,4,2,Sales Executive,1,Single,6602,11961,2,Y,No,12,3,3,80,0,10,1,4,4,2,0,2
94,35,Yes,Travel_Rarely,827,Research & Development,10,5,Medical,1,3,Male,57,2,1,Research Scientist,4,Single,2268,6449,5,Y,No,14,3,4,80,0,6,4,3,1,0,0,0
95,31,No,Travel_Rarely,902,Sales,4,5,Human Resources,1,3,Female,52,4,1,Sales Executive,4,Married,3075,14370,1,Y,Yes,12,3,2,80,1,8,2,3,8,7,0,7
96,35,Yes,Travel_Frequently,600,Research & Development,23,5,Human Resources,1,3,Female,78,3,1,Laboratory Technician,4,Married,3008,13919,1,Y,Yes,17,3,3,80,1,10,2,2,10,2,3,7
97,48,No,Travel_Rarely,419,Human Resources,9,5,Medical,1,4,Male,42,3,1,Manager,3,Married,15436,21547,0,Y,No,13,3,2,80,1,21,2,3,4,2,1,2
98,30,Yes,Travel_Frequently,828,Sales,3,4,Marketing,1,3,Female,72,3,1,Sales Representative,2,Single,2250,15683,1,Y,No,14,3,1,80,0,1,3,3,1,1,0,0
99,48,No,Travel_Rarely,261,Human Resources,21,4,Human Resources,1,4,Female,69,3,4,Sales Executive,2,Married,13696,7503,8,Y,No,22,4,3,80,1,24,2,3,11,11,7,7
100,34,No,Travel_Rarely,680,Human Resources,12,3,Technical Degree,1,4,Male,93,1,2,Sales Executive,1,Single,5403,23317,1,Y,No,13,3,3,80,0,10,0,2,10,7,7,8
101,41,No,Travel_Rarely,540,Human Resources,10,5,Medical,1,1,Female,53,3,3,Healthcare Representative,4,Single,10281,8245,0,Y,No,13,3,4,80,0,23,4,3,20,9,5,9
102,37,No,Travel_Rarely,998,Human Resources,7,4,Medical,1,4,Male,82,3,2,Sales Executive,2,Single,5237,16299,1,Y,No,14,3,4,80,0,18,4,3,18,9,5,8
103,47,No,Non-Travel,709,Human Resources,17,5,Human Resources,1,4,Male,61,2,4,Manufacturing Director,4,Married,12991,21205,1,Y,Yes,13,3,4,80,0,25,1,2,25,9,3,8
104,25,Yes,Travel_Rarely,1317,Research & Development,23,5,Medical,1,3,Male,55,1,1,Laboratory Technician,3,Single,2896,14319,0,Y,No,14,3,3,80,0,4,2,3,3,2,1,2
105,36,No,Travel_Rarely,935,Human Resources,5,4,Life Sciences,1,2,Male,38,3,4,Manager,1,Single,12707,16370,1,Y,No,13,3,4,80,0,15,1,3,11,7,1,4
106,36,No,Travel_Frequently,1323,Human Resources,2,5,Medical,1,1,Male,52,3,2,Sales Executive,4,Married,6592,10232,2,Y,Yes,13,3,2,80,0,16,2,2,8,7,0,8
107,48,No,Travel_Rarely,926,Human Resources,6,4,Human Resources,1,1,Male,90,3,5,Manager,2,Married,19228,9199,4,Y,No,21,4,4,80,1,27,2,3,4,2,0,2
108,37,No,Travel_Frequently,1294,Research & Development,8,5,Human Resources,1,2,Female,56,3,1,Research Scientist,3,Divorced,2885,5033,1,Y,No,16,3,1,80,1,7,4,3,7,7,1,6
109,38,No,Non-Travel,1067,Human Resources,11,5,Human Resources,1,4,Male,80,3,2,Healthcare Representative,2,Married,5983,12099,3,Y,No,15,3,3,80,1,9,2,3,3,2,2,2
110,28,No,Travel_Rarely,996,Human Resources,10,2,Life Sciences,1,3,Female,72,4,2,Laboratory Technician,1,Single,4686,21776,1,Y,No,13,3,2,80,0,7,3,3,7,5,1,5
111,34,No,Travel_Rarely,1222,Human Resources,4,4,Medical,1,4,Male,56,2,3,Sales Executive,1,Married,9864,10620,2,Y,No,12,3,1,80,1,16,5,3,7,7,0,7
112,36,No,Non-Travel,859,Human Resources,6,5,Marketing,1,4,Female,71,3,2,Sales Executive,4,Single,6112,22694,0,Y,No,13,3,4,80,0,7,2,3,5,4,1,4
113,45,No,Travel_Rarely,911,Human Resources,2,5,Human Resources,1,3,Male,67,1,4,Manager,4,Married,15704,18593,0,Y,Yes,14,3,3,80,1,21,2,4,8,5,0,7
114,26,No,Travel_Rarely,1193,Human Resources,18,5,Human Resources,1,2,Male,62,3,2,Research Scientist,3,Married,4839,24218,1,Y,No,14,3,4,80,2,9,2,2,8,7,0,7
115,54,No,Travel_Rarely,609,Human Resources,6,3,Human Resources,1,3,Male,43,2,3,Healthcare Representative,2,Married,10553,20858,3,Y,Yes,20,4,2,80,1,25,3,3,5,4,0,3
116,35,No,Travel_Rarely,487,Sales,13,5,Human Resources,1,1,Male,72,1,1,Sales Executive,4,Married,2777,21538,1,Y,No,12,3,4,80,1,2,3,2,3,2,1,2
117,34,No,Travel_Rarely,918,Human Resources,7,5,Medical,1,4,Female,88,2,2,Sales Executive,3,Single,6283,19806,1,Y,No,14,3,1,80,0,7,4,3,8,7,1,7
118,31,No,Travel_Rarely,496,Research & Development,10,5,Technical Degree,1,4,Female,48,3,2,Manufacturing Director,4,Single,4961,22814,1,Y,No,12,3,4,80,0,10,2,2,10,7,4,8
119,43,No,Travel_Rarely,1184,Research & Development,26,2,Life Sciences,1,4,Female,79,3,1,Research Scientist,1,Single,3074,11920,5,Y,No,12,3,4,80,0,8,2,3,3,2,0,2
120,27,No,Travel_Rarely,902,Research & Development,5,5,Human Resources,1,1,Female,84,3,1,Research Scientist,4,Divorced,2407,19481,1,Y,No,12,3,2,80,0,5,5,2,5,2,1,2
121,32,Yes,Travel_Rarely,1173,Research & Development,5,5,Human Resources,1,3,Female,41,2,1,Research Scientist,3,Married,2796,16650,1,Y,Yes,19,3,2,80,2,4,3,3,4,3,3,1
122,45,No,Travel_Rarely,690,Human Resources,6,5,Human Resources,1,4,Male,66,3,5,Manager,4,Married,19342,6192,4,Y,No,11,3,1,80,1,27,4,2,19,8,9,10
123,36,No,Travel_Rarely,351,Human Resources,1,4,Human Resources,1,2,Male,69,2,2,Laboratory Technician,2,Married,4647,16178,3,Y,No,15,3,4,80,1,11,3,3,7,5,1,7
124,27,No,Non-Travel,350,Research & Development,17,5,Human Resources,1,4,Female,57,2,1,Laboratory Technician,3,Married,3274,18071,1,Y,Yes,14,3,1,80,3,5,2,3,5,4,0,0
125,35,No,Travel_Frequently,576,Human Resources,9,5,Life Sciences,1,1,Male,52,3,2,Healthcare Representative,2,Single,5074,21582,8,Y,No,12,3,4,80,0,10,2,3,8,7,0,7
126,50,Yes,Travel_Frequently,1126,Human Resources,24,4,Technical Degree,1,1,Female,46,3,3,Sales Executive,1,Single,10523,22682,3,Y,Yes,12,3,2,80,0,17,5,3,4,3,1,3
127,27,No,Travel_Rarely,936,Human Resources,8,5,Medical,1,4,Male,69,3,2,Healthcare Representative,3,Single,5026,8633,1,Y,No,17,3,2,80,0,8,6,4,8,7,6,7
128,49,No,Travel_Rarely,598,Research & Development,8,2,Medical,1,2,Female,81,3,2,Manufacturing Director,1,Single,5807,12219,7,Y,No,16,3,4,80,0,10,3,3,5,2,1,3
129,35,No,Travel_Rarely,1209,Human Resources,4,5,Human Resources,1,4,Male,66,2,2,Sales Executive,3,Married,6471,21822,5,Y,No,18,3,1,80,1,10,2,2,5,4,1,2
130,38,No,Travel_Frequently,1207,Research & Development,7,5,Human Resources,1,1,Male,55,4,1,Sales Executive,4,Married,4661,12960,2,Y,No,12,3,4,80,1,10,0,3,5,4,4,3
131,40,No,Travel_Frequently,504,Research & Development,9,5,Life Sciences,1,4,Female,84,3,2,Laboratory Technician,4,Single,4544,7760,1,Y,No,12,3,4,80,0,8,4,4,8,7,5,7
132,37,No,Non-Travel,924,Human Resources,9,5,Human Resources,1,1,Male,81,3,2,Sales Executive,3,Married,5118,24229,3,Y,No,12,3,3,80,2,9,2,3,3,2,1,2
133,35,No,Travel_Frequently,1175,Human Resources,4,5,Human Resources,1,1,Male,69,2,2,Research Scientist,3,Married,4777,5627,1,Y,No,13,3,1,80,0,10,1,3,10,3,2,3
134,28,Yes,Travel_Frequently,621,Research & Development,4,5,Human Resources,1,1,Female,43,3,1,Laboratory Technician,4,Married,2448,9072,9,Y,No,14,3,3,80,0,1,3,3,1,0,1,0
135,27,No,Travel_Rarely,963,Sales,8,5,Marketing,1,3,Female,69,3,1,Sales Executive,2,Single,2819,19366,1,Y,No,13,3,2,80,0,8,2,2,7,7,1,7
136,29,No,Travel_Rarely,571,Human Resources,8,5,Human Resources,1,2,Female,54,3,3,Sales Executive,2,Married,8573,17450,1,Y,No,14,3,2,80,2,7,2,3,5,3,0,3
137,29,Yes,Travel_Rarely,469,Research & Development,8,4,Medical,1,4,Male,56,3,1,Laboratory Technician,1,Married,2740,20329,4,Y,No,22,4,2,80,1,8,3,3,4,2,1,3
138,29,Yes,Travel_Rarely,571,Human Resources,21,2,Other,1,4,Male,52,1,2,Sales Executive,1,Single,5037,24319,0,Y,Yes,15,3,3,80,0,4,2,3,3,2,0,2
139,34,No,Non-Travel,1029,Research & Development,8,3,Human Resources,1,4,Female,58,3,2,Laboratory Technician,1,Married,4320,23682,1,Y,No,20,4,3,80,1,5,5,2,5,3,1,3
