,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,41.0,Yes,Travel_Rarely,346.0,Research & Development,10.0,3,Marketing,1,1,Female,55.0,3,2,Research Director,3,Divorced,9735.0,23898.0,1,Y,No,14.0,3,1,80,2,16.0,3,3,8.0,7.0,2.0,1.0
31,50.0,No,Travel_Frequently,429.0,Research & Development,2.0,4,Life Sciences,1,2,Female,64.0,2,2,Healthcare Representative,3,Single,14081.0,5062.0,1,Y,No,18.0,3,3,80,0,21.0,4,3,1.0,1.0,2.0,0.0
32,41.0,No,Travel_Rarely,1387.0,Research & Development,23.0,2,Marketing,1,3,Female,42.0,3,2,Research Scientist,3,Married,8047.0,7569.0,6,Y,No,17.0,3,2,80,2,15.0,3,2,7.0,11.0,8.0,4.0
33,48.0,No,Travel_Rarely,728.0,Sales,9.0,2,Marketing,1,2,Female,73.0,4,2,Healthcare Representative,4,Married,6241.0,6700.0,1,Y,No,18.0,3,3,80,0,8.0,1,3,8.0,2.0,0.0,3.0
34,40.0,No,Non-Travel,1163.0,Human Resources,3.0,4,Marketing,1,1,Male,90.0,3,2,Research Scientist,2,Single,7089.0,11811.0,3,Y,No,15.0,4,4,80,1,5.0,3,1,4.0,5.0,2.0,2.0
35,49.0,No,Travel_Rarely,255.0,Research & Development,4.0,3,Other,1,4,Male,76.0,2,1,Research Scientist,3,Divorced,11206.0,18888.0,3,Y,No,20.0,3,3,80,0,14.0,3,3,14.0,5.0,4.0,1.0
36,30.0,No,Travel_Rarely,1123.0,Sales,6.0,3,Life Sciences,1,4,Female,74.0,3,2,Sales Executive,3,Single,3358.0,8927.0,5,Y,No,15.0,3,2,80,3,3.0,3,3,3.0,2.0,1.0,2.0
37,49.0,No,Travel_Rarely,1237.0,Research & Development,5.0,3,Technical Degree,1,1,Female,80.0,3,4,Healthcare Representative,2,Single,17650.0,11808.0,7,Y,Yes,20.0,3,4,80,0,28.0,0,3,13.0,5.0,7.0,6.0
38,37.0,No,Travel_Rarely,1256.0,Sales,5.0,3,Medical,1,4,Male,39.0,3,1,Sales Executive,2,Divorced,10532.0,18262.0,1,Y,No,20.0,3,2,80,2,21.0,4,2,8.0,2.0,2.0,12.0
39,24.0,No,Travel_Rarely,456.0,Sales,25.0,4,Marketing,1,4,Male,56.0,1,2,Sales Executive,4,Divorced,3891.0,19862.0,7,Y,No,17.0,3,4,80,0,12.0,5,2,8.0,7.0,5.0,7.0
40,23.0,No,Travel_Rarely,769.0,Sales,18.0,1,Life Sciences,1,3,Female,34.0,2,2,Sales Representative,4,Divorced,2972.0,20114.0,0,Y,No,12.0,3,2,80,2,4.0,6,3,4.0,0.0,0.0,3.0
41,29.0,No,Travel_Frequently,303.0,Sales,12.0,4,Medical,1,3,Male,57.0,1,2,Sales Executive,3,Single,11233.0,25072.0,4,Y,No,18.0,3,3,80,0,16.0,3,3,11.0,4.0,3.0,8.0
42,36.0,No,Travel_Rarely,1151.0,Research & Development,6.0,1,Marketing,1,2,Male,42.0,2,3,Healthcare Representative,4,Divorced,12557.0,14530.0,1,Y,No,13.0,3,4,80,0,23.0,2,3,11.0,1.0,3.0,8.0
43,36.0,No,Travel_Rarely,390.0,Sales,9.0,2,Marketing,1,4,Male,70.0,3,2,Sales Executive,4,Married,6500.0,24884.0,5,Y,No,12.0,3,3,80,2,11.0,4,2,13.0,1.0,5.0,10.0
44,35.0,No,Travel_Rarely,140.0,Research & Development,14.0,4,Life Sciences,1,3,Female,80.0,3,2,Healthcare Representative,2,Married,4538.0,10600.0,1,Y,No,16.0,3,4,80,1,2.0,2,3,3.0,2.0,0.0,1.0
45,48.0,Yes,Travel_Rarely,846.0,Sales,11.0,3,Marketing,1,3,Female,46.0,2,3,Manufacturing Director,3,Single,15181.0,11758.0,2,Y,No,20.0,3,3,80,1,10.0,3,4,10.0,0.0,1.0,4.0
46,29.0,Yes,Travel_Rarely,182.0,Sales,12.0,4,Marketing,1,1,Female,67.0,2,1,Sales Representative,3,Married,2112.0,13008.0,1,Y,Yes,17.0,3,4,80,0,8.0,2,3,7.0,6.0,4.0,5.0
47,32.0,No,Non-Travel,1105.0,Research & Development,5.0,1,Life Sciences,1,4,Female,99.0,2,1,Sales Representative,3,Married,6226.0,17731.0,2,Y,No,13.0,3,1,80,1,6.0,3,4,5.0,4.0,0.0,3.0
48,44.0,Yes,Travel_Rarely,917.0,Research & Development,20.0,3,Life Sciences,1,3,Male,57.0,4,2,Research Scientist,1,Divorced,10481.0,26318.0,6,Y,No,18.0,3,2,80,0,21.0,2,3,7.0,7.0,2.0,4.0
49,40.0,No,Travel_Rarely,1264.0,Sales,1.0,2,Life Sciences,1,3,Male,66.0,2,3,Research Director,4,Single,16983.0,23577.0,3,Y,Yes,13.0,4,2,80,0,27.0,2,2,9.0,9.0,8.0,3.0
50,55.0,No,Travel_Rarely,820.0,Research & Development,18.0,4,Medical,1,1,Male,51.0,3,3,Sales Executive,4,Married,13474.0,9907.0,1,Y,No,17.0,4,4,80,1,24.0,3,3,14.0,10.0,12.0,3.0
51,42.0,No,Travel_Rarely,878.0,Sales,15.0,3,Medical,1,3,Female,36.0,4,3,Sales Executive,4,Married,4932.0,20109.0,5,Y,No,17.0,3,3,80,1,10.0,2,2,8.0,4.0,3.0,5.0
52,33.0,No,Travel_Rarely,738.0,Research & Development,17.0,2,Medical,1,3,Male,56.0,3,2,Healthcare Representative,4,Divorced,6401.0,11817.0,7,Y,No,13.0,3,2,80,0,10.0,2,3,9.0,2.0,1.0,1.0
53,32.0,No,Travel_Rarely,935.0,Human Resources,18.0,2,Life Sciences,1,1,Male,74.0,3,2,Research Scientist,3,Married,4777.0,23692.0,5,Y,No,15.0,3,3,80,1,14.0,4,3,4.0,10.0,0.0,8.0
54,40.0,No,Travel_Rarely,465.0,Sales,14.0,4,Medical,1,2,Male,79.0,3,1,Sales Executive,4,Single,4577.0,10968.0,1,Y,Yes,15.0,3,1,80,0,11.0,3,3,4.0,6.0,4.0,6.0
55,54.0,No,Travel_Rarely,1063.0,Sales,17.0,3,Medical,1,4,Male,80.0,3,3,Sales Executive,1,Divorced,14948.0,21508.0,0,Y,No,14.0,3,4,80,0,2.0,3,3,13.0,8.0,0.0,8.0
56,30.0,No,Non-Travel,803.0,Research & Development,8.0,5,Life Sciences,1,1,Male,91.0,1,1,Laboratory Technician,3,Divorced,4523.0,5622.0,1,Y,No,20.0,4,3,80,3,8.0,6,2,3.0,7.0,2.0,4.0
57,34.0,No,Travel_Rarely,949.0,Sales,17.0,3,Life Sciences,1,3,Male,81.0,3,1,Healthcare Representative,3,Divorced,3900.0,18560.0,4,Y,No,21.0,4,2,80,2,12.0,3,4,10.0,13.0,3.0,4.0
58,50.0,No,Travel_Frequently,1114.0,Sales,9.0,4,Medical,1,3,Female,30.0,2,5,Manager,4,Married,16910.0,19961.0,3,Y,Yes,24.0,4,3,80,0,29.0,3,3,2.0,7.0,0.0,9.0
59,28.0,No,Non-Travel,739.0,Research & Development,7.0,2,Life Sciences,1,2,Female,78.0,3,2,Sales Executive,2,Single,2256.0,4925.0,4,Y,No,23.0,4,4,80,0,6.0,3,3,2.0,4.0,0.0,2.0
60,40.0,No,Travel_Rarely,906.0,Sales,27.0,2,Marketing,1,3,Male,62.0,3,3,Sales Executive,1,Married,6039.0,14970.0,3,Y,Yes,11.0,3,3,80,0,6.0,3,3,7.0,7.0,3.0,7.0
61,23.0,No,Travel_Rarely,701.0,Research & Development,10.0,3,Technical Degree,1,1,Female,48.0,4,2,Research Scientist,1,Divorced,3967.0,17914.0,3,Y,No,21.0,3,3,80,0,11.0,0,2,4.0,9.0,2.0,7.0
62,43.0,Yes,Travel_Rarely,883.0,Sales,15.0,2,Medical,1,1,Female,99.0,2,2,Sales Executive,3,Single,15114.0,25810.0,4,Y,Yes,20.0,3,4,80,0,12.0,3,3,13.0,4.0,11.0,11.0
63,28.0,No,Travel_Frequently,1110.0,Human Resources,15.0,3,Medical,1,4,Male,64.0,2,1,Laboratory Technician,4,Married,3382.0,26203.0,3,Y,No,16.0,3,4,80,0,9.0,3,3,2.0,4.0,5.0,1.0
64,33.0,No,Travel_Rarely,813.0,Sales,7.0,2,Life Sciences,1,4,Male,49.0,3,2,Sales Executive,2,Single,1780.0,23149.0,9,Y,No,14.0,3,2,80,1,10.0,4,1,2.0,2.0,4.0,5.0
65,25.0,No,Travel_Rarely,519.0,Research & Development,3.0,2,Life Sciences,1,1,Male,60.0,3,1,Research Scientist,2,Single,1861.0,10703.0,1,Y,No,17.0,3,3,80,1,0.0,3,4,4.0,0.0,0.0,1.0
66,35.0,No,Travel_Rarely,963.0,Research & Development,11.0,3,Technical Degree,1,4,Female,70.0,2,3,Laboratory Technician,3,Single,3612.0,5563.0,6,Y,No,11.0,3,3,80,1,10.0,3,3,11.0,2.0,2.0,5.0
67,33.0,No,Travel_Rarely,1241.0,Research & Development,3.0,2,Technical Degree,1,1,Male,66.0,4,5,Research Director,1,Divorced,16440.0,20178.0,7,Y,No,12.0,3,2,80,0,19.0,2,3,15.0,12.0,3.0,9.0
68,53.0,No,Travel_Frequently,400.0,Sales,13.0,3,Marketing,1,2,Male,80.0,1,3,Manager,4,Divorced,10955.0,18203.0,4,Y,No,12.0,3,3,80,0,35.0,3,1,14.0,7.0,11.0,5.0
69,35.0,Yes,Travel_Rarely,221.0,Research & Development,2.0,4,Medical,1,4,Male,38.0,2,1,Research Scientist,3,Married,2909.0,21148.0,1,Y,No,13.0,4,2,80,0,5.0,2,3,2.0,4.0,0.0,3.0
70,34.0,No,Travel_Rarely,756.0,Sales,7.0,3,Medical,1,1,Female,54.0,3,2,Research Scientist,4,Single,7414.0,7416.0,1,Y,No,19.0,4,4,80,0,9.0,2,3,6.0,2.0,0.0,0.0
71,42.0,No,Travel_Rarely,463.0,Research & Development,11.0,5,Life Sciences,1,2,Female,59.0,3,2,Laboratory Technician,2,Divorced,5949.0,14613.0,1,Y,Yes,12.0,3,2,80,1,10.0,2,3,4.0,6.0,0.0,0.0
72,51.0,No,Travel_Rarely,379.0,Research & Development,20.0,4,Medical,1,4,Female,72.0,2,5,Healthcare Representative,4,Single,18425.0,16725.0,1,Y,No,24.0,3,2,80,1,23.0,1,2,18.0,14.0,5.0,9.0
73,50.0,No,Travel_Rarely,1260.0,Sales,11.0,4,Marketing,1,3,Male,49.0,4,3,Manufacturing Director,3,Divorced,12511.0,16939.0,1,Y,No,18.0,4,3,80,2,1.0,3,3,3.0,4.0,2.0,4.0
74,41.0,No,Travel_Rarely,284.0,Research & Development,5.0,4,Technical Degree,1,4,Male,78.0,4,4,Research Scientist,4,Divorced,7583.0,14028.0,4,Y,Yes,16.0,3,3,80,1,28.0,1,2,5.0,2.0,1.0,4.0
75,37.0,Yes,Travel_Rarely,615.0,Research & Development,14.0,5,Medical,1,2,Male,98.0,3,2,Sales Executive,2,Single,4743.0,8581.0,0,Y,Yes,13.0,3,4,80,0,8.0,3,2,0.0,11.0,8.0,3.0
76,51.0,No,Travel_Rarely,1101.0,Research & Development,2.0,4,Medical,1,3,Female,40.0,4,2,Research Scientist,3,Divorced,19518.0,10362.0,3,Y,No,22.0,4,3,80,0,14.0,2,2,15.0,16.0,5.0,1.0
77,47.0,No,Non-Travel,882.0,Research & Development,4.0,4,Medical,1,3,Male,60.0,2,2,Sales Representative,4,Married,16127.0,15561.0,7,Y,No,21.0,4,4,80,0,12.0,3,3,14.0,13.0,5.0,8.0
78,44.0,Yes,Travel_Frequently,410.0,Sales,3.0,2,Life Sciences,1,2,Female,75.0,4,2,Sales Executive,1,Single,8078.0,14771.0,2,Y,No,14.0,3,4,80,0,17.0,2,3,11.0,1.0,1.0,4.0
79,46.0,No,Travel_Rarely,758.0,Research & Development,15.0,4,Medical,1,1,Female,62.0,3,1,Research Scientist,2,Married,5785.0,22965.0,0,Y,No,12.0,3,4,80,0,9.0,0,3,6.0,0.0,4.0,5.0
80,40.0,No,Travel_Rarely,812.0,Sales,21.0,1,Life Sciences,1,4,Male,97.0,3,3,Manager,4,Divorced,4192.0,11012.0,7,Y,No,16.0,3,3,80,3,18.0,4,3,7.0,3.0,0.0,7.0
81,34.0,Yes,Travel_Rarely,360.0,Research & Development,7.0,4,Life Sciences,1,4,Male,51.0,3,1,Sales Executive,2,Single,2384.0,6453.0,1,Y,Yes,11.0,3,1,80,0,6.0,2,3,3.0,7.0,0.0,8.0
82,23.0,Yes,Travel_Frequently,601.0,Research & Development,7.0,3,Medical,1,2,Male,86.0,3,1,Laboratory Technician,2,Married,3280.0,5060.0,1,Y,No,11.0,4,2,80,0,7.0,3,3,5.0,2.0,0.0,2.0
83,45.0,No,Travel_Rarely,694.0,Sales,20.0,5,Marketing,1,3,Female,93.0,3,3,Manager,2,Divorced,12722.0,15092.0,8,Y,No,17.0,3,4,80,1,17.0,4,3,25.0,4.0,0.0,3.0
84,30.0,No,Travel_Rarely,826.0,Sales,22.0,2,Medical,1,4,Female,58.0,2,1,Laboratory Technician,4,Single,2339.0,17794.0,1,Y,No,23.0,4,3,80,0,6.0,3,3,1.0,4.0,4.0,5.0
85,49.0,No,Travel_Rarely,152.0,Research & Development,6.0,2,Technical Degree,1,4,Female,69.0,3,4,Laboratory Technician,4,Single,3728.0,17272.0,5,Y,No,13.0,3,3,80,0,18.0,3,3,13.0,5.0,2.0,5.0
86,37.0,No,Non-Travel,1056.0,Research & Development,7.0,1,Life Sciences,1,3,Female,64.0,3,3,Sales Executive,1,Single,14077.0,15650.0,8,Y,No,16.0,3,1,80,1,7.0,2,3,4.0,3.0,2.0,4.0
87,54.0,Yes,Travel_Rarely,1107.0,Sales,8.0,4,Life Sciences,1,1,Male,64.0,2,2,Sales Executive,3,Married,14112.0,15387.0,1,Y,No,20.0,3,2,80,0,15.0,5,4,21.0,6.0,13.0,12.0
88,35.0,No,Travel_Frequently,521.0,Sales,7.0,4,Technical Degree,1,4,Male,37.0,3,3,Healthcare Representative,2,Divorced,7878.0,24702.0,1,Y,No,15.0,3,4,80,0,13.0,2,3,9.0,9.0,0.0,10.0
89,50.0,No,Travel_Frequently,974.0,Research & Development,8.0,4,Medical,1,3,Female,36.0,3,3,Research Scientist,4,Single,2339.0,10862.0,1,Y,Yes,21.0,4,4,80,3,6.0,2,1,5.0,2.0,1.0,1.0
90,38.0,No,Travel_Rarely,625.0,Sales,5.0,1,Marketing,1,3,Male,65.0,3,2,Research Director,4,Married,8189.0,18386.0,1,Y,No,16.0,3,1,80,0,15.0,3,2,7.0,2.0,2.0,5.0
91,36.0,No,Travel_Rarely,826.0,Research & Development,16.0,3,Medical,1,3,Male,73.0,3,3,Research Scientist,4,Married,4101.0,21579.0,0,Y,Yes,23.0,3,2,80,3,16.0,3,4,12.0,6.0,5.0,10.0
92,27.0,No,Travel_Rarely,1282.0,Research & Development,2.0,4,Life Sciences,1,2,Female,74.0,2,1,Laboratory Technician,1,Married,3231.0,17798.0,2,Y,No,14.0,3,3,80,1,6.0,5,4,2.0,4.0,3.0,2.0
93,39.0,No,Travel_Rarely,401.0,Research & Development,13.0,1,Life Sciences,1,3,Male,58.0,3,1,Laboratory Technician,3,Married,3865.0,18326.0,7,Y,No,18.0,4,1,80,1,2.0,3,3,4.0,0.0,2.0,0.0
94,25.0,No,Travel_Rarely,1285.0,Research & Development,8.0,2,Life Sciences,1,4,Male,71.0,3,1,Research Scientist,3,Married,1077.0,3371.0,6,Y,No,24.0,4,2,80,1,14.0,3,3,1.0,2.0,1.0,1.0
95,42.0,No,Travel_Frequently,878.0,Research & Development,16.0,4,Medical,1,4,Female,48.0,2,1,Research Scientist,1,Single,2030.0,17085.0,9,Y,No,14.0,3,2,80,0,10.0,2,3,14.0,12.0,1.0,2.0
96,54.0,Yes,Travel_Rarely,174.0,Sales,3.0,4,Life Sciences,1,3,Female,68.0,3,3,Research Director,2,Married,14591.0,14447.0,5,Y,Yes,16.0,3,4,80,1,21.0,4,2,7.0,5.0,1.0,6.0
97,41.0,Yes,Travel_Rarely,766.0,Sales,2.0,2,Medical,1,3,Male,49.0,3,2,Healthcare Representative,4,Single,18306.0,19300.0,4,Y,Yes,13.0,3,4,80,0,20.0,2,2,10.0,7.0,1.0,1.0
98,36.0,No,Travel_Frequently,858.0,Research & Development,10.0,2,Medical,1,4,Male,41.0,3,2,Laboratory Technician,3,Married,3123.0,3392.0,1,Y,Yes,13.0,3,2,80,0,5.0,3,2,4.0,5.0,0.0,4.0
99,35.0,Yes,Travel_Rarely,727.0,Research & Development,6.0,4,Marketing,1,2,Male,75.0,3,2,Research Scientist,4,Single,6410.0,2958.0,9,Y,Yes,16.0,3,3,80,1,14.0,2,3,7.0,7.0,5.0,5.0
100,44.0,Yes,Travel_Frequently,1143.0,Research & Development,2.0,4,Life Sciences,1,3,Male,59.0,3,3,Manufacturing Director,4,Single,7362.0,4359.0,9,Y,No,16.0,3,4,80,1,13.0,1,3,3.0,2.0,2.0,2.0
101,41.0,No,Travel_Frequently,1133.0,Research & Development,19.0,4,Life Sciences,1,4,Male,58.0,2,4,Human Resources,3,Married,7733.0,17322.0,2,Y,No,13.0,3,1,80,1,40.0,2,1,10.0,9.0,3.0,10.0
102,30.0,No,Travel_Rarely,667.0,Sales,6.0,2,Medical,1,3,Male,44.0,2,2,Research Scientist,3,Married,4382.0,16712.0,1,Y,No,12.0,3,2,80,0,12.0,2,3,5.0,2.0,2.0,2.0
103,42.0,No,Travel_Rarely,665.0,Sales,4.0,4,Marketing,1,2,Male,43.0,2,2,Sales Executive,2,Married,3780.0,23390.0,0,Y,No,16.0,3,4,80,1,9.0,0,2,6.0,3.0,4.0,0.0
104,28.0,No,Non-Travel,538.0,Sales,10.0,1,Other,1,3,Male,37.0,2,2,Sales Executive,3,Married,9250.0,10732.0,4,Y,No,14.0,3,2,80,0,18.0,2,3,7.0,2.0,2.0,0.0
105,37.0,No,Travel_Rarely,860.0,Research & Development,5.0,3,Life Sciences,1,1,Male,61.0,4,1,Laboratory Technician,4,Married,2833.0,14148.0,1,Y,Yes,11.0,4,3,80,3,11.0,5,2,0.0,4.0,1.0,5.0
106,59.0,Yes,Non-Travel,404.0,Sales,13.0,1,Life Sciences,1,2,Male,79.0,3,1,Research Scientist,2,Single,2225.0,6295.0,0,Y,No,16.0,3,2,80,0,4.0,5,3,3.0,5.0,0.0,2.0
107,25.0,No,Travel_Rarely,518.0,Research & Development,5.0,2,Life Sciences,1,1,Female,40.0,3,1,Manufacturing Director,2,Married,5038.0,10931.0,3,Y,No,13.0,3,2,80,1,14.0,2,3,4.0,4.0,4.0,2.0
108,40.0,No,Travel_Rarely,1410.0,Research & Development,9.0,3,Life Sciences,1,1,Male,56.0,3,2,Laboratory Technician,3,Divorced,7104.0,18535.0,3,Y,No,12.0,3,3,80,1,17.0,3,3,6.0,4.0,2.0,5.0
109,29.0,No,Travel_Rarely,1072.0,Research & Development,20.0,3,Medical,1,2,Female,61.0,3,1,Sales Representative,3,Single,2628.0,20031.0,1,Y,No,15.0,3,1,80,0,7.0,3,3,1.0,1.0,1.0,1.0
110,25.0,No,Travel_Rarely,891.0,Research & Development,2.0,5,Medical,1,1,Female,83.0,4,3,Research Scientist,4,Divorced,2897.0,16446.0,2,Y,No,16.0,3,4,80,2,15.0,0,3,8.0,6.0,0.0,1.0
111,38.0,No,Travel_Rarely,395.0,Research & Development,11.0,4,Life Sciences,1,3,Male,59.0,4,3,Manager,1,Divorced,15811.0,20658.0,1,Y,Yes,14.0,3,3,80,1,29.0,2,3,14.0,1.0,9.0,9.0
