StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
02-Mar-23,05-Jul-23,Area Sales Manager,EW,Active,Contract,Zone A,Temporary,Unk,Summer personal bag.,Sales,Field Operations,07-05-1947,CT,Manager,Male,49523,White,Married,Needs Improvement,1
25-Apr-19,05-Jul-23,Area Sales Manager,WBL,Active,Contract,Zone C,Part-Time,Unk,Summer personal bag.,Sales,General - Con,22-12-1947,KY,Model Assistant,Female,38737,Asian,Divorced,Fully Meets,4
28-Dec-19,25-Jul-20,Area Sales Manager,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,22-01-1999,GA,Top Hand,Male,64204,Hispanic,Single,Fully Meets,2
19-Sep-22,05-Jul-23,Area Sales Manager,EW,Active,Part-Time,Zone A,Temporary,Unk,Summer personal bag.,Sales,Shop (Fleet),23-01-1953,CO,Manager,Male,30546,Hispanic,Widowed,Exceeds,2
09-May-21,29-Jul-22,Area Sales Manager,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Theory grow future week house.,Sales,General - Con,09-02-1987,KY,Laborer,Female,19772,Other,Single,Fully Meets,2
20-May-19,04-Nov-19,Area Sales Manager,SVG,Future Start,Full-Time,Zone A,Temporary,Retirement,List class mind.,Sales,Engineers,08-08-1960,TX,Specialist,Male,49329,Asian,Widowed,Fully Meets,3
07-Dec-21,06-Jul-23,Area Sales Manager,WBL,Active,Full-Time,Zone B,Full-Time,Unk,Summer personal bag.,Sales,General - Con,24-02-1966,MA,Electrician,Male,72012,Asian,Divorced,Needs Improvement,3
29-Dec-21,24-Apr-23,Area Sales Manager,PYZ,Active,Part-Time,Zone C,Full-Time,Retirement,Sign figure employee card education.,IT/IS,Aerial,12-01-1986,KY,Supervisor,Male,64401,Other,Married,Exceeds,4
13-May-23,06-Jul-23,Area Sales Manager,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,Summer personal bag.,Sales,Finance & Accounting,11-05-1992,CO,Accounting,Male,8779,Hispanic,Widowed,Fully Meets,2
03-Jul-21,09-Mar-23,Area Sales Manager,TNS,Active,Full-Time,Zone A,Full-Time,Retirement,Line later deal stand sometimes too mind.,Sales,Executive,09-04-1966,CA,Manager,Male,11837,White,Single,Fully Meets,4
07-Jul-20,06-Jul-23,Area Sales Manager,WBL,Active,Contract,Zone A,Part-Time,Unk,Summer personal bag.,Sales,Fielders,05-10-1984,KY,Engineer,Female,94571,Asian,Divorced,Exceeds,1
10-Jul-23,05-Jul-23,Area Sales Manager,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,Summer personal bag.,Sales,Finance & Accounting,26-04-1993,CO,Accounting,Male,2093,Hispanic,Widowed,Fully Meets,2
30-Sep-20,10-Feb-22,Area Sales Manager,PL,Active,Full-Time,Zone B,Temporary,Retirement,Especially thing recognize year fine shoulder.,Sales,Aerial,25-07-1985,CO,Lineman,Male,50189,Black,Married,Fully Meets,1
13-Oct-18,11-May-21,Area Sales Manager,WBL,Active,Part-Time,Zone C,Temporary,Involuntary,Seem hand dog. Us six beyond place fund well.,Sales,Field Operations,23-04-1963,KY,Technician,Female,53670,Asian,Widowed,Fully Meets,5
07-Jul-19,06-Jul-23,Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Unk,Summer personal bag.,Production       ,Finance & Accounting,24-07-1971,MA,Accounting,Female,30644,White,Widowed,Fully Meets,4
06-Nov-22,06-Jul-23,Area Sales Manager,EW,Active,Part-Time,Zone A,Temporary,Unk,Summer personal bag.,Sales,Shop (Fleet),12-03-1950,CO,Manager,Male,35571,Hispanic,Widowed,Exceeds,2
18-May-21,16-Jul-22,Area Sales Manager,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Station another son positive.,Sales,General - Con,07-01-1968,CO,Technician,Male,64176,Other,Divorced,Exceeds,3
26-Jun-19,24-Jun-22,Area Sales Manager,PYZ,Active,Full-Time,Zone A,Full-Time,Retirement,Fear particular method stage.,IT/IS,Field Operations,09-12-1950,MA,Laborer,Male,4596,Black,Single,Exceeds,2
07-Apr-21,25-Mar-23,Area Sales Manager,TNS,Active,Full-Time,Zone A,Full-Time,Retirement,Line later deal stand sometimes too mind.,Sales,Splicing,31-03-1967,CA,Manager,Male,12121,White,Single,Fully Meets,4
04-Jan-20,05-Jul-23,Area Sales Manager,NEL,Active,Full-Time,Zone B,Part-Time,Unk,Summer personal bag.,Sales,Wireline Construction,17-11-1954,TX,Manager,Male,19576,Asian,Married,Fully Meets,1
22-Sep-18,05-Jul-23,Area Sales Manager,EW,Active,Part-Time,Zone B,Full-Time,Unk,Summer personal bag.,Sales,General - Con,23-06-1995,CO,Controller,Male,66367,Other,Single,Fully Meets,4
25-Oct-22,19-Jul-23,Area Sales Manager,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Night company image able suggest.,Sales,Wireline Construction,22-08-1990,NV,Laborer,Male,10627,Other,Married,Fully Meets,4
07-Apr-21,05-Jul-23,Area Sales Manager,BPC,Active,Part-Time,Zone C,Full-Time,Unk,Summer personal bag.,Sales,General - Sga,15-03-1983,KY,Driver,Female,78879,Black,Married,Fully Meets,2
08-Jan-19,05-Jul-23,Area Sales Manager,MSC,Active,Part-Time,Zone A,Part-Time,Unk,Summer personal bag.,Sales,General - Sga,01-06-1992,TX,Director,Female,32725,Hispanic,Divorced,Fully Meets,2
