,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,30.564,No,Travel_Rarely,859.368,Research & Development,17.497,4,Life Sciences,1,1550.039,4,Female,73.268,2,2,Human Resources,1,Divorced,1261.23,21105.588,1,Y,No,13.602,3,2,80,1,8.466,2,3,1.632,3.429,-1.762,-1.498
40,41.469,Yes,Travel_Rarely,151.438,Research & Development,15.198,3,Marketing,1,2025.008,2,Male,79.11,3,5,Healthcare Representative,2,Single,7060.17,5517.381,9,Y,No,18.503,4,3,80,1,15.041,4,4,13.704,8.253,5.538,6.632
41,39.681,No,Travel_Rarely,881.875,Research & Development,8.695,4,Medical,1,920.207,3,Male,53.4,3,1,Research Scientist,4,Married,4486.273,10517.713,1,Y,No,15.811,3,4,80,2,12.504,3,2,12.504,5.854,1.058,4.308
42,29.706,No,Travel_Frequently,481.416,Research & Development,9.961,3,Life Sciences,1,1225.502,4,Male,57.686,1,5,Manufacturing Director,2,Married,2982.235,25375.172,1,Y,Yes,17.465,3,2,80,2,7.403,3,2,2.626,6.121,0.671,4.721
43,34.238,No,Non-Travel,635.01,Research & Development,18.06,1,Medical,1,1715.133,4,Male,75.091,3,4,Sales Executive,1,Single,5329.618,15331.481,2,Y,Yes,13.394,3,4,80,2,15.136,4,3,14.076,7.521,5.637,11.293
44,28.726,No,Travel_Rarely,543.426,Sales,4.75,3,Medical,1,890.681,4,Male,26.394,2,1,Research Scientist,1,Married,1444.446,15796.052,1,Y,No,19.02,4,2,80,0,1.672,3,3,2.56,4.117,1.024,-1.022
45,6.448,No,Travel_Rarely,188.284,Sales,10.392,3,Other,1,1011.929,4,Female,69.771,4,1,Laboratory Technician,1,Married,-8737.385,7265.179,5,Y,No,5.178,3,4,80,1,-3.944,5,3,1.367,0.717,0.01,0.325
46,33.637,No,Travel_Rarely,418.478,Sales,12.082,1,Marketing,1,1128.701,1,Female,82.951,3,2,Sales Executive,3,Single,11184.379,17378.285,3,Y,No,11.535,3,3,80,0,24.23,2,4,4.096,3.588,4.045,7.171
47,34.211,Yes,Travel_Rarely,923.016,Research & Development,25.243,2,Life Sciences,1,1517.781,4,Male,53.309,4,1,Healthcare Representative,3,Married,7207.325,12668.732,1,Y,No,10.075,3,3,80,3,10.68,2,4,10.879,8.68,0.657,1.669
48,37.265,No,Travel_Rarely,724.256,Research & Development,13.066,2,Life Sciences,1,942.288,1,Male,42.915,2,4,Healthcare Representative,3,Single,8117.486,12610.221,1,Y,No,18.739,4,2,80,0,19.388,2,3,16.804,10.308,6.011,9.647
49,57.791,No,Travel_Frequently,1555.743,Research & Development,6.565,4,Medical,1,-571.869,3,Female,90.203,3,1,Research Scientist,1,Single,6057.012,32632.371,9,Y,No,16.752,4,3,80,2,18.189,3,2,13.546,8.782,4.43,6.095
50,45.859,No,Travel_Frequently,318.304,Sales,16.867,2,Human Resources,1,968.911,4,Male,50.183,4,4,Sales Representative,4,Married,14978.445,33099.41,3,Y,No,10.331,3,4,80,0,21.922,3,3,14.298,9.813,8.054,8.091
51,43.84,No,Travel_Rarely,710.326,Sales,15.306,3,Medical,1,1910.401,4,Female,90.412,1,3,Manager,3,Divorced,10865.754,16365.49,1,Y,Yes,14.785,3,3,80,1,22.897,4,2,18.578,10.203,5.89,6.014
52,19.836,No,Travel_Rarely,-179.649,Research & Development,2.897,4,Life Sciences,1,105.152,4,Male,63.914,3,1,Human Resources,4,Married,1581.44,8083.852,1,Y,No,13.859,3,1,80,0,5.278,3,3,12.563,7.957,1.876,8.507
53,35.771,Yes,Travel_Rarely,500.356,Research & Development,10.017,2,Medical,1,2244.133,3,Female,73.283,3,5,Healthcare Representative,3,Single,7486.7,1833.947,3,Y,Yes,23.921,4,4,80,0,9.095,1,1,3.808,5.254,1.309,0.845
54,49.632,Yes,Travel_Rarely,192.956,Sales,5.752,3,Life Sciences,1,2095.827,1,Male,-5.983,2,2,Healthcare Representative,1,Divorced,10810.41,33828.01,7,Y,No,14.624,3,4,80,1,15.318,4,3,17.023,5.425,3.255,4.352
55,32.663,No,Non-Travel,1360.058,Human Resources,21.306,1,Other,1,2085.268,3,Female,63.905,3,2,Human Resources,2,Married,5201.102,29703.469,1,Y,No,10.441,3,3,80,0,2.997,3,4,1.851,3.665,-3.893,3.386
56,39.663,Yes,Travel_Rarely,730.564,Research & Development,15.341,5,Life Sciences,1,1054.74,3,Female,67.789,3,2,Healthcare Representative,3,Married,10177.494,1009.663,1,Y,Yes,11.26,3,2,80,2,3.257,3,2,1.221,-2.689,-0.538,2.254
57,41.563,Yes,Travel_Rarely,904.938,Sales,-13.705,4,Medical,1,1585.45,3,Female,98.547,2,2,Sales Executive,3,Married,2736.177,6049.108,1,Y,Yes,17.562,3,1,80,1,6.139,3,2,12.921,9.253,4.538,8.792
58,12.171,No,Travel_Rarely,804.093,Research & Development,4.296,3,Medical,1,2073.98,3,Female,46.87,3,1,Research Scientist,3,Single,4277.156,9977.506,3,Y,Yes,18.522,4,3,80,0,-4.779,2,2,1.128,1.532,0.811,4.801
59,44.878,No,Travel_Rarely,61.929,Sales,13.645,3,Marketing,1,1945.951,4,Female,65.863,3,2,Sales Executive,2,Married,6739.984,26566.117,0,Y,No,13.947,3,3,80,1,14.534,3,3,11.998,5.967,3.787,2.403
60,39.849,No,Non-Travel,1558.41,Research & Development,-7.695,2,Medical,1,672.364,3,Female,52.973,2,2,Healthcare Representative,3,Married,8368.259,5209.612,2,Y,No,9.012,3,4,80,1,14.752,4,3,11.789,4.527,4.35,6.05
61,29.828,Yes,Non-Travel,863.572,Research & Development,4.296,1,Medical,1,445.334,2,Male,64.511,2,1,Research Director,4,Divorced,4790.226,10652.954,1,Y,No,11.359,3,1,80,1,5.622,3,3,6.639,4.015,3.837,5.31
62,48.391,No,Travel_Rarely,1247.045,Research & Development,11.159,2,Medical,1,1386.26,4,Female,51.653,3,2,Manufacturing Director,1,Single,1773.639,16942.264,2,Y,Yes,16.401,3,2,80,3,21.998,5,4,15.155,5.867,4.763,9.06
63,27.696,No,Travel_Rarely,-209.525,Sales,17.836,1,Life Sciences,1,1672.114,4,Male,48.543,3,2,Sales Executive,4,Married,3184.083,5807.037,3,Y,Yes,13.779,3,1,80,2,18.556,3,3,8.736,3.514,0.445,1.282
64,36.979,No,Travel_Rarely,432.61,Sales,21.371,3,Technical Degree,1,2030.88,1,Male,80.532,3,2,Sales Executive,3,Single,189.821,15199.883,1,Y,No,16.233,3,4,80,0,10.414,5,3,9.499,4.748,-2.217,7.347
65,14.821,No,Travel_Frequently,344.075,Research & Development,4.942,2,Life Sciences,1,400.871,2,Male,37.467,3,1,Sales Executive,3,Single,3999.05,7171.858,1,Y,No,8.817,3,3,80,1,-3.115,1,3,-6.679,-3.532,-4.762,2.0
66,68.747,Yes,Non-Travel,199.921,Sales,-21.791,4,Medical,1,2677.047,3,Male,101.514,3,5,Laboratory Technician,1,Single,20904.18,20013.08,8,Y,Yes,12.858,3,4,80,2,15.61,1,4,12.977,10.408,-2.183,11.293
67,30.914,No,Travel_Rarely,557.605,Sales,12.662,2,Marketing,1,943.966,4,Female,78.513,3,2,Sales Executive,4,Married,13041.709,13024.26,1,Y,Yes,17.192,4,4,80,2,19.341,3,3,18.975,4.365,2.908,7.541
68,32.427,No,Non-Travel,480.874,Sales,-3.272,3,Medical,1,997.818,4,Male,58.106,3,2,Sales Executive,4,Divorced,5151.789,17176.68,5,Y,No,13.581,4,1,80,1,8.674,3,4,7.618,3.555,1.571,4.881
69,39.408,No,Travel_Rarely,-470.924,Sales,11.108,4,Human Resources,1,1682.976,2,Male,83.305,3,5,Sales Executive,2,Married,11685.539,12507.481,3,Y,Yes,14.356,3,3,80,1,16.675,3,3,10.986,5.658,2.897,7.223
70,29.051,No,Travel_Frequently,1533.567,Research & Development,7.224,2,Technical Degree,1,129.582,3,Female,74.307,3,2,Research Scientist,2,Single,-3462.75,14288.221,2,Y,No,13.232,3,3,80,0,0.229,3,3,-3.714,-1.643,-4.606,-1.719
71,38.894,Yes,Non-Travel,214.693,Sales,17.156,3,Medical,1,802.068,2,Female,51.342,3,2,Manufacturing Director,3,Single,4352.544,23829.29,2,Y,Yes,17.843,3,2,80,0,10.816,3,3,0.631,4.013,-0.763,-1.961
72,45.627,No,Travel_Rarely,1534.793,Sales,4.316,3,Marketing,1,1585.177,4,Male,74.899,3,2,Sales Executive,3,Married,10356.566,1594.654,8,Y,Yes,19.008,4,3,80,1,17.682,3,2,20.298,7.072,4.687,7.35
73,33.989,No,Non-Travel,953.614,Human Resources,18.661,4,Life Sciences,1,1295.426,3,Male,70.55,3,5,Manager,4,Married,7767.409,16576.154,1,Y,No,18.017,4,1,80,0,21.338,3,3,18.499,13.63,8.692,9.53
74,43.864,No,Travel_Rarely,616.345,Sales,-1.99,2,Marketing,1,796.942,4,Female,47.498,2,5,Laboratory Technician,3,Married,6437.268,7354.161,4,Y,No,19.658,3,2,80,3,11.715,1,3,2.883,3.824,2.969,1.382
75,20.004,No,Travel_Rarely,932.536,Research & Development,13.345,2,Medical,1,585.488,3,Female,58.629,3,2,Manager,4,Married,12500.925,25307.02,6,Y,No,16.225,3,2,80,1,11.482,2,3,7.964,3.079,-0.922,-0.402
76,41.01,No,Travel_Rarely,972.333,Research & Development,10.253,4,Medical,1,566.098,3,Male,31.041,4,1,Human Resources,3,Single,1647.544,-4405.083,2,Y,No,18.988,4,4,80,2,14.392,0,2,3.205,4.455,-1.595,2.44
77,33.794,No,Travel_Rarely,1181.16,Research & Development,-3.411,4,Life Sciences,1,1275.424,2,Male,53.976,3,1,Research Scientist,4,Married,2454.89,3950.192,7,Y,Yes,14.124,3,2,80,0,5.617,3,3,3.255,-0.562,5.487,1.113
78,23.792,No,Travel_Rarely,977.815,Research & Development,14.863,5,Life Sciences,1,929.333,3,Male,68.538,4,1,Healthcare Representative,4,Married,-2105.927,7205.78,1,Y,Yes,16.031,3,2,80,2,-2.322,4,3,-5.841,-1.58,-2.124,-0.878
79,27.451,No,Travel_Rarely,25.366,Research & Development,15.99,3,Medical,1,1704.106,3,Female,75.771,3,1,Research Scientist,1,Married,4325.352,21705.68,1,Y,No,16.759,3,3,80,0,8.446,3,3,11.38,8.942,4.782,9.166
80,41.142,No,Travel_Frequently,123.124,Sales,0.722,4,Life Sciences,1,1635.9,1,Female,20.658,3,2,Sales Executive,3,Single,12167.004,18077.832,3,Y,No,10.036,3,2,80,1,12.869,3,3,2.087,3.452,4.598,1.703
81,25.773,Yes,Travel_Rarely,113.85,Sales,7.839,2,Medical,1,642.853,1,Male,81.083,2,1,Research Scientist,2,Married,6905.212,2858.967,5,Y,Yes,13.23,3,2,80,0,12.502,3,2,8.146,1.115,1.242,-0.404
82,26.761,No,Non-Travel,-87.134,Sales,0.934,4,Marketing,1,1456.469,1,Male,119.311,2,2,Sales Executive,1,Married,4407.138,11664.041,3,Y,No,14.45,3,4,80,3,3.988,2,1,2.489,-8.131,-1.31,-0.243
83,49.018,Yes,Travel_Rarely,486.612,Research & Development,25.447,4,Life Sciences,1,2325.61,1,Female,77.984,3,2,Manufacturing Director,4,Married,8406.184,17054.266,1,Y,Yes,19.741,4,2,80,0,13.972,2,2,8.781,3.574,3.4,4.948
84,40.836,No,Travel_Frequently,1087.207,Research & Development,6.001,3,Technical Degree,1,340.434,3,Female,18.17,1,3,Sales Executive,4,Married,18723.729,27944.234,1,Y,No,27.424,4,4,80,1,18.423,2,2,16.462,7.1,5.838,8.575
85,36.173,No,Travel_Rarely,575.882,Research & Development,7.479,2,Life Sciences,1,999.147,4,Female,75.489,3,1,Human Resources,3,Single,9545.917,7593.766,3,Y,No,12.567,3,4,80,0,7.588,3,3,9.103,10.128,-0.09,4.907
86,32.138,No,Non-Travel,1032.002,Sales,13.667,2,Technical Degree,1,-294.647,1,Male,83.418,2,3,Research Scientist,2,Married,292.138,27006.316,7,Y,Yes,18.287,3,4,80,0,8.375,0,3,5.034,4.671,11.281,4.487
87,39.059,No,Travel_Rarely,1453.61,Sales,3.339,3,Other,1,2189.848,2,Female,34.922,3,2,Sales Executive,2,Single,6788.178,11097.158,0,Y,Yes,14.024,3,4,80,0,4.22,1,3,1.607,0.427,-0.809,0.253
88,38.256,No,Travel_Rarely,483.266,Sales,7.573,3,Technical Degree,1,-62.155,4,Female,53.311,2,1,Research Scientist,1,Single,6001.341,-292.493,8,Y,No,15.919,3,4,80,1,12.225,3,3,10.18,3.573,7.221,4.935
89,32.021,Yes,Travel_Rarely,1424.621,Sales,17.072,3,Medical,1,902.382,2,Female,59.283,1,1,Sales Representative,3,Married,9357.807,23512.578,2,Y,No,8.505,3,3,80,1,13.747,3,3,9.511,6.406,4.789,5.529
90,36.569,Yes,Travel_Rarely,311.997,Research & Development,-2.546,1,Medical,1,1062.325,2,Male,28.525,2,4,Laboratory Technician,3,Single,11244.228,13217.856,2,Y,No,12.699,3,1,80,1,13.676,0,4,18.385,7.064,3.064,6.97
91,36.232,No,Travel_Rarely,280.958,Research & Development,7.469,5,Medical,1,577.031,4,Male,80.791,2,1,Sales Executive,3,Married,10806.309,11865.539,3,Y,No,12.695,3,2,80,1,15.085,2,3,10.303,6.603,3.179,3.097
92,31.844,No,Travel_Rarely,-102.376,Research & Development,16.84,4,Life Sciences,1,2100.238,3,Female,91.812,3,2,Manager,1,Married,12870.829,20232.162,1,Y,Yes,7.634,3,4,80,0,20.527,3,4,12.137,6.218,3.388,9.193
93,29.734,No,Travel_Rarely,1177.422,Research & Development,-3.667,1,Medical,1,1015.449,3,Male,33.598,2,1,Healthcare Representative,4,Married,6617.666,8096.014,1,Y,No,11.757,3,4,80,0,11.859,3,2,8.743,5.096,5.102,4.661
94,30.339,No,Travel_Rarely,958.443,Research & Development,-2.319,2,Medical,1,2416.724,3,Male,70.767,2,1,Sales Executive,1,Married,1715.916,9033.691,4,Y,No,15.941,4,4,80,3,2.914,0,4,4.387,1.257,-3.34,1.161
95,40.081,No,Travel_Rarely,705.373,Research & Development,16.53,3,Marketing,1,1570.881,4,Male,86.622,2,2,Research Scientist,1,Single,9403.034,10774.978,7,Y,No,12.942,3,1,80,2,14.298,1,3,2.64,5.444,-2.223,-0.144
96,26.512,Yes,Travel_Rarely,1257.809,Human Resources,9.237,3,Medical,1,731.803,3,Male,76.697,3,1,Sales Representative,3,Single,-3521.779,18537.996,1,Y,Yes,16.315,3,3,80,0,-2.609,4,3,5.336,3.911,-2.529,3.502
97,28.915,Yes,Travel_Rarely,395.678,Sales,8.34,2,Medical,1,-152.415,2,Male,85.161,2,1,Sales Executive,3,Divorced,5540.726,4712.348,1,Y,No,18.773,3,2,80,2,3.048,2,3,9.469,5.434,2.331,2.235
98,47.72,No,Travel_Rarely,1363.46,Sales,20.234,2,Marketing,1,1563.167,4,Female,52.99,4,3,Sales Executive,1,Married,15531.629,13491.443,1,Y,Yes,10.692,3,1,80,0,23.898,0,2,12.922,5.223,0.057,2.476
99,20.582,No,Non-Travel,1096.342,Research & Development,29.87,4,Life Sciences,1,1052.311,3,Female,115.575,3,1,Sales Representative,4,Divorced,471.058,24268.305,1,Y,No,17.131,3,1,80,0,-2.912,5,3,6.276,8.355,4.269,6.296
100,43.086,No,Non-Travel,949.125,Sales,14.484,3,Medical,1,1038.26,3,Male,50.852,3,2,Healthcare Representative,3,Married,4785.296,3775.448,2,Y,No,13.054,3,3,80,0,13.613,2,2,2.22,4.568,2.575,2.148
101,37.208,Yes,Travel_Rarely,1142.836,Research & Development,-5.96,1,Other,1,1179.581,1,Female,84.035,2,1,Laboratory Technician,3,Divorced,2070.619,23225.387,0,Y,Yes,15.705,3,4,80,1,2.257,5,2,5.751,-1.083,1.072,4.053
102,32.569,No,Non-Travel,899.012,Research & Development,9.984,3,Medical,1,1729.192,2,Female,54.949,2,1,Laboratory Technician,3,Married,6105.096,7676.448,1,Y,No,11.411,3,3,80,1,13.033,3,1,10.46,7.097,1.618,6.271
103,28.356,Yes,Travel_Frequently,1477.292,Sales,11.337,3,Marketing,1,247.98,4,Male,73.373,4,1,Laboratory Technician,2,Married,3000.063,16055.928,8,Y,No,12.624,3,1,80,0,15.461,2,4,7.3,3.006,-2.733,4.207
104,54.797,No,Non-Travel,-298.013,Research & Development,8.506,1,Life Sciences,1,1740.502,1,Female,67.304,4,3,Research Scientist,3,Married,12755.291,21924.043,1,Y,No,6.045,3,4,80,0,18.075,3,2,5.567,5.309,2.99,5.373
105,42.585,No,Travel_Frequently,650.382,Sales,11.688,2,Other,1,1775.106,2,Female,73.835,2,2,Human Resources,3,Married,4318.536,14013.625,7,Y,Yes,11.721,3,4,80,1,9.24,2,3,2.461,4.543,0.595,4.64
106,40.297,No,Non-Travel,978.436,Sales,7.895,5,Other,1,2389.774,4,Female,169.08,2,4,Human Resources,4,Married,1952.976,-1364.303,3,Y,No,8.828,3,2,80,1,8.869,2,3,10.431,9.293,3.682,8.44
