Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Frequently,897,Human Resources,16,2,Life Sciences,1,4,Male,69,4,5,Manufacturing Director,3,Married,9541,21456,0,Y,No,17,3,4,80,1,34,1970-01-01,3,16,10,0,2
20,No,Travel_Frequently,557,Human Resources,2,2,Other,1,2,Male,86,1,1,Research Director,3,Married,6135,22840,5,Y,No,24,3,4,80,1,18,1970-01-01,1,36,1,15,3
33,No,Travel_Frequently,1345,Sales,4,2,Technical Degree,1,2,Female,71,2,1,Healthcare Representative,4,Divorced,8141,7372,4,Y,Yes,12,4,4,80,0,30,1970-01-01,4,39,7,1,14
56,Yes,Travel_Frequently,723,Human Resources,22,4,Technical Degree,1,3,Male,49,2,5,Healthcare Representative,1,Divorced,6721,7977,5,Y,Yes,24,3,4,80,2,0,1970-01-01,2,13,5,5,13
23,No,Non-Travel,676,Research & Development,17,5,Other,1,3,Male,96,1,4,Research Scientist,2,Divorced,4184,14727,9,Y,Yes,25,3,1,80,0,27,1970-01-01,4,6,8,5,3
59,Yes,Travel_Rarely,366,Sales,3,4,Medical,1,1,Male,72,1,4,Manufacturing Director,2,Single,2867,10644,0,Y,No,24,4,3,80,3,35,1970-01-01,2,25,3,8,13
28,Yes,Travel_Rarely,680,Human Resources,27,2,Other,1,1,Female,93,4,3,Healthcare Representative,1,Single,12487,3652,3,Y,Yes,25,4,1,80,2,24,1970-01-01,3,7,17,7,15
34,Yes,Travel_Frequently,623,Research & Development,25,5,Life Sciences,1,3,Female,54,3,4,Human Resources,2,Single,8484,16982,3,Y,No,18,3,3,80,0,19,1970-01-01,2,8,5,7,7
53,Yes,Non-Travel,895,Research & Development,3,1,Technical Degree,1,4,Male,41,3,5,Research Scientist,3,Married,13996,23247,0,Y,No,13,4,3,80,2,15,1970-01-01,2,6,8,14,5
30,No,Travel_Frequently,1477,Human Resources,27,4,Life Sciences,1,1,Female,68,4,3,Manager,1,Single,18905,17390,0,Y,No,17,3,3,80,1,9,1970-01-01,1,25,12,5,5
46,Yes,Non-Travel,1280,Human Resources,8,2,Other,1,4,Female,42,2,2,Research Scientist,3,Married,15344,25748,1,Y,Yes,23,4,4,80,0,18,1970-01-01,1,28,17,7,8
32,No,Travel_Frequently,1046,Sales,13,4,Other,1,4,Female,42,2,3,Healthcare Representative,3,Divorced,11082,11842,3,Y,No,21,3,1,80,2,32,1970-01-01,2,20,0,5,14
56,Yes,Travel_Rarely,739,Sales,20,1,Human Resources,1,1,Female,71,3,4,Sales Representative,4,Married,7164,14210,4,Y,No,16,3,3,80,1,33,1970-01-01,1,10,5,5,3
23,No,Travel_Frequently,1134,Research & Development,11,4,Marketing,1,3,Female,83,2,2,Sales Executive,3,Divorced,9532,14209,5,Y,Yes,18,3,4,80,0,18,1970-01-01,1,10,0,3,2
55,No,Travel_Frequently,889,Research & Development,21,3,Other,1,1,Male,33,4,1,Human Resources,3,Single,17303,21026,2,Y,No,13,3,3,80,3,18,1970-01-01,1,14,7,11,11
49,No,Travel_Frequently,957,Sales,10,5,Technical Degree,1,2,Female,86,1,4,Research Scientist,3,Single,10369,14706,2,Y,No,13,4,3,80,2,5,1970-01-01,1,38,12,15,1
57,Yes,Travel_Rarely,508,Human Resources,15,5,Medical,1,3,Female,60,1,1,Manufacturing Director,3,Married,16589,7376,3,Y,Yes,19,4,3,80,0,2,1970-01-01,3,24,2,4,10
21,No,Travel_Frequently,1383,Human Resources,12,2,Marketing,1,1,Male,50,3,4,Laboratory Technician,4,Single,8298,14180,9,Y,No,20,4,4,80,2,0,1970-01-01,3,37,8,11,8
50,No,Travel_Rarely,518,Human Resources,12,5,Other,1,1,Male,89,2,4,Healthcare Representative,4,Single,15878,14364,7,Y,Yes,17,3,1,80,3,27,1970-01-01,4,9,8,15,17
29,Yes,Travel_Rarely,965,Research & Development,14,4,Marketing,1,2,Female,80,4,4,Healthcare Representative,3,Divorced,3400,10391,3,Y,Yes,14,4,4,80,3,14,1970-01-01,1,16,6,14,4
29,No,Travel_Rarely,1159,Research & Development,29,2,Life Sciences,1,2,Female,93,2,3,Manager,4,Divorced,15174,2963,1,Y,No,25,4,4,80,2,37,1970-01-01,2,10,9,10,1
37,No,Travel_Rarely,1390,Sales,29,1,Medical,1,4,Male,72,3,3,Healthcare Representative,4,Married,13470,23092,5,Y,Yes,23,3,3,80,1,22,1970-01-01,2,14,3,13,7
41,Yes,Travel_Rarely,409,Human Resources,21,1,Marketing,1,4,Female,49,3,1,Research Scientist,2,Single,3358,20105,1,Y,Yes,19,3,3,80,3,5,1970-01-01,3,32,4,5,8
57,Yes,Travel_Rarely,1084,Research & Development,27,1,Life Sciences,1,4,Male,44,3,3,Manufacturing Director,4,Single,8450,18080,8,Y,No,21,3,1,80,3,16,1970-01-01,4,13,8,13,5
45,Yes,Non-Travel,412,Sales,17,1,Life Sciences,1,2,Female,39,1,3,Manager,2,Single,5609,4694,9,Y,Yes,19,3,3,80,3,9,1970-01-01,4,1,5,8,9
26,No,Travel_Rarely,557,Human Resources,18,5,Human Resources,1,2,Male,96,1,1,Sales Representative,1,Married,6266,16031,8,Y,Yes,20,4,1,80,3,3,1970-01-01,4,19,12,5,3
45,No,Travel_Rarely,641,Sales,21,5,Medical,1,1,Male,46,2,4,Laboratory Technician,3,Married,17673,12549,3,Y,No,22,3,2,80,3,6,1970-01-01,3,34,3,7,0
53,Yes,Non-Travel,1065,Research & Development,2,5,Life Sciences,1,1,Male,96,2,1,Manufacturing Director,1,Divorced,4373,22390,1,Y,Yes,23,4,3,80,0,13,1970-01-01,1,2,13,10,6
28,Yes,Travel_Rarely,1239,Human Resources,27,2,Other,1,3,Male,45,3,2,Research Scientist,2,Divorced,15889,23367,5,Y,Yes,15,3,1,80,1,12,1970-01-01,4,16,4,7,12
18,No,Travel_Frequently,477,Sales,15,4,Medical,1,4,Female,51,1,3,Research Scientist,2,Married,7152,4455,5,Y,No,18,4,1,80,1,36,1970-01-01,4,12,14,5,6
44,Yes,Travel_Frequently,355,Human Resources,12,5,Human Resources,1,2,Female,95,3,3,Research Director,4,Divorced,2945,17951,8,Y,No,21,4,4,80,1,28,1970-01-01,2,4,9,9,15
35,No,Travel_Frequently,477,Research & Development,11,4,Life Sciences,1,1,Female,47,4,5,Laboratory Technician,1,Married,9583,9481,6,Y,No,16,3,1,80,1,5,1970-01-01,3,3,17,10,11
37,Yes,Travel_Frequently,346,Research & Development,13,3,Medical,1,1,Female,81,2,5,Manager,1,Single,2925,12590,2,Y,No,19,4,1,80,3,7,1970-01-01,1,6,3,4,16
55,No,Travel_Rarely,678,Sales,14,1,Medical,1,2,Male,31,3,3,Manager,3,Married,16524,24522,6,Y,Yes,21,4,1,80,3,20,1970-01-01,2,31,2,4,10
55,No,Travel_Rarely,701,Research & Development,9,4,Other,1,2,Male,53,2,2,Research Scientist,2,Married,11451,26337,8,Y,No,18,4,2,80,2,11,1970-01-01,2,6,16,0,5
31,Yes,Travel_Frequently,120,Human Resources,10,3,Medical,1,3,Male,56,4,3,Sales Representative,4,Married,12875,17015,0,Y,Yes,16,4,3,80,2,23,1970-01-01,3,19,5,3,16
59,Yes,Travel_Frequently,477,Research & Development,17,5,Human Resources,1,1,Female,32,4,4,Research Director,1,Divorced,11006,18267,6,Y,Yes,11,3,4,80,1,26,1970-01-01,2,26,4,8,10
51,No,Travel_Rarely,549,Human Resources,19,1,Human Resources,1,4,Female,86,3,1,Human Resources,2,Single,18051,17423,5,Y,No,20,3,1,80,1,37,1970-01-01,3,16,3,0,2
58,No,Travel_Rarely,151,Research & Development,9,1,Life Sciences,1,2,Male,67,4,1,Laboratory Technician,1,Single,3169,25087,4,Y,Yes,11,4,1,80,1,24,1970-01-01,2,34,15,14,10
27,Yes,Travel_Frequently,894,Research & Development,14,1,Marketing,1,4,Female,91,1,1,Manager,3,Married,1734,2628,9,Y,No,21,3,4,80,0,21,1970-01-01,4,1,9,13,13
40,No,Travel_Rarely,964,Research & Development,22,5,Other,1,3,Female,34,3,4,Human Resources,1,Married,3052,22250,4,Y,No,22,3,4,80,2,5,1970-01-01,4,31,9,0,5
25,Yes,Travel_Rarely,1257,Human Resources,26,4,Medical,1,2,Female,96,2,1,Research Scientist,2,Single,9174,9692,2,Y,Yes,14,3,3,80,3,32,1970-01-01,3,27,1,4,2
50,No,Travel_Rarely,967,Research & Development,16,4,Marketing,1,3,Female,51,3,5,Research Scientist,4,Married,10587,10314,3,Y,No,24,4,1,80,2,14,1970-01-01,4,28,1,11,10
52,No,Travel_Rarely,197,Sales,1,3,Medical,1,2,Female,100,2,5,Laboratory Technician,1,Divorced,18771,7435,3,Y,No,12,3,1,80,1,9,1970-01-01,4,9,14,3,5
45,Yes,Non-Travel,1163,Sales,19,4,Other,1,3,Female,81,3,3,Sales Executive,1,Married,17651,4358,7,Y,No,25,4,4,80,3,28,1970-01-01,3,6,9,13,13
31,No,Non-Travel,481,Sales,1,5,Other,1,3,Female,31,1,5,Laboratory Technician,3,Married,5137,4177,8,Y,No,12,3,2,80,0,31,1970-01-01,1,36,5,12,15
59,Yes,Travel_Frequently,406,Human Resources,6,1,Life Sciences,1,3,Male,47,3,5,Research Scientist,1,Single,10570,5531,8,Y,Yes,19,4,1,80,0,27,1970-01-01,4,37,14,15,5
55,No,Travel_Frequently,753,Sales,28,3,Marketing,1,2,Male,45,2,2,Research Director,3,Single,17485,18520,0,Y,No,14,4,3,80,0,5,1970-01-01,2,3,2,8,7
30,Yes,Travel_Frequently,1124,Research & Development,12,2,Marketing,1,3,Female,39,4,3,Research Scientist,3,Divorced,16845,18336,8,Y,No,23,4,3,80,0,14,1970-01-01,1,5,0,13,9
54,No,Travel_Rarely,1211,Sales,7,5,Life Sciences,1,4,Male,65,1,5,Research Director,1,Divorced,7099,11396,0,Y,No,18,4,2,80,3,16,1970-01-01,2,5,8,14,12
26,Yes,Travel_Rarely,832,Sales,24,4,Marketing,1,2,Male,58,2,2,Sales Executive,4,Single,14026,19865,6,Y,Yes,13,3,3,80,3,40,1970-01-01,3,26,15,12,4
46,Yes,Travel_Frequently,1126,Human Resources,13,4,Technical Degree,1,3,Male,56,3,3,Healthcare Representative,2,Single,10814,22523,2,Y,No,19,4,3,80,1,10,1970-01-01,1,21,2,13,12
36,No,Non-Travel,1280,Human Resources,13,5,Medical,1,4,Female,43,1,5,Laboratory Technician,3,Single,17403,7051,3,Y,No,14,3,4,80,2,39,1970-01-01,3,38,12,8,15
20,No,Travel_Frequently,104,Human Resources,21,2,Medical,1,3,Female,38,2,1,Research Scientist,2,Married,5556,20671,6,Y,No,23,4,2,80,2,7,1970-01-01,2,18,9,0,2
56,No,Travel_Frequently,491,Human Resources,15,1,Life Sciences,1,2,Male,34,4,5,Manufacturing Director,3,Divorced,13089,19014,9,Y,No,12,4,3,80,3,1,1970-01-01,3,19,14,15,13
55,Yes,Travel_Rarely,523,Human Resources,6,1,Technical Degree,1,3,Male,54,1,4,Laboratory Technician,1,Married,14899,23622,0,Y,Yes,21,4,1,80,0,34,1970-01-01,4,13,8,5,4
28,Yes,Travel_Rarely,477,Human Resources,13,2,Life Sciences,1,4,Female,44,4,4,Research Scientist,4,Married,19366,23790,2,Y,No,14,3,2,80,2,38,1970-01-01,4,9,6,1,0
30,No,Travel_Frequently,1115,Human Resources,4,2,Marketing,1,4,Female,30,3,1,Research Scientist,1,Divorced,4010,21923,5,Y,No,24,4,3,80,0,16,1970-01-01,4,38,7,0,15
52,Yes,Non-Travel,920,Sales,17,1,Life Sciences,1,4,Male,78,4,5,Sales Representative,3,Married,6807,20568,7,Y,Yes,25,4,2,80,0,20,1970-01-01,3,17,2,13,2
49,Yes,Non-Travel,711,Human Resources,20,3,Marketing,1,4,Female,70,1,4,Research Scientist,1,Married,14279,15383,2,Y,Yes,22,4,3,80,3,38,1970-01-01,2,3,16,1,9
28,No,Travel_Frequently,1209,Human Resources,16,4,Technical Degree,1,1,Female,70,4,2,Sales Representative,4,Divorced,14066,18536,7,Y,No,25,4,4,80,1,9,1970-01-01,4,21,9,5,10
35,No,Travel_Rarely,1214,Sales,8,3,Human Resources,1,4,Male,71,4,5,Healthcare Representative,4,Single,19068,4703,6,Y,No,13,3,3,80,0,40,1970-01-01,1,9,7,5,7
25,No,Non-Travel,1071,Sales,17,5,Other,1,4,Male,35,1,4,Research Director,1,Divorced,5432,17637,5,Y,No,11,4,2,80,3,23,1970-01-01,4,23,9,9,6
50,Yes,Non-Travel,547,Research & Development,8,3,Medical,1,4,Female,62,2,4,Sales Executive,3,Married,6512,10292,9,Y,No,20,3,4,80,0,33,1970-01-01,1,0,10,8,7
48,No,Non-Travel,1481,Research & Development,14,5,Marketing,1,3,Female,68,3,5,Sales Representative,4,Single,17441,24415,6,Y,No,16,3,2,80,0,19,1970-01-01,3,40,4,2,12
37,Yes,Travel_Frequently,213,Research & Development,1,4,Life Sciences,1,3,Female,76,2,1,Sales Executive,1,Divorced,18354,18923,4,Y,Yes,15,4,4,80,3,12,1970-01-01,4,31,7,1,13
