Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,Yes,Non-Travel,166,Human Resources,12,2,Life Sciences,1,3,Male,64,2,3,Healthcare Representative,4,Married,16667,6413,8,Y,Yes,14,3,3,80,1,19,1970-01-01,4,5,10,0,17
18,No,Travel_Frequently,1171,Human Resources,15,4,Other,1,1,Male,95,2,1,Human Resources,1,Single,14895,19053,2,Y,Yes,23,4,3,80,2,19,1970-01-01,3,0,7,12,17
23,Yes,Non-Travel,260,Sales,28,2,Human Resources,1,1,Male,95,1,4,Healthcare Representative,2,Married,3245,20431,4,Y,No,15,3,2,80,2,26,1970-01-01,4,17,16,4,14
51,No,Travel_Rarely,301,Sales,1,3,Other,1,4,Male,54,2,4,Sales Representative,1,Single,6533,2107,5,Y,Yes,19,4,4,80,0,21,1970-01-01,1,20,8,6,2
31,No,Non-Travel,291,Sales,26,3,Other,1,4,Female,44,3,4,Manager,4,Single,13651,20100,1,Y,Yes,16,3,1,80,1,7,1970-01-01,3,36,1,6,15
57,Yes,Travel_Frequently,660,Sales,1,1,Other,1,1,Female,90,4,2,Research Scientist,3,Divorced,11355,7916,6,Y,No,11,4,2,80,0,18,1970-01-01,4,23,11,2,10
30,Yes,Travel_Rarely,1126,Sales,1,2,Life Sciences,1,1,Female,94,4,1,Laboratory Technician,1,Single,6493,2741,4,Y,No,16,3,1,80,0,16,1970-01-01,2,26,6,14,12
47,No,Non-Travel,135,Research & Development,26,2,Life Sciences,1,3,Female,69,4,4,Manufacturing Director,2,Divorced,12712,24692,2,Y,Yes,17,3,2,80,0,24,1970-01-01,1,22,14,9,11
26,Yes,Travel_Frequently,1115,Research & Development,4,4,Human Resources,1,2,Female,84,2,3,Human Resources,3,Single,2886,26136,9,Y,Yes,17,4,3,80,3,2,1970-01-01,4,27,3,14,5
18,Yes,Non-Travel,1071,Sales,14,2,Other,1,4,Female,43,2,1,Sales Representative,1,Single,6327,12213,5,Y,No,25,4,3,80,3,40,1970-01-01,1,20,4,10,7
54,No,Travel_Frequently,1242,Sales,7,5,Marketing,1,3,Male,92,1,3,Healthcare Representative,3,Divorced,17186,22158,0,Y,No,23,4,1,80,3,10,1970-01-01,4,7,6,11,0
33,No,Non-Travel,820,Sales,15,4,Technical Degree,1,2,Female,36,3,3,Laboratory Technician,4,Married,10579,3890,8,Y,No,19,4,3,80,0,28,1970-01-01,3,8,0,5,4
27,Yes,Travel_Rarely,1392,Sales,29,3,Other,1,4,Female,93,4,2,Manager,1,Married,19039,6721,9,Y,No,21,4,4,80,0,28,1970-01-01,4,12,14,15,8
18,No,Travel_Rarely,1402,Sales,29,1,Human Resources,1,2,Female,66,2,1,Sales Executive,3,Single,16473,14602,1,Y,Yes,24,4,1,80,3,13,1970-01-01,3,12,7,6,15
52,Yes,Non-Travel,131,Human Resources,28,4,Human Resources,1,4,Male,51,4,2,Research Director,4,Single,9155,24286,3,Y,Yes,22,4,3,80,0,18,1970-01-01,2,18,3,3,4
36,Yes,Non-Travel,791,Human Resources,24,5,Other,1,3,Female,83,1,5,Sales Representative,1,Single,10624,23093,6,Y,Yes,20,4,4,80,1,29,1970-01-01,4,25,7,14,11
35,Yes,Travel_Frequently,1281,Human Resources,11,2,Medical,1,2,Female,39,2,1,Sales Executive,4,Single,15174,14857,1,Y,Yes,25,4,1,80,2,29,1970-01-01,1,9,14,9,10
53,Yes,Non-Travel,1192,Sales,22,2,Life Sciences,1,1,Female,70,2,4,Research Scientist,4,Divorced,4385,25157,1,Y,Yes,24,4,2,80,2,14,1970-01-01,3,16,9,11,9
40,No,Travel_Rarely,205,Human Resources,29,5,Other,1,3,Female,88,4,4,Healthcare Representative,1,Married,7680,10146,1,Y,No,20,4,3,80,2,18,1970-01-01,2,22,0,8,4
38,No,Travel_Frequently,1205,Human Resources,21,3,Human Resources,1,4,Male,44,3,4,Sales Representative,2,Married,11927,5584,2,Y,No,18,4,1,80,2,39,1970-01-01,3,34,11,9,4
55,Yes,Non-Travel,1409,Sales,14,5,Human Resources,1,4,Male,60,3,5,Laboratory Technician,4,Married,17457,3938,4,Y,Yes,17,3,4,80,3,18,1970-01-01,4,30,0,0,2
35,Yes,Travel_Rarely,1225,Sales,22,4,Life Sciences,1,1,Male,70,4,1,Sales Representative,2,Married,7254,5376,6,Y,Yes,20,4,3,80,0,37,1970-01-01,2,8,9,4,16
23,No,Travel_Frequently,1137,Human Resources,4,1,Marketing,1,3,Female,31,1,4,Healthcare Representative,4,Married,13415,6099,8,Y,Yes,14,3,3,80,2,38,1970-01-01,3,17,7,4,3
18,No,Travel_Rarely,514,Sales,23,5,Technical Degree,1,3,Male,100,4,3,Laboratory Technician,2,Single,13097,10699,6,Y,No,17,3,2,80,1,38,1970-01-01,1,26,8,1,12
45,No,Travel_Rarely,257,Research & Development,2,4,Human Resources,1,4,Female,93,1,1,Manager,2,Married,12975,23439,7,Y,No,13,3,4,80,3,3,1970-01-01,4,21,17,2,8
18,No,Non-Travel,343,Human Resources,16,2,Other,1,4,Male,98,4,1,Sales Executive,1,Divorced,14583,20280,0,Y,Yes,21,4,2,80,3,32,1970-01-01,3,38,1,9,9
28,No,Travel_Frequently,970,Sales,7,5,Human Resources,1,3,Female,83,1,3,Healthcare Representative,2,Single,19867,18254,5,Y,No,25,4,4,80,0,38,1970-01-01,4,40,5,3,2
57,No,Travel_Frequently,1329,Research & Development,12,4,Life Sciences,1,3,Male,97,3,3,Healthcare Representative,3,Married,15916,2466,0,Y,No,25,4,2,80,0,33,1970-01-01,4,20,6,10,7
36,Yes,Travel_Frequently,447,Research & Development,16,1,Marketing,1,4,Female,51,3,3,Healthcare Representative,3,Married,6205,25274,7,Y,No,11,4,2,80,1,40,1970-01-01,1,8,17,6,14
32,Yes,Travel_Frequently,931,Sales,21,3,Technical Degree,1,3,Male,71,2,2,Research Scientist,4,Single,17308,16707,9,Y,No,25,3,1,80,1,28,1970-01-01,1,20,7,7,17
54,Yes,Travel_Rarely,637,Human Resources,14,1,Life Sciences,1,2,Male,35,1,3,Research Director,1,Single,1389,2668,8,Y,Yes,24,4,3,80,3,36,1970-01-01,4,2,17,6,17
46,Yes,Travel_Rarely,1166,Research & Development,29,5,Marketing,1,2,Female,55,3,4,Manager,3,Single,2118,13829,5,Y,No,14,4,4,80,0,27,1970-01-01,2,8,7,9,3
54,No,Travel_Rarely,277,Sales,19,1,Life Sciences,1,2,Female,36,4,2,Sales Executive,2,Single,8307,23480,6,Y,No,11,4,3,80,1,27,1970-01-01,1,9,1,15,10
42,No,Travel_Rarely,281,Human Resources,24,1,Life Sciences,1,2,Female,34,2,5,Research Scientist,4,Single,11347,16355,8,Y,No,19,4,2,80,0,11,1970-01-01,4,28,7,13,0
35,Yes,Travel_Frequently,641,Human Resources,22,4,Human Resources,1,4,Female,40,4,2,Sales Executive,1,Single,11586,16779,8,Y,Yes,15,3,4,80,3,38,1970-01-01,1,6,7,6,0
23,No,Non-Travel,1107,Sales,6,5,Medical,1,4,Male,56,4,4,Sales Representative,1,Married,14017,6287,4,Y,No,21,4,2,80,2,7,1970-01-01,3,35,14,15,11
54,Yes,Travel_Rarely,426,Sales,11,4,Human Resources,1,4,Male,38,3,4,Sales Executive,4,Married,12414,11568,5,Y,Yes,21,4,4,80,3,5,1970-01-01,3,28,10,6,17
31,No,Non-Travel,1403,Human Resources,29,4,Technical Degree,1,2,Female,45,3,5,Manager,4,Single,6807,9371,5,Y,Yes,12,4,2,80,0,10,1970-01-01,2,33,11,12,14
38,Yes,Non-Travel,1056,Research & Development,1,5,Technical Degree,1,1,Male,83,1,3,Laboratory Technician,4,Divorced,18573,7667,2,Y,No,20,4,4,80,1,28,1970-01-01,1,29,3,3,10
49,No,Travel_Frequently,1157,Human Resources,6,4,Other,1,3,Female,49,2,3,Sales Executive,3,Single,13741,22455,6,Y,Yes,20,3,3,80,3,2,1970-01-01,1,31,18,5,10
47,No,Non-Travel,1444,Human Resources,18,2,Other,1,4,Female,38,1,1,Human Resources,1,Married,10525,5402,3,Y,No,15,4,4,80,2,30,1970-01-01,2,0,0,10,3
18,No,Travel_Rarely,851,Sales,2,3,Marketing,1,3,Female,61,2,1,Sales Representative,3,Single,9014,8619,2,Y,Yes,18,4,4,80,2,7,1970-01-01,1,31,2,6,3
50,Yes,Non-Travel,532,Human Resources,29,5,Life Sciences,1,2,Male,60,2,1,Sales Executive,4,Married,6305,2862,5,Y,No,23,4,2,80,0,22,1970-01-01,4,6,7,10,13
31,Yes,Travel_Rarely,108,Human Resources,12,4,Technical Degree,1,2,Female,83,1,1,Research Scientist,4,Single,8389,8291,4,Y,Yes,19,3,3,80,2,36,1970-01-01,2,26,1,8,8
23,Yes,Non-Travel,191,Sales,6,1,Marketing,1,4,Male,79,3,1,Research Director,2,Divorced,19523,26239,4,Y,Yes,22,4,3,80,0,18,1970-01-01,4,25,15,6,3
41,Yes,Travel_Rarely,879,Research & Development,23,1,Medical,1,2,Male,97,4,1,Laboratory Technician,3,Divorced,6742,3902,8,Y,Yes,24,3,3,80,1,7,1970-01-01,2,20,5,15,2
23,No,Travel_Frequently,128,Human Resources,27,2,Marketing,1,2,Female,33,3,4,Manager,1,Single,19336,6175,5,Y,No,16,3,4,80,1,18,1970-01-01,1,0,9,4,6
28,No,Travel_Frequently,1193,Research & Development,22,5,Other,1,4,Male,80,2,3,Sales Executive,2,Married,10003,7613,5,Y,Yes,25,3,3,80,2,14,1970-01-01,2,14,17,10,15
21,No,Travel_Frequently,1194,Human Resources,8,4,Human Resources,1,2,Female,59,3,2,Human Resources,4,Divorced,17936,7265,5,Y,No,17,4,1,80,0,12,1970-01-01,1,18,16,0,13
50,No,Travel_Rarely,893,Research & Development,4,4,Life Sciences,1,4,Female,87,1,3,Healthcare Representative,2,Married,10489,2859,3,Y,Yes,23,3,2,80,2,0,1970-01-01,4,3,0,4,6
51,Yes,Travel_Frequently,659,Human Resources,28,1,Other,1,2,Male,52,4,1,Research Scientist,3,Married,12292,19653,1,Y,Yes,14,4,1,80,0,14,1970-01-01,2,24,11,7,4
25,No,Travel_Frequently,977,Sales,11,1,Life Sciences,1,4,Female,82,4,1,Laboratory Technician,4,Married,9934,8479,2,Y,Yes,11,3,4,80,1,1,1970-01-01,2,20,4,13,8
60,Yes,Non-Travel,886,Sales,23,2,Marketing,1,2,Female,47,1,5,Research Director,1,Divorced,17775,8595,0,Y,Yes,12,4,2,80,3,2,1970-01-01,2,33,1,3,0
34,Yes,Travel_Rarely,926,Sales,2,2,Marketing,1,3,Male,86,3,2,Laboratory Technician,3,Single,10322,10784,6,Y,Yes,25,3,4,80,2,4,1970-01-01,2,0,9,7,5
20,No,Non-Travel,458,Research & Development,1,5,Technical Degree,1,4,Female,88,4,2,Human Resources,4,Divorced,19528,23420,2,Y,Yes,12,3,3,80,3,7,1970-01-01,3,16,5,6,5
43,Yes,Non-Travel,1236,Human Resources,23,3,Human Resources,1,4,Male,69,4,3,Research Scientist,3,Married,11893,11804,6,Y,No,15,3,3,80,0,5,1970-01-01,1,10,5,4,8
24,Yes,Travel_Frequently,456,Research & Development,13,2,Technical Degree,1,2,Male,96,3,5,Laboratory Technician,4,Single,14309,23192,8,Y,Yes,15,3,4,80,2,36,1970-01-01,4,13,9,13,11
43,No,Non-Travel,487,Human Resources,27,4,Human Resources,1,1,Male,46,1,4,Manager,3,Single,2725,21854,3,Y,No,11,4,3,80,1,34,1970-01-01,3,12,3,14,6
40,Yes,Travel_Frequently,787,Research & Development,1,3,Other,1,3,Male,32,3,4,Healthcare Representative,4,Married,18331,25079,0,Y,Yes,19,4,2,80,1,2,1970-01-01,2,17,6,15,17
60,Yes,Travel_Rarely,1311,Sales,5,5,Other,1,4,Female,89,3,4,Laboratory Technician,4,Married,12222,15647,6,Y,Yes,22,3,3,80,0,10,1970-01-01,4,12,10,11,3
18,No,Travel_Frequently,1288,Research & Development,18,3,Technical Degree,1,1,Female,80,3,3,Sales Representative,4,Married,16391,22355,9,Y,Yes,19,3,4,80,3,38,1970-01-01,1,28,12,7,9
41,No,Non-Travel,778,Sales,4,3,Life Sciences,1,3,Male,85,2,1,Human Resources,4,Single,13476,14226,8,Y,No,16,4,3,80,1,26,1970-01-01,3,33,16,3,0
59,No,Non-Travel,545,Research & Development,20,5,Human Resources,1,3,Male,46,2,4,Sales Representative,2,Single,8795,17226,8,Y,Yes,25,3,2,80,1,10,1970-01-01,4,15,14,2,4
36,No,Non-Travel,984,Sales,13,4,Marketing,1,3,Female,49,2,2,Manager,3,Married,14583,20663,1,Y,No,25,3,2,80,1,15,1970-01-01,2,38,2,9,16
52,Yes,Non-Travel,1240,Human Resources,2,1,Other,1,4,Female,63,2,5,Sales Executive,1,Single,8204,18415,3,Y,Yes,20,4,1,80,0,11,1970-01-01,3,31,16,9,8
40,Yes,Travel_Rarely,618,Sales,27,1,Other,1,2,Female,83,4,2,Human Resources,2,Married,19596,4135,0,Y,No,14,3,1,80,3,3,1970-01-01,3,15,7,8,4
27,Yes,Travel_Frequently,474,Human Resources,28,5,Technical Degree,1,2,Female,55,1,4,Laboratory Technician,1,Single,14062,15384,3,Y,Yes,17,4,2,80,1,29,1970-01-01,3,2,6,10,3
57,Yes,Non-Travel,1210,Sales,7,2,Technical Degree,1,2,Female,95,2,5,Human Resources,3,Single,17940,16615,9,Y,No,11,3,1,80,1,12,1970-01-01,3,12,15,6,0
27,Yes,Travel_Frequently,534,Research & Development,27,4,Human Resources,1,3,Female,80,3,3,Sales Executive,3,Divorced,16980,8892,8,Y,Yes,21,3,4,80,0,24,1970-01-01,3,38,15,4,3
58,Yes,Non-Travel,229,Human Resources,22,3,Other,1,1,Female,63,2,4,Laboratory Technician,2,Divorced,5520,20470,7,Y,Yes,22,3,4,80,3,27,1970-01-01,4,0,12,10,12
21,Yes,Travel_Rarely,826,Human Resources,23,3,Medical,1,4,Male,65,4,3,Human Resources,1,Single,15793,18585,5,Y,Yes,12,4,2,80,0,25,1970-01-01,2,17,1,9,14
50,No,Travel_Frequently,1327,Research & Development,1,4,Marketing,1,1,Male,48,4,2,Healthcare Representative,2,Divorced,9192,2895,9,Y,No,19,3,4,80,3,9,1970-01-01,2,0,18,4,7
53,No,Travel_Rarely,1216,Human Resources,5,1,Other,1,2,Female,72,2,3,Healthcare Representative,1,Married,4736,11807,8,Y,No,17,4,1,80,0,28,1970-01-01,1,15,7,13,17
40,No,Non-Travel,1325,Research & Development,18,5,Other,1,3,Female,73,3,2,Sales Executive,3,Divorced,13469,21771,1,Y,No,16,3,2,80,0,6,1970-01-01,3,39,5,1,15
54,No,Travel_Frequently,370,Sales,28,3,Life Sciences,1,3,Male,86,2,2,Sales Representative,4,Married,13853,8795,7,Y,No,15,3,3,80,1,16,1970-01-01,3,0,3,14,16
28,No,Travel_Rarely,675,Sales,21,2,Marketing,1,1,Female,99,2,1,Research Director,4,Married,19195,21055,3,Y,Yes,12,3,4,80,1,31,1970-01-01,2,31,8,2,5
47,No,Non-Travel,1004,Sales,29,4,Other,1,1,Male,100,3,3,Manager,3,Married,5922,26837,2,Y,No,15,4,1,80,1,5,1970-01-01,1,6,8,9,8
37,Yes,Travel_Rarely,537,Sales,15,5,Medical,1,3,Male,65,3,2,Sales Representative,1,Single,13121,20941,8,Y,No,15,4,4,80,0,21,1970-01-01,2,4,0,3,12
21,Yes,Non-Travel,1480,Human Resources,18,5,Technical Degree,1,1,Male,75,3,1,Laboratory Technician,2,Married,13643,19117,1,Y,Yes,21,4,3,80,1,30,1970-01-01,2,9,15,0,2
32,Yes,Non-Travel,264,Human Resources,12,3,Other,1,4,Male,46,1,3,Research Director,2,Divorced,6166,26606,3,Y,Yes,15,3,4,80,3,3,1970-01-01,2,8,12,9,4
59,Yes,Travel_Rarely,1155,Human Resources,2,1,Medical,1,2,Male,53,4,3,Manager,3,Single,8129,4504,8,Y,Yes,16,3,2,80,3,35,1970-01-01,4,38,12,10,4
39,Yes,Non-Travel,441,Human Resources,2,2,Marketing,1,3,Female,85,4,5,Human Resources,4,Divorced,12091,4445,1,Y,Yes,13,4,2,80,2,36,1970-01-01,3,40,0,9,15
53,No,Travel_Rarely,807,Human Resources,26,2,Other,1,4,Female,60,1,4,Human Resources,4,Single,14121,17213,8,Y,Yes,14,3,2,80,3,18,1970-01-01,2,26,2,9,0
59,Yes,Travel_Frequently,1020,Research & Development,21,3,Human Resources,1,2,Female,36,3,1,Sales Representative,4,Divorced,3300,15311,9,Y,No,20,4,1,80,1,0,1970-01-01,3,12,16,6,15
59,Yes,Non-Travel,836,Human Resources,16,4,Marketing,1,3,Male,92,2,3,Healthcare Representative,1,Single,15064,18876,5,Y,Yes,18,3,4,80,0,2,1970-01-01,2,30,0,1,7
31,Yes,Non-Travel,562,Human Resources,6,5,Human Resources,1,4,Female,54,1,4,Sales Representative,1,Single,10765,5219,9,Y,Yes,22,4,3,80,1,10,1970-01-01,4,1,18,1,5
44,Yes,Non-Travel,1039,Research & Development,15,4,Technical Degree,1,2,Male,35,1,1,Laboratory Technician,1,Divorced,16519,10088,7,Y,Yes,14,4,2,80,3,6,1970-01-01,4,11,16,13,0
41,Yes,Travel_Rarely,824,Human Resources,8,3,Human Resources,1,1,Female,51,1,3,Manufacturing Director,3,Single,10072,7269,6,Y,Yes,12,4,1,80,1,9,1970-01-01,1,19,17,13,17
47,Yes,Travel_Frequently,1406,Research & Development,23,1,Marketing,1,3,Female,60,4,2,Human Resources,3,Married,13972,19357,3,Y,No,16,3,3,80,2,12,1970-01-01,4,25,5,1,9
37,No,Travel_Rarely,225,Research & Development,2,5,Life Sciences,1,2,Male,50,2,2,Manager,1,Divorced,14743,5894,0,Y,No,21,3,3,80,0,34,1970-01-01,1,10,1,13,14
42,No,Travel_Rarely,1194,Research & Development,7,1,Medical,1,3,Male,48,4,1,Research Director,2,Single,8439,23504,9,Y,Yes,22,4,2,80,1,17,1970-01-01,2,6,5,8,12
24,No,Travel_Frequently,1418,Research & Development,14,4,Medical,1,3,Female,97,2,2,Healthcare Representative,1,Single,15106,19424,1,Y,No,21,4,2,80,2,38,1970-01-01,4,37,7,7,5
19,No,Travel_Rarely,493,Sales,11,3,Marketing,1,1,Female,53,1,1,Healthcare Representative,1,Single,17351,17106,9,Y,Yes,21,3,1,80,2,24,1970-01-01,3,5,13,2,11
54,No,Non-Travel,951,Human Resources,25,2,Medical,1,4,Female,38,4,1,Manufacturing Director,2,Divorced,2202,17380,5,Y,No,13,4,2,80,0,15,1970-01-01,3,11,7,2,9
41,Yes,Non-Travel,873,Human Resources,14,2,Human Resources,1,4,Female,70,1,3,Research Director,4,Divorced,9089,25554,6,Y,No,24,3,4,80,0,11,1970-01-01,4,31,13,0,13
31,Yes,Travel_Rarely,563,Research & Development,14,3,Marketing,1,3,Male,40,1,5,Sales Executive,1,Single,5539,15551,7,Y,Yes,16,3,4,80,0,14,1970-01-01,2,17,7,14,4
47,No,Travel_Frequently,565,Research & Development,7,1,Technical Degree,1,1,Female,35,1,2,Research Director,1,Single,7872,4601,6,Y,Yes,22,4,3,80,0,35,1970-01-01,4,20,13,9,4
56,Yes,Travel_Frequently,779,Human Resources,6,3,Life Sciences,1,4,Male,89,3,2,Healthcare Representative,4,Married,12593,22293,2,Y,Yes,11,3,4,80,2,38,1970-01-01,3,35,14,15,2
50,No,Travel_Frequently,234,Sales,1,5,Marketing,1,1,Male,74,1,4,Sales Executive,3,Divorced,8323,16334,0,Y,Yes,16,3,1,80,3,38,1970-01-01,2,9,7,6,0
54,No,Travel_Rarely,623,Research & Development,24,4,Life Sciences,1,1,Female,78,4,5,Research Director,2,Married,18537,22672,5,Y,Yes,22,3,2,80,3,7,1970-01-01,3,8,12,15,8
34,Yes,Non-Travel,1427,Sales,26,4,Medical,1,3,Female,84,1,3,Research Scientist,4,Married,9590,26467,3,Y,Yes,16,4,3,80,1,40,1970-01-01,1,30,9,5,6
45,No,Travel_Rarely,1167,Human Resources,5,2,Human Resources,1,3,Male,43,1,2,Manufacturing Director,3,Single,5616,18071,7,Y,Yes,16,3,2,80,2,17,1970-01-01,3,3,7,5,11
39,No,Travel_Rarely,350,Sales,9,4,Technical Degree,1,4,Female,41,4,2,Healthcare Representative,3,Divorced,3507,6103,6,Y,No,25,4,4,80,0,9,1970-01-01,2,22,5,10,6
40,No,Travel_Frequently,910,Human Resources,27,3,Medical,1,4,Female,32,4,3,Research Director,4,Single,14110,14909,3,Y,Yes,17,4,2,80,1,9,1970-01-01,3,15,12,4,14
51,Yes,Non-Travel,274,Sales,10,2,Other,1,2,Male,67,1,1,Research Scientist,4,Single,15258,23895,4,Y,No,12,4,1,80,1,12,1970-01-01,3,17,8,13,17
47,No,Non-Travel,227,Sales,28,3,Marketing,1,3,Female,44,1,3,Laboratory Technician,1,Divorced,15749,6480,9,Y,Yes,18,4,3,80,3,5,1970-01-01,4,6,2,0,6
32,No,Non-Travel,1157,Research & Development,4,2,Life Sciences,1,3,Female,79,1,2,Manager,2,Single,14964,14912,1,Y,Yes,25,4,4,80,3,2,1970-01-01,3,36,6,5,5
20,No,Travel_Frequently,1318,Human Resources,7,1,Human Resources,1,2,Male,86,1,3,Healthcare Representative,4,Divorced,1413,6361,8,Y,Yes,18,3,2,80,2,18,1970-01-01,1,16,10,15,1
32,No,Travel_Frequently,1215,Human Resources,20,2,Human Resources,1,1,Male,82,3,4,Research Scientist,4,Single,6405,3101,1,Y,No,13,3,3,80,3,37,1970-01-01,2,37,18,7,6
23,Yes,Travel_Frequently,1156,Sales,21,1,Other,1,1,Female,100,2,1,Healthcare Representative,2,Single,19289,3741,3,Y,No,18,4,3,80,0,9,1970-01-01,2,0,14,2,14
42,No,Non-Travel,247,Sales,26,1,Human Resources,1,2,Female,41,2,2,Laboratory Technician,4,Divorced,18331,25555,0,Y,No,25,4,3,80,0,36,1970-01-01,4,20,2,12,10
