Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Rarely,1369,Research & Development,7,1,Other,1,2,Female,42,4,4,Research Scientist,1,Single,7700,19117,2,Y,No,19,4,2,80,2,29,1970-01-01,4,29,1,3,13
56,No,Travel_Frequently,952,Research & Development,29,5,Technical Degree,1,1,Female,31,1,5,Manager,3,Divorced,1592,22272,1,Y,Yes,15,3,4,80,1,21,1970-01-01,2,11,17,11,7
24,No,Non-Travel,836,Human Resources,20,2,Other,1,2,Male,42,4,4,Research Scientist,1,Married,10623,25223,6,Y,No,15,3,4,80,0,26,1970-01-01,4,7,10,11,7
37,No,Travel_Frequently,716,Sales,18,5,Technical Degree,1,2,Male,63,1,5,Sales Representative,1,Divorced,6466,20772,4,Y,No,14,4,1,80,3,38,1970-01-01,1,11,7,14,0
55,No,Travel_Rarely,146,Research & Development,15,4,Medical,1,2,Female,87,1,5,Research Scientist,1,Single,11388,18279,3,Y,No,16,4,2,80,0,30,1970-01-01,4,16,13,1,11
24,No,Travel_Frequently,621,Research & Development,21,3,Marketing,1,1,Female,75,1,1,Research Director,4,Married,6854,15088,4,Y,No,25,4,3,80,1,30,1970-01-01,4,25,1,15,1
37,No,Travel_Rarely,172,Research & Development,17,3,Technical Degree,1,2,Female,83,1,5,Manufacturing Director,2,Married,9584,16124,2,Y,No,25,4,3,80,0,19,1970-01-01,4,38,13,5,15
50,No,Travel_Rarely,1140,Research & Development,12,5,Medical,1,3,Male,91,3,1,Sales Representative,2,Single,9888,21641,2,Y,Yes,14,3,1,80,2,32,1970-01-01,1,37,17,14,17
22,No,Travel_Rarely,359,Human Resources,22,1,Marketing,1,2,Female,66,3,5,Sales Executive,4,Single,13973,10117,7,Y,No,15,3,4,80,2,32,1970-01-01,2,34,1,13,15
44,No,Travel_Frequently,158,Sales,18,5,Technical Degree,1,3,Male,91,3,4,Laboratory Technician,1,Divorced,15775,24055,3,Y,No,17,3,4,80,2,6,1970-01-01,1,12,2,4,10
53,No,Travel_Frequently,122,Human Resources,23,5,Life Sciences,1,3,Male,39,3,3,Sales Representative,1,Single,4868,21522,2,Y,Yes,24,3,3,80,2,33,1970-01-01,3,23,10,7,8
60,Yes,Travel_Rarely,618,Research & Development,3,3,Technical Degree,1,3,Male,49,4,2,Laboratory Technician,3,Single,8952,5365,1,Y,Yes,20,4,1,80,2,25,1970-01-01,3,31,2,4,15
22,Yes,Non-Travel,531,Sales,21,1,Life Sciences,1,1,Female,58,2,5,Sales Representative,1,Divorced,4756,20351,6,Y,Yes,20,3,2,80,3,11,1970-01-01,4,8,0,15,0
45,No,Non-Travel,1457,Sales,7,1,Life Sciences,1,2,Female,95,3,4,Research Scientist,4,Married,13074,26537,7,Y,No,22,4,3,80,1,28,1970-01-01,4,7,6,10,14
55,Yes,Travel_Frequently,461,Sales,24,2,Marketing,1,4,Female,56,4,1,Sales Executive,1,Married,4868,25110,2,Y,No,16,4,4,80,1,31,1970-01-01,1,24,4,10,4
46,No,Travel_Rarely,527,Research & Development,11,2,Technical Degree,1,2,Male,62,1,1,Sales Executive,1,Married,1291,19315,2,Y,No,18,3,2,80,0,4,1970-01-01,2,23,4,3,3
51,Yes,Travel_Rarely,1022,Human Resources,9,1,Technical Degree,1,2,Female,38,1,2,Sales Representative,2,Single,7264,13598,0,Y,No,23,3,4,80,0,5,1970-01-01,4,29,6,3,16
18,No,Travel_Rarely,1271,Sales,11,5,Marketing,1,2,Male,75,1,4,Research Scientist,4,Single,3940,6821,2,Y,No,23,3,4,80,1,40,1970-01-01,3,30,3,0,2
30,Yes,Non-Travel,627,Research & Development,9,2,Life Sciences,1,3,Male,58,4,2,Research Scientist,1,Single,13356,3464,6,Y,No,11,4,2,80,2,13,1970-01-01,4,14,12,10,6
19,No,Non-Travel,1071,Sales,20,3,Marketing,1,4,Female,68,2,4,Human Resources,4,Married,9418,14449,6,Y,No,20,4,4,80,2,29,1970-01-01,4,35,10,10,14
34,No,Travel_Frequently,747,Human Resources,12,4,Life Sciences,1,1,Female,86,3,2,Sales Representative,2,Single,7879,26532,2,Y,No,21,3,4,80,1,30,1970-01-01,1,27,8,9,5
33,No,Non-Travel,647,Sales,20,1,Life Sciences,1,3,Female,40,1,4,Research Scientist,1,Married,16866,5451,6,Y,No,12,3,2,80,3,0,1970-01-01,1,32,18,7,13
53,Yes,Non-Travel,687,Research & Development,14,2,Technical Degree,1,4,Female,99,2,3,Sales Representative,4,Married,17823,20638,5,Y,Yes,23,4,4,80,0,21,1970-01-01,4,37,1,4,1
35,No,Travel_Frequently,289,Human Resources,22,4,Marketing,1,2,Female,82,4,5,Manager,3,Single,13490,11842,6,Y,Yes,19,4,2,80,1,33,1970-01-01,3,20,14,2,14
38,No,Travel_Rarely,281,Research & Development,24,4,Other,1,1,Male,93,1,2,Manufacturing Director,1,Single,10951,19144,4,Y,Yes,13,3,1,80,1,38,1970-01-01,3,4,7,2,14
23,No,Travel_Frequently,999,Human Resources,22,4,Human Resources,1,1,Female,63,3,1,Sales Representative,4,Married,6274,19646,7,Y,Yes,11,3,1,80,2,29,1970-01-01,3,16,11,9,11
25,Yes,Non-Travel,1402,Human Resources,10,3,Technical Degree,1,2,Female,42,1,4,Human Resources,2,Divorced,18077,23139,4,Y,Yes,13,4,1,80,3,33,1970-01-01,4,24,17,13,3
49,Yes,Travel_Rarely,938,Sales,15,5,Other,1,3,Male,86,3,1,Human Resources,1,Married,9735,11526,1,Y,Yes,14,4,4,80,3,29,1970-01-01,3,24,4,13,5
32,No,Travel_Frequently,190,Sales,25,3,Other,1,2,Female,34,2,4,Manager,2,Single,2527,9947,2,Y,No,12,4,4,80,1,21,1970-01-01,1,15,15,0,11
44,No,Travel_Frequently,983,Sales,4,2,Other,1,2,Male,33,3,2,Research Director,1,Single,8569,7451,6,Y,No,23,4,4,80,0,38,1970-01-01,1,25,13,4,1
49,Yes,Travel_Frequently,741,Research & Development,10,4,Technical Degree,1,4,Male,44,2,1,Manufacturing Director,3,Single,2700,23844,3,Y,No,19,4,2,80,3,35,1970-01-01,4,0,17,5,0
36,Yes,Travel_Rarely,1361,Research & Development,20,5,Other,1,2,Female,81,1,3,Healthcare Representative,2,Divorced,4590,13237,8,Y,No,23,3,4,80,1,2,1970-01-01,2,22,6,3,15
32,Yes,Non-Travel,925,Human Resources,12,4,Life Sciences,1,3,Male,76,1,1,Manufacturing Director,2,Single,17005,22753,7,Y,No,15,3,2,80,2,21,1970-01-01,2,16,4,9,7
58,Yes,Travel_Rarely,642,Human Resources,11,3,Medical,1,2,Male,79,1,5,Manufacturing Director,3,Single,12319,22325,4,Y,Yes,19,4,1,80,1,28,1970-01-01,1,26,1,15,16
23,No,Non-Travel,1167,Research & Development,20,4,Life Sciences,1,4,Female,92,4,1,Healthcare Representative,3,Divorced,1241,24060,8,Y,No,25,3,2,80,3,36,1970-01-01,3,13,9,7,11
38,Yes,Non-Travel,579,Human Resources,9,1,Medical,1,3,Male,91,2,3,Manager,2,Married,1621,21325,1,Y,Yes,22,3,2,80,3,32,1970-01-01,2,34,3,10,11
28,Yes,Travel_Rarely,551,Sales,9,4,Medical,1,4,Female,95,1,4,Research Director,1,Single,1555,4685,5,Y,No,12,3,1,80,2,36,1970-01-01,4,19,8,10,3
42,Yes,Non-Travel,1126,Human Resources,12,2,Technical Degree,1,2,Male,57,1,5,Healthcare Representative,3,Single,13962,11156,5,Y,No,23,4,1,80,3,28,1970-01-01,3,19,17,9,11
37,Yes,Travel_Frequently,477,Research & Development,7,3,Life Sciences,1,3,Male,98,4,2,Manufacturing Director,1,Married,14575,22922,6,Y,Yes,24,3,1,80,3,19,1970-01-01,2,20,14,9,5
54,Yes,Travel_Frequently,448,Research & Development,16,2,Technical Degree,1,4,Female,47,2,1,Human Resources,2,Divorced,12569,13981,6,Y,Yes,15,3,3,80,2,40,1970-01-01,2,0,16,6,3
22,No,Travel_Frequently,1233,Sales,24,1,Life Sciences,1,1,Male,38,3,5,Laboratory Technician,4,Married,19720,6481,2,Y,No,24,3,1,80,0,15,1970-01-01,1,25,13,0,3
41,No,Travel_Rarely,247,Human Resources,18,4,Technical Degree,1,3,Female,33,1,1,Manager,3,Married,9008,23928,8,Y,No,18,4,1,80,2,11,1970-01-01,2,19,9,1,0
51,Yes,Travel_Frequently,1497,Human Resources,22,5,Medical,1,3,Female,97,2,4,Research Director,2,Single,2989,18528,9,Y,No,16,3,4,80,1,38,1970-01-01,4,6,17,3,8
41,Yes,Travel_Frequently,106,Human Resources,6,1,Technical Degree,1,2,Male,53,2,2,Manager,1,Married,13160,16375,5,Y,Yes,21,4,4,80,0,39,1970-01-01,1,0,3,13,5
51,No,Travel_Rarely,1459,Human Resources,23,5,Technical Degree,1,4,Female,93,3,1,Research Director,1,Single,14519,5690,9,Y,No,19,4,2,80,2,27,1970-01-01,3,31,9,13,4
22,No,Travel_Frequently,528,Human Resources,13,3,Human Resources,1,1,Male,90,1,2,Sales Executive,4,Divorced,1421,11331,5,Y,Yes,19,3,1,80,3,4,1970-01-01,3,1,2,3,8
23,Yes,Travel_Frequently,1085,Human Resources,19,1,Medical,1,2,Male,64,1,2,Laboratory Technician,2,Married,17758,17908,9,Y,No,25,4,1,80,2,6,1970-01-01,3,26,9,8,8
53,Yes,Travel_Rarely,119,Research & Development,8,4,Technical Degree,1,4,Male,69,1,2,Laboratory Technician,3,Married,5982,17172,3,Y,Yes,22,3,1,80,3,28,1970-01-01,1,22,0,5,14
54,No,Travel_Frequently,1438,Sales,4,5,Other,1,3,Female,87,3,5,Sales Executive,1,Divorced,11422,3836,4,Y,Yes,15,3,4,80,3,31,1970-01-01,4,29,16,9,4
18,No,Travel_Frequently,548,Sales,2,5,Human Resources,1,4,Female,96,1,3,Human Resources,3,Divorced,2041,10261,9,Y,Yes,16,4,1,80,3,28,1970-01-01,3,15,4,6,13
42,Yes,Non-Travel,575,Human Resources,21,1,Life Sciences,1,2,Female,45,4,5,Sales Representative,2,Married,19372,8400,8,Y,Yes,24,4,1,80,2,34,1970-01-01,3,32,12,3,12
23,Yes,Non-Travel,1416,Research & Development,29,5,Life Sciences,1,4,Female,50,2,1,Human Resources,2,Married,6268,19249,2,Y,Yes,12,4,4,80,2,28,1970-01-01,3,34,12,13,6
24,No,Travel_Frequently,470,Research & Development,23,2,Marketing,1,4,Male,78,3,5,Manager,2,Married,9779,19906,4,Y,No,18,4,2,80,0,6,1970-01-01,3,26,2,2,12
56,Yes,Non-Travel,1042,Human Resources,7,4,Other,1,4,Female,62,2,5,Laboratory Technician,3,Married,11506,15471,8,Y,No,17,4,4,80,3,36,1970-01-01,4,7,2,2,10
28,No,Travel_Rarely,1195,Human Resources,8,3,Technical Degree,1,1,Female,70,2,1,Laboratory Technician,4,Married,9795,2336,3,Y,Yes,22,3,2,80,0,29,1970-01-01,1,22,9,13,16
28,No,Travel_Frequently,949,Human Resources,23,2,Other,1,3,Male,99,4,4,Laboratory Technician,1,Married,8737,16344,8,Y,Yes,24,3,4,80,3,13,1970-01-01,2,31,4,8,10
54,Yes,Travel_Frequently,574,Sales,29,3,Life Sciences,1,2,Male,49,4,4,Research Director,4,Divorced,16171,23819,4,Y,Yes,23,4,4,80,1,40,1970-01-01,2,37,18,15,11
33,No,Non-Travel,1345,Research & Development,4,4,Technical Degree,1,3,Female,71,3,3,Sales Executive,1,Married,8141,7372,3,Y,Yes,12,4,4,80,1,30,1970-01-01,4,39,7,1,14
29,No,Travel_Frequently,439,Research & Development,22,4,Life Sciences,1,4,Male,81,1,5,Healthcare Representative,2,Divorced,6284,10756,7,Y,No,22,3,3,80,1,36,1970-01-01,2,32,10,0,11
55,No,Travel_Rarely,1345,Sales,1,4,Other,1,4,Male,47,2,3,Research Director,1,Divorced,13109,16421,7,Y,Yes,12,3,4,80,0,17,1970-01-01,4,6,9,11,2
26,No,Non-Travel,1395,Research & Development,13,5,Life Sciences,1,2,Male,31,1,4,Human Resources,2,Married,12497,25232,0,Y,Yes,12,3,3,80,1,18,1970-01-01,2,24,17,8,17
43,No,Travel_Rarely,733,Sales,4,1,Human Resources,1,4,Male,71,3,1,Human Resources,3,Married,12038,5674,5,Y,Yes,13,4,1,80,0,9,1970-01-01,3,39,17,15,6
37,No,Non-Travel,142,Human Resources,12,1,Medical,1,2,Male,79,1,3,Research Director,4,Single,11657,9090,8,Y,No,14,4,3,80,2,8,1970-01-01,3,21,4,6,6
38,No,Non-Travel,391,Research & Development,9,5,Human Resources,1,2,Female,70,1,3,Sales Executive,1,Divorced,6286,25750,1,Y,No,21,4,2,80,3,24,1970-01-01,2,8,13,14,1
47,No,Travel_Frequently,1476,Human Resources,18,1,Other,1,1,Male,41,3,4,Human Resources,2,Married,19487,17541,5,Y,Yes,18,4,4,80,0,37,1970-01-01,3,40,0,6,6
50,Yes,Non-Travel,1171,Sales,18,2,Technical Degree,1,3,Male,62,4,1,Manager,1,Married,12755,17855,7,Y,Yes,13,4,2,80,2,3,1970-01-01,2,18,15,13,5
53,Yes,Travel_Rarely,953,Research & Development,10,4,Medical,1,2,Female,83,4,5,Human Resources,4,Single,18577,5930,4,Y,Yes,12,4,1,80,0,19,1970-01-01,3,12,18,13,3
32,No,Non-Travel,1046,Research & Development,13,5,Human Resources,1,1,Female,42,3,2,Sales Executive,2,Married,11082,11842,7,Y,No,21,3,2,80,3,32,1970-01-01,1,20,0,5,14
37,No,Travel_Frequently,1183,Human Resources,14,4,Life Sciences,1,2,Male,35,1,3,Manager,4,Divorced,12128,7994,6,Y,No,19,4,3,80,2,6,1970-01-01,1,15,16,13,0
53,Yes,Non-Travel,1006,Human Resources,8,4,Medical,1,4,Male,38,4,3,Healthcare Representative,4,Single,9496,10831,6,Y,No,14,4,4,80,2,34,1970-01-01,1,18,9,13,7
47,No,Travel_Frequently,470,Sales,28,1,Human Resources,1,3,Female,87,3,3,Manager,3,Married,16494,7997,2,Y,No,22,4,3,80,3,30,1970-01-01,3,2,11,1,2
37,Yes,Travel_Frequently,907,Sales,29,3,Human Resources,1,4,Female,46,2,1,Human Resources,4,Married,6169,6562,5,Y,Yes,13,4,3,80,2,29,1970-01-01,1,5,6,3,15
59,Yes,Travel_Frequently,810,Human Resources,16,5,Life Sciences,1,1,Male,32,1,5,Research Scientist,4,Married,8106,25293,7,Y,No,21,4,1,80,0,12,1970-01-01,3,8,11,14,5
20,Yes,Travel_Frequently,1031,Human Resources,4,1,Other,1,4,Female,96,2,5,Sales Executive,2,Single,7213,12882,3,Y,Yes,11,3,3,80,0,5,1970-01-01,3,35,0,3,4
51,No,Travel_Rarely,1147,Sales,17,3,Human Resources,1,4,Female,94,3,2,Manufacturing Director,2,Married,5586,6354,3,Y,No,20,3,2,80,1,9,1970-01-01,2,24,9,8,5
40,No,Travel_Rarely,1466,Sales,15,1,Human Resources,1,3,Male,46,3,2,Healthcare Representative,3,Married,5624,13688,0,Y,No,19,4,2,80,3,39,1970-01-01,1,5,10,11,6
42,No,Travel_Frequently,1397,Sales,17,5,Other,1,2,Male,38,3,1,Manager,2,Divorced,16654,9499,7,Y,Yes,18,4,3,80,2,37,1970-01-01,3,21,12,10,9
29,No,Travel_Frequently,1159,Human Resources,29,4,Medical,1,3,Female,93,3,2,Research Scientist,1,Married,15174,2963,6,Y,No,25,4,4,80,3,37,1970-01-01,1,10,9,10,1
41,Yes,Travel_Rarely,1440,Research & Development,7,5,Medical,1,3,Female,30,4,3,Research Scientist,1,Married,12288,5484,5,Y,No,20,4,1,80,0,33,1970-01-01,2,12,14,8,11
24,Yes,Travel_Frequently,871,Research & Development,13,1,Technical Degree,1,4,Female,94,3,5,Laboratory Technician,2,Married,14151,19505,8,Y,No,20,4,3,80,1,8,1970-01-01,4,5,13,8,1
37,No,Travel_Frequently,445,Sales,2,4,Life Sciences,1,3,Male,45,4,3,Healthcare Representative,3,Married,6448,17652,0,Y,Yes,15,4,3,80,0,2,1970-01-01,4,8,0,11,16
25,No,Travel_Rarely,1134,Human Resources,2,4,Life Sciences,1,4,Female,63,4,1,Human Resources,2,Single,7416,20060,7,Y,Yes,13,4,3,80,1,26,1970-01-01,2,4,10,0,14
39,No,Non-Travel,1420,Human Resources,9,1,Medical,1,1,Female,96,3,2,Sales Representative,4,Divorced,10776,19572,4,Y,Yes,14,3,1,80,1,16,1970-01-01,3,5,11,2,11
22,No,Travel_Rarely,1425,Human Resources,20,1,Life Sciences,1,4,Male,38,3,3,Laboratory Technician,2,Married,11785,17153,0,Y,Yes,13,3,3,80,0,21,1970-01-01,2,18,1,2,7
31,No,Non-Travel,405,Sales,12,3,Life Sciences,1,1,Female,89,2,5,Research Scientist,3,Married,2976,20139,0,Y,Yes,23,4,3,80,3,9,1970-01-01,3,8,18,12,4
20,No,Non-Travel,375,Research & Development,24,5,Marketing,1,4,Female,58,2,1,Research Scientist,2,Married,2353,20003,1,Y,Yes,21,3,4,80,3,26,1970-01-01,1,31,10,7,8
60,Yes,Travel_Frequently,545,Research & Development,7,4,Medical,1,3,Male,85,4,4,Laboratory Technician,3,Married,5629,26915,7,Y,No,14,3,3,80,1,18,1970-01-01,1,29,15,15,11
18,No,Non-Travel,477,Research & Development,15,5,Marketing,1,1,Female,51,4,2,Research Director,3,Divorced,7152,4455,2,Y,No,18,4,2,80,0,36,1970-01-01,4,12,14,5,6
27,No,Non-Travel,422,Research & Development,15,2,Human Resources,1,4,Male,85,3,1,Human Resources,3,Single,18418,3418,1,Y,Yes,18,3,2,80,3,3,1970-01-01,4,36,17,11,10
47,Yes,Travel_Frequently,427,Human Resources,11,4,Human Resources,1,1,Male,33,2,5,Manufacturing Director,4,Married,12772,10965,6,Y,No,24,4,2,80,3,14,1970-01-01,3,18,5,6,17
40,No,Travel_Rarely,1322,Research & Development,1,2,Medical,1,4,Female,34,1,2,Healthcare Representative,3,Single,10654,24248,4,Y,Yes,21,3,1,80,2,30,1970-01-01,2,29,6,3,0
28,No,Non-Travel,425,Research & Development,15,4,Medical,1,4,Male,69,3,2,Healthcare Representative,4,Divorced,3208,5055,4,Y,Yes,24,3,2,80,1,35,1970-01-01,4,11,8,0,0
29,No,Non-Travel,1325,Human Resources,18,1,Life Sciences,1,3,Male,74,1,1,Manufacturing Director,1,Divorced,10457,10588,0,Y,Yes,14,3,4,80,3,2,1970-01-01,4,10,6,13,15
30,No,Non-Travel,1486,Research & Development,26,3,Life Sciences,1,4,Male,96,4,5,Manufacturing Director,1,Married,4212,26568,7,Y,No,19,3,3,80,3,2,1970-01-01,4,2,13,12,4
44,Yes,Travel_Rarely,1173,Research & Development,18,5,Human Resources,1,3,Female,63,3,1,Healthcare Representative,4,Single,3183,7908,9,Y,No,23,3,1,80,3,22,1970-01-01,4,6,9,6,6
38,Yes,Non-Travel,484,Human Resources,19,5,Human Resources,1,2,Male,93,4,2,Sales Executive,4,Married,13102,7553,6,Y,No,11,4,1,80,1,35,1970-01-01,2,12,17,5,14
19,Yes,Travel_Rarely,991,Sales,3,3,Marketing,1,3,Female,93,1,4,Sales Representative,1,Divorced,2949,23670,0,Y,Yes,11,3,3,80,1,1,1970-01-01,2,12,18,12,9
58,No,Travel_Frequently,151,Human Resources,9,3,Medical,1,3,Male,67,1,3,Laboratory Technician,4,Single,3169,25087,3,Y,Yes,11,4,2,80,0,24,1970-01-01,1,34,15,14,10
24,Yes,Non-Travel,603,Sales,6,1,Human Resources,1,4,Female,60,3,3,Manufacturing Director,1,Single,17472,26721,8,Y,Yes,11,4,2,80,1,31,1970-01-01,1,34,0,8,16
47,Yes,Non-Travel,852,Human Resources,27,5,Life Sciences,1,1,Male,51,4,5,Research Director,2,Divorced,8455,20698,9,Y,Yes,13,4,2,80,1,22,1970-01-01,2,4,15,2,16
19,Yes,Travel_Rarely,515,Research & Development,15,3,Life Sciences,1,2,Female,33,2,4,Human Resources,3,Single,16106,12362,3,Y,Yes,12,4,4,80,0,23,1970-01-01,2,38,7,0,14
38,Yes,Travel_Frequently,214,Sales,16,1,Medical,1,3,Male,99,3,5,Sales Executive,2,Divorced,17613,5689,2,Y,Yes,25,4,1,80,2,30,1970-01-01,1,25,10,7,10
48,No,Non-Travel,742,Sales,3,5,Technical Degree,1,4,Female,45,3,3,Human Resources,1,Married,14146,23619,2,Y,No,21,4,2,80,2,34,1970-01-01,2,31,2,12,16
28,No,Travel_Frequently,611,Research & Development,22,1,Life Sciences,1,3,Male,59,2,5,Manufacturing Director,3,Married,14391,22770,4,Y,No,16,4,1,80,0,23,1970-01-01,3,10,12,12,3
27,No,Non-Travel,1415,Sales,11,2,Life Sciences,1,4,Male,41,3,4,Sales Representative,2,Married,10367,26310,8,Y,No,17,4,2,80,0,30,1970-01-01,1,18,12,11,6
34,Yes,Travel_Frequently,614,Research & Development,3,3,Technical Degree,1,2,Male,80,2,2,Research Scientist,4,Single,17802,8763,2,Y,No,22,4,4,80,0,14,1970-01-01,2,14,18,12,15
22,No,Travel_Frequently,391,Research & Development,4,1,Technical Degree,1,4,Female,65,2,3,Human Resources,1,Single,1509,7108,1,Y,No,11,3,4,80,0,40,1970-01-01,3,4,2,11,12
55,No,Non-Travel,753,Research & Development,28,2,Other,1,3,Male,45,3,4,Human Resources,2,Single,17485,18520,1,Y,No,14,4,3,80,1,5,1970-01-01,1,3,2,8,7
36,No,Travel_Frequently,1261,Sales,7,1,Life Sciences,1,4,Female,66,3,4,Sales Executive,2,Single,3630,14981,5,Y,No,12,3,4,80,3,3,1970-01-01,1,19,1,5,4
33,No,Non-Travel,327,Sales,6,5,Other,1,4,Female,98,2,4,Healthcare Representative,2,Single,1051,7508,7,Y,No,19,3,3,80,0,9,1970-01-01,3,13,7,9,10
54,Yes,Travel_Rarely,1032,Research & Development,8,2,Other,1,2,Male,59,4,2,Sales Representative,2,Divorced,15078,18819,3,Y,Yes,11,4,2,80,0,17,1970-01-01,1,16,4,15,8
21,Yes,Non-Travel,928,Sales,12,3,Human Resources,1,4,Female,82,2,1,Human Resources,2,Divorced,18440,17041,8,Y,No,12,3,2,80,0,27,1970-01-01,2,37,8,6,17
54,No,Non-Travel,767,Research & Development,16,3,Life Sciences,1,2,Female,45,3,4,Research Scientist,2,Married,1245,17114,9,Y,No,22,4,3,80,1,39,1970-01-01,2,39,1,6,11
59,Yes,Travel_Rarely,808,Sales,19,5,Technical Degree,1,4,Male,86,1,3,Manager,4,Divorced,12664,14469,2,Y,Yes,21,4,4,80,0,17,1970-01-01,2,30,0,5,2
