,age,region,employment_type,hours_worked,weekly_earnings,tenure_years
114,43.178,Dammam,FullTime,41.939,629.151,12.213
115,26.752,Dammam,FullTime,41.585,726.009,7.517
116,63.61,Khobar,FullTime,41.495,815.035,8.605
117,37.297,Dammam,FullTime,40.51,1294.415,12.473
118,35.382,Dammam,FullTime,40.425,941.774,19.825
119,35.348,Dammam,FullTime,40.991,716.572,10.104
120,47.656,Dammam,PartTime,22.099,650.021,11.321
121,38.305,Dammam,FullTime,40.791,650.844,11.919
122,41.203,Alhasa,FullTime,40.51,372.466,15.42
123,37.363,Dammam,PartTime,17.486,336.397,17.794
124,40.488,Dammam,FullTime,41.129,885.792,27.525
125,41.253,Khobar,FullTime,40.555,942.626,11.369
126,44.422,Dammam,FullTime,42.204,806.83,12.268
127,54.717,Dammam,PartTime,20.925,250.188,22.418
128,26.136,Dammam,PartTime,19.841,379.236,9.096
129,51.686,Dammam,FullTime,39.097,939.501,3.754
130,18.0,Dammam,FullTime,20.466,544.522,19.562
131,35.494,Khobar,FullTime,38.635,785.209,14.181
132,40.194,Dammam,FullTime,39.684,483.164,16.383
133,58.115,Dammam,FullTime,41.393,941.142,27.526
134,37.76,Dammam,PartTime,17.911,271.53,34.174
135,36.475,Dammam,FullTime,40.723,801.455,18.502
136,28.874,Dammam,FullTime,39.065,715.925,15.444
137,39.127,Dammam,FullTime,39.239,489.137,14.633
138,24.911,Dammam,FullTime,40.75,1267.033,25.356
139,40.902,Dammam,PartTime,16.253,159.458,12.834
140,47.515,Dammam,FullTime,39.945,776.032,27.145
141,31.394,Dammam,FullTime,38.647,967.239,9.514
142,25.648,Dammam,FullTime,39.809,561.649,12.32
143,28.693,Dammam,PartTime,17.922,333.472,13.314
144,20.492,Dammam,FullTime,38.787,689.819,21.284
145,35.562,Khobar,FullTime,39.879,713.864,23.072
146,50.249,Dammam,PartTime,23.299,579.792,18.125
147,18.0,Dammam,FullTime,38.732,499.084,15.456
148,62.456,Dammam,FullTime,39.666,845.453,19.568
149,52.69,Dammam,PartTime,20.759,788.278,22.641
150,34.7,Buqaiq,FullTime,40.045,1062.659,33.196
151,47.759,Dammam,PartTime,17.503,406.924,22.284
152,48.222,Dammam,PartTime,24.546,412.324,7.592
153,48.265,Dammam,FullTime,40.851,278.468,9.844
154,53.625,Khobar,FullTime,40.098,586.37,17.557
155,27.556,Alhasa,FullTime,40.733,727.944,8.947
156,54.531,Alhasa,PartTime,20.887,338.44,3.046
157,40.694,Dammam,PartTime,18.716,460.332,8.979
158,31.835,Dammam,PartTime,22.918,367.109,2.952
159,33.451,Dammam,PartTime,16.801,243.624,17.912
160,41.608,Dammam,PartTime,17.554,219.099,15.593
161,44.351,Khobar,PartTime,19.919,278.172,22.761
162,62.979,Buqaiq,FullTime,40.616,542.1,16.118
163,26.0,Dammam,FullTime,38.89,522.202,9.551
164,26.708,Dammam,FullTime,40.308,875.974,9.45
165,23.468,Khobar,PartTime,22.174,803.518,9.969
166,23.024,Dammam,FullTime,40.293,610.714,6.068
167,47.492,Khobar,FullTime,42.723,892.138,6.467
168,36.567,Dammam,FullTime,40.984,940.651,12.002
169,31.072,Dammam,FullTime,39.251,389.665,9.423
170,47.569,Dammam,FullTime,39.091,607.555,12.207
171,55.157,Dammam,FullTime,39.273,538.782,24.543
172,57.448,Khobar,FullTime,39.91,956.698,7.066
173,42.902,Dammam,FullTime,38.303,731.307,15.573
174,37.961,Dammam,FullTime,40.621,675.44,11.264
175,40.22,Khobar,PartTime,21.611,518.63,9.62
176,28.066,Dammam,FullTime,39.927,425.374,13.815
177,64.729,Dammam,FullTime,39.938,938.724,9.886
178,41.713,Dammam,PartTime,17.43,330.882,15.226
179,40.32,Dammam,FullTime,39.996,499.045,15.654
180,39.888,Dammam,PartTime,21.303,489.502,18.767
181,46.555,Dammam,FullTime,40.527,598.959,5.285
182,25.13,Dammam,PartTime,22.69,501.451,17.14
183,22.178,Khobar,FullTime,39.132,693.572,16.504
184,27.94,Dammam,FullTime,41.998,635.076,20.164
185,27.679,Dammam,FullTime,40.958,1079.379,10.364
186,59.97,Dammam,FullTime,41.14,751.205,16.494
187,21.986,Dammam,PartTime,21.577,379.373,11.348
188,18.497,Dammam,FullTime,40.143,607.426,21.223
189,35.759,Khobar,PartTime,21.865,455.013,12.848
190,24.563,Dammam,FullTime,38.865,1029.653,17.058
191,42.127,Dammam,FullTime,39.908,369.698,11.088
192,48.726,Khobar,FullTime,39.008,634.961,15.726
193,44.942,Dammam,FullTime,39.63,555.785,6.749
194,38.01,Dammam,FullTime,38.696,823.765,14.037
195,31.567,Dammam,FullTime,39.678,657.892,10.591
196,49.673,Dammam,FullTime,41.4,910.154,17.261
197,27.751,Dammam,PartTime,18.943,317.98,15.803
198,46.398,Khobar,FullTime,40.634,661.406,23.017
199,25.682,Buqaiq,PartTime,15.823,357.097,8.469
200,37.921,Dammam,PartTime,18.122,306.061,26.029
201,29.024,Khobar,FullTime,40.343,814.039,16.208
202,28.611,Dammam,FullTime,37.453,493.971,18.904
203,16.671,Jeddah,FullTime,38.648,1102.224,8.657
204,31.581,Dammam,FullTime,38.551,535.73,15.674
205,46.13,Dammam,PartTime,19.786,341.127,9.664
206,20.0,Khobar,FullTime,38.788,627.578,16.892
207,64.28,Dammam,FullTime,37.929,562.24,21.2
208,44.047,Dammam,PartTime,17.451,692.121,11.527
209,22.244,Dammam,FullTime,39.397,433.594,10.71
210,32.64,Dammam,FullTime,39.877,680.184,12.626
211,23.012,Dammam,FullTime,31.048,1464.437,14.659
212,31.641,Khobar,FullTime,38.662,385.388,25.844
213,16.77,Dammam,FullTime,37.942,646.341,11.993
214,16.554,Dammam,FullTime,40.711,514.526,11.294
215,22.471,Alhasa,PartTime,21.835,607.98,13.787
216,56.886,Dammam,PartTime,18.632,529.186,10.609
217,22.478,Dammam,FullTime,40.194,626.897,12.622
218,22.0,Dammam,FullTime,40.626,1017.093,22.033
219,32.483,Dammam,FullTime,38.761,797.544,17.185
220,36.546,Dammam,FullTime,39.944,624.89,23.817
221,26.558,Dammam,PartTime,20.28,291.351,9.691
222,44.137,Dammam,FullTime,41.341,981.921,10.306
223,44.796,Dammam,FullTime,42.061,411.628,7.371
224,25.697,Dammam,FullTime,28.104,730.463,14.243
225,18.326,Alhasa,FullTime,39.972,462.416,27.762
226,49.069,Buqaiq,FullTime,39.343,618.565,24.02
227,36.896,Dammam,FullTime,40.636,945.03,26.697
228,49.508,Buqaiq,PartTime,17.927,355.2,15.625
229,45.193,Dammam,FullTime,40.226,900.049,4.176
230,23.408,Dammam,PartTime,22.812,373.638,7.514
231,43.99,Khobar,FullTime,38.139,600.74,22.366
232,29.489,Dammam,FullTime,40.663,434.981,13.62
233,24.012,Dammam,PartTime,21.974,484.938,20.479
234,51.245,Alhasa,FullTime,41.713,863.869,25.325
235,46.084,Khobar,PartTime,18.44,253.716,16.88
236,18.0,Dammam,FullTime,39.786,1545.168,18.013
237,53.355,Dammam,PartTime,17.18,200.172,7.781
238,22.501,Dammam,FullTime,40.314,769.79,10.531
239,33.117,Dammam,FullTime,40.171,790.701,21.04
240,37.236,Khobar,FullTime,39.709,1184.9,8.285
241,43.115,Dammam,PartTime,21.68,517.319,16.545
242,40.019,Buqaiq,PartTime,19.683,580.534,10.632
243,25.307,Dammam,PartTime,22.363,320.285,16.496
244,55.059,Dammam,FullTime,39.083,607.953,10.928
245,39.884,Dammam,PartTime,18.487,577.596,5.995
246,30.525,Dammam,FullTime,38.907,532.721,7.441
247,36.046,Dammam,PartTime,20.948,277.889,13.051
248,33.493,Khobar,FullTime,37.75,777.42,20.008
249,34.057,Khobar,FullTime,42.151,818.777,34.416
250,33.107,Alhasa,FullTime,39.101,537.509,16.507
251,67.576,Khobar,FullTime,39.783,1420.88,-3.35
252,55.474,Dammam,FullTime,38.973,599.669,11.871
253,51.507,Dammam,PartTime,16.212,227.307,17.656
254,30.035,Dammam,FullTime,39.991,684.856,10.773
255,52.727,Dammam,PartTime,27.533,209.282,8.004
256,23.204,Dammam,PartTime,15.658,354.276,10.396
257,40.085,Dammam,FullTime,42.036,625.027,5.541
258,51.511,Dammam,FullTime,41.115,424.159,12.771
259,30.382,Jubail,PartTime,23.637,430.565,15.903
260,58.369,Khobar,FullTime,39.942,818.872,31.318
261,23.412,Dammam,FullTime,39.644,549.703,15.392
262,63.802,Dammam,PartTime,22.142,347.754,14.024
263,37.068,Alhasa,PartTime,14.664,419.027,17.357
264,14.477,Dammam,FullTime,39.139,521.626,12.797
265,26.958,Dammam,FullTime,39.005,520.354,10.605
266,49.127,Dammam,FullTime,42.65,776.389,17.528
267,61.206,Dammam,FullTime,39.866,592.764,11.017
268,30.781,Dammam,FullTime,40.269,800.067,5.948
269,24.959,Khobar,FullTime,41.186,986.032,22.594
270,18.388,Dammam,FullTime,40.154,756.53,20.147
271,34.433,Khobar,FullTime,38.44,650.796,12.679
272,49.285,Khobar,FullTime,39.805,837.745,10.658
273,15.0,Dammam,FullTime,39.697,354.53,6.008
274,23.421,Khobar,FullTime,40.671,470.347,12.952
275,37.671,Jubail,FullTime,40.089,548.478,6.442
276,30.571,Alhasa,FullTime,40.067,961.178,11.241
277,31.423,Dammam,PartTime,19.322,324.576,27.898
278,34.56,Alhasa,FullTime,39.635,566.174,10.359
279,17.783,Dammam,FullTime,40.545,722.584,12.047
280,20.205,Dammam,FullTime,38.625,416.182,5.285
281,51.687,Dammam,FullTime,40.027,1238.145,6.588
282,64.687,Dammam,FullTime,39.734,499.958,12.254
283,36.882,Dammam,PartTime,16.283,248.552,19.022
284,37.783,Dammam,FullTime,41.621,560.473,39.607
285,57.917,Dammam,PartTime,27.823,510.639,22.47
286,27.877,Dammam,PartTime,17.87,315.339,16.892
287,33.91,Dammam,FullTime,41.556,736.135,19.536
288,50.753,Dammam,PartTime,22.323,650.508,15.545
289,22.0,Dammam,FullTime,38.238,806.663,10.112
290,20.01,Dammam,FullTime,40.516,633.65,20.007
291,35.648,Dammam,FullTime,38.559,353.207,5.679
292,20.244,Alhasa,FullTime,40.897,939.083,20.796
293,17.565,Dammam,FullTime,40.25,369.087,11.88
294,36.646,Dammam,FullTime,38.637,892.633,10.544
295,56.864,Buqaiq,FullTime,38.6,953.273,15.945
296,34.114,Jeddah,FullTime,38.314,432.603,14.407
297,32.186,Jeddah,FullTime,40.657,1129.319,20.105
298,47.154,Dammam,FullTime,39.987,1001.462,26.066
299,25.604,Dammam,PartTime,31.84,589.588,12.227
300,46.973,Dammam,FullTime,40.04,1003.456,11.886
301,36.156,Dammam,PartTime,15.917,251.889,20.37
302,59.822,Dammam,FullTime,40.589,1017.901,18.827
303,22.0,Dammam,FullTime,40.493,685.726,18.838
304,37.949,Khobar,FullTime,40.45,1516.244,18.646
305,21.178,Khobar,FullTime,38.788,952.122,9.357
306,28.39,Dammam,FullTime,41.436,535.763,14.853
307,21.984,Khobar,FullTime,40.791,1081.679,13.099
308,43.234,Dammam,FullTime,39.742,1012.371,21.1
309,35.702,Dammam,FullTime,40.481,736.327,11.654
310,50.842,Dammam,FullTime,42.279,872.307,11.206
311,24.613,Dammam,FullTime,40.815,1108.157,10.911
312,62.366,Dammam,FullTime,40.083,958.725,11.236
313,33.592,Dammam,PartTime,15.535,813.235,31.371
314,26.354,Dammam,FullTime,40.129,796.818,9.771
315,27.188,Jubail,FullTime,39.882,1170.271,22.42
316,21.494,Khobar,FullTime,39.588,504.197,13.626
317,30.89,Dammam,FullTime,39.578,955.736,7.104
318,39.37,Dammam,FullTime,40.631,518.537,25.988
319,50.182,Khobar,FullTime,40.384,1043.951,11.863
320,60.126,Alhasa,FullTime,39.986,1009.086,18.733
321,51.467,Dammam,FullTime,39.687,728.449,15.06
322,45.36,Dammam,FullTime,40.301,607.49,11.956
323,47.394,Dammam,FullTime,40.405,706.441,11.386
324,19.305,Dammam,FullTime,38.956,1302.892,6.458
325,42.33,Dammam,FullTime,39.967,1672.449,15.69
326,37.98,Dammam,PartTime,14.378,167.646,22.442
327,36.143,Dammam,FullTime,50.423,794.31,39.561
328,39.886,Dammam,PartTime,20.008,236.734,16.036
329,44.036,Dammam,FullTime,40.544,593.507,20.479
330,43.738,Khobar,FullTime,40.289,973.004,9.576
331,55.488,Dammam,FullTime,40.034,786.622,15.166
332,51.214,Khobar,FullTime,41.103,489.561,15.798
333,26.32,Alhasa,FullTime,39.521,1233.8,15.893
334,42.452,Dammam,FullTime,40.376,739.506,18.712
335,25.581,Alhasa,FullTime,39.518,615.822,3.42
336,20.672,Alhasa,FullTime,39.722,1386.848,12.81
337,64.287,Dammam,FullTime,38.58,675.257,14.363
338,31.435,Dammam,FullTime,39.745,506.366,17.691
339,17.138,Dammam,PartTime,16.543,281.091,12.052
340,24.003,Dammam,PartTime,22.007,805.045,14.529
341,48.318,Dammam,PartTime,18.564,244.693,11.435
342,34.578,Buqaiq,FullTime,39.735,631.751,36.137
343,51.0,Buqaiq,FullTime,38.745,834.955,6.816
344,50.963,Dammam,FullTime,38.741,755.364,10.012
345,33.211,Dammam,PartTime,19.154,248.395,13.084
346,38.146,Dammam,PartTime,19.163,334.15,14.57
347,47.063,Dammam,FullTime,40.916,705.865,15.865
348,46.425,Dammam,FullTime,40.708,334.707,14.789
349,27.739,Dammam,FullTime,38.443,935.213,12.303
350,31.541,Alhasa,PartTime,19.878,192.217,18.04
351,51.196,Khobar,FullTime,40.236,1355.66,7.484
352,31.636,Jeddah,PartTime,20.536,233.742,15.738
353,40.414,Dammam,FullTime,38.2,1156.458,27.083
354,20.02,Dammam,PartTime,22.275,509.135,18.253
355,30.0,Dammam,PartTime,17.612,159.627,8.737
356,26.468,Khobar,FullTime,39.884,576.911,4.915
357,48.818,Dammam,FullTime,39.949,426.609,28.25
358,26.26,Dammam,FullTime,41.022,434.034,7.378
359,19.502,Dammam,FullTime,42.151,716.903,14.928
360,28.649,Dammam,PartTime,15.497,328.023,27.726
361,46.785,Dammam,FullTime,41.061,1405.98,12.39
362,46.474,Khobar,FullTime,38.865,601.627,11.764
363,33.929,Buqaiq,FullTime,40.194,579.258,36.223
364,18.003,Khobar,PartTime,20.534,484.913,14.101
365,23.404,Khobar,PartTime,21.936,309.46,9.383
366,39.245,Dammam,FullTime,38.241,665.831,10.385
367,57.067,Khobar,FullTime,39.786,1968.325,14.101
368,35.593,Dammam,FullTime,41.174,1092.477,3.926
369,56.976,Dammam,FullTime,41.147,969.025,6.952
370,33.548,Dammam,PartTime,18.76,261.843,11.067
371,54.969,Dammam,PartTime,17.652,239.405,13.891
372,33.485,Dammam,FullTime,40.095,495.899,13.743
373,51.763,Dammam,FullTime,39.537,482.306,14.595
374,20.487,Alhasa,FullTime,38.749,465.773,18.997
375,59.72,Buqaiq,FullTime,25.995,283.59,5.58
376,37.577,Khobar,FullTime,39.255,509.054,11.224
377,27.598,Alhasa,FullTime,38.98,920.694,16.452
378,55.183,Dammam,FullTime,39.282,795.28,9.174
379,24.578,Khobar,FullTime,38.38,928.635,20.211
380,23.336,Dammam,PartTime,20.176,410.842,19.332
381,16.812,Dammam,FullTime,39.643,552.979,9.445
382,55.442,Khobar,FullTime,40.604,717.435,11.518
383,52.516,Khobar,FullTime,40.272,1064.778,13.832
384,44.75,Dammam,PartTime,22.02,374.121,23.498
385,17.978,Khobar,FullTime,40.536,897.057,13.278
386,41.291,Alhasa,PartTime,23.005,439.089,21.895
387,43.871,Khobar,PartTime,25.283,518.995,10.88
388,45.047,Dammam,FullTime,40.788,699.701,7.883
389,52.957,Dammam,FullTime,38.748,815.036,21.605
390,57.124,Buqaiq,PartTime,22.452,491.579,11.475
391,31.855,Dammam,FullTime,39.711,733.322,9.73
392,22.011,Dammam,FullTime,38.868,819.801,8.476
393,24.317,Dammam,FullTime,41.234,652.186,9.609
394,27.232,Dammam,FullTime,39.949,631.306,15.346
395,8.525,Khobar,FullTime,40.919,1001.671,24.315
396,47.938,Dammam,FullTime,39.056,1133.779,20.733
397,51.537,Dammam,FullTime,39.042,534.812,24.112
398,20.185,Dammam,FullTime,41.556,314.917,2.386
399,30.76,Jeddah,FullTime,37.402,727.774,16.776
400,16.022,Dammam,FullTime,38.868,1348.569,17.527
401,52.1,Dammam,FullTime,38.854,651.272,12.886
402,18.175,Alhasa,FullTime,38.52,814.825,16.774
403,18.995,Dammam,FullTime,39.625,884.072,7.284
404,33.781,Dammam,FullTime,41.971,721.332,17.804
405,28.317,Dammam,FullTime,40.501,832.672,9.786
406,36.353,Jeddah,PartTime,23.125,603.993,13.186
407,45.751,Dammam,PartTime,21.769,319.925,12.818
408,59.564,Khobar,PartTime,27.552,599.092,16.089
409,33.267,Dammam,FullTime,40.526,1081.886,3.238
410,60.497,Dammam,FullTime,40.122,472.294,5.123
411,52.075,Dammam,FullTime,39.753,798.632,14.579
412,23.774,Dammam,FullTime,40.188,555.19,11.884
413,50.705,Dammam,FullTime,40.373,676.891,16.817
414,42.625,Khobar,FullTime,16.226,342.959,25.948
415,30.994,Khobar,PartTime,21.329,751.609,14.363
416,43.0,Dammam,FullTime,40.873,1044.509,19.362
417,25.766,Dammam,PartTime,22.313,322.861,33.538
418,37.141,Dammam,FullTime,38.524,581.661,12.75
419,56.109,Khobar,FullTime,40.806,1010.272,19.083
420,26.992,Dammam,FullTime,40.853,902.925,8.325
421,39.728,Dammam,FullTime,40.518,983.137,15.436
422,36.896,Dammam,FullTime,39.601,902.547,30.277
423,17.66,Dammam,PartTime,21.499,363.229,13.917
424,57.504,Dammam,FullTime,40.672,666.735,15.784
425,19.974,Buqaiq,PartTime,23.744,548.898,21.162
426,71.627,Dammam,PartTime,22.841,470.291,17.901
427,58.937,Dammam,PartTime,22.266,314.84,16.213
428,35.957,Dammam,FullTime,39.829,527.822,14.642
429,56.761,Dammam,FullTime,39.851,708.205,13.319
430,40.907,Dammam,FullTime,39.415,1352.929,34.059
431,45.492,Buqaiq,PartTime,18.142,240.698,13.247
432,53.688,Dammam,FullTime,38.623,490.598,14.306
433,32.893,Dammam,FullTime,40.901,1479.301,25.409
434,43.234,Dammam,FullTime,37.426,602.779,8.197
435,38.911,Dammam,FullTime,39.073,915.597,14.623
436,27.881,Dammam,FullTime,40.147,488.797,28.606
437,38.979,Khobar,PartTime,17.213,210.191,22.886
438,51.625,Dammam,PartTime,19.446,450.328,13.917
439,22.215,Dammam,FullTime,38.532,563.575,7.997
440,24.0,Dammam,FullTime,39.147,1075.619,11.775
441,30.923,Dammam,FullTime,39.192,564.904,12.634
442,34.59,Riyadh,FullTime,39.374,638.213,13.523
443,32.388,Dammam,FullTime,40.655,977.704,17.576
444,63.79,Dammam,PartTime,12.89,582.166,15.645
445,30.128,Dammam,FullTime,40.188,806.75,15.112
446,34.274,Khobar,FullTime,41.447,514.013,16.884
447,32.617,Riyadh,PartTime,22.482,269.202,14.47
448,42.768,Dammam,FullTime,39.95,841.157,27.525
449,62.036,Dammam,FullTime,40.373,534.567,8.808
450,29.769,Dammam,FullTime,41.291,1083.364,9.552
451,38.95,Dammam,PartTime,30.672,695.556,5.721
452,34.0,Khobar,FullTime,40.346,905.91,13.612
453,51.765,Dammam,FullTime,39.48,1030.788,6.361
454,44.812,Dammam,FullTime,41.2,1168.936,10.605
455,34.42,Dammam,FullTime,41.25,785.009,24.23
456,40.241,Alhasa,PartTime,19.906,476.619,12.985
457,26.318,Dammam,PartTime,19.551,434.251,15.486
458,35.617,Dammam,PartTime,16.868,274.013,15.481
459,33.991,Dammam,FullTime,40.554,1143.066,20.833
460,20.542,Dammam,FullTime,40.14,838.224,13.881
461,54.146,Dammam,FullTime,38.98,1440.31,9.321
462,34.383,Dammam,FullTime,41.317,471.097,7.23
463,39.292,Dammam,FullTime,41.106,719.587,14.151
464,38.565,Dammam,FullTime,39.682,656.156,9.857
465,51.516,Dammam,FullTime,39.499,747.378,17.344
466,46.726,Dammam,FullTime,41.381,852.715,15.228
467,27.28,Dammam,FullTime,39.739,582.078,12.904
468,42.431,Khobar,PartTime,14.553,364.903,4.897
469,47.331,Dammam,PartTime,21.01,327.387,27.361
470,16.176,Dammam,PartTime,19.689,327.828,6.329
471,19.354,Dammam,FullTime,40.09,1209.726,26.12
472,59.943,Dammam,FullTime,39.287,706.013,8.887
473,32.355,Dammam,FullTime,38.659,1028.943,9.37
474,46.943,Riyadh,FullTime,39.843,598.046,10.944
475,35.209,Dammam,FullTime,39.186,614.486,7.613
476,45.49,Dammam,PartTime,19.006,419.813,8.241
477,34.0,Dammam,FullTime,39.849,931.986,12.557
478,40.217,Dammam,FullTime,41.367,1203.098,6.401
479,43.285,Dammam,FullTime,38.665,852.606,10.542
480,18.953,Khobar,FullTime,38.839,932.774,13.958
481,53.133,Riyadh,PartTime,18.89,360.61,15.355
482,43.333,Dammam,FullTime,41.197,663.571,16.913
483,70.917,Dammam,PartTime,21.791,333.343,25.567
484,22.656,Alhasa,FullTime,39.954,717.233,8.231
485,49.578,Khobar,PartTime,17.953,524.575,15.158
486,31.237,Khobar,FullTime,38.94,851.16,11.325
487,44.659,Khobar,FullTime,39.754,333.833,13.098
488,40.311,Dammam,FullTime,39.389,760.227,21.928
489,36.654,Dammam,FullTime,40.155,731.482,13.724
490,35.898,Jeddah,FullTime,39.009,870.683,7.803
491,46.014,Khobar,FullTime,41.276,645.594,10.683
492,49.122,Dammam,FullTime,41.356,687.861,18.072
