gender,nationality,age,education_level,education_field,marital_status,family_residence,region,department,contract_type,employment_type,employee_status,job_level,job_title,performance_rating,remote_status,business_trips,hours_worked,overtime_hours,hourly_rate,weekly_earnings,bonus,percent_salary_hike,tenure_years,work-life_balance,distance_from_home
Male,Expat_Asia,38.769,High School,Humanities,Unmarried,Within district,Khobar,IT,Permanent,FullTime,Active,L1,Analyst,2.658,Hybrid,Travels rarely,19.334,0.015,13.954,576.652,0.0,0.092,8.075,4.311,10.744
Male,Saudi,39.07,High School,Business,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Manager,2.906,On Site,Travels rarely,22.555,0.039,17.441,420.675,0.025,-0.025,20.759,2.736,30.6
Female,Saudi,46.919,High School,STEM,Married,Within district,Khobar,HR,Internship,FullTime,Active,L1,Designer,3.992,On Site,Travels rarely,30.594,6.458,19.247,846.82,0.017,0.128,24.579,3.307,20.959
Male,Saudi,54.136,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,3.0,On Site,Travels rarely,40.004,7.221,16.089,1441.008,0.231,0.072,22.833,2.913,22.047
Female,Saudi,46.36,Bachelors,Social Science,Unmarried,Within district,Khobar,IT,Permanent,PartTime,Active,L2,Manager,4.68,On Site,Travels rarely,18.571,2.145,16.37,341.775,0.324,0.2,6.502,3.435,17.887
Male,Saudi,30.751,High School,Humanities,Unmarried,Other district,Khobar,Sales,Internship,FullTime,Active,L1,Sales,4.549,On Site,Travels rarely,43.905,3.246,19.333,863.988,0.02,0.125,9.536,3.483,19.608
Male,Expat_Europe,39.109,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Manager,3.044,On Site,Travels rarely,15.108,0.104,17.301,446.651,0.269,0.067,5.636,3.893,25.833
Male,Saudi,41.42,High School,Social Science,Unmarried,Within district,Dammam,Finance,Permanent,PartTime,Active,L2,Media,2.79,On Site,Travels rarely,16.415,3.128,16.52,294.832,-0.021,0.23,23.399,4.923,15.39
Male,Saudi,49.005,High School,Humanities,Unmarried,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Manager,1.963,On Site,Travels rarely,32.344,5.567,17.44,526.799,0.009,0.031,14.668,3.332,25.853
Male,Saudi,8.657,High School,Communication,Married,Within district,Khobar,HR,Fixed Term,FullTime,Active,L1,Designer,3.405,On Site,Travels rarely,38.368,7.664,16.083,953.488,0.114,0.067,15.844,3.426,19.657
Male,Saudi,29.156,Masters,Communication,Married,Within district,Alhasa,Finance,Permanent,PartTime,Active,L1,Media,2.617,Hybrid,Travels often,33.981,2.393,16.974,1649.984,0.112,0.11,11.689,2.19,28.923
Female,Expat_Asia,40.13,High School,Social Science,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,4.494,Hybrid,Travels often,39.053,1.817,14.817,665.159,0.07,0.086,11.511,1.925,23.424
Male,Saudi,60.454,Bachelors,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,2.922,On Site,Travels often,41.551,3.574,10.275,1484.507,0.331,0.113,21.036,3.663,22.416
Female,Expat_Arab,25.045,High School,Communication,Unmarried,Within district,Dammam,HR,Fixed Term,PartTime,Active,L3,Manager,3.351,On Site,Travels rarely,21.622,3.501,30.594,4084.944,0.11,-0.009,30.746,4.336,30.643
Male,Saudi,23.527,High School,Communication,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L3,Media,3.333,Hybrid,Travels rarely,39.549,2.175,17.414,435.441,0.128,0.095,13.92,3.377,22.913
Male,Saudi,50.009,High School,STEM,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L4,Media,2.54,On Site,Travels often,28.705,0.0,36.242,3493.507,0.0,0.085,19.266,4.279,21.648
Male,Saudi,29.371,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3.415,Hybrid,Travels rarely,38.464,12.486,34.685,1538.904,0.122,0.146,10.988,4.389,15.581
Male,Saudi,21.406,High School,Social Science,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Analyst,3.942,Hybrid,Travels often,20.048,3.247,16.294,535.308,0.197,-0.028,15.527,4.193,18.969
Male,Saudi,35.694,High School,Communication,Married,Within district,Dammam,HR,Internship,PartTime,Active,L1,Designer,2.155,On Site,Travels rarely,6.487,1.642,11.838,299.911,0.0,0.285,7.065,3.702,25.198
Male,Saudi,20.193,High School,Communication,Unmarried,Within district,Dammam,HR,Zero Hours,PartTime,Active,L1,Media,3.48,Hybrid,Travels often,14.356,0.266,12.91,289.809,0.242,0.098,10.723,2.959,13.391
Female,Saudi,33.986,High School,Business,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Sales,3.876,Hybrid,Travels rarely,41.664,5.183,13.73,377.874,0.24,0.016,16.224,3.746,21.895
Male,Saudi,28.558,High School,Humanities,Unmarried,Other district,Khobar,HR,Permanent,FullTime,Active,L2,Sales,4.0,On Site,Travels rarely,40.541,7.191,22.184,1410.275,0.112,0.107,9.277,3.043,18.835
Male,Saudi,41.002,High School,Communication,Married,Within district,Khobar,Finance,Permanent,FullTime,Active,L1,Manager,3.0,On Site,Travels rarely,40.17,1.426,10.984,759.531,0.114,0.166,7.867,2.974,24.434
Female,Saudi,38.628,High School,Social Science,Unmarried,Within district,Khobar,Finance,Internship,FullTime,Active,L1,Media,2.881,On Site,Travels rarely,39.568,3.206,16.458,501.477,0.155,0.17,36.984,2.993,9.27
Female,Saudi,30.811,High School,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Sales,3.147,Hybrid,Travels rarely,40.415,1.849,11.079,836.779,0.065,0.067,5.642,4.046,20.756
Male,Saudi,34.58,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2.664,On Site,Travels rarely,36.188,-1.44,17.656,420.931,0.006,0.048,26.146,3.521,6.635
Male,Saudi,52.306,High School,Humanities,Married,Within district,Jubail,HR,Internship,FullTime,Active,L4,Sales,3.547,Remote,Travels rarely,32.083,6.342,19.268,5012.054,0.12,-0.0,28.33,3.219,11.638
Male,Expat_Asia,35.548,High School,Business,Unmarried,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Sales,3.713,On Site,Travels rarely,39.799,3.826,15.632,681.975,0.157,0.112,5.427,2.94,30.41
Male,Expat_Arab,55.138,High School,Business,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L2,Sales,4.478,Hybrid,Travels rarely,33.814,9.08,9.73,486.368,0.316,0.109,22.04,4.903,29.085
Female,Saudi,52.974,High School,Humanities,Married,Within district,Buqaiq,Design,Permanent,PartTime,Active,L1,Designer,4.041,On Site,Travels rarely,23.484,0.249,10.704,321.154,0.0,0.202,9.768,3.294,18.496
Male,Saudi,26.353,High School,Business,Married,Within district,Alhasa,Accounting,Permanent,FullTime,Active,L1,Analyst,3.817,On Site,Travels rarely,40.783,0.936,15.413,1081.848,0.221,0.275,10.115,2.879,21.193
Male,Saudi,34.567,High School,Social Science,Unmarried,Within district,Alhasa,HR,Permanent,FullTime,Non-Active,L1,Manager,4.216,On Site,Travels rarely,39.397,9.298,17.757,596.167,0.217,-0.04,22.167,4.426,18.943
Female,Saudi,52.895,Bachelors,Humanities,Unmarried,Other district,Dammam,HR,Fixed Term,FullTime,Active,L1,Analyst,2.568,On Site,Travels rarely,40.488,-0.673,9.824,510.499,0.103,0.234,16.822,3.5,12.823
Male,Saudi,29.259,PhD,Business,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Media,3.143,On Site,Travels rarely,29.1,4.696,15.301,374.142,0.112,0.009,19.296,3.309,28.176
Male,Expat_Arab,35.715,High School,Social Science,Unmarried,Other district,Buqaiq,HR,Internship,PartTime,Active,L1,Analyst,3.582,Hybrid,Travels rarely,38.603,12.858,16.234,646.447,0.194,-0.005,22.595,3.424,16.443
Male,Saudi,40.278,High School,STEM,Married,Within district,Dammam,HR,Internship,FullTime,Active,L2,Media,3.41,On Site,Travels rarely,41.492,6.091,18.053,913.882,-0.082,0.025,18.508,1.781,24.827
Male,Expat_Arab,32.252,High School,Communication,Married,Other district,Dammam,Finance,Permanent,FullTime,Active,L2,Designer,2.716,On Site,Travels rarely,40.973,-0.306,16.548,669.327,0.106,-0.025,11.345,5.044,12.515
Male,Saudi,47.207,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,2.16,On Site,Travels rarely,41.028,6.108,14.855,350.939,-0.021,0.0,15.22,2.874,26.213
Male,Saudi,8.001,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,1.545,Remote,Travels rarely,35.785,2.29,13.867,341.56,0.141,0.055,11.895,4.105,19.357
Male,Saudi,23.561,High School,Business,Married,Other district,Dammam,HR,Internship,PartTime,Active,L2,Sales,2.919,On Site,Travels often,19.222,0.086,15.862,274.461,0.103,0.019,8.85,3.679,13.843
Male,Saudi,58.336,High School,Humanities,Unmarried,Within district,Dammam,Customer Support,Internship,FullTime,Active,L1,Designer,3.003,On Site,Travels rarely,40.434,4.016,13.858,305.056,-0.018,-0.004,34.758,3.024,25.387
Male,Expat_Arab,59.683,High School,Social Science,Married,Other district,Khobar,HR,Internship,FullTime,Active,L1,Designer,3.242,On Site,Travels rarely,41.173,4.058,14.376,369.653,0.054,0.151,12.872,3.473,15.188
Female,Saudi,50.099,High School,Business,Married,Within district,Dammam,HR,Internship,PartTime,Active,L1,Manager,3.261,Remote,Travels rarely,34.425,2.483,16.793,409.331,0.252,0.085,28.15,2.542,17.049
Male,Saudi,55.214,Bachelors,Humanities,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Secretary,1.0,On Site,Travels rarely,38.175,5.765,12.629,328.519,0.061,0.021,33.356,3.146,17.265
Female,Saudi,27.26,High School,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,1.0,On Site,Travels rarely,41.183,2.609,17.903,1015.623,0.0,0.038,12.758,2.49,15.795
Male,Saudi,28.14,High School,Communication,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,3.0,Hybrid,Travels rarely,30.98,7.555,13.082,578.707,0.237,0.068,18.128,3.784,21.602
Male,Saudi,32.237,High School,Business,Married,Within district,Dammam,IT,Fixed Term,FullTime,Active,L5,Media,2.155,Hybrid,Travels rarely,40.731,3.046,49.253,19893.882,0.057,0.147,11.364,3.204,21.39
Female,Saudi,36.1,Bachelors,STEM,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L2,Analyst,3.987,Remote,Travels rarely,39.923,5.163,24.082,1622.529,0.171,0.005,10.848,3.904,25.141
Male,Saudi,31.207,High School,Business,Married,Within district,Dammam,HR,Fixed Term,PartTime,Non-Active,L1,Manager,3.709,Remote,Travels rarely,14.17,2.351,20.17,429.429,0.074,0.085,5.508,3.452,17.188
Male,Saudi,21.997,Bachelors,STEM,Married,Other district,Dammam,HR,Permanent,PartTime,Active,L2,Media,2.125,On Site,Travels rarely,32.907,12.636,16.079,353.628,0.19,0.17,19.439,2.943,14.501
Male,Expat_Arab,72.029,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L2,Designer,3.076,On Site,Travels rarely,39.195,14.623,21.441,322.405,0.098,0.0,10.049,3.94,24.789
Female,Saudi,42.096,High School,Humanities,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Sales,2.817,On Site,Travels rarely,38.777,0.488,10.413,411.039,0.283,0.128,7.1,2.607,16.3
Female,Saudi,44.524,High School,Business,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3.721,On Site,Travels rarely,41.246,-5.588,13.731,391.915,0.035,0.138,15.903,3.262,28.483
Male,Saudi,22.981,High School,Humanities,Unmarried,Within district,Khobar,HR,Internship,FullTime,Active,L2,Designer,3.26,Hybrid,Travels rarely,40.558,6.201,15.364,783.997,0.113,0.072,7.874,3.398,22.676
Female,Saudi,40.099,High School,Business,Married,Within district,Buqaiq,Sales,Internship,FullTime,Non-Active,L1,Analyst,3.674,Hybrid,Travels rarely,39.328,0.056,17.977,662.611,0.197,0.114,12.84,3.136,14.65
Female,Saudi,38.446,PhD,Humanities,Married,Other district,Jubail,Finance,Permanent,PartTime,Active,L1,Manager,2.655,Hybrid,Travels rarely,19.828,0.463,14.075,227.022,0.174,0.082,19.571,4.746,16.688
Female,Saudi,38.894,High School,Humanities,Married,Within district,Dammam,IT,Permanent,PartTime,Active,L1,Designer,2.819,On Site,Travels rarely,15.308,-1.662,11.84,269.634,0.012,0.171,32.88,4.079,17.532
Male,Saudi,39.617,Bachelors,Social Science,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3.36,On Site,Travels rarely,40.596,-4.25,14.095,734.185,0.0,-0.012,22.057,4.37,12.696
Female,Saudi,38.586,High School,Social Science,Married,Within district,Khobar,HR,Permanent,PartTime,Active,L1,Sales,2.486,On Site,Travels rarely,16.129,0.821,13.593,250.041,-0.019,0.008,15.137,3.577,17.461
Male,Saudi,53.687,Bachelors,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2.311,On Site,Travels rarely,40.089,6.367,16.075,1537.989,0.207,0.01,15.46,3.49,15.373
Male,Saudi,49.558,Bachelors,STEM,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L2,Designer,2.633,Hybrid,Travels rarely,20.656,0.803,20.417,723.471,0.0,0.092,11.432,2.34,21.754
Male,Saudi,52.864,High School,Business,Married,Within district,Dammam,HR,Internship,PartTime,Active,L1,Manager,3.127,On Site,Travels often,23.202,2.334,16.584,357.761,0.101,0.168,11.296,4.206,5.407
Female,Expat_Arab,58.437,High School,Humanities,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Active,L2,Secretary,0.976,On Site,Travels rarely,35.049,1.277,14.499,395.397,0.098,0.17,7.867,3.798,15.154
Male,Expat_Asia,45.334,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Analyst,2.631,On Site,Travels often,39.916,-2.198,15.675,837.192,0.035,0.0,15.841,2.708,9.881
Male,Saudi,32.168,High School,Humanities,Married,Other district,Khobar,IT,Fixed Term,PartTime,Active,L1,Sales,3.259,On Site,Travels rarely,23.297,-0.073,15.031,418.675,0.125,-0.003,14.416,4.011,19.477
Male,Saudi,47.522,High School,Communication,Married,Within district,Khobar,HR,Permanent,PartTime,Active,L4,Secretary,3.176,On Site,Travels rarely,18.581,0.004,34.763,1402.611,0.163,0.065,17.117,3.749,25.91
Male,Expat_Arab,54.402,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,3.316,On Site,Travels rarely,40.492,2.201,18.417,767.883,0.099,0.153,28.271,3.123,19.546
Male,Expat_Arab,36.49,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,4.681,On Site,Travels rarely,39.416,6.22,15.722,1589.224,0.249,0.119,16.39,3.649,13.912
Female,Saudi,37.319,High School,Social Science,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Media,4.127,On Site,Travels rarely,28.457,0.576,14.494,701.783,-0.013,0.185,7.902,3.384,20.603
Male,Saudi,32.955,Bachelors,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,1.833,Hybrid,Travels rarely,40.0,3.213,17.679,758.918,0.038,-0.012,14.513,3.079,21.783
Female,Saudi,34.743,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,5.0,Hybrid,Travels rarely,41.684,6.47,15.129,607.766,0.336,-0.006,13.17,3.559,22.133
Male,Expat_Arab,26.343,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L3,Sales,3.016,On Site,Travels rarely,41.683,11.731,25.727,1894.903,0.028,0.145,23.773,4.202,21.185
Female,Saudi,16.469,High School,STEM,Married,Within district,Dammam,HR,Zero Hours,PartTime,Non-Active,L1,Media,3.356,Remote,Travels rarely,42.976,1.109,12.644,230.008,0.135,0.095,20.425,2.519,23.75
Male,Expat_Arab,53.637,High School,Communication,Unmarried,Other district,Khobar,HR,Internship,FullTime,Active,L1,Media,3.948,Hybrid,Travels rarely,41.324,3.003,14.508,404.407,0.044,0.15,33.078,3.513,19.179
Male,Saudi,15.368,Masters,Business,Unmarried,Within district,Dammam,HR,Zero Hours,PartTime,Active,L1,Designer,2.124,On Site,Travels rarely,31.783,5.761,18.829,426.483,0.121,0.206,21.44,2.318,25.392
Female,Expat_Europe,37.645,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,3.71,On Site,Travels rarely,41.047,5.076,15.646,1388.009,0.154,-0.001,9.772,4.346,18.501
Male,Saudi,40.567,High School,STEM,Married,Other district,Dammam,HR,Permanent,PartTime,Active,L2,Designer,2.977,Hybrid,Travels rarely,37.556,0.631,20.858,499.11,0.138,0.2,12.722,4.042,23.522
Male,Expat_Europe,41.029,High School,Social Science,Unmarried,Within district,Khobar,HR,Permanent,FullTime,Active,L2,Media,3.351,Hybrid,Travels rarely,31.572,3.047,18.013,734.842,-0.013,0.171,8.452,2.406,12.999
Male,Saudi,27.892,Bachelors,STEM,Married,Within district,Dammam,Customer Support,Permanent,FullTime,Active,L1,Media,2.522,On Site,Travels rarely,41.488,2.408,11.08,352.672,0.131,0.115,3.521,2.611,10.761
Female,Saudi,32.77,PhD,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,PartTime,Active,L2,Sales,3.972,Remote,Travels rarely,39.363,7.153,21.661,815.385,0.237,0.005,11.012,3.691,18.349
Male,Saudi,44.96,High School,Humanities,Unmarried,Within district,Alhasa,IT,Internship,FullTime,Active,L1,Designer,3.137,On Site,Travels rarely,43.317,1.414,18.302,993.258,0.145,0.0,7.09,3.533,11.017
Male,Saudi,19.558,High School,Social Science,Unmarried,Within district,Dammam,HR,Zero Hours,PartTime,Active,L4,Media,2.495,Hybrid,Travels rarely,19.044,2.061,22.536,749.921,0.0,0.005,21.046,2.482,18.392
Male,Saudi,44.598,Bachelors,Social Science,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Sales,2.251,Hybrid,Travels rarely,39.977,7.424,9.38,347.586,-0.023,0.261,18.297,2.672,19.322
Male,Saudi,31.971,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3.242,Hybrid,Travels often,23.997,0.662,12.374,163.162,0.001,-0.002,12.115,3.644,16.274
Male,Saudi,44.681,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L4,Media,3.018,On Site,Travels rarely,37.741,0.448,30.799,2775.29,0.331,-0.002,30.013,3.981,23.616
Female,Saudi,22.548,High School,Humanities,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Designer,2.586,On Site,Travels rarely,39.649,-2.718,14.649,325.672,0.241,0.011,21.104,2.965,24.943
Female,Saudi,28.445,High School,Business,Married,Within district,Khobar,Accounting,Fixed Term,FullTime,Active,L1,Media,3.742,Hybrid,Travels rarely,37.177,1.354,14.044,876.442,0.0,0.052,11.369,4.995,20.08
Male,Expat_Asia,19.964,High School,STEM,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Manager,3.546,Hybrid,Travels rarely,40.51,5.596,17.789,772.205,0.103,0.115,14.624,4.564,34.6
Male,Expat_Arab,37.445,High School,Social Science,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3.225,On Site,Travels often,40.661,1.701,16.117,1240.653,0.157,0.141,5.367,3.327,28.962
Male,Saudi,37.52,High School,STEM,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,4.0,Hybrid,Travels often,22.112,1.009,18.43,460.63,0.195,0.065,15.478,4.281,25.134
Female,Saudi,32.974,High School,Social Science,Married,Other district,Alhasa,HR,Fixed Term,PartTime,Active,L2,Secretary,2.933,On Site,Travels often,16.657,4.865,37.084,1953.131,0.02,-0.03,28.588,2.867,16.213
Male,Saudi,47.851,PhD,Humanities,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Sales,4.357,On Site,Travels rarely,22.084,1.687,9.618,174.825,0.335,0.032,5.117,4.363,14.981
Female,Expat_Arab,20.811,PhD,Social Science,Unmarried,Other district,Dammam,HR,Permanent,PartTime,Active,L1,Media,2.736,On Site,Travels rarely,18.451,-0.73,9.168,105.233,0.141,0.037,20.411,3.754,34.272
Male,Saudi,29.917,Masters,Business,Unmarried,Other district,Dammam,HR,Internship,FullTime,Non-Active,L2,Analyst,2.657,On Site,Travels rarely,40.95,6.7,20.431,961.275,0.152,0.014,20.135,2.029,11.786
Male,Expat_Arab,35.919,Bachelors,Humanities,Married,Other district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,5.078,Remote,Travels rarely,41.778,4.575,10.799,402.089,0.144,0.153,10.107,3.157,9.765
Male,Saudi,23.576,Bachelors,Communication,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L3,Secretary,1.057,On Site,Travels often,31.941,2.568,32.038,3495.734,0.349,-0.003,20.955,3.389,28.478
Male,Saudi,61.913,Bachelors,Communication,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Sales,0.983,Remote,Travels rarely,41.01,4.88,20.915,468.099,0.0,-0.002,15.719,5.0,19.046
Male,Saudi,24.04,High School,Social Science,Married,Within district,Khobar,HR,Permanent,FullTime,Active,L3,Manager,1.852,On Site,Travels often,41.969,1.121,39.968,12617.688,-0.027,-0.065,8.581,4.138,19.783
Male,Saudi,40.511,High School,Social Science,Unmarried,Within district,Buqaiq,HR,Permanent,FullTime,Active,L2,Media,0.905,On Site,Travels rarely,39.499,0.672,16.163,854.623,0.027,0.149,24.162,4.302,28.181
Male,Saudi,39.096,Bachelors,STEM,Unmarried,Within district,Alhasa,Finance,Fixed Term,FullTime,Active,L1,Media,4.017,On Site,Travels rarely,39.846,2.271,13.72,627.475,0.121,0.104,28.969,3.669,26.815
Male,Saudi,30.832,Bachelors,Social Science,Married,Other district,Dammam,Management,Permanent,FullTime,Active,L1,Designer,3.935,Hybrid,Travels rarely,43.826,2.268,18.731,583.352,-0.033,0.195,16.596,3.81,12.949
Male,Saudi,18.009,Masters,Social Science,Unmarried,Other district,Dammam,Finance,Fixed Term,FullTime,Active,L3,Media,3.871,On Site,Travels often,38.41,-1.239,15.604,558.106,0.046,0.258,14.76,3.869,22.188
Male,Saudi,54.503,High School,Humanities,Married,Within district,Dammam,IT,Internship,PartTime,Active,L1,Designer,3.004,On Site,Travels rarely,19.332,0.3,29.431,568.884,0.205,0.063,19.542,4.064,23.599
Male,Expat_Arab,47.63,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3.568,Hybrid,Travels often,21.013,4.099,14.626,369.986,0.0,0.108,10.149,4.811,18.239
