,RESOURCE,MANAGER,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
158,34817,56723,117961,118327,118320,117905,117906,290919,117908,1
159,26437,75342,118126,118225,118403,117896,118054,117887,117898,1
160,40438,96999,117961,119692,118635,127108,127109,118667,123738,1
161,23094,16757,117961,118225,123201,117905,117906,290919,117908,1
162,73144,17058,117961,118300,118403,118728,301534,118295,118982,1
163,44812,5409,117961,118343,119993,118321,240983,290919,118322,1
164,22956,71189,117961,118386,121883,119962,147416,118205,119964,1
165,39342,87,117961,118446,118447,118321,117906,290919,118322,1
166,39447,3936,117961,117944,118352,118274,117906,290919,118786,1
167,78713,5697,117961,118386,118692,118784,126514,290919,118786,1
168,80150,5659,117961,118343,124725,118321,117906,290919,118322,1
169,79323,4729,117961,118343,118833,118054,120716,117887,118055,1
170,75179,795,117961,118225,122392,118321,240983,290919,120099,1
171,43338,7491,117961,118327,118896,117905,117906,290919,117908,1
172,41698,5657,117961,118300,121176,118321,117906,290919,118322,1
173,42479,44633,117876,117877,118810,119323,275613,19793,119325,0
174,27317,2072,118212,118300,118631,119192,310589,118638,120791,1
175,5112,770,118090,118091,119424,307024,133533,117887,118332,1
176,43894,3085,117961,118300,125821,118834,126416,118295,120359,1
177,20204,16690,119134,118343,119796,122022,186765,118704,121416,1
178,302049,6736,117961,117969,6725,122290,275449,6725,120529,1
179,23194,5244,117961,118343,119993,117905,117906,290919,117908,1
180,43906,49283,117961,118052,118992,118321,117906,290919,118322,1
181,25570,1903,117961,118343,118514,118784,120316,308574,118687,1
182,40804,1930,122880,122974,122299,120097,159929,270488,120613,1
183,31232,20439,117890,118102,117878,117879,117879,19721,117880,1
184,45100,1549,118212,118124,118360,120632,278014,118131,120629,1
185,73110,123520,117961,118463,118507,118890,120991,118398,118892,1
186,24016,6986,119062,119091,120323,119093,119094,119095,119096,1
187,14666,3071,120864,120865,139897,184274,310016,151277,184276,1
188,915,7578,117961,118343,124725,118321,117906,290919,118322,1
189,676,3966,119062,118343,122012,117905,117906,290919,117908,1
190,82370,4589,117961,117962,120383,117905,240983,290919,117908,0
191,4675,56723,118555,118753,118317,118274,128130,290919,118276,1
192,1020,7398,118212,118343,118821,117905,240983,290919,117908,1
193,35529,58414,117902,117903,120059,118451,310589,118453,118639,1
194,43650,3077,117961,118300,124051,134655,145648,118363,131851,1
195,4675,17713,117961,118225,123173,122849,127527,118363,123192,1
196,73542,18686,117961,130600,128823,118321,290919,290919,117908,1
197,80168,36145,117961,118991,120304,307024,311622,118331,118332,1
198,43164,18450,117961,118300,118881,117905,117906,290919,117908,1
199,23096,5666,118752,119281,117945,117946,142221,292795,117948,1
200,23096,19760,117961,117960,118352,118568,117906,290919,118322,1
201,79974,58916,117961,118327,118403,117905,117906,290919,117908,1
202,70452,6874,118953,118954,117941,117879,117886,19721,117880,1
203,34583,13781,117961,118343,120722,120690,120690,290919,120692,1
204,32270,4642,117961,118343,126955,118685,207709,4673,118779,1
205,22282,13912,117935,117936,117878,117885,117937,117887,117888,1
206,80746,33,117961,118386,119968,118784,117906,290919,118786,1
207,4675,3838,117961,118225,119924,117905,117906,290919,117908,1
208,1041,2061,117961,118327,120663,118054,306399,118643,118644,1
209,40399,13874,117961,118446,120368,118685,122058,290919,118687,1
210,25098,56125,118290,118442,118378,119192,300603,119184,119365,1
211,96929,3889,117961,118413,120370,118321,117906,290919,118322,1
212,36602,3116,117961,118300,147589,118826,236735,118424,118828,1
213,13878,22363,118084,118085,117941,117879,117886,19721,117880,1
214,81355,7284,119062,125715,118910,117905,117906,290919,117908,1
215,27124,25618,117961,118327,118507,118641,150275,118643,118399,1
216,75278,5288,120864,119597,146387,120690,123331,290919,121017,1
217,19722,70264,117961,117962,119181,118361,117906,290919,118570,1
218,40585,1140,117961,117962,118352,118321,117906,290919,118322,1
219,36975,16757,117961,118225,122273,118321,117906,290919,118322,1
220,73214,23136,117961,118052,119742,117905,117906,290919,117908,1
221,3853,16698,117961,118300,118597,118980,301534,118331,119929,1
222,41269,3332,117961,118343,121668,118321,117906,290919,118322,1
223,42085,3136,117961,118386,118833,118451,130777,118424,118454,1
224,39262,126057,117961,118386,121883,118321,117906,118467,118322,1
225,34799,3606,117961,118052,118179,126184,300136,292795,126685,1
226,37639,46568,117989,117984,117878,117879,117897,19721,117888,1
227,17183,17759,117961,118413,122007,118536,118536,308574,118539,1
228,34887,17586,117961,118080,118403,118054,118177,117887,117888,1
229,29926,25,117961,118052,19666,118396,234813,118398,118399,1
230,75338,4622,118212,119171,117878,133111,121386,124487,133113,1
231,78023,58967,118555,118574,117941,117946,186980,292795,117948,1
232,70504,70062,117961,118343,118616,117905,134559,290919,117908,1
233,14354,58874,117916,118011,117941,117905,118806,290919,117880,1
234,78972,70264,117961,118446,120722,118777,279443,308574,118779,1
235,75901,2908,117961,118343,120126,120344,129564,118643,123617,1
236,20299,25772,118006,118007,118008,117885,117886,117887,117888,1
237,4675,4500,117961,118052,118881,117905,117906,290919,117908,1
238,41649,1325,117961,117962,118910,118321,117906,290919,118322,1
239,80202,70056,117961,118225,120050,118777,279443,308574,118779,1
240,37131,28330,117961,119135,125016,118451,125145,118453,118454,1
241,80812,50976,117961,118446,120317,118321,117906,290919,118322,1
242,37793,4192,117876,117903,117878,118568,292195,121916,118570,1
243,31020,6071,117961,118413,122007,118321,118448,290919,118322,1
244,51803,4151,118990,118991,142145,128230,302830,4673,128231,0
245,39883,71401,91261,118026,118063,119409,137673,118453,128424,0
246,32270,16928,117961,118446,118684,118321,117906,290919,118322,1
247,4675,44022,117961,117962,122215,117905,160543,290919,117908,1
248,43305,5223,118595,118596,81476,118054,120238,117887,118055,1
249,42093,25293,117961,118386,123072,121414,130802,118704,121416,1
250,40997,28590,117961,119091,81476,307024,133833,118331,118332,1
251,33054,16573,117902,117969,6725,159677,254394,254395,159680,1
252,78882,55805,117961,118213,118856,132692,153958,270488,133308,1
253,2377,5242,120864,120865,139897,184274,309877,151277,184276,1
254,45757,4738,117961,118300,118458,120006,311622,118424,120008,1
255,75078,59267,117961,117962,120671,120418,154656,270488,120173,1
256,23174,5114,118290,118300,119890,120344,165069,118424,120315,1
257,3853,33,117961,118386,118700,118784,117906,290919,118786,1
258,26800,1938,117961,118300,118066,120988,134839,118643,120989,1
259,40531,3486,118752,119070,118042,118043,118043,270488,118046,1
260,38470,13400,117983,117990,117878,118568,292195,118398,118570,1
261,87833,18450,117961,118170,118027,120097,134889,270488,132694,1
262,77561,52481,118200,117984,117878,117879,117879,19721,117880,1
263,6490,70066,91261,118026,118202,118321,117906,290919,118322,1
264,21751,21824,117961,118446,118684,118321,117906,290919,118261,1
265,78296,2296,117961,118888,277693,123737,127475,118960,122131,1
266,16205,3152,117961,118386,122007,118777,206049,3130,118687,1
267,38268,102646,117926,118124,117941,117879,117886,19721,117880,1
268,1969,2270,117961,118327,120584,120773,120690,118960,120692,1
269,59023,3471,118555,118170,118042,117946,169286,292795,117948,1
270,31441,16701,117961,118300,120398,118054,118443,117887,118055,0
271,39151,54684,117961,117962,118910,118777,279443,308574,118779,1
272,30868,89519,5110,117954,119362,118568,281735,19721,118570,1
273,41992,69337,120140,120141,118492,118274,220988,292795,118296,1
274,17791,3966,117961,118343,122012,117905,240983,290919,118322,1
275,76420,32242,117961,118327,118320,118674,311622,308574,118687,1
276,110823,32117,117887,118225,118631,126869,283548,19793,128231,1
277,39332,2612,117961,118300,123844,118321,117906,290919,118322,1
278,38119,58976,118219,118220,118221,117899,117897,19721,117900,1
279,18072,46658,117961,119256,119257,117946,119235,292795,117948,1
280,32630,4588,117961,118225,118403,117905,117906,290919,117908,1
281,13878,10472,117876,117877,117878,117879,117879,19721,117880,1
282,4675,55,119920,119921,119922,118321,117906,292795,118276,1
283,75834,17386,117961,118446,118447,119743,302830,4673,119348,1
284,78101,100835,118090,118213,118344,127847,126373,118131,120634,1
285,75047,7547,117961,118327,118404,118784,130086,290919,118786,1
286,75834,71387,117961,118225,118202,118321,117906,290919,118261,1
287,80021,27619,117961,118327,118391,118784,117906,290919,118786,1
288,74466,1012,117961,118225,119924,118321,117906,290919,118322,1
289,37785,6220,117961,117969,120722,123648,125083,290919,120692,1
290,34924,7370,117961,118327,118391,126684,280788,4673,120173,1
291,18418,61016,119596,119597,119703,118912,174408,118424,118914,1
292,25993,215806,117961,118300,120685,118321,211648,118331,118322,1
293,28069,7252,117961,117962,118352,117905,117906,290919,117908,1
294,915,1325,118212,118343,118910,118361,240983,117887,118399,1
295,4675,15012,117961,118413,122007,117905,118260,290919,117908,1
296,76884,85475,117961,118327,123719,117905,117906,290919,117908,1
297,78327,56819,117983,117984,117878,118568,292195,19721,118570,1
298,41758,4100,118315,118291,127168,118259,118294,290919,118296,1
299,15715,32117,117961,118178,117945,119928,310825,118331,119900,1
300,39262,71171,117961,118386,119993,117905,117906,290919,117908,1
301,7543,13419,117961,118300,120347,120313,259215,118424,119435,1
302,19312,20597,118095,118096,117941,117899,128628,19721,117900,1
303,21811,27214,117961,118446,16232,118641,301430,118331,120692,1
304,4675,16974,117961,118300,122273,118321,118448,290919,118322,1
305,44729,6358,118095,118096,118008,117885,117913,117887,117888,1
306,75718,2014,117902,117962,19666,120647,278014,118478,123133,1
307,78855,70777,118550,118463,118378,118321,117906,117887,118322,1
308,34950,46224,117961,118327,118378,120952,143223,120518,123047,1
309,40997,27214,117961,118386,125016,118530,301534,118331,118532,1
310,45019,1816,117961,118300,120722,120690,127922,290919,120692,1
311,391,33795,117926,118124,117884,117885,117913,117887,117888,1
312,16333,70062,117961,118300,118514,117905,279443,290919,118322,1
313,33248,21303,117961,118300,119890,120348,249620,118295,118486,1
314,33239,1727,117902,117903,118507,118028,118368,117887,118030,0
315,34026,21340,117910,118855,117920,118568,131694,19721,118570,1
316,23965,15542,117961,118327,118395,118396,158043,118398,118399,1
317,25753,144199,122880,122974,118042,118043,118043,270488,118570,1
318,20292,58458,117926,118266,117920,118568,281735,19721,118570,1
319,81374,21135,117961,118386,123125,117905,117906,290919,117908,1
320,103944,49423,117961,118413,125821,118980,125128,118398,118892,1
321,32270,14800,117961,118225,118352,118784,118568,290919,118786,1
322,27356,3843,117961,118386,119968,118784,237727,290919,118639,1
323,74728,50967,118990,118446,118992,117905,117906,290919,118261,1
324,25993,16757,117961,118386,122007,117905,117906,290919,117908,1
325,6977,14638,117961,118300,118437,117905,117906,290919,118279,1
326,74001,51871,118090,118096,118008,117885,117913,117887,117888,1
327,33111,4542,117961,118225,120551,128230,302830,4673,128231,1
328,39262,5659,117961,118413,122550,117905,117906,290919,117908,1
329,35754,50952,117961,118327,118929,117905,117906,290919,117908,1
330,73144,8784,117961,118300,119890,118863,142453,118398,118836,1
331,20364,16850,118290,118225,119136,119137,132519,118474,119139,0
332,216,217,117961,118413,120370,118321,240983,290919,118322,1
333,25993,19986,117961,117962,118403,120773,126111,118504,120704,1
334,17226,5220,117961,118300,118458,120006,303717,118424,120008,1
335,25731,3745,117961,118300,118360,118361,118362,118363,118364,1
336,74149,33266,117961,118343,120722,118321,117906,290919,118322,1
337,43650,23338,117961,118052,118867,122129,270992,121916,122131,1
338,80233,1334,117961,117962,118910,119949,230830,290919,119951,1
339,33249,58925,119062,118343,124170,120348,294485,119006,119929,1
340,78972,4413,91261,118026,118746,119363,168365,118205,119964,1
341,39883,52108,117961,118343,119954,117905,117906,290919,117908,1
342,34982,52735,117961,118052,120356,120357,310997,118424,118926,1
343,973,32457,117961,118327,118320,117899,117899,19721,117908,1
344,18295,20412,117890,117891,117878,117879,117879,19721,119900,1
345,27755,50690,118269,118270,117878,117879,117879,19721,117880,1
346,34924,32457,117961,118327,118320,118321,117906,290919,118322,1
347,1095,7578,117961,118225,123125,118784,117906,290919,118261,1
348,21801,1482,118120,118026,118810,118841,128585,118643,118705,1
349,39720,58457,117926,118266,117941,117879,117886,19721,117880,1
350,21746,866,117961,118413,120526,118259,132668,290919,118261,1
351,25993,51269,117961,118300,118660,118636,176829,118638,118639,1
352,74310,53081,117961,118343,119598,119433,133686,118424,119435,1
353,34005,1030,117961,118343,120722,118361,118362,118363,118364,1
354,37793,19915,117935,117936,117878,117899,117899,19721,117900,1
355,84784,4642,117961,118343,120663,117905,300136,118424,117908,1
356,5729,820,117961,118300,123719,118321,240983,290919,118786,1
357,25993,4787,117961,118300,123055,118054,117906,117887,118055,1
358,972,15904,91261,118052,118706,118563,206347,118331,120315,1
359,16989,7253,117961,118327,118403,118321,117906,290919,118322,1
360,23181,27915,117926,117927,117884,118568,281735,19721,118570,1
361,43877,8243,117887,118178,118320,117905,123513,19721,117908,1
362,42914,56679,118079,118080,117878,117879,304519,19721,117880,1
363,15672,57816,117961,118220,118556,118784,128802,290919,119082,1
364,5390,820,117961,118026,123719,118777,279443,3130,118779,1
365,25279,4729,117961,118300,120026,118054,119601,117887,118055,1
366,33354,16671,117961,117903,118409,118523,293374,118331,120704,1
367,79121,5697,117961,118386,118856,118834,159709,118424,118786,1
368,75834,20946,117980,118316,19772,126746,276422,118467,128095,1
369,5112,61016,119596,119597,119703,119928,174408,118424,118914,1
370,153,2610,117961,118300,122273,118321,240983,290919,118322,1
371,113724,7133,117961,118343,118403,118321,117906,290919,118322,1
372,33323,56745,118315,118257,118202,117946,117906,290919,117948,1
373,78227,189,117961,118413,121639,118321,117906,290919,118322,1
374,79092,20102,117961,118343,123757,122129,186765,121916,122131,1
375,25282,53176,117961,117969,118970,118890,310825,118398,118813,1
376,75213,4626,117961,118052,119972,118784,117906,290919,118786,0
377,16078,133801,119062,119063,124211,118321,117906,290919,118322,1
378,36480,3606,118573,118170,118128,118194,229793,292795,118055,1
379,25890,5550,118256,118257,117945,259173,118806,292795,118943,1
380,73144,3113,117961,118327,120126,119433,133686,118424,119435,1
381,75639,8697,118315,118463,119214,118321,117906,290919,118322,1
382,39264,7738,118256,119428,118623,117946,119722,292795,118132,1
383,18913,50488,118079,118121,117878,117879,118177,19721,117880,0
384,1020,23136,117961,118052,118992,118321,117906,290919,118322,1
385,75941,7490,118349,118350,119214,130857,125539,124487,127659,1
386,73108,50556,117910,117911,117941,118568,142278,19721,118570,1
387,41314,2607,119280,119070,118754,118805,136748,118474,118807,1
388,45015,3242,117961,118327,118700,118321,117906,290919,118322,1
389,31222,49353,117961,117962,118910,117905,117906,290919,117908,1
390,29697,19956,117961,118300,126229,118777,164026,308574,118779,1
391,79092,17244,117961,118052,120398,118523,311622,118331,120008,1
392,38392,20361,5110,117954,117920,117879,117886,19721,117880,1
393,75834,4130,117961,118052,118821,117905,117906,290919,117908,1
394,43876,9847,118079,117877,117884,117879,117886,117887,117900,1
395,78845,139593,117902,118041,119781,130479,179826,119784,130481,1
396,31760,2260,117961,118300,119598,117905,249620,290919,118899,0
397,34802,7459,5110,117962,126930,125751,145659,118870,120989,1
398,26398,14638,117961,118052,118202,118321,117906,290919,118322,1
399,82383,4659,117961,118225,120663,118321,117906,290919,118322,1
400,81012,4698,117961,117962,118352,117905,117906,290919,117908,1
401,100821,1012,117961,118343,121979,118321,117906,290919,118322,0
402,110847,1652,117961,118413,118507,307024,294485,117887,117973,1
403,25993,4838,117961,118343,120126,118834,303717,118295,120350,1
404,75477,25293,117961,118386,118317,128764,130802,118612,128765,1
405,75834,46476,117902,117903,118783,117905,117906,290919,117908,1
406,103889,209,117961,118343,125016,120773,131160,270488,118786,1
407,74881,7369,117961,118386,118783,118321,117906,290919,118322,1
408,73756,4787,117961,118052,123055,119928,118054,117887,118055,1
409,17308,3869,117961,118225,128113,119849,257115,118638,119851,1
410,31922,11830,118090,117976,118246,179731,118247,117887,117973,1
411,73485,8128,120342,120343,118631,117905,125684,290919,117908,1
412,79141,60827,118573,118574,118623,118777,286106,292795,120035,1
413,43773,19858,117929,117940,117941,117879,117886,117887,117880,1
414,40420,55896,118290,23779,131868,119192,119192,119184,119194,1
415,111123,5396,117961,118343,119064,117905,117906,290919,117908,1
416,42085,14708,118006,117994,117895,117879,117913,19721,117880,1
417,33149,125466,117902,117962,120171,118863,152641,118398,120992,1
418,31854,5905,117929,117940,117941,119323,125259,19793,119325,1
419,75078,255037,118315,119070,120171,118784,189881,118474,118892,1
420,34924,7370,117961,118386,118896,118321,117906,290919,118322,0
421,4675,14731,117961,118446,118447,118321,213944,290919,118322,1
422,33642,2113,117975,117976,117941,118502,127856,19721,118570,1
423,20312,718,117961,118343,118514,118685,197103,118643,118687,1
424,27589,1723,117961,119256,119121,280788,280788,118331,119082,0
425,74546,8195,117961,118343,118635,123648,123649,120518,123650,1
426,17249,158757,120342,120343,119076,118834,266864,118131,118399,1
427,27356,16573,117961,117962,6725,153893,254394,159679,254396,1
428,1937,1999,118106,118041,118042,118043,129105,270488,118570,1
429,4675,7520,117961,118300,120551,117905,117906,290919,117908,1
430,971,3918,118315,118463,118631,123045,140197,118474,119139,1
431,43601,7519,91261,117954,118202,118784,124402,290919,118786,1
432,80151,6482,117961,118052,118992,118054,118448,290919,118322,1
433,25696,17727,118169,117930,118403,118321,118176,290919,118046,1
434,25565,1755,117961,117962,119223,127723,305057,118643,125795,1
435,75834,25607,117961,118343,118856,118321,117906,290919,118322,1
436,23964,13864,117961,118300,123858,118834,236735,118638,119851,1
437,74629,2371,117961,117962,118501,118502,308462,118504,118505,1
438,16639,4729,117961,118300,118360,118054,118443,117887,118055,0
439,73815,131053,117961,118300,127705,119849,152298,118638,118892,0
440,20273,57680,118216,118257,117941,117946,281735,308574,118570,0
441,25628,49323,119062,118991,119303,118321,117906,290919,118322,1
442,73124,5028,117961,118327,120171,120647,249497,118398,119851,1
443,84071,23136,117961,118052,119742,118321,117906,290919,118322,1
444,43434,7069,117961,118386,119142,118321,117906,290919,118322,1
445,33149,21009,117961,118343,149210,120097,174445,270488,120099,1
