gender,nationality,age,education_level,education_field,marital_status,family_residence,region,department,contract_type,employment_type,employee_status,job_level,job_title,performance_rating,remote_status,business_trips,hours_worked,overtime_hours,hourly_rate,weekly_earnings,bonus,percent_salary_hike,tenure_years,work-life_balance,distance_from_home
Male,Saudi,58,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Designer,3,On Site,Travels rarely,37.885,8.984,9.053,1726.808,0.0,0.0,11.715,3.845,13.888
Male,Saudi,26,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,20.937,3.09,19.183,350.229,0.0,0.0,11.904,3.365,15.669
Male,Saudi,36,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.821,7.421,14.201,863.315,0.0,0.054,14.666,2.937,13.444
Male,Saudi,27,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L4,Media,4,On Site,Travels rarely,40.68,7.72,32.616,3033.231,0.0,0.2,13.416,3.043,16.587
Male,Saudi,25,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.896,0.024,16.434,729.57,0.0,0.03,10.981,3.041,17.942
Male,Saudi,37,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,41.021,4.533,14.964,590.201,0.001,0.2,14.164,3.674,18.802
Male,Saudi,32,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,40.363,12.9,15.157,955.406,0.0,0.2,8.634,3.615,13.886
Male,Saudi,18,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,38.996,2.339,11.575,606.095,0.0,0.0,9.917,3.53,13.413
Male,Saudi,25,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,2,On Site,Travels rarely,23.576,0.0,14.094,334.582,0.0,0.0,12.819,2.804,15.126
Male,Saudi,37,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,38.301,7.787,11.305,286.281,0.001,0.107,15.488,3.781,14.476
Male,Saudi,35,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,2,On Site,Travels rarely,22.47,1.291,19.215,354.221,0.0,0.028,12.865,3.157,16.306
Male,Saudi,31,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,4,On Site,Travels rarely,40.126,3.339,20.674,1008.091,0.0,0.0,10.793,3.115,19.957
Male,Saudi,23,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,39.007,4.261,14.958,365.58,0.0,0.034,13.933,2.933,14.774
Male,Saudi,27,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Media,4,On Site,Travels rarely,41.112,3.606,26.299,1769.318,0.0,0.199,12.227,4.172,17.496
Male,Saudi,48,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,2,On Site,Travels rarely,14.616,1.518,11.198,296.918,0.0,0.0,15.529,2.905,14.831
Male,Saudi,30,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.479,6.286,10.569,407.098,0.002,0.054,13.739,2.794,16.147
Male,Saudi,29,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.057,9.53,14.884,465.584,0.001,0.057,12.152,3.231,16.427
Male,Saudi,38,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,22.163,0.069,17.32,452.538,0.0,0.199,16.301,4.012,16.304
Male,Saudi,31,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3,On Site,Travels rarely,41.039,7.114,18.852,978.886,0.0,0.053,15.305,3.793,19.162
Male,Saudi,35,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,40.545,4.377,12.437,340.473,0.0,0.024,14.11,3.056,17.616
Male,Saudi,32,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,21.797,2.846,11.397,184.12,0.0,0.199,12.312,3.005,15.776
Male,Saudi,30,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.687,5.306,17.709,951.371,0.0,0.2,17.304,3.069,18.256
Male,Saudi,28,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,38.956,0.072,14.805,530.625,0.0,0.0,9.962,3.372,16.1
Male,Saudi,25,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.147,0.0,14.565,523.083,0.001,0.0,13.677,3.142,17.432
Male,Saudi,32,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Media,3,On Site,Travels rarely,39.853,0.063,24.664,1280.342,0.001,0.057,10.533,3.037,17.699
Male,Saudi,25,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,19.548,0.14,18.953,254.981,0.117,0.199,13.137,3.675,17.549
Male,Saudi,32,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.053,3.15,14.702,457.164,0.0,0.06,13.711,3.769,15.343
Male,Saudi,34,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Media,3,On Site,Travels rarely,18.346,1.324,20.189,448.75,0.002,0.199,12.233,3.108,14.818
Male,Saudi,20,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,40.539,8.661,17.223,769.112,0.0,0.199,13.609,3.091,13.668
Male,Saudi,32,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.944,5.131,11.873,472.622,0.0,0.0,12.39,3.387,18.295
Male,Saudi,33,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,39.597,2.843,12.19,307.396,0.0,0.048,14.35,2.945,16.522
Male,Saudi,26,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.271,8.755,15.284,848.471,0.0,0.059,14.003,2.992,16.564
Male,Saudi,30,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.778,2.893,11.799,427.678,0.0,0.2,11.765,3.696,12.822
Male,Saudi,18,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Media,3,On Site,Travels rarely,38.657,2.779,29.526,2699.864,0.0,0.0,12.81,3.144,16.562
Male,Saudi,32,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.372,3.079,15.431,540.657,0.002,0.2,12.548,3.173,19.697
Male,Saudi,33,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,39.242,0.048,17.427,705.321,0.0,0.053,11.757,3.143,14.699
Male,Saudi,36,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,23.831,0.0,14.401,355.672,0.003,0.002,16.093,3.819,16.489
Male,Saudi,27,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.026,9.765,17.276,787.197,0.0,0.0,13.934,3.113,20.381
Male,Saudi,31,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,16.481,0.044,14.603,224.844,0.0,0.028,12.057,3.187,11.914
Male,Saudi,33,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.867,2.641,8.017,249.036,0.001,0.0,14.556,3.528,15.413
Male,Saudi,31,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,20.518,2.465,13.07,291.955,0.0,0.0,13.435,3.042,19.957
Male,Saudi,18,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.244,4.782,17.22,666.85,0.001,0.025,11.694,3.215,14.63
Male,Saudi,27,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,18.51,2.991,15.451,325.257,0.0,0.199,12.036,3.737,17.936
Male,Saudi,26,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.091,1.376,14.585,882.464,0.0,0.0,10.84,2.988,16.259
Male,Saudi,33,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,20.207,0.029,16.783,198.512,0.001,0.199,14.685,3.719,17.512
Male,Saudi,32,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L4,Media,3,On Site,Travels rarely,20.304,1.115,32.733,1739.258,0.0,0.2,10.428,3.671,18.741
Male,Saudi,25,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.295,7.742,15.275,572.403,0.003,0.089,10.483,3.143,14.977
Male,Saudi,34,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.306,1.363,18.178,695.696,0.0,0.199,12.841,2.888,12.821
Male,Saudi,31,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,38.11,3.004,18.665,523.972,0.0,0.2,9.523,3.495,18.981
Male,Saudi,33,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L5,Media,4,On Site,Travels rarely,41.658,0.07,46.526,3709.04,0.0,0.0,10.732,3.029,15.845
Male,Saudi,33,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.709,3.074,10.943,351.551,0.0,0.2,14.537,3.017,15.723
Male,Saudi,30,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,20.892,0.0,12.196,339.243,0.001,0.0,13.057,3.222,17.09
Male,Saudi,37,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,20.155,0.078,12.604,441.476,0.002,0.0,13.048,3.809,16.79
Male,Saudi,32,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.688,6.761,15.487,690.407,0.0,0.052,13.421,2.958,15.253
Male,Saudi,27,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,41.182,1.462,13.592,534.106,0.001,0.0,9.31,3.207,21.442
Male,Saudi,18,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L4,Media,3,On Site,Travels rarely,38.694,10.582,28.021,4916.07,0.0,0.0,10.703,3.122,15.427
Male,Saudi,28,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,23.505,2.18,14.078,512.042,0.002,0.0,5.941,3.337,18.087
Male,Saudi,42,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.663,6.229,14.212,635.76,0.0,0.022,16.304,3.886,17.479
Male,Saudi,35,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,5,On Site,Travels rarely,40.646,5.556,18.018,511.405,0.0,0.048,15.581,3.554,19.767
Male,Saudi,27,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3,On Site,Travels rarely,40.567,10.066,20.149,1019.49,0.001,0.0,14.396,3.63,18.606
Male,Saudi,32,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,23.582,0.953,17.55,801.681,0.001,0.033,12.739,3.465,15.986
Male,Saudi,27,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3,On Site,Travels rarely,38.475,1.455,20.353,1321.473,0.0,0.0,13.007,3.246,15.827
Male,Saudi,33,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,18.784,0.017,12.798,297.726,0.001,0.2,14.28,3.254,15.248
Male,Saudi,25,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.977,8.785,14.238,686.96,0.0,0.028,14.114,2.994,14.627
Male,Saudi,26,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.278,7.879,12.402,437.315,0.0,0.022,11.193,3.951,18.97
Male,Saudi,48,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.811,9.477,9.675,131.689,0.0,0.03,24.376,2.83,15.218
Male,Saudi,30,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Media,2,On Site,Travels rarely,23.601,0.0,23.122,795.156,0.001,0.2,13.78,3.126,16.636
Male,Saudi,30,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,40.208,11.171,10.156,250.554,0.002,0.0,14.52,3.331,14.847
Male,Saudi,20,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Media,3,On Site,Travels rarely,22.497,0.251,22.086,667.084,0.0,0.0,13.725,3.776,18.255
Male,Saudi,27,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,4,On Site,Travels rarely,40.595,5.817,18.597,985.355,0.002,0.0,13.251,3.385,17.501
Male,Saudi,33,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,39.266,0.05,12.955,431.418,0.003,0.0,12.337,3.411,17.225
Male,Saudi,35,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.766,4.546,14.117,740.814,0.0,0.05,13.284,3.723,15.815
Male,Saudi,24,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,39.535,8.074,13.436,493.571,0.0,0.2,20.119,2.956,17.306
Male,Saudi,32,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,38.992,4.993,13.713,740.343,0.001,0.0,12.279,3.379,18.609
Male,Saudi,30,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,20.045,0.02,11.795,331.321,0.0,0.057,12.862,3.149,14.377
Male,Saudi,41,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,39.283,12.095,16.124,512.578,0.0,0.031,17.794,3.812,15.768
Male,Saudi,32,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,38.734,8.244,10.155,362.329,0.0,0.032,11.561,2.961,16.416
Male,Saudi,40,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,2,On Site,Travels rarely,19.813,0.0,13.699,436.627,0.0,0.0,14.746,3.535,17.193
Male,Saudi,32,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Media,3,On Site,Travels rarely,20.237,2.683,20.54,385.805,0.0,0.0,10.189,3.42,17.779
Male,Saudi,33,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.911,2.545,14.442,529.531,0.0,0.2,10.397,3.061,18.753
Male,Saudi,33,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,5,On Site,Travels rarely,21.371,0.968,15.387,384.475,0.003,0.058,12.238,3.315,15.555
Male,Saudi,35,High School,Humanities,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,20.207,0.021,11.565,294.35,0.0,0.2,13.074,3.195,16.636
Male,Saudi,29,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.245,9.964,17.84,897.624,0.0,0.023,8.496,4.411,20.732
Male,Saudi,37,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,3,On Site,Travels rarely,22.525,2.677,13.645,363.282,0.001,0.199,14.272,3.73,16.571
Male,Saudi,34,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,25.18,0.026,17.281,483.117,0.002,0.0,13.188,2.882,12.985
Male,Saudi,36,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,41.692,4.528,13.32,482.493,0.0,0.0,13.439,3.754,18.503
Male,Saudi,30,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,22.213,2.709,14.389,468.433,0.001,0.2,11.117,2.873,11.899
Male,Saudi,28,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,2,On Site,Travels rarely,38.854,5.755,13.035,595.252,0.002,0.051,12.034,3.094,14.658
Male,Saudi,27,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,5,On Site,Travels rarely,40.77,5.05,17.708,710.349,0.0,0.053,16.559,2.945,15.389
Male,Saudi,30,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,40.132,6.194,10.139,510.914,0.0,0.0,7.794,3.09,19.215
Male,Saudi,21,High School,Business,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Media,4,On Site,Travels rarely,18.553,2.648,13.998,191.735,0.0,0.199,14.413,3.861,16.882
Male,Saudi,35,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,3,On Site,Travels rarely,38.814,2.474,13.457,408.932,0.0,0.0,14.232,3.169,16.966
Male,Saudi,36,High School,Humanities,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,On Site,Travels rarely,39.539,6.391,12.647,452.952,0.0,0.0,11.309,3.382,17.603
