,age,region,employment_type,hours_worked,weekly_earnings,tenure_years
220,47,Dammam,FullTime,41.757,580.792,16.543
221,45,Dammam,FullTime,41.697,1012.996,10.276
222,25,Dammam,FullTime,39.131,771.222,10.305
223,23,Dammam,FullTime,38.501,757.048,15.803
224,53,Dammam,PartTime,21.074,359.415,14.009
225,19,Dammam,FullTime,40.147,552.703,10.998
226,29,Dammam,FullTime,39.431,856.347,7.656
227,53,Dammam,FullTime,40.419,1205.566,4.877
228,63,Dammam,PartTime,17.74,351.272,10.66
229,19,Dammam,PartTime,20.858,255.126,6.539
230,47,Dammam,FullTime,38.376,436.732,14.713
231,25,Dammam,FullTime,39.974,440.079,12.137
232,55,Dammam,PartTime,20.981,251.954,13.365
233,47,Dammam,FullTime,38.596,1024.38,9.705
234,41,Dammam,PartTime,15.883,407.298,12.351
235,24,Dammam,PartTime,24.004,295.933,8.084
236,25,Khobar,FullTime,39.574,590.474,13.225
237,49,Dammam,FullTime,39.446,961.156,8.33
238,37,Dammam,FullTime,40.287,732.837,6.291
239,49,Dammam,PartTime,20.883,336.364,14.767
240,44,Dammam,FullTime,40.359,717.134,10.121
241,41,Dammam,PartTime,24.278,415.386,14.084
242,30,Dammam,PartTime,20.561,448.2,11.61
243,48,Dammam,FullTime,39.787,824.704,6.551
244,26,Dammam,PartTime,20.81,494.395,13.493
245,59,Dammam,PartTime,22.285,323.412,12.291
246,43,Dammam,PartTime,22.241,441.396,7.582
247,47,Dammam,FullTime,41.019,538.564,11.109
248,52,Dammam,PartTime,19.646,271.79,12.368
249,54,Dammam,PartTime,21.113,390.031,10.35
250,28,Khobar,PartTime,20.267,413.109,7.999
251,20,Dammam,FullTime,40.473,462.331,13.486
252,66,Dammam,PartTime,20.884,276.065,12.382
253,43,Dammam,PartTime,23.725,500.678,9.977
254,60,Dammam,FullTime,39.479,1007.598,13.495
255,57,Dammam,FullTime,39.423,717.126,11.99
256,60,Dammam,FullTime,39.225,1246.428,9.99
257,63,Khobar,FullTime,40.882,468.391,6.389
258,36,Dammam,PartTime,19.462,362.667,11.899
259,31,Dammam,FullTime,39.696,766.098,12.93
260,21,Khobar,PartTime,20.567,222.857,11.19
261,18,Dammam,FullTime,39.577,419.438,13.905
262,20,Khobar,FullTime,40.607,775.377,12.003
263,23,Dammam,FullTime,40.179,662.61,14.928
264,56,Dammam,PartTime,23.504,333.053,12.092
265,43,Dammam,FullTime,40.706,556.878,16.682
266,39,Dammam,FullTime,39.349,493.294,13.538
267,48,Dammam,FullTime,39.849,715.235,5.521
268,37,Dammam,FullTime,41.258,1050.895,9.956
269,25,Dammam,FullTime,38.914,1160.109,13.425
270,44,Dammam,FullTime,41.825,883.615,11.627
271,39,Dammam,PartTime,18.241,477.118,9.661
272,34,Dammam,PartTime,19.506,390.788,6.514
273,28,Dammam,FullTime,38.663,640.868,13.829
274,60,Dammam,FullTime,39.398,1137.169,6.122
275,30,Dammam,PartTime,39.877,500.338,8.987
276,54,Dammam,FullTime,39.888,448.753,18.102
277,49,Dammam,PartTime,23.654,328.3,12.183
278,30,Dammam,FullTime,39.755,530.164,8.501
279,23,Dammam,PartTime,19.165,313.227,11.156
280,24,Dammam,PartTime,23.978,266.989,8.838
281,32,Dammam,PartTime,19.596,322.41,8.373
282,47,Dammam,FullTime,39.668,447.009,14.42
283,59,Dammam,FullTime,39.322,884.978,10.176
284,35,Dammam,FullTime,40.626,587.932,15.073
285,68,Dammam,PartTime,23.515,315.276,11.583
286,26,Dammam,PartTime,20.287,392.289,14.408
287,60,Dammam,FullTime,39.568,733.857,16.877
288,55,Dammam,FullTime,40.502,934.448,6.786
289,55,Dammam,PartTime,24.07,349.829,12.622
290,26,Dammam,FullTime,40.596,868.386,15.876
291,25,Khobar,PartTime,17.405,364.854,8.214
292,20,Dammam,FullTime,38.39,872.94,6.93
293,57,Khobar,FullTime,41.309,649.362,10.806
294,39,Dammam,FullTime,38.599,444.882,10.694
295,59,Dammam,FullTime,41.448,757.787,11.255
296,52,Dammam,FullTime,38.446,850.522,8.441
297,33,Dammam,FullTime,39.977,426.158,9.487
298,45,Dammam,FullTime,41.008,993.381,8.136
299,28,Dammam,FullTime,39.451,739.798,9.953
300,19,Khobar,FullTime,40.242,517.68,10.771
301,60,Dammam,FullTime,39.545,618.092,9.702
302,41,Dammam,FullTime,39.829,945.144,10.168
303,57,Dammam,FullTime,39.915,1141.615,5.934
304,56,Dammam,PartTime,19.86,376.325,13.988
305,57,Dammam,FullTime,40.349,504.795,14.28
306,27,Dammam,FullTime,39.915,601.067,9.262
307,52,Dammam,FullTime,39.678,638.238,7.896
308,29,Dammam,PartTime,23.474,315.065,10.189
309,23,Dammam,PartTime,39.119,313.839,15.733
310,64,Dammam,FullTime,40.217,749.088,12.619
311,37,Dammam,FullTime,40.476,732.028,9.985
312,23,Dammam,PartTime,20.702,353.682,11.948
313,44,Dammam,FullTime,40.014,794.799,10.048
314,60,Dammam,PartTime,22.822,493.967,12.364
315,50,Dammam,FullTime,40.408,778.208,4.378
316,57,Dammam,FullTime,40.124,868.996,14.756
317,46,Dammam,FullTime,39.751,957.948,11.404
318,27,Dammam,PartTime,22.297,303.163,11.249
319,51,Dammam,FullTime,41.233,940.506,7.863
320,58,Dammam,FullTime,40.474,665.992,9.144
321,44,Dammam,FullTime,41.546,572.217,12.431
322,37,Dammam,FullTime,39.33,1025.734,13.976
323,40,Dammam,PartTime,23.787,396.557,15.834
324,33,Dammam,PartTime,19.324,398.933,16.262
325,24,Dammam,FullTime,40.259,524.974,11.363
326,30,Dammam,FullTime,39.68,490.103,10.393
327,58,Dammam,PartTime,40.594,489.892,11.252
328,57,Dammam,PartTime,21.97,347.72,12.469
329,41,Dammam,FullTime,40.07,862.501,13.423
330,58,Dammam,FullTime,40.726,590.432,15.583
331,38,Dammam,FullTime,41.036,1120.518,7.866
332,46,Dammam,FullTime,40.905,889.27,6.711
333,62,Dammam,FullTime,39.87,560.42,12.092
334,26,Dammam,FullTime,40.307,743.273,5.102
335,46,Dammam,FullTime,39.102,371.51,13.193
336,57,Dammam,FullTime,41.403,601.381,8.161
337,33,Dammam,FullTime,38.888,609.954,7.742
338,57,Dammam,FullTime,38.691,1288.271,3.028
339,27,Dammam,FullTime,39.349,1086.195,11.907
340,48,Dammam,FullTime,40.139,727.113,7.243
341,31,Dammam,PartTime,19.26,270.279,8.161
342,22,Khobar,FullTime,39.314,864.756,15.466
343,27,Dammam,PartTime,21.123,460.338,6.92
344,27,Dammam,PartTime,23.864,451.249,9.257
345,31,Dammam,FullTime,39.779,1075.914,10.408
346,59,Dammam,PartTime,17.85,366.765,13.35
347,29,Dammam,FullTime,39.446,456.243,8.876
348,55,Dammam,FullTime,41.94,601.971,22.887
349,59,Dammam,PartTime,21.639,358.56,12.72
350,25,Dammam,FullTime,38.531,1363.362,11.969
351,58,Dammam,FullTime,39.83,920.562,8.612
352,53,Dammam,PartTime,20.078,480.544,11.349
353,40,Dammam,FullTime,40.612,804.61,11.403
354,56,Dammam,FullTime,39.252,954.383,11.086
355,56,Dammam,FullTime,37.723,1021.668,9.912
356,42,Dammam,FullTime,39.943,532.672,10.34
357,44,Dammam,FullTime,41.424,646.515,7.044
358,24,Dammam,FullTime,39.733,559.001,9.035
359,54,Dammam,PartTime,20.183,252.998,11.751
360,34,Dammam,FullTime,40.166,910.747,13.508
361,58,Dammam,PartTime,21.415,384.879,12.074
362,58,Dammam,PartTime,22.328,286.547,15.272
363,42,Dammam,FullTime,41.121,769.197,11.643
364,23,Dammam,PartTime,38.912,374.333,6.057
365,20,Dammam,FullTime,40.176,683.531,13.83
366,24,Dammam,PartTime,21.214,260.086,6.529
367,30,Khobar,FullTime,40.073,556.473,9.447
368,38,Dammam,PartTime,25.999,581.751,12.837
369,27,Dammam,FullTime,40.561,519.998,13.28
370,19,Dammam,PartTime,16.049,406.1,11.363
371,61,Dammam,FullTime,41.13,1223.599,6.824
372,51,Dammam,PartTime,20.909,223.114,10.164
373,28,Dammam,FullTime,39.366,796.864,11.39
374,53,Dammam,FullTime,40.011,600.481,15.116
375,42,Dammam,FullTime,39.623,746.375,6.36
376,40,Dammam,FullTime,40.006,1119.517,15.195
377,39,Dammam,FullTime,39.369,674.498,8.633
378,39,Dammam,PartTime,23.064,566.849,14.239
379,29,Dammam,PartTime,20.968,501.761,8.998
380,56,Dammam,PartTime,20.307,218.984,12.261
381,25,Dammam,PartTime,21.543,429.743,10.46
382,36,Dammam,FullTime,40.218,968.625,13.1
383,58,Dammam,FullTime,38.021,1167.7,7.623
384,52,Dammam,FullTime,40.339,934.325,6.765
385,33,Khobar,FullTime,40.718,471.102,10.347
386,30,Dammam,FullTime,39.501,559.741,10.102
387,26,Dammam,PartTime,21.176,302.881,8.469
388,54,Khobar,PartTime,17.3,393.116,11.627
389,59,Khobar,FullTime,39.526,652.091,11.27
390,46,Dammam,FullTime,39.69,977.89,9.022
391,24,Dammam,FullTime,39.655,485.829,16.446
392,40,Dammam,PartTime,20.42,359.144,11.018
393,40,Dammam,PartTime,20.584,144.418,13.03
394,26,Dammam,PartTime,39.904,485.689,9.583
395,38,Dammam,FullTime,40.733,1283.387,8.903
396,53,Dammam,PartTime,24.264,230.632,17.356
397,26,Dammam,FullTime,39.807,790.435,12.269
398,63,Dammam,FullTime,39.95,819.26,10.877
399,59,Dammam,FullTime,40.001,571.915,11.325
400,41,Dammam,FullTime,41.369,1252.836,14.637
401,27,Dammam,PartTime,18.921,304.223,9.482
402,51,Dammam,FullTime,40.144,1589.095,8.053
403,64,Dammam,FullTime,40.999,1019.254,16.624
404,31,Dammam,PartTime,19.212,361.581,11.648
405,18,Dammam,FullTime,38.297,738.553,12.813
406,22,Dammam,FullTime,40.418,792.098,15.53
407,19,Dammam,FullTime,39.546,449.495,14.488
408,24,Dammam,PartTime,19.65,296.364,9.11
409,50,Dammam,FullTime,40.495,1135.51,10.23
410,57,Dammam,FullTime,39.948,744.096,13.075
411,26,Dammam,PartTime,20.279,348.667,8.343
412,27,Dammam,FullTime,39.84,578.98,11.486
413,57,Dammam,FullTime,40.807,1173.108,6.564
414,49,Dammam,FullTime,41.049,995.38,6.445
415,40,Dammam,FullTime,41.359,594.922,13.264
416,51,Dammam,PartTime,19.019,251.024,15.582
417,54,Dammam,PartTime,17.23,221.165,10.269
418,32,Dammam,PartTime,20.483,380.141,12.19
419,53,Dammam,FullTime,39.392,461.695,14.746
420,26,Dammam,PartTime,21.658,344.385,7.991
421,55,Dammam,FullTime,38.854,1048.051,6.44
422,24,Dammam,PartTime,20.368,466.584,5.734
423,54,Khobar,PartTime,12.196,286.513,12.72
424,23,Dammam,PartTime,20.042,263.092,9.379
425,45,Dammam,PartTime,23.73,565.288,8.853
426,46,Dammam,PartTime,16.401,241.257,15.198
427,24,Dammam,PartTime,21.155,368.868,12.777
428,26,Dammam,FullTime,40.452,628.756,11.971
429,28,Dammam,PartTime,19.82,206.36,7.453
430,29,Dammam,PartTime,17.53,406.696,8.959
431,45,Dammam,FullTime,41.169,1110.836,8.025
432,57,Dammam,PartTime,18.403,281.933,15.466
433,38,Dammam,FullTime,40.641,398.417,11.508
434,52,Dammam,FullTime,39.569,557.282,8.627
435,44,Dammam,FullTime,39.86,533.447,8.643
436,30,Dammam,PartTime,19.511,378.233,9.662
437,35,Dammam,FullTime,40.857,654.509,17.057
438,58,Dammam,PartTime,21.72,385.863,16.655
439,30,Dammam,PartTime,24.529,492.856,7.912
440,41,Dammam,FullTime,40.482,957.794,8.919
441,47,Dammam,PartTime,40.922,516.898,8.877
442,62,Dammam,FullTime,40.923,1041.648,8.33
443,18,Dammam,FullTime,38.096,1108.558,12.481
444,33,Dammam,FullTime,40.839,687.423,9.351
445,53,Khobar,FullTime,39.731,611.66,19.931
446,65,Dammam,FullTime,40.695,967.058,16.079
447,57,Dammam,FullTime,39.729,746.177,8.005
448,40,Dammam,PartTime,22.44,395.493,16.403
449,56,Dammam,FullTime,40.79,878.971,6.527
450,44,Dammam,PartTime,21.844,426.004,14.623
451,51,Dammam,PartTime,15.801,247.54,11.283
452,40,Dammam,FullTime,39.939,493.063,9.712
453,32,Dammam,FullTime,40.895,482.795,6.863
454,29,Dammam,FullTime,39.291,603.463,9.868
455,55,Dammam,FullTime,40.847,1377.786,11.431
456,25,Dammam,FullTime,38.774,507.279,9.153
457,47,Dammam,FullTime,40.582,843.114,7.621
458,42,Dammam,FullTime,39.994,660.164,8.991
459,26,Dammam,FullTime,40.884,1064.268,7.774
460,55,Dammam,FullTime,39.877,856.856,8.171
461,30,Dammam,PartTime,19.38,527.425,7.15
462,59,Khobar,FullTime,40.15,840.78,9.454
463,61,Khobar,FullTime,39.41,473.858,8.822
464,47,Dammam,FullTime,41.539,764.731,8.845
465,24,Khobar,PartTime,19.511,268.529,5.37
466,31,Dammam,PartTime,20.15,336.337,11.93
467,27,Dammam,FullTime,39.305,502.886,15.563
468,43,Dammam,PartTime,22.088,555.518,9.557
469,59,Khobar,FullTime,40.914,671.449,8.759
470,18,Khobar,PartTime,16.064,295.089,10.576
471,42,Dammam,FullTime,39.829,621.206,12.848
472,59,Dammam,FullTime,40.442,1020.047,10.769
473,29,Dammam,FullTime,38.895,837.128,13.932
474,59,Dammam,FullTime,39.942,877.806,10.831
475,43,Dammam,FullTime,40.442,581.743,12.946
476,36,Dammam,PartTime,19.829,413.326,11.827
477,29,Dammam,FullTime,39.586,395.848,11.607
478,60,Dammam,FullTime,40.968,873.042,5.86
479,23,Dammam,FullTime,39.858,617.328,17.72
480,19,Dammam,FullTime,40.807,632.286,8.799
481,50,Dammam,FullTime,40.806,612.072,13.146
482,45,Dammam,FullTime,39.557,896.946,5.15
483,29,Dammam,FullTime,39.338,978.314,11.04
484,41,Dammam,FullTime,39.937,504.585,11.076
485,51,Dammam,FullTime,41.127,1311.366,12.332
486,57,Dammam,FullTime,40.086,1044.517,8.796
487,48,Dammam,FullTime,39.815,752.753,9.125
488,57,Dammam,FullTime,39.517,812.469,13.622
489,36,Dammam,PartTime,19.162,191.897,10.193
490,43,Dammam,FullTime,40.484,782.08,10.59
491,42,Dammam,FullTime,39.966,1112.1,9.003
492,57,Dammam,FullTime,38.78,1299.341,8.641
493,46,Dammam,PartTime,25.186,413.235,11.65
494,57,Dammam,FullTime,38.883,696.96,7.505
495,38,Dammam,PartTime,22.76,420.7,12.13
496,59,Dammam,FullTime,39.259,665.708,14.254
497,46,Dammam,FullTime,41.112,795.388,7.627
498,58,Dammam,FullTime,39.306,653.126,11.287
499,50,Dammam,FullTime,38.327,552.389,11.548
500,40,Dammam,FullTime,39.511,690.366,12.042
501,25,Dammam,FullTime,39.591,818.725,13.911
502,34,Dammam,FullTime,41.032,1058.913,10.353
503,45,Dammam,FullTime,39.179,1022.77,11.757
504,43,Dammam,PartTime,20.883,376.964,8.455
505,45,Dammam,FullTime,39.082,913.561,7.932
506,42,Dammam,PartTime,21.413,398.459,11.89
507,43,Dammam,FullTime,40.282,546.375,11.372
508,59,Dammam,FullTime,40.371,1120.383,9.764
509,42,Dammam,PartTime,18.93,192.432,10.905
510,53,Dammam,FullTime,40.806,979.057,8.097
511,44,Dammam,FullTime,39.16,869.298,5.666
512,47,Dammam,FullTime,40.212,1103.344,12.731
513,18,Dammam,FullTime,38.902,823.506,13.162
514,39,Dammam,PartTime,18.391,186.593,11.371
515,32,Dammam,PartTime,18.836,368.906,10.359
516,54,Dammam,FullTime,39.559,820.357,17.787
517,51,Dammam,FullTime,42.233,588.773,19.654
518,60,Dammam,FullTime,39.521,463.277,12.612
519,66,Dammam,FullTime,39.148,419.52,9.225
520,47,Dammam,FullTime,39.635,602.226,7.125
521,26,Dammam,FullTime,40.299,1251.598,14.11
522,44,Dammam,FullTime,38.831,855.538,10.86
523,56,Dammam,FullTime,40.587,918.261,7.915
524,39,Dammam,FullTime,39.091,940.814,11.713
525,23,Dammam,FullTime,39.273,418.806,8.326
526,60,Dammam,FullTime,41.414,509.191,11.672
527,22,Dammam,FullTime,40.958,752.488,13.11
528,27,Dammam,FullTime,39.453,707.633,8.989
529,43,Dammam,FullTime,41.13,723.075,10.841
530,42,Dammam,PartTime,18.208,428.539,9.913
531,40,Dammam,FullTime,41.129,595.636,10.045
532,56,Dammam,FullTime,39.249,1006.376,10.031
