gender,nationality,age,education_level,education_field,marital_status,family_residence,region,department,contract_type,employment_type,employee_status,job_level,job_title,performance_rating,remote_status,business_trips,hours_worked,overtime_hours,hourly_rate,weekly_earnings,bonus,percent_salary_hike,tenure_years,work-life_balance,distance_from_home
Male,Saudi,25,High School,Business,Unmarried,Within district,Alhasa,HR,Fixed Term,FullTime,Active,L2,Media,4,Hybrid,Travels often,41.902,7.217,18.391,779.427,0.001,0.001,26.065,4.08,14.825
Male,Expat_US,31,High School,STEM,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Manager,5,On Site,Travels rarely,23.781,3.504,15.376,360.417,0.058,0.016,12.447,3.622,16.925
Male,Saudi,61,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,3,Hybrid,Travels rarely,40.675,10.48,16.467,1675.478,0.055,0.001,25.904,1.92,20.172
Female,Saudi,24,High School,Humanities,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels rarely,41.431,9.878,19.457,1192.657,0.0,0.117,16.58,3.809,11.087
Female,Expat_Europe,29,High School,Business,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,4,On Site,Travels rarely,42.504,3.05,14.454,484.01,0.0,0.2,29.937,1.998,17.237
Male,Saudi,47,PhD,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L4,Media,4,On Site,Travels rarely,41.376,14.644,10.791,614.102,0.258,0.186,24.458,4.187,11.356
Male,Expat_US,46,High School,Humanities,Married,Within district,Dammam,Finance,Fixed Term,FullTime,Active,L1,Designer,3,On Site,Travels rarely,39.799,5.825,15.01,545.111,0.047,0.0,11.187,4.01,22.197
Female,Expat_Europe,57,High School,Social Science,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L2,Designer,3,On Site,Travels often,41.384,3.682,13.791,585.307,0.059,0.046,23.795,4.131,9.43
Male,Saudi,25,High School,Business,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Media,3,Remote,Travels rarely,40.705,2.915,14.757,353.069,0.061,0.199,15.149,3.676,27.132
Female,Saudi,19,High School,STEM,Unmarried,Within district,Jeddah,HR,Internship,PartTime,Active,L1,Manager,3,Remote,Travels rarely,22.426,14.135,16.241,338.912,0.0,0.2,14.986,3.683,19.763
Female,Saudi,35,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,Remote,Travels rarely,40.44,8.241,18.621,668.097,0.002,0.197,31.08,4.082,21.706
Male,Saudi,38,High School,Communication,Unmarried,Within district,Dammam,HR,Fixed Term,FullTime,Active,L2,Manager,1,Remote,Travels rarely,40.796,6.786,29.768,5174.256,0.0,0.2,30.616,3.033,21.405
Female,Expat_Arab,39,Bachelors,Social Science,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,3,Hybrid,Travels often,41.818,0.847,13.304,454.736,0.001,0.142,11.602,1.711,8.312
Male,Saudi,57,High School,Business,Unmarried,Within district,Dammam,HR,Internship,PartTime,Active,L1,Secretary,3,On Site,Travels often,23.496,3.208,13.319,430.548,0.199,0.0,23.22,3.507,15.501
Male,Saudi,35,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Non-Active,L1,Secretary,1,Hybrid,Travels often,41.957,12.768,14.447,923.891,0.076,0.0,23.576,4.088,21.08
Male,Expat_Arab,26,High School,Social Science,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L2,Manager,3,Remote,Travels rarely,40.671,15.596,18.106,761.803,0.0,0.0,12.416,4.378,18.916
Female,Expat_Arab,25,High School,Business,Unmarried,Within district,Dammam,Finance,Fixed Term,PartTime,Active,L2,Media,4,On Site,Travels often,24.518,1.059,13.077,354.863,0.147,0.0,14.208,3.051,11.697
Male,Saudi,45,High School,Humanities,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Designer,4,Remote,Travels rarely,40.52,2.932,14.387,327.284,0.001,0.2,13.678,1.866,22.645
Male,Saudi,47,Bachelors,Business,Unmarried,Within district,Dammam,Accounting,Fixed Term,FullTime,Active,L1,Analyst,5,On Site,Travels rarely,41.227,4.159,13.088,463.019,0.0,0.2,13.7,4.486,36.188
Male,Expat_Arab,19,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,4,Hybrid,Travels rarely,41.807,12.273,16.049,1160.368,0.0,0.0,24.923,4.185,21.972
Male,Expat_Arab,27,High School,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Manager,3,On Site,Travels rarely,40.807,6.943,15.005,739.265,0.001,0.198,12.35,3.569,16.024
Male,Expat_Arab,60,High School,Social Science,Married,Within district,Dammam,Design,Permanent,FullTime,Active,L1,Analyst,3,On Site,Travels rarely,40.046,14.594,15.577,384.746,0.141,0.143,12.584,4.098,10.666
Male,Expat_US,53,PhD,Social Science,Unmarried,Within district,Khobar,HR,Internship,FullTime,Active,L4,Media,4,On Site,Travels rarely,40.91,7.169,15.318,477.234,0.173,0.114,10.574,2.847,15.734
Female,Expat_Asia,45,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,2,On Site,Travels rarely,39.12,0.004,12.969,810.384,0.041,0.012,19.302,3.735,14.42
Male,Saudi,22,Masters,Business,Married,Within district,Dammam,Design,Internship,PartTime,Active,L1,Media,3,Remote,Travels rarely,21.258,3.296,11.23,255.12,0.0,0.2,28.952,2.961,15.671
Male,Expat_Arab,54,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L2,Designer,4,Remote,Travels often,41.183,5.009,41.042,415.401,0.331,0.133,13.87,4.643,13.405
Female,Saudi,26,Masters,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,Remote,Travels often,41.065,14.45,20.088,799.56,0.002,0.123,14.286,4.357,15.418
Male,Expat_Arab,56,High School,Social Science,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Media,3,Remote,Travels often,40.552,11.212,18.352,560.155,0.028,0.0,16.764,3.884,21.836
Male,Saudi,30,High School,Humanities,Married,Other district,Khobar,Finance,Internship,PartTime,Active,L2,Manager,4,On Site,Travels often,20.47,1.074,13.362,180.38,0.111,0.18,10.792,4.245,8.812
Male,Saudi,21,Masters,STEM,Unmarried,Within district,Dammam,Customer Support,Internship,FullTime,Active,L3,Sales,3,Hybrid,Travels rarely,41.19,17.344,13.088,715.448,0.0,0.2,14.096,4.273,30.913
Male,Expat_Arab,29,High School,Business,Married,Within district,Dammam,HR,Internship,FullTime,Active,L4,Manager,4,On Site,Travels rarely,40.858,12.228,14.476,327.091,0.0,0.182,10.837,4.172,10.281
Male,Saudi,22,High School,Communication,Married,Within district,Dammam,IT,Internship,FullTime,Active,L1,Designer,3,On Site,Travels rarely,40.475,14.542,15.368,731.788,0.0,0.001,10.983,1.9,23.828
Male,Saudi,34,High School,Communication,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Media,3,Remote,Travels often,40.095,13.389,15.898,991.085,0.071,0.0,6.418,4.182,28.386
Male,Saudi,28,High School,Humanities,Unmarried,Within district,Dammam,Sales,Zero Hours,FullTime,Active,L1,Media,3,Remote,Travels rarely,42.319,14.822,14.627,654.444,0.026,0.058,13.928,4.558,19.228
Female,Saudi,28,High School,Social Science,Married,Within district,Alhasa,Sales,Fixed Term,FullTime,Active,L1,Sales,3,On Site,Travels rarely,40.833,8.92,15.355,768.478,0.0,0.07,9.062,4.433,27.262
Male,Saudi,31,Bachelors,Communication,Married,Within district,Dammam,HR,Internship,PartTime,Active,L1,Analyst,4,On Site,Travels rarely,21.348,2.358,15.54,296.252,0.106,0.071,17.925,2.736,14.141
Male,Saudi,18,High School,Social Science,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L3,Media,3,Hybrid,Travels often,40.81,13.888,13.279,377.998,0.0,0.0,12.481,3.231,19.235
Male,Expat_Asia,18,High School,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L3,Manager,1,On Site,Travels rarely,41.569,12.552,22.417,3381.709,0.299,0.0,7.407,4.174,14.628
Male,Saudi,33,High School,Social Science,Unmarried,Within district,Dammam,Accounting,Fixed Term,PartTime,Active,L2,Designer,3,Hybrid,Travels rarely,21.103,2.252,14.124,431.83,0.074,0.199,14.172,1.822,17.162
Male,Saudi,28,High School,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Designer,5,On Site,Travels rarely,41.187,1.942,9.661,477.012,0.0,0.2,10.585,3.527,18.114
Male,Saudi,18,PhD,Social Science,Unmarried,Other district,Dammam,HR,Internship,FullTime,Active,L1,Analyst,3,Remote,Travels often,24.346,0.054,17.513,511.027,0.247,0.083,9.23,3.094,18.632
Female,Saudi,37,Bachelors,Business,Unmarried,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Media,3,On Site,Travels rarely,23.888,4.59,12.022,242.89,0.101,0.0,14.163,2.615,17.742
Male,Expat_Arab,63,High School,Business,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Manager,3,Remote,Travels rarely,41.114,14.125,15.719,864.885,0.125,0.136,22.234,4.336,17.874
Male,Expat_Asia,28,High School,STEM,Unmarried,Other district,Dammam,HR,Permanent,FullTime,Active,L2,Manager,4,On Site,Travels rarely,39.409,2.95,50.944,2221.038,0.152,0.059,12.376,4.16,32.24
Female,Saudi,43,High School,Business,Unmarried,Within district,Dammam,IT,Permanent,PartTime,Active,L1,Designer,3,Remote,Travels often,21.651,3.669,14.12,125.054,0.0,0.024,22.397,3.867,21.015
Male,Saudi,28,Bachelors,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L1,Manager,4,Hybrid,Travels often,41.088,5.476,13.357,433.627,0.0,0.178,24.664,4.542,14.719
Male,Saudi,27,High School,Social Science,Married,Within district,Alhasa,HR,Fixed Term,FullTime,Active,L1,Media,3,Remote,Travels rarely,42.133,12.999,48.605,792.491,0.177,0.0,16.013,4.242,30.456
Male,Saudi,19,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L2,Analyst,3,On Site,Travels rarely,15.064,1.575,17.903,8643.024,0.0,0.166,10.088,2.585,23.083
Male,Expat_Asia,25,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Analyst,3,Remote,Travels often,23.54,2.173,16.498,477.957,0.0,0.058,13.928,4.149,11.935
Male,Saudi,20,High School,Business,Unmarried,Within district,Dammam,Finance,Fixed Term,PartTime,Active,L1,Manager,3,Hybrid,Travels often,17.782,0.844,14.407,336.542,0.051,0.087,22.739,3.814,11.752
Male,Expat_Arab,48,Masters,STEM,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Sales,3,Hybrid,Travels rarely,39.768,11.546,13.146,557.429,0.15,0.065,15.16,3.901,16.833
Female,Saudi,18,High School,Humanities,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,4,On Site,Travels rarely,41.476,5.384,13.311,405.025,0.222,0.0,22.343,3.568,23.193
Male,Saudi,27,High School,STEM,Unmarried,Within district,Dammam,Management,Fixed Term,FullTime,Active,L2,Manager,2,Hybrid,Travels rarely,40.757,3.981,12.797,392.372,0.145,0.0,23.951,3.962,26.171
Male,Expat_Arab,27,High School,Humanities,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Designer,1,Remote,Travels often,42.205,0.065,16.953,493.01,0.001,0.1,10.339,3.827,16.581
Male,Expat_Asia,28,High School,Business,Married,Within district,Alhasa,HR,Permanent,FullTime,Active,L1,Analyst,3,On Site,Travels often,39.609,11.345,15.333,660.83,0.065,0.198,24.485,3.752,11.338
Male,Expat_Asia,28,High School,Business,Unmarried,Within district,Khobar,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels often,40.418,7.611,15.462,715.031,0.0,0.0,27.124,3.685,24.435
Male,Expat_Asia,49,PhD,Business,Married,Within district,Khobar,HR,Internship,PartTime,Active,L4,Sales,3,Hybrid,Travels rarely,27.146,4.911,17.514,17124.533,0.0,0.0,27.551,4.235,22.186
Female,Saudi,26,High School,Humanities,Unmarried,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Analyst,3,On Site,Travels rarely,21.987,0.173,17.148,639.886,0.0,0.001,10.694,2.407,15.283
Female,Saudi,47,High School,Social Science,Married,Other district,Dammam,Finance,Permanent,PartTime,Active,L2,Designer,4,On Site,Travels rarely,43.0,0.145,19.709,754.019,0.0,0.138,11.337,4.448,33.154
Male,Expat_US,31,Masters,STEM,Unmarried,Other district,Dammam,HR,Internship,FullTime,Active,L1,Manager,5,On Site,Travels rarely,39.858,0.148,20.95,428.504,0.205,0.0,26.645,2.945,25.406
Male,Saudi,24,Bachelors,Business,Unmarried,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Designer,3,Remote,Travels rarely,22.752,16.931,10.19,186.597,0.15,0.142,11.997,2.737,23.914
Male,Saudi,28,High School,Business,Unmarried,Within district,Khobar,Finance,Fixed Term,FullTime,Active,L1,Media,3,Remote,Travels often,40.029,1.478,16.282,628.72,0.272,0.0,23.019,4.037,25.159
Male,Saudi,22,High School,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L2,Media,3,On Site,Travels often,40.466,13.033,10.675,394.54,0.16,0.0,14.842,4.318,22.671
Female,Saudi,37,Masters,Communication,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Manager,4,Hybrid,Travels often,39.339,0.864,18.569,514.971,0.386,0.18,7.503,4.618,13.435
Male,Saudi,23,High School,Humanities,Unmarried,Within district,Dammam,Sales,Permanent,PartTime,Active,L2,Manager,3,Hybrid,Travels often,18.36,0.112,25.063,360.307,0.0,0.184,14.485,4.607,23.814
Female,Saudi,47,PhD,Social Science,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Manager,3,Remote,Travels rarely,25.041,0.996,14.738,353.06,0.0,0.132,10.883,4.222,23.179
Male,Saudi,25,High School,Communication,Unmarried,Within district,Jeddah,HR,Permanent,FullTime,Active,L1,Analyst,3,Hybrid,Travels rarely,39.388,14.157,16.606,465.021,0.115,0.177,8.115,2.72,24.307
Male,Expat_Arab,30,High School,Business,Unmarried,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Secretary,5,On Site,Travels rarely,40.102,12.944,14.931,519.472,0.056,0.0,15.77,4.201,17.737
Female,Saudi,26,High School,Communication,Married,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Analyst,5,Hybrid,Travels often,24.462,0.824,14.394,282.821,0.032,0.181,11.118,4.301,8.886
Male,Expat_Asia,27,High School,Humanities,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L1,Analyst,2,Remote,Travels often,39.689,5.038,14.843,738.894,0.002,0.0,7.675,3.317,11.112
Male,Expat_Arab,39,High School,Communication,Married,Other district,Dammam,Finance,Permanent,FullTime,Active,L1,Designer,3,Hybrid,Travels rarely,41.544,11.173,14.542,404.516,0.071,0.08,26.179,4.121,14.001
Male,Expat_Europe,46,High School,Business,Unmarried,Within district,Dammam,IT,Permanent,FullTime,Active,L1,Analyst,3,On Site,Travels often,40.788,0.427,14.778,450.803,0.09,0.001,17.612,3.87,24.416
Male,Expat_US,27,High School,Business,Unmarried,Within district,Dammam,HR,Internship,FullTime,Active,L4,Designer,3,On Site,Travels rarely,40.229,12.305,18.838,1229.24,0.085,0.0,15.704,2.441,16.722
Male,Saudi,55,High School,Social Science,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Media,3,On Site,Travels often,40.5,0.745,15.125,2987.02,0.0,0.0,29.582,4.086,20.658
Male,Saudi,60,High School,STEM,Married,Other district,Dammam,HR,Internship,PartTime,Active,L4,Media,3,On Site,Travels often,16.548,3.498,20.743,189.639,0.044,0.177,11.201,4.107,21.713
Female,Saudi,51,High School,Social Science,Married,Within district,Dammam,Finance,Zero Hours,PartTime,Active,L1,Designer,5,Remote,Travels often,24.563,0.747,12.994,511.876,0.039,0.186,9.186,4.087,23.797
Male,Expat_Arab,47,High School,Communication,Unmarried,Within district,Jeddah,Customer Support,Fixed Term,FullTime,Active,L1,Designer,2,On Site,Travels often,40.648,15.001,14.441,513.043,0.01,0.084,9.252,1.674,13.674
Female,Saudi,22,Bachelors,Social Science,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Media,3,Hybrid,Travels rarely,41.843,4.068,13.88,530.577,0.0,0.0,14.19,3.942,10.96
Female,Saudi,25,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Analyst,4,Hybrid,Travels often,24.886,2.908,13.876,190.224,0.0,0.184,13.667,3.839,8.491
Male,Saudi,25,Bachelors,Humanities,Unmarried,Within district,Dammam,Finance,Permanent,FullTime,Active,L2,Sales,4,Hybrid,Travels often,40.976,10.615,10.675,1405.187,0.0,0.0,15.588,2.292,31.739
Male,Saudi,25,High School,Social Science,Unmarried,Other district,Dammam,HR,Internship,FullTime,Active,L1,Designer,3,On Site,Travels often,41.919,11.048,17.399,561.315,0.024,0.199,28.3,3.737,19.006
Female,Expat_Arab,36,High School,Humanities,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Designer,3,On Site,Travels rarely,19.602,6.298,11.958,369.177,0.0,0.0,17.678,3.838,27.316
Female,Expat_Arab,28,High School,Communication,Unmarried,Within district,Dammam,Sales,Internship,FullTime,Active,L1,Manager,4,Hybrid,Travels often,41.629,0.145,15.301,311.176,0.117,0.2,14.609,4.463,20.491
Male,Expat_Arab,38,High School,STEM,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Manager,1,Remote,Travels often,41.861,5.301,18.256,619.196,0.047,0.0,8.684,4.156,9.344
Male,Expat_Europe,24,High School,Humanities,Married,Other district,Dammam,Finance,Internship,FullTime,Active,L1,Media,3,Hybrid,Travels rarely,41.285,3.929,12.326,494.534,0.284,0.063,24.005,3.469,24.372
Female,Expat_US,26,High School,Communication,Married,Other district,Khobar,HR,Fixed Term,FullTime,Active,L1,Sales,3,On Site,Travels often,40.778,10.94,42.154,821.966,0.137,0.134,17.407,4.097,29.172
Female,Saudi,19,High School,STEM,Unmarried,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,3,On Site,Travels often,40.79,17.821,21.298,788.735,0.087,0.177,24.917,2.494,16.358
Male,Saudi,26,High School,Business,Unmarried,Within district,Dammam,Finance,Fixed Term,PartTime,Active,L4,Manager,3,Hybrid,Travels often,23.117,4.266,16.22,412.399,0.383,0.001,23.491,4.236,17.259
Male,Saudi,36,High School,Social Science,Married,Within district,Dammam,Finance,Permanent,PartTime,Active,L1,Designer,4,On Site,Travels often,40.635,4.874,11.571,327.403,0.0,0.134,13.576,3.554,14.417
Female,Expat_Arab,27,High School,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Sales,4,On Site,Travels rarely,41.327,12.657,15.806,828.701,0.07,0.094,10.182,1.807,13.247
Female,Saudi,54,High School,Business,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Analyst,4,On Site,Travels rarely,40.517,0.069,16.281,301.981,0.0,0.114,20.696,4.05,9.151
Female,Expat_Europe,58,High School,Social Science,Unmarried,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Designer,3,On Site,Travels often,22.272,2.636,14.081,418.226,0.0,0.179,12.169,3.355,22.306
Female,Saudi,25,Masters,Humanities,Unmarried,Within district,Dammam,Finance,Internship,PartTime,Active,L1,Designer,3,On Site,Travels rarely,24.889,3.16,15.806,128.871,0.0,0.184,14.546,2.403,20.672
Male,Saudi,22,High School,Humanities,Married,Within district,Dammam,Finance,Permanent,FullTime,Active,L4,Manager,4,On Site,Travels often,41.129,0.713,15.109,619.814,0.0,0.163,9.58,2.57,20.408
Female,Saudi,42,High School,Communication,Unmarried,Within district,Buqaiq,Finance,Internship,FullTime,Active,L1,Media,4,On Site,Travels rarely,41.82,12.915,17.89,518.957,0.148,0.138,14.074,1.336,33.631
Male,Expat_US,29,High School,Humanities,Unmarried,Within district,Jeddah,HR,Internship,PartTime,Non-Active,L1,Analyst,3,On Site,Travels rarely,41.445,12.458,12.458,424.458,0.16,0.07,12.811,4.333,13.161
Female,Saudi,29,High School,STEM,Married,Within district,Dammam,HR,Zero Hours,FullTime,Active,L1,Sales,3,Remote,Travels rarely,40.716,13.041,16.516,716.101,0.001,0.0,19.35,4.646,13.788
Male,Saudi,19,High School,Communication,Unmarried,Other district,Dammam,Finance,Internship,PartTime,Active,L1,Designer,5,Hybrid,Travels rarely,25.638,3.86,17.099,274.009,0.147,0.2,14.286,4.338,24.796
Female,Saudi,24,High School,Communication,Married,Within district,Dammam,HR,Permanent,PartTime,Active,L1,Designer,3,On Site,Travels rarely,22.79,2.077,11.605,212.876,0.0,0.2,31.303,3.156,11.774
Female,Saudi,44,High School,Humanities,Married,Within district,Dammam,Finance,Fixed Term,FullTime,Active,L1,Media,3,Remote,Travels often,41.182,3.012,11.869,337.986,0.201,0.0,14.362,3.18,21.041
Female,Expat_Europe,36,High School,Business,Married,Within district,Buqaiq,HR,Internship,FullTime,Active,L1,Designer,3,Remote,Travels rarely,40.311,7.649,12.655,785.807,0.21,0.063,31.102,4.194,8.866
Male,Saudi,54,High School,STEM,Married,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,3,On Site,Travels often,40.838,10.95,15.078,1237.23,0.0,0.141,12.992,4.25,20.341
Male,Expat_Europe,29,High School,Social Science,Unmarried,Within district,Buqaiq,Accounting,Fixed Term,PartTime,Active,L1,Media,3,On Site,Travels rarely,25.275,1.203,12.888,514.081,0.0,0.2,9.964,1.387,23.485
Male,Saudi,43,High School,Humanities,Married,Within district,Khobar,Finance,Internship,PartTime,Non-Active,L1,Analyst,3,On Site,Travels often,22.445,2.193,16.289,202.094,0.0,0.0,16.22,2.546,21.965
Female,Saudi,29,High School,Humanities,Unmarried,Within district,Dammam,Finance,Internship,FullTime,Active,L1,Designer,2,Hybrid,Travels rarely,41.134,15.882,17.251,965.281,0.0,0.2,15.036,1.774,29.008
Male,Expat_US,19,High School,Business,Married,Within district,Dammam,Sales,Internship,PartTime,Active,L3,Manager,5,Remote,Travels often,24.559,2.624,17.947,533.075,0.096,0.0,8.212,3.652,22.535
Female,Saudi,27,High School,Communication,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Designer,4,On Site,Travels rarely,40.602,5.063,12.586,525.545,0.157,0.077,28.117,4.05,7.84
Female,Saudi,57,High School,STEM,Unmarried,Within district,Khobar,HR,Permanent,FullTime,Active,L2,Media,3,Hybrid,Travels rarely,42.376,0.043,46.921,6403.7,0.0,0.0,12.967,4.433,33.583
Male,Expat_Asia,60,High School,Communication,Unmarried,Other district,Alhasa,HR,Permanent,PartTime,Active,L1,Media,3,Remote,Travels rarely,26.019,2.248,13.696,636.885,0.0,0.2,33.652,4.205,20.468
Male,Expat_Arab,30,Bachelors,Business,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L2,Secretary,3,Remote,Travels rarely,41.34,5.958,16.877,922.282,0.0,0.109,25.953,3.778,30.575
Male,Saudi,52,Bachelors,Communication,Married,Within district,Dammam,HR,Fixed Term,FullTime,Active,L1,Designer,3,Hybrid,Travels rarely,39.238,4.361,14.482,242.808,0.197,0.106,26.444,4.561,21.936
Male,Expat_Asia,55,High School,Humanities,Unmarried,Within district,Khobar,HR,Internship,FullTime,Active,L2,Sales,3,Remote,Travels rarely,41.118,11.964,11.698,543.428,0.151,0.0,19.885,2.737,11.774
Male,Saudi,19,Masters,Communication,Married,Within district,Dammam,HR,Internship,FullTime,Active,L1,Analyst,3,Remote,Travels often,41.449,3.13,18.967,816.195,0.118,0.001,24.998,3.542,14.659
Male,Saudi,28,Masters,STEM,Unmarried,Within district,Dammam,HR,Permanent,FullTime,Active,L1,Media,4,Remote,Travels often,39.508,13.621,16.846,794.138,0.14,0.153,12.457,3.454,21.904
Male,Expat_Arab,61,High School,Humanities,Married,Within district,Dammam,HR,Fixed Term,PartTime,Active,L1,Designer,5,On Site,Travels often,21.107,1.325,14.413,128.787,0.0,0.0,14.259,1.741,21.641
