,RESOURCE,MANAGER,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
32,20364,1065,117961,118052,120559,118641,125047,118704,118705,1
33,74310,23118,117961,118327,118507,118890,311441,118398,118892,1
34,75685,51172,117961,118413,120551,118321,118448,290919,118322,1
35,80905,2781,117961,118300,118783,118321,117906,290919,118322,1
36,41470,21083,118602,118587,117941,118568,132124,19721,118570,1
37,3130,53303,117961,118300,119890,119433,136239,118424,120008,1
38,39879,46647,117961,119256,119257,117946,118806,292795,118997,1
39,37326,59347,117961,118327,118320,118784,118785,290919,118786,1
40,27623,46224,117961,118327,118378,120952,120953,118453,120954,1
41,74627,55604,118023,118024,117895,117885,117913,117887,117888,1
42,40867,2296,117961,118386,123072,120952,130134,118704,120954,1
43,75901,4110,119596,119597,118292,120812,137950,118474,120814,1
44,45019,8168,117961,118327,119954,118641,123881,118643,118644,1
45,715,1411,117961,117903,118437,123670,305057,121916,123672,1
46,278393,120341,120342,120343,118437,120313,230838,118424,120791,1
47,22662,15421,117961,118300,118970,118396,300044,118398,118525,1
48,25993,4438,117961,118446,118481,118784,279443,290919,118779,1
49,838,1466,117961,118300,123749,118636,123751,118638,118639,1
50,42093,54303,117961,119256,118492,118451,130134,118453,118454,1
51,43023,1043,117961,118327,121589,118641,306399,118643,118644,1
52,37951,1912,118953,118603,117912,117885,119621,117887,117898,1
53,74966,2409,117961,117962,117904,119949,311441,290919,119951,1
54,20733,18044,118006,118085,117920,118568,118054,19721,118570,1
55,6491,4589,121785,118327,120383,118784,147114,290919,118786,1
56,3130,27036,117961,118343,20807,119786,133691,3130,119745,1
57,79021,54303,117961,118327,118522,119433,147114,118453,118749,1
58,23921,234958,118290,118291,120291,118422,300136,118424,118425,1
59,34451,15764,118169,118170,119362,119849,310589,118667,119851,1
60,37427,17460,118290,118300,120291,119849,236236,118331,119929,1
61,39449,17002,5110,118026,118027,119065,123881,119006,118570,1
62,14914,7076,117961,118300,120297,119093,120324,290919,118786,1
63,60007,5413,117961,118327,118320,118321,117906,290919,118322,1
64,112828,2299,117961,118257,118575,123737,131844,121916,123672,1
65,75529,49961,117961,118225,120370,117905,117906,290919,117908,1
66,35528,52316,117961,118327,118292,118451,118294,118295,118296,1
67,32588,16244,117961,118300,120722,118784,117906,290919,118786,1
68,34210,4301,117961,118343,118660,119433,133686,118205,119435,1
69,79965,39027,117961,118327,123472,118054,169823,117887,118055,1
70,23875,21037,117961,118225,81476,179731,143193,117887,118899,1
71,4675,7648,117961,118300,119181,117905,117906,290919,117908,1
72,3853,97000,4292,119091,274241,157359,306795,118638,128353,1
73,80973,4511,117961,118343,120551,118321,240983,290919,118322,1
74,78126,46661,117961,118225,117945,119323,120324,292795,119325,1
75,43872,49850,117961,117962,122007,132671,118260,290919,127783,1
76,3853,1116,117961,118300,124380,118321,117906,290919,118322,1
77,23990,17270,117961,118300,128830,118826,150790,118424,118828,1
78,80549,1840,117961,118213,122273,118321,174445,118398,118322,1
79,61014,7424,5110,117954,122672,118777,306530,308574,118779,1
80,74412,53190,117961,118300,19772,118321,117906,290919,118322,1
81,15714,15503,118256,118257,118623,118995,286106,292795,118997,1
82,15022,195311,118658,119302,128742,118784,189063,290919,118786,1
83,80651,123313,118219,118170,118171,118172,118173,249618,118175,1
84,732,770,117961,118300,120722,118747,130134,118453,118749,1
85,3853,6217,117961,118052,118825,120497,125779,118467,120499,1
86,1020,4420,119691,119692,118635,180927,117906,119695,180928,1
87,79632,71215,118602,118343,118008,118777,118568,4673,118525,0
88,34431,14638,118216,118052,118821,117905,117906,290919,117908,1
89,32270,57757,117961,118225,122007,118321,118448,290919,118322,1
90,21372,33,117961,118413,119968,118784,117906,290919,118786,1
91,73815,3085,117961,118291,125821,118834,262095,118424,118836,1
92,79447,3889,117961,118386,121639,118321,117906,290919,118322,1
93,31232,19702,118200,118217,117941,117879,117897,19721,117880,1
94,81297,1398,117961,118300,118910,118321,117906,290919,118322,1
95,6977,118619,117961,118343,120722,117905,117906,290919,117908,1
96,1020,50952,117961,118052,118910,118054,117906,290919,118322,1
97,112338,4713,118219,117962,118910,118685,137468,118424,118644,1
98,38704,58462,117910,117894,117884,117885,117913,117887,117888,1
99,42085,4936,117961,118343,120312,124419,133686,118363,123617,1
100,32642,17116,119280,119281,117945,126684,193644,19721,126685,1
101,4675,156,117961,118300,121639,118784,118785,290919,118786,1
102,78855,5223,91261,118026,119136,118054,118443,290919,118322,1
103,41371,88170,118185,117940,117941,117885,117913,117887,117888,1
104,25192,23262,118595,118596,81476,117905,117906,117887,117908,1
105,6977,30,117961,119091,123089,118321,117906,290919,117908,1
106,21415,23339,117961,118343,118783,118321,118321,290919,118322,1
107,34248,20437,117890,117891,117878,117879,117879,19721,117880,1
108,79342,21655,117961,118096,118008,118396,230751,118398,118865,1
109,79121,5396,117961,118343,119993,120773,118959,118960,120774,1
110,73187,50990,117902,117903,120171,117905,118036,290919,117908,1
111,75834,151283,118315,118463,119214,118784,118564,290919,118786,1
112,30853,2296,117961,118413,277693,123737,127475,118960,126186,1
113,20299,14674,117910,118855,117920,118568,131694,19721,118570,1
114,32642,242142,119280,119281,119303,117946,119359,292795,117948,1
115,74190,743,117961,118343,120722,118784,117906,290919,118786,1
116,52683,57133,118114,118080,117878,117879,121386,19721,117880,1
117,35940,16855,117961,118327,120323,122129,120324,119095,122850,1
118,22281,25872,117876,118170,119796,117946,139510,292795,117948,1
119,79058,7935,117961,118052,120539,117905,117906,290919,117908,1
120,37732,46479,117951,31010,117920,179731,311307,117887,117973,1
121,16214,5659,117961,118343,28618,118784,118785,290919,118786,1
122,75078,25275,117961,118386,121747,117905,117906,290919,117908,1
123,32270,4272,117961,118343,120666,123045,123107,19793,123047,1
124,25993,17831,117961,118413,126229,121594,131163,4673,121596,1
125,73931,17550,117961,121786,118684,118321,117906,290919,118322,1
126,23921,4438,117961,118413,120370,118784,232825,308574,118786,1
127,78311,1088,117932,118991,119830,118811,288294,290919,117908,1
128,42031,41797,117961,118343,118529,122022,224977,290919,122024,1
129,40630,118039,117980,117981,118246,179731,118247,117887,117973,1
130,74236,2071,117961,117962,118501,118502,118503,118504,118505,1
131,43750,86299,117961,118327,120318,117905,240983,290919,118261,1
132,34982,25630,117961,118343,120291,120497,234773,118424,120499,1
133,43952,9237,117961,118446,118701,119587,132595,118295,118705,1
134,4675,25276,117961,118413,119968,118321,117906,290919,118322,1
135,115981,1325,117961,117962,118910,118321,124424,117887,118055,1
136,77235,20126,117935,117962,118810,118747,118959,118453,118749,1
137,80094,4933,117961,118300,118458,307024,306404,118331,118332,1
138,36463,7684,118573,118574,118623,118995,117906,290919,118997,0
139,45790,55895,117961,118343,118856,118777,279443,308574,118779,1
140,4675,2946,117961,118413,121405,118685,131444,308574,118687,1
141,17183,17549,117961,118446,123858,119849,137493,118762,127110,1
142,80025,86299,117961,118300,120722,118321,240983,290919,118322,1
143,18913,27891,117961,117962,122299,120357,120678,118424,120346,0
144,80210,46118,117961,118300,120171,118054,118054,117887,118055,1
145,27348,4864,117961,118300,125872,120344,188011,118424,120346,1
146,3853,28590,117961,118574,122007,119849,124301,118638,119851,1
147,3130,53049,117961,118225,128823,118054,124424,117887,118261,1
148,25328,16850,117961,118225,131868,119093,120324,119095,119096,1
149,25328,53240,117876,117933,117878,117879,117897,19721,117880,1
150,31825,22458,117961,118052,120677,307024,311622,118331,118332,1
151,25993,5048,117961,118300,118458,120006,129545,118424,120008,1
152,3853,3197,117961,118386,121951,117905,117906,290919,117908,1
153,36386,25772,118006,118007,117941,117899,117897,19721,117900,1
154,89850,8204,117961,118327,123055,120497,118959,270488,120099,1
155,99478,7014,117961,118225,119961,118278,118260,290919,117908,1
156,76860,782,117961,118413,6104,117905,117906,290919,118322,1
157,28419,48938,117961,118343,119181,117905,240983,290919,117908,1
158,42611,4622,118212,119403,117878,133111,125539,118870,133113,1
159,75834,30430,118315,118463,118522,118784,118564,270488,118786,1
160,27356,7339,117961,118225,118352,118777,240983,308574,118779,1
161,23096,7460,117961,118300,118783,118321,117906,290919,118322,1
162,75231,5244,117961,118343,119598,118321,255097,290919,118322,1
163,4675,7337,117961,118300,124725,137969,145500,118474,124196,1
164,41325,7253,117961,118225,118403,118321,117906,290919,118322,1
165,20284,70264,117961,118343,118437,118523,249872,118638,118525,1
166,75078,1334,117961,117962,118810,119899,310608,290919,119929,1
167,44812,59347,117961,118327,118320,118321,117906,290919,118322,1
168,79092,4105,117961,118300,119924,118536,279443,308574,118687,1
169,18227,4960,117961,118343,123125,118636,310589,118638,118779,1
170,25729,4886,117961,118343,118979,118422,300136,118424,118425,1
171,26381,17261,117961,118300,148450,118054,118443,117887,118055,0
172,79311,82613,117961,118225,119984,307024,311622,118331,118332,1
173,6705,6284,118212,118213,120551,117905,117906,290919,117908,1
174,3130,8709,117961,118343,137996,118054,118054,117887,118209,1
175,73144,4088,117961,118300,118609,118728,223125,118295,118730,1
176,15360,7524,117961,118300,119181,118777,279443,308574,118779,1
177,75078,7547,117961,118225,120096,118784,216282,290919,118786,1
178,34277,4970,118290,118291,118597,124152,120765,118424,120346,1
179,83509,30519,117961,118446,119223,123609,118260,290919,132673,1
180,18418,6736,117961,117969,6725,122290,268766,6725,122292,1
181,33147,54303,117961,118327,118609,118784,147114,290919,118786,1
182,33111,5730,117961,118446,118684,124305,305057,118762,123068,1
183,5906,6732,117961,117969,6725,120527,174194,6725,120529,1
184,35828,39942,117961,118225,124380,307024,132719,118331,118332,1
185,25749,2598,118169,118170,118623,117946,175307,292795,117948,1
186,42692,8415,117961,118052,122215,117905,117906,290919,117908,1
187,42607,1012,117961,118225,119924,118321,117906,290919,118322,1
188,22662,52105,118887,118596,118889,121527,126250,118398,120346,1
189,39262,28245,119920,119921,120995,117905,130219,290919,117908,1
190,4603,7346,117961,118343,126955,118777,241030,308574,118779,1
191,78696,1325,117961,117962,118910,117905,117906,290919,117908,1
192,100973,5244,117961,118343,119598,119433,133686,118424,119435,1
193,80951,4375,117961,118343,120398,118459,299565,118424,118425,1
194,25624,58719,117961,118386,119924,118318,168365,118205,118319,1
195,20897,94240,117961,118225,121668,118321,117906,290919,118322,0
196,80024,55,119920,119302,185576,118293,117906,118295,118296,1
197,78693,16139,117961,118343,118458,118293,118302,118295,118296,1
198,16798,2344,117961,118213,118403,118396,141500,118453,118454,1
199,44812,7578,117961,118386,118700,118784,117906,290919,118786,1
200,78184,18040,117961,118300,118514,117905,240983,290919,117908,1
201,112338,2710,117961,118300,119019,118863,311618,118398,118914,1
202,32270,15824,117961,118300,118403,120516,127922,119095,120774,1
203,41314,15581,118256,118257,117945,118995,119235,292795,117948,1
204,37362,100,119920,119921,137107,118321,117906,290919,117908,0
205,92885,7510,117961,118446,118684,118777,279443,308574,118779,1
206,39332,8516,117961,118386,118733,130606,302830,118474,129563,1
207,1020,17789,117961,118026,120551,118172,117897,290919,117880,1
208,79585,7460,117961,118300,118867,118784,121556,290919,118786,1
209,31373,17326,117961,118386,118692,118321,117906,290919,118322,1
210,100514,6299,117961,118052,119824,117905,117906,290919,118322,1
211,16985,769,117961,118343,120943,118777,277718,292795,118779,1
212,6977,7339,117961,118300,118360,124194,221283,118363,124196,1
213,23966,2908,117961,118343,118979,120344,303717,118424,120346,1
214,42431,57797,119134,119135,169899,119928,306795,118331,119929,1
215,36112,8508,119402,119403,117895,117905,117906,117887,117908,1
216,38704,52007,117926,118150,118910,179731,118247,117887,117973,1
217,34954,118619,117961,118327,118933,118784,121926,290919,118786,1
218,73536,85475,117961,118300,123472,118321,117906,290919,118322,1
219,15357,1030,117961,117969,118910,118054,118054,117887,118055,1
220,75078,53214,117975,118007,118221,118568,195315,19721,118705,1
221,975,4475,117961,118291,118821,120001,142545,118424,120099,1
222,40470,7443,117961,118446,119961,118321,150358,290919,118322,1
223,23986,3622,117961,118300,118458,118834,250337,118424,118836,1
224,23921,3748,117961,118225,120291,118422,133779,118424,118639,1
225,33150,4712,117961,118343,118395,123067,233714,118398,123068,1
226,4675,50736,117961,118052,118821,118318,168365,290919,117908,1
227,38710,19932,118084,118085,117912,117879,117886,19721,117888,1
228,25993,135359,120342,120343,119076,118834,124426,118424,118786,1
229,79422,240,117961,118386,118522,118321,117906,290919,118322,1
230,40331,54308,126974,126975,118518,118043,118756,270488,118046,1
231,77500,1412,117902,118041,119181,120952,122352,118453,120954,1
232,4675,23345,117961,118225,120663,126184,130884,270488,121596,1
233,278393,59765,117961,31010,117884,118523,281735,290919,118570,1
234,22394,7370,117961,118026,118992,118321,117906,290919,118322,0
235,13878,31857,118084,118085,117884,117879,117886,19721,117880,1
236,78399,52856,117961,118052,120171,118054,118054,117887,118055,1
237,19945,6199,117961,118327,120318,118321,117906,19721,118322,1
238,25749,5048,117961,118300,118458,118636,171056,118424,118639,1
239,15680,4341,117961,118343,118514,118321,117906,290919,118322,1
240,105073,46608,118315,118888,122636,119172,122564,118960,119139,1
241,38782,858,117961,118327,118867,122129,270992,121916,122131,1
242,15730,6199,117961,118225,120663,117905,117906,290919,118322,1
243,23194,13441,117961,118225,122870,118207,279443,270488,118209,1
244,37672,12260,117890,118085,117878,117885,117913,117887,117888,1
245,74888,17514,117961,118386,121639,118321,117906,290919,118322,1
246,39262,7370,117961,118413,120370,117905,172635,290919,117908,1
247,78598,15886,117961,118413,122070,122060,265969,118424,122069,1
248,34109,8238,119301,119370,119303,118321,117906,290919,117908,1
249,20293,50550,117916,117894,117884,117885,117913,117887,117888,1
250,31441,54618,117961,118052,118821,118321,117906,290919,118322,1
251,18072,78444,118555,118574,117904,280788,121024,292795,119951,1
252,1281,2014,117961,118300,118791,118368,254718,117887,118486,1
253,78533,32457,117961,118327,118320,118321,117906,290919,118322,1
254,41378,21036,117961,118327,123173,118054,119601,117887,118055,1
255,1281,7647,117961,118327,118437,118777,174445,308574,118779,1
256,3853,13874,117961,118343,118437,118685,122058,308574,118687,1
257,42085,4945,117961,118300,118597,118054,118054,117887,118055,1
258,112856,2113,117951,117952,117920,118568,124610,19721,118570,1
259,14914,51749,117902,118446,120428,118274,165794,118205,118319,1
260,33249,7915,117961,118300,119984,118890,127160,118398,118836,1
261,98437,50952,118290,118291,19772,118321,117906,290919,117908,1
262,22282,11987,117951,118096,118008,117879,117897,19721,117880,1
263,41457,7490,118349,118350,122672,130857,125539,308574,130858,1
264,27356,3197,117961,118225,123901,118784,147114,290919,118786,1
265,20364,2318,117961,118343,119993,117905,117906,290919,117908,1
266,33241,18686,117961,118386,128823,118784,118785,290919,118786,1
267,18688,14456,117890,117891,117878,117879,117879,19721,117880,1
268,21432,54239,119062,119091,120323,119093,119094,119095,119096,1
269,28342,57757,117961,118386,123494,118784,121926,290919,118786,1
270,38751,34608,118185,118327,118320,118321,117906,290919,118322,1
271,74216,70142,117902,117903,118529,131997,305057,121916,120499,1
272,16116,6196,117961,118225,120671,118361,118448,290919,118364,1
273,51802,1483,117961,118327,119181,118641,123378,118638,118644,1
274,19723,72493,118003,118080,117878,117879,118568,19721,117880,1
275,39518,19857,117929,117940,117941,117885,117913,117887,117888,1
276,28149,18190,117961,118386,121883,118784,118785,290919,118786,1
277,996,3005,117961,118413,120663,121594,120691,290919,120692,1
278,31702,19760,117961,117962,117945,118274,129282,292795,117888,1
279,42085,25262,118212,118327,120304,118054,311622,118331,118055,1
280,40438,7411,117961,118386,118746,118747,130134,118453,118749,1
281,23990,3648,117961,118300,120026,118422,239205,118424,118836,1
282,44305,770,117961,118300,119181,128230,302830,4673,128231,1
283,39957,87,117961,118225,118447,118321,117906,290919,118322,1
284,44858,15644,117961,118300,119121,307024,132719,292795,118332,1
285,116108,70062,117961,118386,119945,118321,117906,290919,118261,1
286,79299,55665,117902,118041,117945,118274,118806,292795,117948,1
287,75078,70785,117961,118386,118733,118523,294485,118331,118525,1
288,79363,4828,117961,118888,128639,118890,125128,118398,118892,1
289,57527,5717,117961,118343,142038,118321,117906,290919,118322,1
290,39447,3936,117943,117940,117945,118274,281735,19721,117880,1
291,20299,58590,118953,119281,117941,118568,193644,19721,126685,0
292,38972,51734,118169,118170,117945,280788,267952,292795,119082,1
293,15727,7338,117961,118225,118403,117905,117906,290919,117908,1
294,43327,144199,119301,119302,119303,118784,137275,290919,118786,1
295,18072,2456,118752,118753,118754,259173,126238,292795,118332,1
296,15907,7506,117961,118413,120370,117905,117906,290919,117908,1
297,80251,2594,117961,118300,123472,118259,117906,290919,118322,1
298,75338,50379,118126,118237,117895,117896,117913,117887,117898,1
299,5045,4589,117961,118327,120323,120591,120690,290919,120791,1
300,15732,3692,118990,124335,120410,128230,302830,119184,128231,1
301,80978,7504,117961,118225,118933,118321,117906,290919,118322,1
302,33248,51124,117961,118327,118862,118834,123413,118424,118892,1
303,42085,22835,118212,117969,19666,118396,236551,118398,118399,1
304,42085,1215,117961,117962,117941,118054,118443,117887,118055,1
305,27356,7411,117961,118386,118746,118451,152307,118453,118454,1
306,74588,783,117961,118225,120535,128230,4673,118478,127590,1
307,75272,4951,117961,118343,120126,120497,310997,118424,120346,1
308,80483,46526,117961,118300,119181,126184,269406,118398,126186,1
309,40630,52888,117980,118150,118008,117879,117886,19721,117880,1
310,45013,5083,117961,118300,121108,120344,267189,118424,120346,1
311,40132,32457,117961,118327,118320,118321,117906,290919,118322,1
312,17181,3770,120140,118343,118403,118890,120953,118363,120954,1
313,19751,7551,117961,118300,118783,117905,117906,290919,117908,1
314,73547,16973,117961,118300,124942,118747,130134,118453,118705,1
315,44812,59347,117961,118327,120383,118321,117906,290919,118322,1
316,77307,6256,119134,117919,118437,117896,117913,117887,117898,0
317,37981,21083,118138,118107,117941,118568,311184,19721,118570,0
318,93617,7586,117961,118225,118403,117905,117906,290919,117908,1
319,80975,21866,117961,117969,118816,120647,129715,118398,120649,1
320,3719,9959,117961,118182,117920,118568,123107,118638,120519,1
321,32270,3709,117961,118300,125821,118980,125441,118295,118982,1
322,832,820,117961,118213,129617,118777,279443,290919,118779,1
323,4675,1350,117961,118300,122273,117905,117906,290919,117908,1
324,40474,14789,117961,118225,122938,117905,117906,290919,117908,1
325,79632,60790,117961,117969,118867,118523,311622,118331,118892,0
326,16985,7212,117961,118386,118360,124152,249872,118363,124196,1
327,20293,27430,117916,117976,117884,117879,117886,19721,117880,1
328,20807,767,117961,118413,277693,118958,221283,118960,118961,1
329,75815,27619,117961,118343,118700,117905,117906,290919,117908,1
330,23194,15412,117961,118343,127705,119849,170027,118638,119851,0
331,20299,27881,117929,117976,117884,117879,117886,19721,117880,1
332,25993,225257,120342,120343,119076,120344,310610,118424,120346,1
333,6921,5262,119596,119597,137107,117905,117906,290919,117908,1
334,35376,47928,118582,118386,118404,117905,117906,292795,117908,1
335,312129,7807,117961,118052,118881,117905,117906,290919,117908,1
336,75627,49823,117961,118300,122007,117905,117906,290919,117908,1
337,38124,19857,117929,117940,117941,118568,281735,19721,118570,1
338,16503,4952,117961,118327,120126,122551,141096,118643,122271,1
339,25993,718,117961,118386,119181,118321,127292,290919,118209,1
340,33248,5027,117961,118343,119598,118834,133686,118424,118836,1
341,86308,42230,117961,118327,120551,118321,117906,290919,118322,1
342,42093,8781,117961,117962,118783,117905,117906,290919,118322,1
343,278393,15389,117961,118225,121977,118396,310589,118398,118639,1
344,27416,56007,117916,118124,117920,118568,119456,19721,118570,1
345,34039,5113,117961,118343,118660,119433,133686,118424,119929,1
346,39262,866,117961,118413,120526,118259,125206,290919,118261,1
347,41378,3954,117961,118343,119598,118422,300136,118424,118425,1
348,40713,16970,117961,118300,118066,120952,134839,118643,120989,1
349,45981,4199,117961,118225,119824,118321,117906,290919,118322,1
350,107221,70056,117961,118225,118403,118685,132642,308574,118779,1
351,18418,994,117961,118225,120041,119093,136840,119095,119096,1
352,6725,6822,117961,117969,6725,125687,259130,6725,125689,1
353,17249,4704,117961,118343,118292,119433,133686,118424,119435,1
354,43452,3509,130570,122974,118042,118043,118043,270488,118046,1
355,4675,8453,117961,118225,124449,120647,311441,118331,118332,1
356,80207,744,117961,118343,120722,118321,117906,290919,118322,1
357,14939,59067,117961,118327,120318,118641,306399,118704,118644,1
358,80457,54618,117961,118225,118910,118321,117906,290919,118322,1
359,41758,28253,118315,118463,123089,118784,121873,290919,118786,1
360,34950,27540,118084,118085,117941,117879,117886,19721,117880,1
361,35502,2395,117961,118386,123844,118784,122058,118424,118687,1
362,27348,3963,117961,118300,125872,118636,311360,118424,118639,1
363,79092,8520,117961,118343,123125,118318,168365,118205,118319,1
364,74684,1744,118290,118291,120291,119928,152438,118331,119929,1
365,25993,1810,117961,118343,118437,118259,235717,290919,117908,1
366,39262,2946,117961,118386,119796,118685,120316,308574,118687,1
367,18382,13864,117961,118327,123125,119849,150266,118643,120562,1
368,82303,18220,117961,117962,118783,118321,117906,290919,118322,1
369,972,2260,117961,118327,119598,118784,133686,118424,118786,1
370,28586,23154,117961,118300,118292,119928,219829,118331,119929,1
371,39264,5905,118106,118257,117945,119323,119235,292795,119325,1
372,6977,49961,117961,117962,118403,117905,117906,290919,117908,1
373,79440,54655,122532,121006,117945,259173,187136,292795,119082,1
374,15716,15385,117961,118041,119796,259173,280788,292795,119082,1
375,4675,2270,117961,118413,277693,118958,118959,118960,118961,1
376,3853,3245,118290,118300,121216,118784,160003,118643,118843,1
377,13878,50550,117893,117894,117895,117896,117897,117887,117898,1
378,29123,95845,117910,119692,129578,123651,123728,119695,131797,1
379,103940,34064,117961,119921,118522,118321,117906,290919,118322,1
380,15361,87908,117961,118413,120370,117905,117906,290919,117908,1
381,391,96444,118106,118107,117878,118568,117913,19721,117888,1
382,27714,16569,117961,118327,118514,118777,279443,308574,118779,0
383,28544,4511,117961,118343,119181,118321,240983,290919,118322,1
384,4675,72204,117961,118300,118783,118784,147114,290919,118786,1
385,278393,4950,117961,118343,118979,118912,309291,118424,118914,1
386,23921,16821,117961,118225,120398,118054,121311,117887,118399,1
387,84678,23200,117961,118343,123125,118321,117906,290919,118322,1
388,20220,15541,118256,118574,117945,280788,127423,292795,118943,1
389,33153,21037,117961,117969,19666,179731,266846,117887,117973,1
390,25885,2694,117961,119091,118450,119192,217919,119184,119194,1
391,25993,5030,117961,118343,120126,120497,223125,118424,120499,1
392,81298,1325,119134,118343,118910,118422,240983,118398,117908,1
393,79092,49961,117961,118225,118514,118278,117906,290919,117908,1
394,75078,40932,118315,118463,118464,123651,130740,118467,123652,1
395,82375,7553,117961,118300,118783,118784,130086,290919,118786,1
396,4675,25318,117961,118327,118529,122060,224977,290919,122062,1
397,4675,68693,118090,118213,117920,117879,118177,19721,118570,1
398,4675,4013,117961,118225,118514,117905,117906,290919,117908,1
399,42085,135359,119370,120343,119076,118834,268675,118424,118475,1
400,16191,22948,117961,118300,118514,117905,240983,290919,117908,1
401,20897,4642,117961,118225,118791,118685,249507,308574,118687,1
402,34958,8008,118555,118178,118320,118278,117906,290919,117908,1
403,42031,2649,117961,118300,123055,118834,134311,118424,118836,1
404,39615,1903,117961,118343,118514,118685,120316,308574,118687,1
405,28149,16757,117961,118327,123901,118321,117906,290919,118322,1
406,114445,7551,117961,117962,118867,118321,117906,290919,118322,1
407,79092,7578,117961,118343,120722,118321,118448,290919,118322,1
408,36575,14567,121518,122974,117945,118194,126800,117887,117948,1
409,3826,169,117961,118413,121639,117905,117906,290919,118322,1
410,75078,8435,118315,118225,124449,122129,150283,121916,122131,1
411,112574,85343,117961,117962,118746,117905,117906,290919,117908,1
412,36961,3802,118573,118574,117920,126684,130913,292795,126685,1
413,13878,13905,117918,117919,117920,118568,140630,19721,118570,1
414,17183,1530,117961,118300,119984,118890,311441,118398,118892,1
415,6104,4311,119134,119091,118514,118278,118806,292795,118322,1
416,27894,15543,117902,118102,119781,130479,168305,119784,130481,1
417,74555,4669,117961,118343,118391,117905,117906,290919,117908,1
418,13878,50581,118120,118855,117884,117879,117886,117887,117880,0
419,77561,78118,118003,118024,117895,117879,117879,19721,117880,1
420,97947,14800,117961,117962,118352,118784,117906,290919,118786,1
421,23921,3881,117961,118343,118514,117905,117906,290919,117908,1
422,79092,5228,119596,119597,168533,120789,301124,118424,120791,0
423,42488,7398,117961,118225,119924,118321,117906,290919,118322,1
424,93626,15781,117961,118300,118395,118890,305057,118398,118892,1
425,18229,20818,117961,118386,121639,118321,117906,290919,118322,1
426,43876,65460,118079,118080,117878,117885,117913,117887,117888,1
427,38469,11148,121518,118270,117895,117885,117913,117887,117898,1
428,39330,20578,117961,118386,121668,122551,140840,118762,122552,0
429,100038,7454,117961,118343,123757,118321,117906,290919,118322,1
430,27755,80413,118169,118170,117941,117879,117913,19721,117880,1
431,43747,21009,117961,118343,149210,120773,174445,270488,120099,1
432,39883,56745,117961,118052,118391,118784,117906,290919,118322,1
433,74909,20201,117961,118446,4674,118321,117906,290919,117908,1
434,72201,71186,117961,118327,118437,119949,127527,290919,119951,1
435,6977,18450,117961,118327,119742,120690,126485,4673,120692,1
436,4675,5919,119596,119091,4674,117905,117906,290919,117908,1
437,42768,13037,118006,118007,118008,118568,226012,19721,118570,1
438,44944,48956,117961,118300,120050,118054,118054,117887,118055,1
439,33155,3656,117961,118343,118507,118834,169002,118667,118926,1
440,81350,5518,117961,118343,118684,119962,304736,118667,120008,1
441,39160,98596,117961,118386,118246,118321,131017,117887,118982,1
442,79092,123313,117961,118300,122938,117946,117906,290919,117908,1
443,70453,23391,118602,118603,117941,117899,118568,19721,118132,1
444,25877,1140,117961,118225,118352,118321,117906,290919,118322,1
445,37260,1398,117961,118300,120722,118321,118448,290919,118322,1
