,RESOURCE,MANAGER,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
167,80131,2594,117961,118052,123472,117905,117906,290919,117908,1
168,6977,25275,117961,118343,121747,118321,117906,290919,117908,1
169,6977,16125,117961,118225,120535,118321,240983,118398,118322,1
170,77332,17532,117876,118300,124380,124194,249872,118205,135811,1
171,33054,16698,118163,118596,119076,118834,282017,118424,118836,1
172,17183,22859,117961,118343,123472,118054,133980,117887,118055,1
173,20299,63172,117929,117940,117941,117885,117913,117887,117888,1
174,14354,27511,118120,118115,117941,117879,117886,19721,117880,1
175,45444,21037,117961,118300,124725,118321,152852,290919,118322,1
176,30839,13828,117961,118446,123858,128230,302830,118638,128231,1
177,20299,46716,117929,117930,117941,117879,117913,117887,117888,1
178,28149,4500,117961,118052,118881,118321,117906,290919,118322,1
179,15064,3883,117961,118343,119987,118685,133686,118667,118055,1
180,81038,6999,117961,118343,123454,118321,197093,290919,118322,1
181,28074,18046,117961,118225,118783,117905,117906,290919,117908,1
182,74902,4698,117961,118225,118403,117905,117906,290919,117908,1
183,79495,5396,117961,118343,119598,123073,137493,118960,119435,1
184,23194,2014,117961,118170,117904,120033,275613,290919,120035,1
185,33238,59421,119134,118327,118507,118863,122008,118398,118865,1
186,80076,32457,117961,118327,118317,118568,131694,308574,118505,1
187,42942,53091,119134,121013,118395,118636,236515,118638,118525,1
188,28149,7644,117961,118327,120539,118321,118785,290919,118322,1
189,39333,59230,119280,119281,117945,280788,280788,19721,119082,1
190,73756,17550,117961,118446,118700,118321,117906,290919,118322,1
191,4675,156,117961,118413,121639,118784,117906,290919,118786,1
192,44641,3811,120864,121013,118395,118396,269406,118398,118399,1
193,70452,82284,118953,118954,117884,117885,117886,117887,117880,1
194,3130,6982,117961,118300,123719,118321,118406,290919,118322,1
195,31441,82613,117961,118300,123125,119928,310589,118638,119929,1
196,27401,20183,118752,119070,119136,119137,176103,118474,119139,1
197,75078,95845,118315,118463,122636,118465,126058,118467,119174,1
198,105808,7504,117961,118300,119924,118321,118448,290919,118322,1
199,33642,50814,117918,117877,117878,118568,122240,19721,118570,1
200,45089,16566,117961,118327,120559,120618,142545,120518,120499,1
201,38656,16757,118212,118300,123201,117905,117906,290919,117908,1
202,32270,139593,117902,118041,119781,130479,179826,119784,130481,1
203,75078,2518,118658,119883,19772,174391,273082,119695,187169,1
204,18418,20412,117890,117891,117878,117879,117879,19721,117880,1
205,74526,4417,117961,118327,118933,123178,232825,4673,130858,1
206,18418,4715,117961,118300,125872,118422,249904,118424,117987,1
207,42085,14561,117929,117940,117920,118568,267952,19721,118570,1
208,88458,61948,118163,117984,117878,119192,117879,118398,117880,1
209,3130,7581,117961,118991,215920,122860,125826,3130,122954,0
210,72186,7560,117961,118300,118833,117905,290878,290919,117908,1
211,79092,3230,117961,118343,120347,120348,265969,118295,120350,1
212,14960,91335,118163,118164,117884,118568,267952,19721,118570,1
213,75078,74910,91261,118026,118202,119962,168365,118205,119964,1
214,78721,23200,117961,118343,120410,118321,118785,290919,118687,1
215,19998,3878,117961,118052,118810,120033,154656,19793,120173,1
216,35498,1222,117961,117969,19666,120647,215880,118424,120649,1
217,75078,71401,91261,118026,118202,117946,118260,290919,118279,1
218,14914,3262,117961,118343,118979,118980,295130,118295,118982,1
219,6977,6047,117961,118413,120370,118784,117906,290919,118786,1
220,28083,18224,117961,117962,118970,124886,208375,118398,123738,1
221,75901,125466,117961,117962,120171,121469,310997,118424,121471,1
222,28315,2498,118169,118170,118623,118047,135042,117887,118049,1
223,114236,4375,117961,118343,123055,118784,117906,290919,118786,1
224,35376,25264,117961,118316,120361,118777,279443,308574,118322,1
225,42313,744,117961,118300,122007,118321,117906,290919,118322,1
226,42801,81619,118990,119070,118992,117905,124151,290919,117948,1
227,16037,16810,118169,118041,118403,122060,174445,290919,119082,1
228,34817,31067,117893,117894,117895,117896,117906,117887,117898,1
229,25993,12418,117922,117930,117920,123191,122142,19721,123192,1
230,76917,7455,117961,118463,118833,118784,121556,290919,118786,1
231,40195,17828,117961,117962,119223,128230,305057,4673,128231,1
232,78103,13845,117961,118052,117945,118274,211906,292795,117948,1
233,40398,14731,117961,118446,118447,118321,117906,290919,117908,1
234,45014,54308,126918,121006,117945,117946,125711,270488,118046,1
235,75649,7079,117961,118300,120297,120575,121347,249618,118687,1
236,278393,16971,117961,118446,120317,117905,117906,290919,118322,1
237,38279,48476,117926,118124,117941,117879,117886,19721,117880,1
238,4675,7492,117961,118225,124948,122849,117906,117887,118055,1
239,75834,1755,117961,119091,119223,150752,137949,124487,136117,1
240,1581,14302,117916,117917,118599,179731,118247,117887,117973,1
241,18913,20432,117918,117930,117878,117879,117879,19721,117880,1
242,42085,4918,117961,118300,118458,120344,310997,118424,120346,1
243,53101,13874,117961,118446,118684,118321,240983,290919,118322,1
244,79092,2781,117961,118300,118856,118451,130134,118453,118454,1
245,7543,27147,117961,118343,122299,119949,121350,290919,119951,1
246,33248,5030,117961,118343,118292,120497,133686,118424,120499,1
247,17308,13376,117961,118300,118320,118207,205690,290919,118209,1
248,101949,57757,117961,118343,122012,118451,117906,290919,118279,1
249,75834,6454,117961,119597,19772,118321,117906,290919,118322,1
250,22680,217,117961,118413,122007,118321,240983,290919,118322,1
251,20364,5313,117961,118343,120126,120357,201020,118424,120499,1
252,41666,59229,117961,118343,120943,123648,123107,143398,124777,1
253,312103,14952,117961,117962,119223,118259,118260,290919,118279,1
254,1020,7492,117961,118225,118403,118054,119601,117887,118055,1
255,43180,1117,117961,118386,118352,117905,117906,290919,117908,1
256,33155,311696,117961,118327,118378,120952,130134,118398,120954,1
257,838,3692,117961,118052,121949,120611,207709,4673,120099,0
258,42006,13864,117961,118446,123858,119849,244844,117887,119851,1
259,75078,8150,117961,118386,119954,119962,168365,118205,119964,1
260,34628,71189,117961,118386,128823,118318,168365,118205,118319,1
261,4693,19717,117961,117962,118352,118274,240983,290919,117908,1
262,25241,15967,117961,118343,124942,118321,240983,118643,118644,1
263,42085,3085,117961,118300,125821,119849,251171,118424,118836,1
264,45652,54618,118555,118052,117945,118321,117906,290919,118322,0
265,79092,53261,117961,118300,120551,118685,303450,308574,118687,1
266,78842,5244,117961,118343,118970,124194,133686,118424,124578,1
267,81364,17713,117961,118225,119742,117905,117906,290919,117908,1
268,25643,7504,117961,118225,119924,118321,117906,290919,117908,1
269,18913,27508,117929,117940,117878,119192,173062,19721,118570,1
270,73144,918,118219,118300,118458,118980,187517,118205,118982,1
271,75834,4571,117961,118386,118929,118396,261774,118398,117908,1
272,44722,6277,117961,118327,118403,117905,240983,290919,117908,1
273,94724,6982,117961,118300,118783,118321,117906,290919,118322,1
274,39262,7084,117961,118386,121961,118318,168365,118205,118319,1
275,1014,7624,117961,118225,119195,117905,117906,290919,117908,1
276,37639,88170,118200,118220,117884,117885,117913,117887,117888,1
277,29275,1945,119062,118596,118450,121372,148801,119184,121374,1
278,75834,5509,117961,118343,123454,118784,117906,290919,118786,1
279,97017,141,117902,118225,118783,120773,122352,118453,120774,1
280,42347,221,117961,118343,120685,118784,240983,290919,118828,1
281,15365,50952,117961,118327,120297,118321,117906,290919,118322,1
282,70452,77947,117980,117981,117941,117879,117886,19721,117880,1
283,25322,51165,117983,117984,117878,117899,292195,19721,118570,1
284,36816,58458,117929,117940,117941,118811,281735,19793,118570,1
285,45990,3966,117961,118343,122012,118054,118054,117887,118296,1
286,42969,17640,117902,118052,118352,118321,117906,290919,118322,1
287,23964,13864,117961,118446,123858,119849,282370,118638,119851,1
288,99523,7265,117961,118386,118447,118321,117906,290919,118763,1
289,42208,28890,117961,118300,118529,118777,137335,290919,118779,1
290,42093,85343,117961,118327,118933,118784,121873,290919,118786,0
291,28895,5507,117961,118446,120317,118321,117906,290919,118322,1
292,5893,59312,118550,118551,118552,118054,118054,117887,118055,1
293,63279,50051,117961,118343,119993,118321,117906,290919,118786,1
294,41314,7651,117961,118386,118733,117905,117906,290919,118737,1
295,20231,15557,119280,119281,117945,118129,118443,117887,118055,0
296,31983,50043,118114,118107,118929,122952,305581,19793,123084,1
297,27287,18454,117961,118343,119598,124922,143170,118424,125173,1
298,25274,50040,117961,118300,119890,118912,236735,118424,118425,1
299,20293,46830,117929,117940,117941,117885,117913,117887,117888,1
300,14354,1999,118185,31010,117920,118568,163031,118131,118570,0
301,39879,32795,118256,119256,119257,117946,118806,292795,117948,1
302,74241,23111,119691,123330,118635,122129,190850,119695,122969,1
303,26360,29575,117961,117969,118821,117985,240983,290919,117908,1
304,74969,5206,117902,117962,118437,123670,305057,121916,123672,1
305,42085,33266,117961,118300,126310,118784,121873,118424,118786,1
306,78603,7560,117961,118300,119181,118321,117906,290919,118322,1
307,79092,6273,117961,118300,118783,118685,279443,19721,118779,0
308,79092,19832,117961,118386,121747,117905,117906,290919,117908,0
309,80877,13844,117961,118343,118437,118523,130134,118453,118399,1
310,26917,25607,117961,118413,118481,118784,118785,290919,118322,1
311,43872,44917,117961,117962,118450,118054,118368,117887,118055,1
312,33146,21837,117961,118327,118507,118890,138290,118398,118892,1
313,74883,8204,117961,118052,122392,120097,174445,270488,122024,1
314,6977,18220,117961,118052,118867,117905,117906,290919,118322,1
315,38799,60009,117961,118300,118560,118274,127160,118424,118425,1
316,21915,27518,117929,117979,119569,179731,225534,292795,117973,1
317,77203,5511,117961,118386,119257,117905,118806,290919,117948,1
318,73117,4698,117961,117903,119824,118321,117906,290919,118322,1
319,15720,16573,117902,117962,120171,153893,143238,19793,121374,1
320,40630,59000,117929,118011,117912,117879,117886,19721,117880,1
321,7543,6993,117961,118225,118616,117905,117906,290919,117908,1
322,100821,29134,117961,118343,123757,118321,117906,290919,118322,0
323,15022,70062,117961,118052,118856,117905,240983,290919,117908,1
324,3069,55941,117961,118225,120297,117905,117906,290919,117908,1
325,79092,54303,117961,118327,119238,120300,153337,119095,118454,1
326,42093,72519,247952,118091,117878,117885,117913,117887,117888,1
327,25993,48101,118752,117944,117945,118568,131694,292795,118570,1
328,35788,108112,118315,117969,118970,118465,121821,118398,120649,1
329,77242,7683,122532,118164,117878,133111,280788,118870,119082,1
330,15369,15387,117887,118257,117945,118129,118129,118131,118132,1
331,77203,50810,117961,119256,119257,118278,119235,290919,118279,1
332,15714,17815,117961,118300,118623,128230,193644,4673,128095,1
333,78311,64224,117932,118150,118320,118451,126753,19721,118454,1
334,4675,858,117961,118327,118929,122129,127922,249618,122131,1
335,34974,14758,117961,118343,118660,118912,311064,308574,118687,1
336,79092,1840,117961,118343,118514,118321,117906,290919,118322,1
337,32270,49425,117961,118343,119598,118834,133686,118424,118836,1
338,1020,20447,117961,118300,120383,119192,135136,118643,118644,1
339,25103,11826,117961,117962,119223,150752,137949,118643,163313,1
340,6215,6217,117961,118327,118328,119172,184011,118467,119174,1
341,43203,7284,91261,118026,118202,118321,117906,290919,118322,1
342,79092,2373,117961,117962,118352,118784,250291,308574,118687,1
343,75652,96560,117961,118327,123454,118784,117906,290919,118322,1
344,1020,5244,117961,118343,122358,117905,117906,117887,117908,1
345,33033,1350,117961,118052,120096,118321,117906,290919,118322,1
346,73815,129913,118315,118343,123656,117905,128757,290919,117908,1
347,26313,2395,117961,118300,123055,120006,150350,118424,120008,1
348,81520,111559,117961,118052,122938,117905,117906,290919,118322,1
349,27314,2270,117961,118413,277693,120773,118959,118960,120774,1
350,32236,3136,117961,118343,118856,118451,130134,118453,118454,1
351,79092,16024,117961,118343,119984,123067,269406,118398,123068,1
352,20733,58457,117916,118150,131868,128093,154083,120134,118570,1
353,35991,51127,117961,118446,120317,117905,118054,290919,117908,1
354,27299,3075,117961,117962,120677,122067,297566,118424,122069,1
355,16801,117887,117961,117969,6725,162860,159678,159679,162862,1
356,39331,8520,117961,118386,119954,118318,168365,118205,118319,1
357,37971,14695,118602,117994,119986,117885,117913,117887,117888,0
358,75834,3656,117961,118300,118660,118924,119212,118667,118926,1
359,25752,57104,130684,120865,119796,130060,225335,124136,124137,1
360,22484,52855,120810,121786,142145,118318,156948,308574,118730,1
361,6016,6018,117961,118413,122007,118784,172635,290919,118322,1
362,19962,7547,117961,118300,119181,118321,117906,290919,118322,1
363,80642,57758,117961,118343,142038,118702,121873,118704,118786,1
364,15064,32457,117961,118085,118042,117885,118044,270488,117888,1
365,45559,74967,117961,117962,117904,120773,127525,118960,120774,1
366,37221,23111,119691,119692,118514,118321,117906,119695,118322,1
367,42416,4965,120864,122974,125101,124134,284982,290919,117908,1
368,35376,7084,117961,118386,118387,117905,117906,290919,117908,1
369,85565,193,117961,118413,121639,118685,120316,290919,118322,1
370,79141,24926,91261,118026,118229,273308,120072,249618,118232,1
371,42093,70130,118595,118596,81476,120344,138524,118424,118836,1
372,18072,46661,118256,118257,117945,117946,119235,292795,117948,1
373,40205,4219,118290,118291,120026,120313,165069,118424,120346,1
374,20351,4417,117961,118413,119064,118841,123378,118424,118843,1
375,25442,133892,91261,118026,118202,117885,117906,290919,117908,1
376,32270,8701,117961,118327,122273,123045,120324,119095,120774,1
377,33146,15951,117961,118327,120283,150752,166638,119784,130481,1
378,6094,49850,117961,118413,118623,117905,123202,290919,117948,1
379,80458,34608,117961,118327,118320,118784,118785,290919,118786,1
380,33993,3097,117961,118052,119243,118054,160318,118424,118055,1
381,33249,5053,117961,118300,147589,118912,309291,118424,118914,1
382,74957,16974,117961,118300,119195,117905,117906,117887,117908,1
383,82329,5496,91261,118026,118202,118321,117906,290919,118322,1
384,34924,2518,117961,118300,19772,132096,266851,119095,132098,1
385,25541,27214,117961,118225,118635,118685,254249,19793,118687,1
386,278393,8234,117961,118327,119890,118054,117906,290919,117908,1
387,96516,51345,117961,118170,119262,119192,123881,308574,119194,1
388,112130,310941,118169,118170,118825,120344,214500,118295,120346,1
389,25993,6235,117961,118596,118437,307024,311622,118331,118332,1
390,4605,7647,117961,118300,119181,118777,117906,290919,118779,1
391,33151,4838,117961,118888,120126,118834,309123,118398,118865,1
392,31990,23339,117961,118300,119181,118321,117906,290919,118322,1
393,77203,5547,117902,119256,118556,280788,270820,292795,119082,1
394,79543,70243,117961,118327,118492,118747,125738,118453,118749,1
395,74415,18449,117961,118300,119181,118465,159686,118467,118468,1
396,837,6021,117961,120141,118378,120773,123881,4673,123650,1
397,75468,3692,117961,118386,128823,118451,126309,290919,118322,1
398,17249,6618,118602,118603,118514,117905,117906,290919,117908,1
399,89661,2594,117961,118300,19772,149228,302830,118643,149230,1
400,31921,27493,118090,118091,117920,117879,117886,19721,117880,1
401,75078,109452,91261,118026,119362,119004,168365,118205,119067,1
402,73547,17264,117961,118300,118631,307024,132719,118331,118332,1
403,4675,4500,117961,118446,118979,118321,240983,290919,118322,1
404,16443,124899,117961,118327,120171,118863,147114,19793,120623,1
405,58678,23200,117961,118343,123072,118784,117906,290919,118786,1
406,3853,3113,117961,118343,119598,119433,127160,118638,119435,1
407,4675,7551,117961,118300,120050,117905,117906,290919,117908,1
408,36020,12891,117951,117930,117878,179731,173978,117887,117973,1
409,43877,56680,118079,118080,117878,117879,118177,19721,117880,0
410,28343,17598,117961,118300,118631,119587,176829,118704,119589,1
411,78196,2270,117961,118343,129128,118958,118959,118960,119851,1
412,17308,7014,117961,118446,119961,117885,117906,270488,117908,1
413,33642,98025,5110,118178,117895,118568,281735,19793,118570,1
414,3853,51096,119596,119597,124266,118728,284982,308574,118730,1
415,28516,71279,118219,118091,118221,117879,117897,19721,117900,0
416,37639,6656,118126,118237,117895,117896,118097,117887,117888,1
417,79092,49024,117961,118888,118609,118728,300603,118424,119194,1
418,79092,14857,117961,118300,118437,118685,126297,308574,118687,1
419,4675,7560,117961,118300,119195,117905,117906,290919,117908,1
420,79141,50120,216705,118026,119507,117905,117906,290919,117908,1
421,43265,4636,117902,117903,119181,120952,130134,118453,120954,1
422,15720,7398,117961,118225,119924,118321,117906,290919,118322,1
423,86931,3707,117961,118343,118684,124419,124577,118424,124307,1
424,80185,6227,117961,118343,120722,118321,117906,290919,118322,1
425,73756,70646,117961,118446,122109,120097,230830,290919,120173,1
426,80063,27214,117961,118386,118692,118321,117906,290919,118322,1
427,27800,32117,117961,118178,128742,134067,305581,120518,123047,1
428,112631,1596,117961,119256,118810,117905,117906,290919,118055,1
429,6977,189,117961,118413,121639,118321,117906,290919,118322,1
430,80195,3811,120864,121013,118395,118396,269406,118398,118399,0
431,17761,18238,117961,118446,118684,118321,117906,290919,118786,1
432,33146,7519,91261,118026,118202,118784,124402,290919,118786,1
433,81350,5223,119062,118596,121710,117905,233010,118295,118982,1
434,33194,17759,117961,118225,122007,118685,147114,290919,118539,1
435,1020,743,117961,118225,118403,118321,117906,290919,118322,1
436,34005,1030,117961,118343,120722,118361,118362,118363,118055,1
437,103927,810,117961,118213,124725,117905,117906,290919,117908,1
438,28472,44022,118315,118316,120361,118321,160543,290919,118322,1
439,78563,46462,118290,118291,119837,118422,169002,118295,118982,1
440,73815,59765,118315,118316,118320,119849,118318,118453,118454,1
441,3842,4583,117961,118413,120370,118784,121873,290919,118786,1
442,3853,46104,117961,118343,118979,120344,304465,118424,120346,1
443,25993,20560,117890,117877,117878,117879,117879,19721,117880,1
444,30584,7679,118573,118574,118623,259173,127423,292795,118943,1
