age,region,employment_type,hours_worked,weekly_earnings,tenure_years
30,Dammam,PartTime,20.47,263.468,11.63
22,Khobar,FullTime,38.623,724.969,16.559
18,Dammam,FullTime,40.49,345.94,9.341
22,Dammam,PartTime,17.894,364.642,14.788
59,Dammam,FullTime,40.476,705.437,11.164
56,Dammam,FullTime,40.366,849.539,16.648
18,Dammam,FullTime,39.455,725.772,11.564
34,Dammam,FullTime,40.612,1027.836,33.369
54,Dammam,FullTime,38.39,580.821,17.614
55,Jubail,FullTime,37.542,591.787,13.114
45,Dammam,PartTime,22.648,457.397,20.317
35,Khobar,FullTime,40.254,452.211,17.276
32,Dammam,FullTime,39.984,1354.864,22.014
30,Khobar,FullTime,40.427,1058.372,11.946
25,Dammam,FullTime,40.459,763.208,18.276
35,Dammam,FullTime,43.024,1381.729,16.507
45,Dammam,FullTime,39.902,426.243,4.17
44,Dammam,PartTime,18.725,405.455,14.44
40,Dammam,FullTime,40.262,701.751,6.048
29,Dammam,PartTime,21.326,357.751,9.594
53,Dammam,FullTime,40.089,586.271,11.327
37,Dammam,FullTime,40.881,813.112,10.81
34,Khobar,FullTime,41.197,441.051,13.235
49,Dammam,FullTime,40.669,909.54,17.308
24,Khobar,FullTime,39.36,690.496,19.98
25,Dammam,FullTime,40.131,768.995,8.226
41,Dammam,FullTime,39.715,639.528,11.351
53,Dammam,PartTime,19.253,181.627,13.01
45,Dammam,FullTime,39.078,840.013,18.524
51,Dammam,PartTime,22.767,445.98,9.324
49,Khobar,FullTime,40.38,587.764,10.28
55,Dammam,FullTime,41.316,916.176,12.856
39,Dammam,PartTime,19.947,302.878,12.382
42,Dammam,FullTime,39.965,1004.718,36.474
28,Khobar,FullTime,38.85,933.704,15.547
43,Dammam,FullTime,41.799,864.171,11.277
26,Dammam,FullTime,39.56,920.871,23.148
31,Dammam,FullTime,40.02,531.972,10.724
38,Khobar,FullTime,39.988,544.405,15.379
48,Dammam,FullTime,39.59,792.855,17.558
21,Khobar,FullTime,40.63,477.194,19.43
18,Dammam,FullTime,40.213,839.054,12.672
46,Dammam,FullTime,39.946,295.505,10.926
61,Dammam,FullTime,39.085,619.026,11.033
44,Riyadh,FullTime,39.37,769.379,12.721
48,Khobar,FullTime,40.408,494.641,17.187
19,Khobar,FullTime,41.479,940.549,16.984
43,Dammam,FullTime,39.9,839.0,7.685
32,Alhasa,PartTime,17.481,589.388,11.574
55,Khobar,FullTime,39.994,671.112,11.418
29,Khobar,PartTime,21.484,597.668,16.076
53,Dammam,PartTime,15.018,374.128,15.359
62,Dammam,PartTime,22.735,383.412,18.464
38,Dammam,FullTime,41.651,1052.398,12.814
59,Dammam,FullTime,40.023,543.425,14.926
49,Dammam,FullTime,40.523,525.909,10.799
18,Alhasa,FullTime,41.625,658.801,16.784
50,Buqaiq,FullTime,38.961,405.367,14.956
21,Dammam,FullTime,40.545,693.503,8.651
63,Dammam,FullTime,39.053,1300.474,32.501
19,Dammam,PartTime,18.042,289.153,10.504
42,Dammam,FullTime,39.575,535.617,15.441
24,Alhasa,FullTime,39.824,794.076,15.534
45,Dammam,FullTime,40.649,1164.592,8.576
25,Dammam,FullTime,40.123,1141.036,21.088
18,Jubail,PartTime,20.413,469.85,8.191
26,Dammam,FullTime,39.359,455.933,5.982
38,Dammam,PartTime,17.751,488.725,10.07
40,Dammam,FullTime,40.623,534.302,32.754
38,Dammam,FullTime,40.008,675.254,10.946
44,Dammam,FullTime,40.103,838.337,17.143
20,Dammam,FullTime,38.357,621.832,32.632
46,Khobar,FullTime,39.404,524.917,20.973
27,Dammam,PartTime,21.09,345.797,26.523
47,Jeddah,FullTime,39.892,331.037,11.934
36,Jeddah,PartTime,21.414,351.057,10.962
46,Dammam,FullTime,41.805,828.997,22.745
46,Dammam,FullTime,39.788,688.785,15.894
29,Dammam,PartTime,18.37,324.581,5.934
58,Dammam,FullTime,40.131,428.737,8.329
55,Dammam,FullTime,39.422,807.726,13.099
31,Khobar,FullTime,41.376,670.871,16.121
30,Jubail,FullTime,39.71,915.747,23.6
19,Alhasa,PartTime,17.948,339.595,7.467
24,Dammam,FullTime,40.322,498.807,37.562
30,Dammam,PartTime,24.3,793.775,10.286
39,Dammam,PartTime,17.561,222.219,15.115
26,Dammam,FullTime,41.478,646.195,5.548
37,Dammam,FullTime,40.71,741.271,14.036
22,Dammam,FullTime,39.158,905.848,7.074
21,Dammam,FullTime,39.112,565.165,11.751
44,Dammam,FullTime,41.088,462.405,12.604
29,Jubail,PartTime,17.479,220.499,15.807
27,Dammam,FullTime,40.368,973.103,17.966
33,Dammam,PartTime,23.611,283.975,12.338
49,Dammam,FullTime,42.041,764.577,10.188
19,Dammam,PartTime,16.645,370.076,13.595
54,Dammam,FullTime,39.565,281.358,14.258
58,Khobar,PartTime,19.545,269.382,9.611
18,Khobar,FullTime,40.49,662.997,15.074
36,Dammam,FullTime,41.185,385.44,26.432
31,Jubail,PartTime,16.541,383.559,10.319
38,Dammam,FullTime,39.445,394.578,9.798
32,Dammam,FullTime,41.047,499.622,15.221
42,Dammam,FullTime,40.761,1586.994,9.959
36,Dammam,FullTime,37.849,1004.15,8.443
47,Dammam,FullTime,40.177,701.373,13.291
37,Dammam,PartTime,18.714,212.731,15.174
42,Dammam,FullTime,41.365,574.579,13.651
49,Khobar,FullTime,38.853,529.431,13.393
43,Dammam,FullTime,40.271,869.043,14.965
51,Dammam,FullTime,38.069,768.844,29.136
27,Dammam,FullTime,40.421,1259.338,3.87
21,Alhasa,PartTime,18.679,232.069,10.092
46,Dammam,FullTime,39.537,671.291,20.978
42,Dammam,PartTime,19.447,312.926,17.488
26,Khobar,FullTime,39.721,688.15,5.627
25,Dammam,FullTime,40.446,470.809,4.332
23,Dammam,FullTime,40.286,566.38,15.938
18,Dammam,FullTime,41.701,475.252,8.335
35,Dammam,FullTime,41.284,403.502,11.075
56,Dammam,PartTime,18.404,371.431,14.505
63,Dammam,PartTime,16.532,332.758,15.236
56,Dammam,PartTime,20.561,262.533,24.302
23,Dammam,FullTime,40.265,737.438,19.477
42,Dammam,FullTime,39.687,969.032,10.267
47,Dammam,FullTime,40.631,722.126,14.771
25,Dammam,FullTime,40.801,1021.368,25.994
28,Dammam,PartTime,17.261,462.742,23.69
19,Dammam,PartTime,24.608,729.221,11.576
30,Jeddah,FullTime,40.154,1394.224,19.567
49,Dammam,FullTime,38.66,912.076,31.988
42,Dammam,PartTime,15.273,365.71,17.775
32,Dammam,PartTime,17.76,324.215,20.921
51,Dammam,PartTime,23.181,268.213,11.415
51,Dammam,PartTime,14.169,270.13,13.352
33,Dammam,FullTime,40.224,559.984,7.9
42,Dammam,PartTime,17.311,257.836,12.417
59,Khobar,FullTime,40.631,552.643,11.753
23,Dammam,FullTime,39.421,672.722,16.104
44,Dammam,PartTime,18.975,336.252,23.146
33,Dammam,FullTime,40.416,756.557,8.798
46,Alhasa,PartTime,17.996,363.138,6.51
28,Dammam,PartTime,19.931,447.045,15.788
55,Dammam,FullTime,39.894,334.467,18.356
39,Dammam,FullTime,40.982,778.863,11.937
22,Dammam,FullTime,40.486,811.69,6.331
46,Dammam,FullTime,39.457,1333.149,12.676
41,Dammam,FullTime,39.016,853.807,5.723
47,Khobar,FullTime,40.122,661.923,12.306
28,Khobar,PartTime,24.581,619.683,18.201
39,Dammam,PartTime,15.122,320.787,5.681
37,Dammam,PartTime,16.442,217.088,13.934
26,Dammam,FullTime,39.129,765.99,12.597
44,Buqaiq,FullTime,39.069,581.112,10.849
22,Khobar,FullTime,40.183,874.426,17.922
24,Riyadh,PartTime,22.507,295.518,21.573
49,Jubail,PartTime,25.251,435.672,13.769
58,Buqaiq,PartTime,18.978,305.05,10.644
46,Dammam,FullTime,40.893,586.865,9.521
51,Khobar,FullTime,40.247,1307.762,9.945
36,Dammam,FullTime,41.935,1043.375,14.989
42,Dammam,FullTime,39.524,1124.304,22.319
59,Dammam,FullTime,41.415,610.284,17.508
35,Dammam,FullTime,40.5,1123.366,16.076
40,Dammam,PartTime,25.015,458.761,35.607
27,Dammam,FullTime,39.782,680.028,13.039
48,Khobar,PartTime,26.982,521.81,12.15
26,Dammam,PartTime,20.37,366.043,13.389
46,Dammam,FullTime,40.087,1505.298,16.226
20,Dammam,FullTime,37.772,1084.483,22.678
44,Dammam,FullTime,38.317,498.538,13.841
34,Dammam,FullTime,41.158,739.067,11.848
36,Dammam,FullTime,40.415,519.933,27.458
52,Dammam,PartTime,18.888,396.548,16.705
32,Dammam,FullTime,39.079,1266.646,9.414
25,Dammam,FullTime,42.028,822.386,16.794
18,Dammam,FullTime,41.002,1195.986,14.6
21,Dammam,PartTime,21.451,351.821,14.254
54,Dammam,PartTime,18.273,354.452,13.321
60,Dammam,FullTime,39.909,599.445,13.23
67,Dammam,FullTime,39.337,782.759,9.665
44,Dammam,FullTime,39.492,785.56,8.888
40,Dammam,FullTime,39.415,1149.185,12.552
42,Dammam,PartTime,18.197,290.306,14.148
46,Dammam,FullTime,39.893,645.732,20.437
44,Dammam,PartTime,21.392,363.123,30.192
66,Dammam,FullTime,40.573,1124.586,17.137
49,Dammam,FullTime,41.909,833.245,26.011
61,Riyadh,PartTime,18.266,268.22,28.492
30,Dammam,FullTime,40.755,811.725,17.52
24,Dammam,FullTime,39.326,901.812,22.093
44,Dammam,FullTime,41.225,949.546,20.87
40,Dammam,PartTime,18.897,275.266,11.234
39,Dammam,FullTime,41.298,1401.046,31.061
57,Khobar,PartTime,19.488,423.925,10.631
27,Khobar,FullTime,40.006,1084.49,8.68
37,Jubail,FullTime,39.667,595.288,6.872
52,Buqaiq,PartTime,16.051,131.749,18.012
34,Khobar,FullTime,39.989,523.203,20.268
54,Dammam,FullTime,39.065,834.896,15.956
27,Dammam,FullTime,39.488,959.125,15.63
37,Dammam,FullTime,38.633,378.755,9.811
47,Dammam,FullTime,41.873,934.627,15.392
18,Dammam,FullTime,39.92,652.506,20.938
25,Buqaiq,FullTime,39.622,879.007,28.008
29,Khobar,FullTime,40.175,777.31,25.819
40,Dammam,FullTime,39.157,944.534,18.338
33,Jeddah,FullTime,41.231,798.634,23.615
52,Dammam,FullTime,41.476,918.259,16.056
24,Dammam,FullTime,41.127,1084.974,8.663
49,Dammam,FullTime,38.584,1310.883,7.563
23,Khobar,FullTime,40.823,944.421,10.826
56,Dammam,FullTime,40.639,730.019,17.528
26,Khobar,FullTime,40.882,620.039,5.519
40,Dammam,FullTime,39.654,465.043,10.074
62,Dammam,PartTime,18.707,249.563,3.466
44,Khobar,PartTime,18.313,332.937,8.478
45,Dammam,FullTime,40.224,809.8,21.64
27,Alhasa,PartTime,25.155,328.175,20.221
27,Dammam,FullTime,40.327,934.083,18.611
40,Dammam,FullTime,38.529,869.817,10.712
22,Dammam,FullTime,39.552,699.987,11.257
39,Khobar,PartTime,20.355,548.214,8.373
65,Dammam,FullTime,39.459,626.876,12.546
48,Khobar,FullTime,39.017,393.19,15.613
20,Dammam,FullTime,40.574,1166.858,8.307
23,Dammam,PartTime,24.875,191.784,8.024
36,Dammam,FullTime,39.736,1323.65,7.348
29,Dammam,FullTime,39.39,886.15,15.649
48,Khobar,FullTime,39.672,787.049,12.517
32,Dammam,FullTime,40.962,540.894,11.884
57,Dammam,PartTime,18.502,259.371,18.645
27,Dammam,FullTime,40.729,531.246,21.476
23,Dammam,FullTime,40.219,903.63,12.919
29,Buqaiq,FullTime,40.431,800.154,10.518
30,Khobar,FullTime,39.673,685.519,16.888
23,Dammam,FullTime,40.347,737.839,21.072
34,Dammam,FullTime,40.878,988.697,16.933
70,Dammam,FullTime,40.65,1489.521,11.994
18,Khobar,PartTime,21.373,473.999,13.316
42,Dammam,FullTime,39.017,662.784,25.649
30,Dammam,FullTime,40.084,450.929,4.432
19,Dammam,FullTime,37.798,1196.136,14.961
30,Khobar,FullTime,38.945,554.682,7.612
51,Dammam,PartTime,20.758,359.124,12.045
43,Dammam,FullTime,40.258,519.428,10.759
48,Buqaiq,PartTime,21.669,336.693,6.157
24,Dammam,FullTime,40.143,785.136,11.812
31,Dammam,FullTime,40.019,631.737,14.11
18,Dammam,FullTime,39.764,697.426,12.873
42,Dammam,FullTime,41.542,721.974,15.407
46,Buqaiq,FullTime,38.492,706.16,13.609
57,Dammam,PartTime,18.579,379.187,10.595
37,Khobar,FullTime,40.602,785.128,28.472
60,Dammam,PartTime,19.95,416.097,21.124
22,Dammam,FullTime,41.281,1271.714,25.295
28,Buqaiq,FullTime,38.955,469.531,14.862
18,Dammam,FullTime,39.022,366.324,22.21
46,Khobar,FullTime,41.854,376.077,27.55
32,Dammam,FullTime,38.429,744.91,9.207
53,Dammam,FullTime,39.348,676.916,21.568
22,Dammam,FullTime,40.366,491.838,7.104
26,Dammam,FullTime,39.371,1015.675,10.392
30,Dammam,FullTime,41.88,1176.852,12.773
64,Dammam,FullTime,40.893,609.801,11.229
34,Dammam,PartTime,22.244,485.57,25.318
69,Dammam,FullTime,40.358,529.563,5.532
50,Jubail,PartTime,18.025,215.847,27.621
51,Buqaiq,FullTime,40.971,1165.742,18.189
32,Dammam,FullTime,41.201,913.011,15.564
29,Dammam,FullTime,38.286,551.438,16.317
28,Dammam,FullTime,38.625,904.25,14.68
46,Dammam,FullTime,39.354,371.971,13.695
47,Khobar,FullTime,41.587,409.313,18.865
41,Khobar,FullTime,39.585,566.17,5.551
45,Dammam,FullTime,42.396,709.563,18.17
53,Dammam,FullTime,40.591,614.761,13.357
19,Alhasa,FullTime,40.231,987.858,7.642
30,Khobar,PartTime,16.846,429.979,8.247
63,Dammam,FullTime,39.888,867.476,13.608
31,Dammam,FullTime,39.389,276.944,19.256
35,Dammam,PartTime,16.609,657.174,11.837
23,Khobar,PartTime,16.665,504.989,14.923
42,Dammam,PartTime,21.316,418.51,7.373
57,Alhasa,PartTime,16.588,257.573,6.365
33,Khobar,FullTime,39.797,986.603,28.864
48,Dammam,FullTime,41.519,913.24,12.895
28,Dammam,FullTime,40.153,1123.567,7.537
56,Buqaiq,FullTime,39.646,1188.737,9.129
29,Khobar,FullTime,37.986,531.903,21.957
30,Dammam,PartTime,21.094,307.992,9.548
42,Dammam,PartTime,24.307,647.811,20.048
32,Dammam,PartTime,22.306,413.006,6.282
51,Dammam,FullTime,39.23,887.475,27.825
18,Dammam,PartTime,21.434,473.425,18.354
18,Dammam,PartTime,20.958,387.796,13.517
33,Alhasa,FullTime,39.192,368.119,20.103
24,Khobar,FullTime,38.696,686.249,24.839
31,Dammam,PartTime,18.611,512.531,11.398
23,Dammam,PartTime,23.543,267.518,17.145
27,Dammam,PartTime,20.549,292.841,10.775
42,Dammam,PartTime,19.438,461.097,8.591
38,Dammam,FullTime,39.928,460.446,6.694
34,Khobar,FullTime,41.125,737.831,5.986
59,Dammam,FullTime,40.006,693.44,4.871
36,Dammam,PartTime,17.086,322.678,11.705
49,Riyadh,FullTime,39.827,662.386,8.525
31,Khobar,PartTime,18.303,407.356,9.818
34,Dammam,PartTime,18.458,267.057,9.577
27,Dammam,PartTime,18.602,167.341,11.302
24,Buqaiq,FullTime,41.402,779.104,14.262
34,Dammam,PartTime,19.613,297.748,9.748
58,Dammam,FullTime,38.789,1139.679,12.342
31,Dammam,FullTime,41.545,1061.443,6.524
33,Dammam,PartTime,22.084,409.813,9.918
37,Dammam,FullTime,39.296,502.239,12.874
44,Dammam,PartTime,19.016,389.775,5.752
29,Dammam,FullTime,38.656,566.586,14.007
18,Dammam,FullTime,41.525,669.536,19.309
57,Dammam,FullTime,40.755,907.409,19.779
46,Dammam,FullTime,39.852,1289.652,10.302
18,Dammam,FullTime,40.463,351.387,19.636
54,Dammam,PartTime,20.312,362.799,13.837
40,Dammam,FullTime,39.438,709.997,12.544
25,Buqaiq,FullTime,39.516,385.302,6.226
42,Dammam,FullTime,39.611,626.847,5.753
25,Alhasa,FullTime,39.399,1060.044,17.045
42,Dammam,FullTime,39.497,796.279,16.671
40,Khobar,FullTime,40.8,1302.846,9.008
26,Dammam,FullTime,39.396,984.694,20.57
47,Dammam,PartTime,21.046,404.012,10.308
31,Dammam,FullTime,38.286,442.902,18.378
26,Buqaiq,PartTime,21.254,463.107,15.543
51,Khobar,PartTime,16.601,394.352,12.423
24,Dammam,FullTime,39.219,823.024,19.834
28,Dammam,PartTime,21.158,439.806,12.555
66,Dammam,FullTime,39.483,494.165,8.149
38,Dammam,PartTime,22.011,368.521,12.687
61,Dammam,PartTime,18.651,282.203,5.613
52,Dammam,PartTime,20.735,336.858,7.023
56,Khobar,PartTime,21.879,339.1,11.949
53,Dammam,PartTime,25.399,641.305,6.837
45,Dammam,PartTime,19.548,445.368,14.041
43,Dammam,FullTime,41.569,949.721,13.257
32,Buqaiq,FullTime,38.77,459.33,12.114
33,Dammam,FullTime,40.445,1053.521,18.816
43,Khobar,FullTime,40.43,1045.188,10.482
20,Khobar,FullTime,40.282,785.252,7.475
45,Dammam,FullTime,40.275,565.93,15.222
41,Dammam,FullTime,41.042,785.039,14.994
32,Dammam,PartTime,19.217,177.945,5.923
22,Khobar,FullTime,40.343,1287.92,12.445
45,Khobar,FullTime,39.816,597.9,21.149
24,Dammam,FullTime,39.895,606.331,15.818
46,Dammam,FullTime,40.34,600.793,25.38
23,Alhasa,FullTime,38.358,796.847,10.115
48,Jubail,PartTime,17.529,266.265,18.554
47,Dammam,PartTime,24.868,254.894,10.309
18,Dammam,FullTime,40.198,689.987,17.27
48,Dammam,FullTime,40.031,827.171,13.219
28,Buqaiq,FullTime,40.31,698.841,24.793
54,Dammam,FullTime,39.759,616.34,15.247
18,Dammam,FullTime,41.633,510.223,5.193
56,Dammam,FullTime,43.965,466.675,7.678
35,Dammam,FullTime,41.926,950.14,8.168
34,Dammam,FullTime,39.695,769.347,16.04
45,Alhasa,FullTime,39.13,517.751,8.611
52,Dammam,FullTime,40.369,492.815,11.625
30,Jeddah,PartTime,20.614,236.083,14.238
27,Dammam,FullTime,40.232,749.598,22.066
41,Dammam,FullTime,39.691,855.088,11.851
21,Dammam,FullTime,40.284,1329.388,21.474
58,Dammam,FullTime,41.497,729.964,8.863
43,Dammam,FullTime,38.706,644.925,14.669
43,Dammam,FullTime,39.067,604.864,17.054
45,Dammam,FullTime,39.917,1233.82,14.642
18,Dammam,FullTime,40.97,583.768,16.359
37,Dammam,FullTime,40.921,1021.909,6.728
33,Dammam,FullTime,42.005,857.688,13.912
30,Dammam,PartTime,18.894,287.43,20.662
41,Dammam,FullTime,39.422,1003.98,19.746
35,Jeddah,FullTime,38.857,572.512,13.61
55,Dammam,FullTime,40.588,1080.192,11.12
27,Dammam,FullTime,40.741,815.599,14.329
30,Dammam,FullTime,39.85,404.232,11.538
23,Alhasa,PartTime,18.981,395.238,20.938
37,Dammam,PartTime,22.203,247.581,9.272
34,Dammam,FullTime,41.508,875.951,3.799
26,Dammam,FullTime,39.659,915.931,18.392
26,Dammam,PartTime,16.84,207.456,15.486
37,Dammam,FullTime,39.465,586.432,16.734
52,Dammam,FullTime,39.351,719.192,19.64
27,Dammam,FullTime,40.464,866.926,14.989
46,Dammam,FullTime,40.038,622.683,20.566
33,Khobar,FullTime,39.323,700.086,11.773
62,Dammam,PartTime,23.957,408.477,27.191
37,Dammam,PartTime,18.072,436.979,11.495
43,Dammam,FullTime,39.76,1115.039,21.335
44,Dammam,FullTime,39.53,571.018,12.631
23,Khobar,PartTime,18.867,356.658,7.515
55,Dammam,FullTime,38.461,637.62,10.067
43,Dammam,FullTime,39.969,1093.756,5.276
25,Dammam,FullTime,42.279,540.42,11.756
38,Dammam,FullTime,39.264,580.823,15.239
52,Khobar,PartTime,17.187,307.439,26.409
46,Khobar,PartTime,17.824,489.418,13.951
53,Khobar,FullTime,40.407,949.588,10.268
29,Khobar,FullTime,39.088,601.66,4.751
29,Dammam,FullTime,41.764,500.581,13.381
61,Dammam,FullTime,40.327,749.451,18.878
43,Dammam,PartTime,20.356,464.178,21.551
31,Khobar,PartTime,21.483,378.018,20.179
56,Dammam,PartTime,19.244,301.751,22.641
25,Dammam,PartTime,21.562,231.405,16.654
39,Dammam,FullTime,38.937,1315.051,22.958
41,Dammam,FullTime,39.635,376.232,6.792
47,Dammam,FullTime,39.378,921.056,14.233
33,Buqaiq,FullTime,39.147,375.835,8.102
41,Dammam,FullTime,39.379,750.839,7.865
25,Dammam,FullTime,40.978,1113.142,10.736
36,Dammam,FullTime,40.516,730.934,18.656
62,Khobar,PartTime,18.94,351.725,22.389
40,Dammam,FullTime,39.94,686.624,9.923
31,Dammam,PartTime,20.407,334.276,6.525
25,Dammam,FullTime,41.986,497.825,11.005
33,Dammam,FullTime,39.87,696.195,19.158
35,Dammam,FullTime,38.544,588.669,8.801
32,Dammam,FullTime,40.588,798.185,18.5
43,Dammam,FullTime,38.865,819.992,17.312
22,Dammam,FullTime,40.318,655.776,16.239
29,Dammam,FullTime,39.86,622.942,11.045
18,Khobar,FullTime,40.013,809.929,15.461
26,Dammam,FullTime,39.611,720.334,17.716
21,Alhasa,FullTime,39.405,832.265,20.983
42,Dammam,FullTime,39.556,662.939,13.071
49,Dammam,FullTime,39.833,692.534,10.907
33,Buqaiq,FullTime,38.367,609.876,13.195
31,Dammam,FullTime,40.92,473.685,10.814
39,Dammam,FullTime,41.103,892.056,7.129
31,Dammam,FullTime,40.478,471.622,11.025
54,Dammam,FullTime,39.659,772.402,13.34
50,Dammam,FullTime,40.257,746.034,10.564
36,Dammam,FullTime,39.813,386.197,7.65
39,Dammam,PartTime,17.03,277.083,13.566
52,Khobar,FullTime,40.645,517.334,12.978
56,Dammam,FullTime,40.505,1235.333,7.457
52,Dammam,PartTime,27.293,498.971,29.367
31,Dammam,FullTime,40.005,534.524,6.776
43,Khobar,FullTime,39.699,961.613,13.973
19,Dammam,PartTime,21.248,502.694,12.594
49,Dammam,FullTime,39.696,730.882,16.748
18,Dammam,FullTime,41.911,1148.881,21.346
25,Dammam,FullTime,41.506,1515.178,7.486
32,Dammam,FullTime,40.574,1373.583,8.642
53,Dammam,FullTime,40.172,716.365,13.577
33,Khobar,FullTime,39.031,582.329,20.534
38,Dammam,FullTime,38.58,662.045,9.255
44,Dammam,FullTime,39.075,1030.625,12.074
38,Khobar,FullTime,40.644,424.12,28.011
29,Dammam,FullTime,41.356,410.332,9.765
26,Dammam,PartTime,24.502,487.675,26.699
22,Jubail,FullTime,40.527,1046.481,35.476
24,Dammam,FullTime,40.714,561.028,9.427
58,Dammam,FullTime,39.395,922.416,19.77
49,Dammam,FullTime,40.257,684.818,10.858
40,Dammam,FullTime,39.58,831.998,12.473
24,Dammam,PartTime,19.957,397.416,11.581
29,Buqaiq,PartTime,18.206,382.13,15.386
62,Alhasa,FullTime,40.166,479.687,8.553
29,Dammam,FullTime,40.436,681.946,21.203
22,Dammam,PartTime,18.275,291.546,15.852
19,Dammam,FullTime,40.082,1023.175,16.172
40,Jeddah,FullTime,38.963,869.051,9.205
30,Dammam,FullTime,39.243,688.022,14.445
32,Khobar,FullTime,40.185,869.532,11.248
22,Dammam,FullTime,40.817,847.065,14.858
25,Dammam,PartTime,22.333,681.485,11.016
59,Dammam,FullTime,41.613,938.299,12.471
55,Dammam,FullTime,39.634,612.597,14.759
46,Dammam,FullTime,38.22,857.806,17.88
26,Dammam,FullTime,40.822,678.299,24.052
52,Dammam,FullTime,40.757,461.994,16.986
36,Dammam,FullTime,39.991,860.902,6.332
44,Dammam,FullTime,39.866,754.094,10.9
59,Dammam,FullTime,40.972,499.209,23.954
29,Alhasa,FullTime,39.883,1092.867,7.556
47,Alhasa,FullTime,40.511,805.363,14.63
35,Dammam,FullTime,38.91,621.804,25.605
18,Dammam,FullTime,38.655,834.923,16.432
32,Khobar,PartTime,19.393,412.277,11.911
22,Dammam,FullTime,40.379,542.696,27.883
47,Khobar,PartTime,20.848,391.479,12.608
58,Dammam,FullTime,39.037,520.927,9.439
51,Dammam,FullTime,38.41,550.499,4.343
30,Dammam,FullTime,40.518,550.197,10.326
24,Dammam,FullTime,39.349,603.416,15.563
50,Dammam,FullTime,40.333,850.507,14.938
26,Dammam,FullTime,38.946,684.001,7.918
24,Khobar,PartTime,22.311,830.541,23.413
34,Dammam,FullTime,41.101,823.409,10.803
32,Dammam,FullTime,40.273,887.427,10.297
61,Khobar,FullTime,39.579,574.16,16.271
32,Alhasa,PartTime,21.992,332.252,13.701
