,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
32,reason_19,month_12,day_6,season_3,318,27,13,42,239.41385481635547,100,0,education_1,son_2,1,1,pet_1,79,173,25,72
33,reason_19,month_8,day_6,season_1,158,27,6,30,266.17396637562234,94,0,education_1,son_0,1,1,pet_0,75,194,22,3
34,reason_11,month_7,day_4,season_1,178,52,18,39,237.06630869633204,97,0,education_1,son_0,1,0,pet_0,88,170,31,1
35,reason_23,month_0,day_5,season_4,229,27,9,28,280.8078441771598,98,0,education_1,son_1,0,0,pet_2,72,169,24,3
36,reason_0,month_10,day_3,season_4,151,27,8,29,262.41073538984017,84,1,education_1,son_0,1,1,pet_0,80,177,22,0
37,reason_23,month_5,day_3,season_4,226,26,9,27,258.2768517436575,97,0,education_1,son_1,0,0,pet_2,74,169,23,2
38,reason_28,month_3,day_6,season_2,247,47,12,37,239.98830080585827,98,0,education_1,son_3,1,0,pet_0,66,168,24,4
39,reason_23,month_7,day_6,season_1,251,49,12,37,237.07695436501982,97,0,education_1,son_3,1,0,pet_0,66,167,23,4
40,reason_11,month_5,day_3,season_3,180,52,18,38,351.07912032404664,92,0,education_1,son_0,1,0,pet_0,89,170,31,1
41,reason_26,month_12,day_6,season_4,253,47,12,35,262.2401700411885,97,0,education_1,son_3,1,0,pet_0,65,167,24,8
42,reason_10,month_3,day_2,season_2,178,51,18,39,223.2924458802112,100,0,education_1,son_0,1,0,pet_0,88,170,31,4
43,reason_11,month_6,day_3,season_1,342,13,3,27,250.8794900243663,94,0,education_3,son_0,0,0,pet_0,82,179,25,1
44,reason_23,month_8,day_3,season_1,240,8,15,36,265.8309276664677,95,0,education_4,son_1,0,0,pet_1,89,172,29,1
45,reason_8,month_1,day_2,season_2,183,26,9,30,329.1978208468517,96,0,education_3,son_0,0,0,pet_0,64,171,21,2
46,reason_13,month_6,day_4,season_3,158,15,18,45,347.2038869876249,95,0,education_1,son_1,1,0,pet_0,98,196,31,8
47,reason_10,month_3,day_2,season_2,181,52,18,39,221.98884472497699,99,0,education_1,son_0,1,0,pet_0,88,170,31,4
48,reason_14,month_7,day_3,season_1,274,40,13,31,258.19229938354727,93,0,education_1,son_2,1,0,pet_1,91,172,30,8
49,reason_5,month_3,day_6,season_2,179,27,9,29,224.07194331227865,100,0,education_4,son_0,0,0,pet_0,64,171,21,2
50,reason_11,month_8,day_5,season_1,272,50,11,33,232.480659181365,92,0,education_1,son_0,1,0,pet_0,65,169,23,4
51,reason_28,month_8,day_3,season_1,137,9,10,35,254.5040020485628,93,0,education_1,son_0,0,0,pet_0,81,172,26,4
52,reason_23,month_6,day_2,season_3,126,15,14,34,364.15605249612645,95,0,education_1,son_2,1,0,pet_0,94,192,25,4
53,reason_26,month_7,day_4,season_1,238,22,13,46,259.21543415306803,93,0,education_1,son_1,1,0,pet_0,103,167,33,4
54,reason_3,month_10,day_2,season_4,232,13,2,33,295.37153875854744,87,0,education_2,son_0,0,0,pet_0,77,189,25,8
55,reason_28,month_6,day_2,season_3,181,51,18,39,251.8124381735513,95,0,education_1,son_0,1,0,pet_0,89,170,31,3
56,reason_23,month_10,day_5,season_4,139,16,18,44,259.96268642322923,84,0,education_1,son_1,1,0,pet_0,98,189,31,1
57,reason_0,month_3,day_4,season_2,384,20,11,31,241.73317364015196,98,1,education_1,son_3,1,0,pet_0,74,169,25,0
58,reason_23,month_9,day_3,season_1,125,16,15,34,257.72465827636955,89,0,education_1,son_2,1,0,pet_0,95,185,25,2
59,reason_28,month_9,day_3,season_1,255,18,17,40,256.25370440695707,86,0,education_1,son_0,1,0,pet_0,65,170,24,1
60,reason_26,month_12,day_6,season_4,245,49,12,35,262.2845011929186,97,0,education_1,son_4,1,0,pet_0,66,167,23,8
61,reason_23,month_9,day_3,season_4,386,25,11,32,256.1344803816787,88,0,education_1,son_3,1,0,pet_0,71,169,25,8
62,reason_17,month_3,day_6,season_2,178,26,9,30,227.25950800900762,100,0,education_2,son_0,0,0,pet_0,60,171,19,2
63,reason_28,month_11,day_2,season_4,325,51,6,28,268.481754839519,93,0,education_1,son_1,1,0,pet_8,76,172,27,2
64,reason_23,month_4,day_3,season_3,143,16,18,49,241.56521490870114,85,0,education_1,son_1,1,0,pet_0,98,189,31,3
65,reason_13,month_1,day_4,season_2,271,36,13,31,330.24829213960913,96,0,education_1,son_2,1,0,pet_1,91,172,29,8
66,reason_7,month_9,day_2,season_4,290,29,12,41,280.9480463570902,88,0,education_1,son_1,1,0,pet_1,69,171,25,15
67,reason_6,month_1,day_4,season_2,180,52,18,39,314.0066040196931,96,0,education_1,son_0,1,0,pet_0,89,170,31,3
68,reason_25,month_2,day_5,season_2,183,26,9,30,260.6799690620618,97,0,education_3,son_0,0,0,pet_0,64,171,21,2
69,reason_28,month_8,day_5,season_1,280,31,12,40,254.54285135774876,93,0,education_1,son_1,1,0,pet_1,70,171,25,4
70,reason_1,month_3,day_2,season_2,152,12,14,34,356.549816484201,95,0,education_1,son_2,1,0,pet_0,97,196,25,26
71,reason_28,month_11,day_4,season_4,127,9,10,37,267.65763072919736,93,0,education_1,son_0,0,0,pet_0,82,172,28,3
72,reason_21,month_11,day_3,season_4,183,51,18,39,272.00766564960173,93,0,education_1,son_0,1,0,pet_0,88,170,31,1
73,reason_23,month_9,day_6,season_4,254,25,14,49,241.9341811113045,92,0,education_1,son_2,0,0,pet_1,87,166,34,1
74,reason_0,month_10,day_3,season_4,262,31,11,40,260.40689515646807,88,1,education_1,son_1,1,0,pet_1,70,171,25,0
75,reason_19,month_4,day_6,season_3,246,50,12,37,316.4513223118507,96,0,education_1,son_3,1,0,pet_0,66,167,23,41
76,reason_28,month_10,day_5,season_4,119,16,18,49,261.3537475635219,91,0,education_1,son_1,1,0,pet_0,97,191,31,1
77,reason_0,month_10,day_6,season_4,125,14,18,43,259.34357437588676,84,1,education_1,son_1,1,0,pet_0,97,183,31,0
78,reason_23,month_9,day_6,season_1,255,22,14,45,259.0495031225689,84,0,education_1,son_2,0,0,pet_1,83,165,32,1
79,reason_28,month_12,day_5,season_4,230,26,9,28,257.24192851769743,97,0,education_1,son_1,0,0,pet_2,73,169,24,3
80,reason_24,month_12,day_6,season_3,183,24,16,41,238.76794328614398,99,0,education_4,son_2,0,1,pet_0,57,170,22,8
81,reason_23,month_7,day_6,season_1,183,51,18,39,238.9593008525401,97,0,education_1,son_0,1,0,pet_0,89,170,31,2
82,reason_9,month_7,day_6,season_1,122,13,15,34,274.36428315241824,98,0,education_1,son_2,1,0,pet_0,94,191,25,2
83,reason_28,month_2,day_6,season_2,225,12,14,41,257.3754174824746,97,0,education_2,son_2,1,0,pet_2,96,185,26,2
84,reason_12,month_1,day_5,season_2,178,26,9,29,305.8626300621581,96,0,education_3,son_0,0,0,pet_0,60,171,21,47
85,reason_22,month_12,day_4,season_4,339,52,8,27,263.69701665470535,97,0,education_1,son_1,1,0,pet_8,75,172,28,8
86,reason_9,month_10,day_2,season_4,243,14,2,31,291.97919159833117,83,0,education_4,son_0,0,0,pet_0,75,192,25,8
87,reason_13,month_8,day_5,season_1,311,27,13,43,266.84439064540913,95,0,education_1,son_2,1,1,pet_1,79,173,25,1
88,reason_26,month_12,day_6,season_4,239,20,13,43,288.7035110746836,98,0,education_1,son_1,1,0,pet_0,106,167,35,8
89,reason_0,month_0,day_4,season_3,348,14,5,27,342.18434764052574,92,1,education_4,son_0,0,0,pet_0,87,180,25,0
90,reason_15,month_11,day_3,season_4,183,51,18,39,267.6345689707138,93,0,education_1,son_0,1,0,pet_0,89,170,31,1
91,reason_23,month_9,day_2,season_1,183,52,18,39,264.9048223543044,84,0,education_1,son_0,1,0,pet_0,89,170,31,4
92,reason_23,month_2,day_3,season_2,247,17,15,50,259.25554302585954,97,0,education_1,son_2,0,0,pet_1,84,163,36,2
93,reason_17,month_3,day_6,season_2,183,27,9,30,217.90785090477982,99,0,education_3,son_0,0,0,pet_0,63,171,19,2
94,reason_27,month_7,day_5,season_1,230,26,9,27,211.452667807343,92,0,education_1,son_1,0,0,pet_2,70,169,24,4
95,reason_8,month_3,day_4,season_3,180,52,18,38,206.0248609138989,99,0,education_1,son_0,1,0,pet_0,89,170,31,3
96,reason_28,month_11,day_2,season_4,383,52,2,27,272.2816911752382,93,0,education_1,son_1,1,0,pet_8,80,172,27,2
97,reason_22,month_7,day_6,season_1,359,52,6,27,237.94655435877803,97,0,education_1,son_1,1,0,pet_8,75,172,27,8
98,reason_23,month_10,day_2,season_4,238,20,13,50,261.0845476177235,85,0,education_1,son_1,1,0,pet_0,101,167,35,2
99,reason_27,month_2,day_2,season_2,179,51,18,38,249.32986016507368,96,0,education_1,son_0,1,0,pet_0,88,170,31,2
100,reason_28,month_11,day_2,season_4,178,52,18,38,271.5756583398514,93,0,education_1,son_0,1,0,pet_0,88,170,31,1
101,reason_21,month_2,day_6,season_2,180,52,18,39,253.80025932299657,96,0,education_1,son_0,1,0,pet_0,88,170,31,3
102,reason_0,month_0,day_3,season_1,133,13,13,40,272.9122637202526,95,0,education_1,son_1,1,0,pet_8,98,170,34,0
103,reason_23,month_11,day_4,season_4,227,27,9,27,335.6451966814972,93,0,education_1,son_1,0,0,pet_2,71,169,23,3
104,reason_23,month_12,day_5,season_4,226,26,9,27,276.0373658455899,98,0,education_1,son_1,0,0,pet_2,72,169,24,3
105,reason_23,month_11,day_2,season_4,274,28,12,41,295.04107414123706,97,0,education_1,son_1,1,0,pet_1,74,171,25,1
106,reason_19,month_7,day_2,season_1,282,34,13,33,270.12294792263674,98,0,education_1,son_2,1,0,pet_1,92,172,29,20
107,reason_13,month_6,day_6,season_3,232,9,14,36,344.3493116999831,95,0,education_3,son_1,0,0,pet_1,88,172,29,50
108,reason_13,month_11,day_5,season_4,148,10,10,37,266.8698833343859,93,0,education_1,son_0,0,0,pet_0,85,172,28,2
109,reason_16,month_7,day_2,season_1,180,52,18,39,236.83710097324527,97,0,education_1,son_0,1,0,pet_0,88,170,31,8
110,reason_13,month_3,day_3,season_2,183,52,18,39,343.0725561767868,95,0,education_1,son_0,1,0,pet_0,89,170,31,10
111,reason_23,month_9,day_2,season_1,178,26,9,30,259.0628889363766,91,0,education_3,son_0,0,0,pet_0,62,171,21,2
112,reason_23,month_0,day_6,season_4,230,26,9,27,295.13860460200385,98,0,education_1,son_1,0,0,pet_2,72,169,24,3
113,reason_27,month_11,day_5,season_4,236,9,14,36,280.00022000088427,97,0,education_2,son_1,0,0,pet_1,88,172,30,2
114,reason_15,month_4,day_6,season_3,183,26,9,30,241.71452297616187,81,0,education_2,son_0,0,0,pet_0,56,171,20,2
115,reason_0,month_10,day_3,season_4,140,26,6,30,261.17024931820356,84,1,education_1,son_0,1,1,pet_0,79,178,22,0
116,reason_13,month_9,day_4,season_1,178,51,18,38,286.99701069830746,82,0,education_1,son_0,1,0,pet_0,88,170,31,8
117,reason_22,month_12,day_2,season_3,242,5,14,37,238.03776790773864,99,0,education_3,son_1,0,0,pet_1,89,172,29,8
118,reason_28,month_9,day_3,season_1,278,32,11,40,282.4478707210618,84,0,education_1,son_1,1,0,pet_1,70,171,25,3
119,reason_11,month_9,day_2,season_1,182,52,18,38,285.4989573178703,87,0,education_1,son_0,1,0,pet_0,89,170,31,8
120,reason_10,month_6,day_4,season_3,151,11,10,37,275.3633965294178,96,0,education_1,son_0,0,0,pet_0,81,172,27,8
121,reason_19,month_10,day_5,season_4,250,50,12,37,249.03317168109513,93,0,education_1,son_3,1,0,pet_0,67,168,24,15
122,reason_15,month_12,day_4,season_3,119,8,10,37,238.69351037799805,100,0,education_1,son_0,0,0,pet_0,86,172,27,3
123,reason_5,month_4,day_6,season_3,179,27,9,30,246.97779023846783,86,0,education_3,son_0,0,0,pet_0,59,171,19,2
124,reason_28,month_3,day_3,season_3,253,18,17,41,241.7047541697464,98,0,education_1,son_0,1,0,pet_0,65,170,23,2
125,reason_19,month_4,day_4,season_3,254,21,14,42,241.70704094747052,86,0,education_1,son_2,0,0,pet_1,86,164,32,8
126,reason_1,month_10,day_4,season_4,181,26,9,29,258.59727852125764,83,0,education_3,son_0,0,0,pet_0,60,171,19,102
127,reason_26,month_6,day_3,season_3,236,22,13,48,253.8918274969291,94,0,education_1,son_1,1,0,pet_0,105,167,33,8
128,reason_1,month_10,day_4,season_4,179,27,9,30,262.425982762346,82,0,education_4,son_0,0,0,pet_0,57,171,20,5
129,reason_28,month_12,day_2,season_4,181,51,18,39,218.4346893263277,93,0,education_1,son_0,1,0,pet_0,89,170,31,2
130,reason_28,month_5,day_2,season_2,183,52,18,39,236.06148731084272,93,0,education_1,son_0,1,0,pet_0,88,170,31,3
131,reason_12,month_1,day_5,season_2,178,27,9,30,334.9986582010528,96,0,education_2,son_0,0,0,pet_0,59,171,21,36
132,reason_13,month_2,day_5,season_2,181,26,9,30,261.73157888218265,97,0,education_2,son_0,0,0,pet_0,63,171,20,2
133,reason_28,month_2,day_6,season_2,254,50,12,36,253.07120146570992,96,0,education_1,son_3,1,0,pet_0,67,167,23,3
134,reason_23,month_9,day_3,season_4,326,17,11,32,263.1906073994869,88,0,education_1,son_4,1,0,pet_0,73,169,25,8
135,reason_14,month_5,day_5,season_3,228,16,14,41,238.56260346035296,99,0,education_4,son_2,1,0,pet_2,97,185,26,8
136,reason_26,month_7,day_2,season_1,247,49,11,36,232.56098628159305,92,0,education_1,son_4,1,0,pet_0,68,168,24,4
137,reason_22,month_10,day_6,season_4,299,36,13,33,261.16006002238663,87,0,education_1,son_2,1,0,pet_1,92,172,29,8
138,reason_23,month_3,day_4,season_2,272,40,13,31,216.8684861293891,100,0,education_1,son_2,1,0,pet_1,91,172,30,8
139,reason_0,month_9,day_3,season_1,297,48,11,32,280.1046831601728,89,1,education_1,son_0,1,0,pet_0,66,169,24,0
140,reason_28,month_6,day_2,season_3,182,51,18,39,256.0300103185052,94,0,education_1,son_0,1,0,pet_0,89,170,31,4
141,reason_23,month_4,day_4,season_3,324,13,3,28,239.56772114271615,98,0,education_2,son_0,0,0,pet_0,83,180,25,8
142,reason_28,month_10,day_5,season_4,133,15,18,51,258.2355048150522,90,0,education_1,son_1,1,0,pet_0,94,182,31,1
143,reason_19,month_4,day_6,season_3,244,48,12,36,305.8576954481018,96,0,education_1,son_4,1,0,pet_0,66,167,24,14
144,reason_19,month_3,day_3,season_2,118,27,8,30,353.78763951686176,95,0,education_1,son_0,1,1,pet_0,80,184,22,3
145,reason_13,month_11,day_5,season_4,122,5,10,36,271.85135835351764,93,0,education_1,son_0,0,0,pet_0,86,172,26,2
146,reason_0,month_10,day_6,season_4,120,16,18,47,257.2503164746801,83,1,education_1,son_1,1,0,pet_0,94,195,31,0
147,reason_23,month_5,day_6,season_2,225,26,9,28,263.1273561734604,97,0,education_1,son_1,0,0,pet_2,71,169,24,2
148,reason_10,month_10,day_2,season_4,335,52,8,27,264.1927716807412,91,0,education_1,son_1,1,0,pet_5,76,172,26,8
149,reason_23,month_11,day_4,season_4,229,26,9,28,309.77104131235865,93,0,education_1,son_1,0,0,pet_2,73,169,24,3
150,reason_28,month_9,day_5,season_4,151,14,18,48,293.02341188954864,90,0,education_1,son_1,1,0,pet_0,96,182,31,1
151,reason_17,month_8,day_3,season_1,275,37,13,33,206.37861498510338,92,0,education_1,son_2,1,0,pet_1,92,172,29,8
152,reason_15,month_0,day_4,season_3,231,27,9,28,239.86812073989333,100,0,education_1,son_1,0,0,pet_2,73,169,24,3
153,reason_28,month_2,day_3,season_2,128,9,10,36,253.3921970268572,96,0,education_1,son_0,0,0,pet_0,87,172,26,2
154,reason_23,month_12,day_3,season_4,230,26,9,28,260.0215640009555,97,0,education_1,son_1,0,0,pet_2,73,169,23,2
155,reason_23,month_8,day_5,season_1,182,26,9,30,268.35224220658057,95,0,education_4,son_0,0,0,pet_0,62,171,20,1
156,reason_28,month_7,day_2,season_1,156,11,10,37,258.4301231819975,93,0,education_1,son_0,0,0,pet_0,84,172,27,4
157,reason_28,month_6,day_5,season_1,224,26,9,27,350.47939372620533,94,0,education_1,son_1,0,0,pet_2,72,169,24,2
158,reason_26,month_7,day_4,season_1,238,21,13,50,263.55818349489,93,0,education_1,son_1,1,0,pet_0,100,168,33,4
159,reason_23,month_4,day_3,season_3,309,52,3,28,243.31978059496345,86,0,education_1,son_1,1,0,pet_8,77,172,28,2
160,reason_15,month_8,day_4,season_1,204,46,4,27,272.5546822310921,94,0,education_1,son_0,0,0,pet_0,61,167,20,8
161,reason_13,month_8,day_5,season_1,383,27,13,49,272.24586937018046,95,0,education_1,son_2,1,1,pet_1,79,175,25,1
162,reason_23,month_8,day_3,season_1,234,7,14,36,253.87813173556492,93,0,education_4,son_1,0,0,pet_1,89,172,29,4
163,reason_23,month_10,day_5,season_4,180,26,9,29,256.9055754484785,82,0,education_3,son_0,0,0,pet_0,63,171,21,29
164,reason_28,month_9,day_5,season_4,150,12,18,47,285.3377853615954,82,0,education_1,son_1,1,0,pet_0,98,183,31,1
165,reason_28,month_12,day_6,season_4,244,49,11,37,257.4100639218569,97,0,education_1,son_4,1,0,pet_0,65,167,24,3
166,reason_28,month_11,day_5,season_4,178,51,18,39,292.612408916867,97,0,education_1,son_0,1,0,pet_0,89,170,31,3
167,reason_19,month_8,day_6,season_1,122,27,7,30,271.8907434883431,95,0,education_1,son_0,1,1,pet_0,77,179,22,3
168,reason_0,month_9,day_4,season_4,329,20,12,33,242.48218529339093,92,1,education_1,son_3,1,0,pet_0,73,169,25,0
169,reason_5,month_8,day_2,season_1,257,17,15,46,268.82429457620754,94,0,education_1,son_2,0,0,pet_1,83,163,38,2
170,reason_3,month_1,day_6,season_2,225,26,9,28,312.24095361159016,94,0,education_1,son_1,0,0,pet_2,72,169,24,1
171,reason_22,month_3,day_6,season_3,279,34,13,33,246.79211933150995,98,0,education_1,son_2,1,0,pet_1,90,172,30,8
172,reason_23,month_9,day_6,season_1,178,52,18,39,286.11921316893495,86,0,education_1,son_0,1,0,pet_0,88,170,31,3
173,reason_7,month_4,day_6,season_3,240,7,14,36,311.1038271864311,96,0,education_2,son_1,0,0,pet_1,88,172,29,3
174,reason_27,month_3,day_5,season_2,229,27,9,27,219.84395086929715,99,0,education_1,son_1,0,0,pet_2,69,169,23,2
175,reason_23,month_0,day_6,season_4,231,27,9,28,284.19828206612476,98,0,education_1,son_1,0,0,pet_2,73,169,24,3
176,reason_11,month_3,day_3,season_3,230,26,9,28,361.05073729395224,95,0,education_1,son_1,0,0,pet_2,69,169,23,8
177,reason_19,month_8,day_5,season_1,240,6,15,36,273.3225968351939,95,0,education_2,son_1,0,0,pet_1,88,172,30,8
178,reason_23,month_10,day_3,season_4,153,5,10,35,248.77254448200748,93,0,education_1,son_0,0,0,pet_0,84,172,26,3
179,reason_1,month_10,day_4,season_4,224,15,17,56,290.71275171952817,83,0,education_1,son_2,0,0,pet_1,66,172,22,1
180,reason_15,month_2,day_5,season_2,231,26,9,28,324.48870538832415,100,0,education_1,son_1,0,0,pet_2,73,169,24,3
181,reason_22,month_6,day_4,season_1,236,52,4,32,271.2982287170752,96,0,education_2,son_1,1,0,pet_4,66,186,20,3
182,reason_18,month_8,day_2,season_1,183,51,18,39,217.5457330982832,92,0,education_1,son_0,1,0,pet_0,89,170,31,8
183,reason_11,month_7,day_4,season_1,254,48,12,35,238.51112977304854,97,0,education_1,son_3,1,0,pet_0,66,168,24,8
184,reason_3,month_3,day_4,season_2,178,52,18,38,227.4475827528442,100,0,education_1,son_0,1,0,pet_0,88,170,31,2
185,reason_15,month_7,day_2,season_1,183,51,18,38,238.17069379948995,97,0,education_1,son_0,1,0,pet_0,88,170,31,8
186,reason_21,month_1,day_3,season_2,119,10,10,36,329.60224645564443,94,0,education_1,son_0,0,0,pet_0,87,172,28,2
187,reason_14,month_11,day_5,season_4,246,18,15,42,274.1791895704229,93,0,education_1,son_2,0,0,pet_1,84,166,33,4
188,reason_19,month_2,day_2,season_2,233,52,5,33,256.3792018450354,97,0,education_2,son_1,1,0,pet_5,68,190,21,2
189,reason_23,month_9,day_5,season_1,280,30,12,40,247.11258863478452,92,0,education_1,son_1,1,0,pet_1,72,171,25,4
190,reason_18,month_5,day_3,season_2,123,15,14,34,278.1650359805669,98,0,education_1,son_2,1,0,pet_0,98,178,25,120
191,reason_0,month_12,day_4,season_3,303,47,11,36,237.827718130117,99,1,education_1,son_2,0,1,pet_5,68,176,20,0
192,reason_1,month_7,day_2,season_1,251,49,11,36,239.63724368268143,97,0,education_1,son_3,1,0,pet_0,65,167,24,8
193,reason_22,month_2,day_6,season_2,295,46,13,31,253.9612414913936,96,0,education_1,son_2,1,0,pet_1,92,172,29,3
194,reason_0,month_11,day_3,season_4,299,32,11,41,274.4578873376709,93,1,education_1,son_1,1,0,pet_1,70,171,25,0
195,reason_11,month_4,day_4,season_3,128,10,10,36,237.17795720097672,98,0,education_1,son_0,0,0,pet_0,81,172,28,2
196,reason_12,month_0,day_3,season_3,181,51,18,39,344.78869295596195,92,0,education_1,son_0,1,0,pet_0,88,170,31,1
197,reason_10,month_4,day_2,season_3,126,6,10,35,242.9312475194857,83,0,education_1,son_0,0,0,pet_0,82,172,26,8
198,reason_24,month_11,day_5,season_4,240,8,15,35,288.3424134987516,97,0,education_2,son_1,0,0,pet_1,88,172,29,2
199,reason_28,month_4,day_6,season_3,247,49,12,37,238.33177033144312,98,0,education_1,son_3,1,0,pet_0,67,168,24,4
200,reason_9,month_6,day_6,season_3,183,26,9,30,269.78842521774203,96,0,education_4,son_0,0,0,pet_0,63,171,21,2
201,reason_1,month_7,day_3,season_1,252,49,12,36,238.82597539224923,97,0,education_1,son_3,1,0,pet_0,67,168,24,8
202,reason_19,month_1,day_2,season_2,132,9,10,37,315.7987915586194,99,0,education_1,son_0,0,0,pet_0,83,172,28,57
203,reason_24,month_12,day_5,season_4,238,8,15,37,232.54658915910258,93,0,education_2,son_1,0,0,pet_1,89,172,30,2
204,reason_9,month_1,day_4,season_2,178,27,9,30,300.0561348135487,96,0,education_2,son_0,0,0,pet_0,62,171,19,2
205,reason_23,month_10,day_4,season_4,226,26,9,27,251.12058398187898,93,0,education_1,son_1,0,0,pet_2,73,169,24,3
206,reason_23,month_10,day_3,season_4,224,26,9,28,276.2575638183379,88,0,education_1,son_1,0,0,pet_2,69,169,24,2
207,reason_23,month_10,day_5,season_4,297,48,26,42,280.03369190089,83,0,education_1,son_0,0,0,pet_2,107,172,33,2
208,reason_10,month_6,day_4,season_3,137,11,10,35,272.0752942587599,96,0,education_1,son_0,0,0,pet_0,86,172,27,8
209,reason_6,month_2,day_4,season_2,181,51,18,38,254.0227925321368,96,0,education_1,son_0,1,0,pet_0,89,170,31,3
210,reason_0,month_10,day_4,season_4,145,14,18,43,254.31894480986603,93,1,education_1,son_1,1,0,pet_0,94,196,31,0
211,reason_11,month_10,day_5,season_4,235,15,2,31,290.8238050426894,82,0,education_3,son_0,0,0,pet_0,79,195,25,3
212,reason_25,month_4,day_3,season_3,243,16,3,31,241.64084491145695,84,0,education_3,son_0,0,0,pet_0,78,184,25,3
213,reason_23,month_8,day_4,season_1,252,23,14,47,267.6327251361653,95,0,education_1,son_2,0,0,pet_1,82,165,38,1
214,reason_23,month_7,day_6,season_1,254,49,11,35,239.3417691476238,97,0,education_1,son_4,1,0,pet_0,65,168,23,4
